Time,Mean,SEM,N
0.0,,,0
0.0714285714285714,,,0
0.1428571428571428,,,0
0.2142857142857142,,,0
0.2857142857142857,,,0
0.3571428571428571,,,0
0.4285714285714285,,,0
0.5,,,0
0.5714285714285714,,,0
0.6428571428571428,,,0
0.7142857142857142,,,0
0.7857142857142857,,,0
0.8571428571428571,,,0
0.9285714285714284,,,0
1.0,,,0
1.0714285714285714,,,0
1.1428571428571428,,,0
1.2142857142857142,,,0
1.2857142857142856,,,0
1.357142857142857,,,0
1.4285714285714284,,,0
1.5,,,0
1.5714285714285714,,,0
1.6428571428571428,,,0
1.7142857142857142,,,0
1.7857142857142856,,,0
1.857142857142857,,,0
1.9285714285714284,,,0
2.0,,,0
2.071428571428571,,,0
2.142857142857143,,,0
2.214285714285714,,,0
2.2857142857142856,,,0
2.357142857142857,,,0
2.4285714285714284,,,0
2.5,,,0
2.571428571428571,,,0
2.642857142857143,,,0
2.714285714285714,,,0
2.7857142857142856,,,0
2.8571428571428568,,,0
2.9285714285714284,,,0
3.0,,,0
3.071428571428571,,,0
3.142857142857143,,,0
3.214285714285714,,,0
3.2857142857142856,,,0
3.3571428571428568,,,0
3.4285714285714284,,,0
3.5,,,0
3.571428571428571,,,0
3.642857142857143,,,0
3.714285714285714,,,0
3.7857142857142856,,,0
3.8571428571428568,,,0
3.928571428571429,,,0
4.0,,,0
4.071428571428571,,,0
4.142857142857142,,,0
4.214285714285714,,,0
4.285714285714286,,,0
4.357142857142857,,,0
4.428571428571428,,,0
4.5,,,0
4.571428571428571,,,0
4.642857142857142,,,0
4.714285714285714,,,0
4.785714285714286,,,0
4.857142857142857,,,0
4.928571428571428,,,0
5.0,,,0
5.071428571428571,,,0
5.142857142857142,,,0
5.214285714285714,,,0
5.285714285714286,,,0
5.357142857142857,,,0
5.428571428571428,,,0
5.5,,,0
5.571428571428571,,,0
5.642857142857142,,,0
5.7142857142857135,,,0
5.785714285714286,,,0
5.857142857142857,,,0
5.928571428571428,,,0
6.0,,,0
6.071428571428571,,,0
6.142857142857142,,,0
6.2142857142857135,,,0
6.285714285714286,,,0
6.357142857142857,,,0
6.428571428571428,,,0
6.5,,,0
6.571428571428571,,,0
6.642857142857142,,,0
6.7142857142857135,,,0
6.785714285714286,,,0
6.857142857142857,,,0
6.928571428571428,,,0
7.0,,,0
7.071428571428571,,,0
7.142857142857142,,,0
7.2142857142857135,,,0
7.285714285714286,,,0
7.357142857142857,,,0
7.428571428571428,,,0
7.5,,,0
7.571428571428571,,,0
7.642857142857142,,,0
7.7142857142857135,,,0
7.785714285714286,,,0
7.857142857142857,,,0
7.928571428571428,,,0
8.0,,,0
8.071428571428571,,,0
8.142857142857142,,,0
8.214285714285714,,,0
8.285714285714285,,,0
8.357142857142856,,,0
8.428571428571429,,,0
8.5,,,0
8.571428571428571,,,0
8.642857142857142,,,0
8.714285714285714,,,0
8.785714285714285,,,0
8.857142857142856,,,0
8.928571428571429,,,0
9.0,,,0
9.071428571428571,,,0
9.142857142857142,,,0
9.214285714285714,,,0
9.285714285714285,,,0
9.357142857142856,,,0
9.428571428571429,,,0
9.5,,,0
9.571428571428571,,,0
9.642857142857142,,,0
9.714285714285714,,,0
9.785714285714285,,,0
9.857142857142856,,,0
9.928571428571429,,,0
10.0,,,0
10.071428571428571,,,0
10.142857142857142,,,0
10.214285714285714,,,0
10.285714285714285,,,0
10.357142857142856,,,0
10.428571428571429,,,0
10.5,,,0
10.571428571428571,,,0
10.642857142857142,,,0
10.714285714285714,,,0
10.785714285714285,,,0
10.857142857142856,,,0
10.928571428571429,,,0
11.0,,,0
11.071428571428571,,,0
11.142857142857142,,,0
11.214285714285714,,,0
