Frame,Time,0001_1,0001_2,0001_3,0001_4,0002_1,0002_2,0002_3,0004_1,0004_2,0004_3,0005_1,0005_2,0005_3,0005_4,0006_1,0006_2,0006_3
1890,134.92857142857142,2450904.9344850495,2308676.961298465,2367378.719015627,2185898.885089782,2465405.897218227,2151948.530469831,2629361.8105930737,2409047.157713613,2000948.1933269675,2306742.712789723,3021767.574206883,2197291.2957197786,2289348.254291708,2594742.748628646,,2904772.8892476475,2624100.280969713
1891,135.0,2418131.4074060074,2475632.2593677426,2486932.7714462276,2127749.9372791536,2538646.9204617897,2146998.103803866,2436396.911761557,2326173.1044060555,2012757.5425914335,2499539.7969039194,2944108.8637139685,2274203.6786315283,2237945.8284957497,2680757.639965184,2683983.945765523,2650826.9543726216,2712456.5325388587
1892,135.07142857142856,2380739.7178798257,2452280.101242563,2370091.934985521,2185209.3607632457,2667638.0506693996,2052750.9814342945,2394622.2818902056,,2129263.462361664,2386536.55756724,2957149.592016044,2050551.7744629534,2326550.923110725,2700485.376157412,2320058.118135124,2613650.722351494,
1893,135.14285714285714,2447195.0465446357,2374328.7598903934,2416948.279988892,2226011.7817775207,2573520.5882956684,2231322.377362772,2279247.041784975,2448511.91231561,1894759.2424164866,2423211.0230378383,3059337.9685488576,2189572.814061508,2362767.4189216685,2589432.24288296,2776292.1557070203,2485230.714195017,2443304.783244563
1894,135.2142857142857,2327203.614707109,2346424.2525248267,2363570.898285693,2203215.1790913087,2614591.602631923,2166021.3278797637,2739644.2734583486,2388787.471027269,1985465.7420678912,2461479.4100615475,2864787.8062972897,2285810.594184605,2418574.4499428733,2619700.1374485856,,2849274.952814179,2569101.876603139
1895,135.28571428571428,2527437.171973744,2449808.8294893163,2263908.4456814006,2140336.0170067074,2454112.0157384286,2318105.4412159007,2351092.6868290324,,2040223.4272918766,2671057.4114168165,3300976.929004694,2139500.15302801,2176487.654905961,2789161.035242721,2679548.5020979177,2844343.762758685,2652357.390416011
1896,135.35714285714286,,2505638.3022674047,2327736.237652994,2198364.929939427,2484764.5165678617,2157214.498030779,2326831.0290619703,2197545.688331398,2089896.8011579113,2620589.272294348,3068722.48370405,2228660.84734247,2290239.27454476,2524088.234287173,,2907360.401040062,2577711.585554514
1897,135.42857142857142,,2427707.497482654,2359175.760007684,2109888.059141581,2655082.4859389947,2025599.4381907755,2417921.0337907164,2282078.3472889857,2125397.0242301193,2568971.934478201,3039781.0413422035,2109902.1350597013,2238996.394167782,2454994.779857451,,2591247.7730365447,2639563.958900686
1898,135.5,2525947.631080092,2129768.664831135,2491050.111543804,2146245.2474030736,2411893.81718255,2281543.34234211,2197509.80578617,,2179577.337556727,2607713.983631935,2953900.916471132,2138765.2148638642,2302964.1806222037,2792977.762191127,,2550979.17416403,2566955.737941086
1899,135.57142857142856,2547703.5533940233,2168185.7977790413,2232844.2393302447,2261814.859552216,2683875.084045161,2191125.2934181774,2450974.4832257256,,2053286.920970842,2534253.429009854,3102397.5685733045,2149293.7704905593,2282143.082629421,2646206.7204109784,,2712517.967231488,2622383.553821727
1900,135.64285714285714,2684353.6222759592,2379826.213315413,2381346.5290621547,2196401.713269865,2646509.113292536,2379731.972233475,2241174.0532096275,2074498.0711697831,2016820.349303445,2589807.4124992075,3110791.6567216073,2350523.9898279947,2217697.2281289236,2698248.3654413205,2721604.3442226485,2746409.951127571,2747595.6115023885
1901,135.7142857142857,2476381.8724639136,2590021.9969978775,2329552.4336650325,2221190.8187706256,2628049.390645054,2345610.296610079,2047893.4192272094,1931763.9300738338,2133537.0440710117,2495086.8730459413,3287828.256601519,2403712.033061396,2277300.1273792605,2657140.340094911,,2714318.1592654013,
1902,135.78571428571428,2313060.774805745,2455049.592419308,2361117.646790376,2292999.9675762695,2571266.9197652736,2188699.5436952277,2354841.7626735005,1918222.4272556833,,2656292.0467426647,3182505.7015363052,2030850.1877689713,2293531.053900484,2623737.1495418157,,2692515.3855213225,2732244.1244115923
1903,135.85714285714286,2574084.453144475,2384053.922447751,2234930.8052876676,2069013.7806128052,2690253.016175453,2324629.7290864,2458783.6392820873,2244000.74750171,2033237.586723771,2391941.0819859705,3181439.1284852778,2073272.550346887,2147854.7016572272,2739926.0061211577,,2830995.5085245594,2636798.4414708284
1904,135.92857142857142,2372898.466985792,2326456.749652224,2197356.329243384,2116527.272324242,2752038.240534901,2274806.3279104913,2410353.216196466,2107846.577573665,2014054.6623588847,2640254.626859806,2992161.886062316,2190950.111946767,1982173.1446272722,2802601.327527627,,2702981.613165722,2562119.506321176
1905,136.0,2257823.0205684844,2296721.120132344,2357821.2634838955,2108142.614541289,2447882.071228077,2218328.903378222,2295450.118355464,,2007756.249934484,2499781.0076102307,3108253.1946938424,2298880.6357009886,2228244.6086902968,2658814.4408031115,2523456.885582908,2602784.7523495136,2792611.792717931
1906,136.07142857142856,2259757.2152784923,2379485.3363920203,2269953.6229059384,2168224.419902245,2600811.6042419104,2196295.6582238157,2233199.55725909,,2102211.8063859846,2317415.7072398616,3046010.3927682107,2276288.208009854,2367310.8442881,2471589.380999634,2657385.1256690607,2517718.008324763,2709067.514426345
1907,136.14285714285714,2473020.323640392,2251819.114752261,2325072.4818159267,2168805.1831098963,2432567.353221516,2115300.176772352,2220350.76108195,,2148616.413293629,2413609.772738636,3115503.398589352,2403323.053704451,2322112.79589506,2427631.5627574534,2834142.711026065,2738004.767657421,2742909.4263150874
1908,136.2142857142857,2324270.8147907583,2422888.8799557737,2217734.943639116,2270860.882686996,2471902.1961276764,2314615.1776166586,,2108173.320519648,2118014.9860064667,2611784.843456628,3166339.3551573264,2175771.3055768153,2190721.889929051,2761450.2422621455,2706042.840596187,2869926.3446298423,2567949.607796832
1909,136.28571428571428,2494683.4691953426,2364180.5714558996,2324576.9929987593,2225563.607344785,2570922.7027739543,2312839.3483030275,,2108173.320519648,2230153.2644518856,2483565.495918514,3048269.1362877763,2121894.3092971193,2202580.2206545216,2759974.7496584547,,2845805.354718102,
1910,136.35714285714286,2514866.8409975213,2150940.0834248913,2226417.158322078,2253862.5112156807,2592576.516476041,2115977.827230596,2355792.174758741,2278224.0594714526,2155816.7013174314,2513786.3625707375,3157438.679561821,2325087.1076522353,2174049.9740662603,2704999.876246013,,2945013.3970905864,2711845.2480764124
1911,136.42857142857142,2355601.8785162736,2495032.4351318376,2112550.3192835953,2245497.789864212,2652000.635090534,2254193.1310890247,2575753.4709031153,2075300.4842243784,2124627.220901386,2554159.5017304854,3053803.595524913,2013001.8098794024,2137127.2139975713,2722089.989193917,,2587812.2916387725,2745340.2660598676
1912,136.5,2461178.3517154274,2425298.392687237,2186971.4182224586,2338438.616963053,2645048.965500241,2175071.8350262926,2529629.4188698675,,2060823.7453006716,2498073.711820319,2884027.827842801,2201870.2469240637,2245424.7757558655,2707270.2957527894,2825758.90687799,2720734.7026605373,2786283.4503564257
1913,136.57142857142856,2525277.9358660025,2404813.2188097965,2419744.96688463,2330035.9630021285,2432091.114847068,2174547.4548186962,2428598.2079230538,,2148542.453049387,2448798.944146174,2935711.337554947,2198451.583188665,2395280.2468194356,2575936.187928761,,2773586.970322626,
1914,136.64285714285714,2352383.5211243196,2393008.1238856963,2324729.022693092,2305408.7688685623,2619201.0822013286,2142652.5570921265,2355170.5559568023,,2041729.1516662843,2626610.744684809,3172285.6301410357,2156952.4271241673,2472677.02808438,2600831.324430931,,2628881.331340193,2664314.304694308
1915,136.7142857142857,2316534.4379893783,2353699.964955122,2361432.3712392137,2293184.6107868273,2468742.1755504995,2429429.0824402445,2488241.2972051776,1869939.8045398989,2218647.5851196367,2493638.928437352,3113952.6868635477,2053185.1218886583,2233084.4606025177,2556080.5838804403,2664958.1501839207,2740794.5945189535,2669616.5699683176
1916,136.78571428571428,2386023.036769951,2365583.4272426968,2224677.5430905377,2337802.768195724,2570800.29878163,2236081.693582865,2503377.8382527074,,1997362.072891158,2514783.9680447564,2923160.3479935187,2311836.90835146,2087561.7410794115,2671996.4660346657,,2676305.173799647,2630513.6425097235
1917,136.85714285714286,2491187.137318938,2539305.9647880252,2101754.4391012983,2157288.11290265,2581994.6956091295,2296458.8536101975,2637671.231772897,1869939.8045398989,1946704.735163959,2479711.708054655,3224624.9108809507,2096028.8852029347,2202790.306167808,2741109.306333617,,2728755.353792644,
1918,136.92857142857142,2268838.94449998,2530580.598022096,2202733.456095656,2210581.787596861,2456055.239167739,2306201.6912150555,2314733.636632782,2131556.5193335763,2107855.559819888,2595132.441123597,3189201.4903671574,2420520.8600275246,2203211.2873579497,2804925.125957388,,2752525.329506061,2694653.9461558196
1919,137.0,2468917.4381918465,2472867.1160827847,2183896.4327713167,2129573.1782895364,2647319.4412812972,2307878.194061993,2388990.741155486,2141125.3590338547,2088584.9855407511,2507117.1148667866,3048642.976001522,2262429.5045949123,2168385.479044613,2823998.610369913,2524936.4816945116,2734742.593365708,2452211.052875833
1920,137.07142857142856,2381291.5586356125,2476291.6856510392,2259249.4736435926,2428125.9372217692,2440695.7897732523,2380389.8072880735,2568836.459365562,2024921.6510935233,2158066.5923434794,2493566.6803001785,2809253.593518584,,2387101.3795102094,2525864.972517959,2799953.9764810214,2796285.023107543,2584940.967822017
1921,137.14285714285714,2329835.3495662143,2361538.743545033,2182695.42711806,2389043.546524652,2465936.185808332,2400747.2251976416,2513066.8087064372,,2086742.7066075203,2271413.308673526,2839966.9851932027,2214515.5528433304,2399978.550615912,2661530.8207752937,2797918.007497198,2874685.7258077175,
1922,137.2142857142857,2337937.269365655,2519949.6438934715,2240433.2318106503,2313494.9700213755,2524836.637943896,2283655.577437747,2334614.6497391835,,2109030.3732286072,2524655.7958514937,3290885.067358705,2464353.896396471,2318832.311163157,2656863.8100755904,,2750267.0829462726,2833660.4666222297
1923,137.28571428571428,2363036.9130168143,2395064.2764289286,2415461.7239977857,2265307.9636548273,2735894.877138981,2144265.3067575577,2440698.428882492,1876063.8596496356,2188233.00625669,2407123.0526886247,3169207.969881407,2338955.286808463,2419347.4708385807,2602116.671943747,,2810798.128761716,2784360.6262324564
1924,137.35714285714286,2586685.1401890763,2310084.308335428,2369802.080793197,2443839.577117513,2398373.886920023,2179282.747059118,2484376.1011955794,2045589.377929836,2132181.480438507,2473628.0895746406,2968319.1298234584,2238831.10999016,2344813.885280829,2803087.295084247,,3042350.9728424577,2529366.1579392063
1925,137.42857142857142,2307013.748411659,2410376.6002206733,2234103.7990044598,2364531.258601641,2641982.4139888627,2344349.7369041545,2464897.3232741165,,2137879.559532505,2490139.437296664,3074409.679537142,2098026.996476061,2263907.316974332,2813686.509077815,,2712450.517293842,2679091.7484424026
1926,137.5,2488235.3424579315,2229736.5735813947,2587560.49904478,2400907.3273064583,2565549.98295803,2236258.804638266,2356265.7438969207,2298819.567151322,2109224.007500049,2414936.5373932337,3028703.691293615,2273143.937926881,2352181.895423316,2818689.5330307577,2622865.400620933,2750987.3098623436,2745918.1571969404
1927,137.57142857142856,2358168.123457563,,2419524.585255318,2352040.830641228,2574496.456399322,2397956.835258413,2628618.2429350372,2283216.361366395,2024940.1194651453,2395798.2795249983,3246715.1575076254,2323352.7317574965,2270427.064236828,2608577.252084575,,2729525.9357984504,2635332.298924171
1928,137.64285714285714,,,2268290.4333409024,2238280.9028211962,2441674.427184246,,2405019.762232679,1956890.8222423685,2081418.0526505127,2422272.7393072615,3051224.757867938,2433095.3763381992,2254610.890833473,2684976.430382826,,2648966.53516832,2471953.3478364646
1929,137.7142857142857,2422747.1054767543,,2466232.4845212605,1984707.761475408,2656456.962406007,,2442575.6168246954,1961819.3130189741,1928324.5443087036,2463865.1590969865,,2024383.510210517,2322219.652190605,2723511.981333868,,2604405.7829169547,
1930,137.78571428571428,2509243.857552508,,2307555.6656711465,2412982.5369688375,2569807.7319923593,,2195386.848438355,2112125.9509352935,2019523.5688579127,2535337.9935431206,3210566.5931093944,2361780.2706878833,2082311.6106579478,2620424.8869904163,,2719659.3928684187,2766276.3563033277
1931,137.85714285714286,2563536.8421530495,,2127242.8523755716,2169825.7618693416,2460509.8293862743,,2445351.6008486487,2026018.01595533,,2621457.698971824,3109786.187916439,2346755.5805492755,2352128.6868116856,2783861.3508259235,2406039.584786845,2534120.0531278234,2778548.4378312756
1932,137.92857142857142,2494589.8584263157,2469961.986415424,2407913.8057029666,2097021.6034610774,2507920.5082382527,,2399544.5033006975,2353945.2452820837,,2466810.770731454,2892105.744090624,2293197.767670061,2474193.160524504,2888973.466141206,,2648640.3746844353,2556048.7587510003
1933,138.0,2503145.909932418,2381700.5920238066,2418879.6214069123,2271392.6323770247,2667242.798304258,,2323902.185412556,2370435.169379379,,2458069.023756148,2945990.11057164,2283086.906263024,2260097.5950790034,2583142.680734834,2741523.9145794436,2943281.198736345,2592577.324086123
1934,138.07142857142856,2555596.5405218424,2362756.2409655615,2308885.675453059,2245687.755937525,2582659.069102564,2398383.532422974,2551379.0231462135,2240863.4596122373,2124018.2588930926,2356971.8342352062,2917271.4691010783,2251527.5804991797,2456778.639916245,2603078.055726127,,2634854.631585345,2819449.7094610524
1935,138.14285714285714,2479647.2652471075,2217497.258035088,2496112.194630532,2179250.3078689068,2607202.9383607274,2257940.7268567053,2253303.4804171966,1906932.6723930289,,2432721.1452448517,2880517.0389761445,2165299.295890625,2335229.6498827543,2726429.3009001156,,2777867.980691728,2710100.746025006
1936,138.2142857142857,,2329913.646101636,2350351.2190609667,2137362.42531445,2569333.6245837337,2302494.561946414,2585420.8682745993,2090366.3716015,2261475.6007742,2506193.483865842,3130937.431420412,2304629.3503197036,2312623.113107448,2621562.794840898,,2616612.567532045,2624664.811575135
1937,138.28571428571428,2580909.458840159,2246331.92892261,2322604.651100014,2002372.9770074512,2490535.6230576765,2347975.1270641848,2273073.7816981776,2069388.2993934283,1998039.9002503108,2559233.00199474,3117940.307032171,2212866.358467742,2121744.1277156374,2660054.13625767,,2655852.8892553146,2914258.3478110633
1938,138.35714285714286,2408262.5790553926,2510944.827764946,2230041.1068888055,2240438.0061611813,2662386.5482211555,2148657.0721973,2299114.211973613,2386464.306734981,2180896.488880444,2527339.4368194784,3130403.977425618,2322419.181204259,2321314.9006884596,2634883.267465679,,2795255.999488593,2844898.7455498604
1939,138.42857142857142,2515240.9094248223,2253211.5609353487,2139053.6990510453,2060914.5125895746,2483972.9884805637,2173885.980174149,2431326.3768402813,2329787.4537090985,2267478.698067194,2427625.507161257,3199622.9216982545,,2279734.5201064,2535603.0493937144,,2790002.564284374,
1940,138.5,2407252.867033434,2261279.0671199774,2445700.5456053116,2205371.475036543,2741759.570882358,2183014.1681438186,2278667.9689590456,2233928.1288758484,2023080.181803695,2266958.306538557,3275336.22317426,2096755.9113171576,2148921.304844057,2685982.8503048834,,2695977.484388692,
1941,138.57142857142856,2516350.009278756,2324101.2434836808,2358498.8366942797,2184408.5462829527,2568706.056908291,2310757.185595842,2446186.3412940092,2413569.052469649,2197103.035617435,2536008.249972336,2756858.1611585803,2243206.024589018,2178030.7783874455,2671698.6483656233,,2737730.830869484,2483068.266258068
1942,138.64285714285714,2417152.8409170173,2130985.212936414,2174980.121427705,2243089.025275341,2382433.7197462968,2453591.6029238896,2480060.827101671,2120097.2418456627,2312494.9396405155,2396240.3876988324,2865406.640032859,2278111.3195837545,2193767.960261255,2808791.9409885504,,2783179.454191485,2758382.116816038
1943,138.7142857142857,2482131.9174532844,2309718.843053566,2361889.3245114856,2394424.1051296573,2570582.4028076557,2239574.4732322777,2392809.4003218478,2322506.2779905344,2202933.3416666617,2329020.9847871233,3008563.2267870614,2352136.202788616,2222055.93785435,2659698.271344446,,2641608.6046811165,2616979.075773301
1944,138.78571428571428,2328192.757462627,2544189.9896978373,2384513.419291193,2331844.638619349,2460338.0293370965,2298126.850552959,2345116.151687793,2421930.816821947,2097380.819011014,2529841.4726389484,3148371.788512907,2211780.1866142927,2357167.9805550897,2754923.036692735,,2689511.706353839,2746963.1408465514
1945,138.85714285714286,2356984.091718966,2462572.8717231196,2466704.7815162125,2246303.5147440787,2454584.9853846645,2376352.814917846,2262531.7307140133,2310595.098799241,,2656834.5802734094,3289090.668980873,2171247.751520819,2371395.679668765,2891255.6977992007,,2624666.6810807493,2597808.4947289363
1946,138.92857142857142,2513844.5941364444,2292741.4556296216,2333577.5733473254,2067341.9050269579,2522423.279615584,2220199.155064404,2334787.374590168,2062149.112854434,2129893.4921934456,2411293.4150037616,3384463.5607692106,2373814.283116677,2367882.510488177,2801465.596894576,,2781673.8654905427,2845833.60446897
1947,139.0,2435380.4785694396,2237918.6273628282,2494423.82390668,2130673.3729025857,2557142.1339446083,2342994.90820695,2462730.6980477534,2069269.7777841736,2116932.4471977493,2457412.6818236816,3063040.3976854878,2143127.3450286477,2311970.47866275,2553767.739658539,,2567816.78222458,2747493.8762775464
1948,139.07142857142856,2352616.231319085,2365190.1949540707,2418156.3614696744,2365368.308274888,2613261.8337654886,2349079.3407473876,2504520.6671206006,2267452.4470537286,2232532.713999104,2367603.7972895443,2811079.862936973,2335151.2039645384,2323552.727954173,2780168.5208154637,,2710044.3907066393,2775727.218315873
1949,139.14285714285714,2277375.9516171855,2427838.0988135296,2430839.6634676503,2268916.3323260043,2660703.3251210838,2163193.6785645634,2622716.423084583,2162517.6990884193,2014951.5510203138,2495869.9229380037,2941874.5833533094,2403096.417216834,2218920.2245179545,2572942.9674501037,,2717796.7923257174,2570850.738690619
1950,139.2142857142857,2432877.6706998483,2365832.953121152,2248526.0074911797,2110338.499263644,2639867.828959559,2286816.814839548,2351685.1995465024,2103964.1831344557,2248427.739065196,2483221.744979236,3165930.7066657995,,2372961.223843261,2643502.84575807,,,2673360.1722730827
1951,139.28571428571428,2375956.989212341,2409068.264871584,2358148.3031687937,2453399.5891227284,2536566.3726206133,2132221.1123115704,2466319.224162846,2454304.0392366275,2076038.778454385,2241240.878621161,3108547.7130420464,2224605.6857803278,2266331.6829648577,2696033.0115255904,,2542993.271734848,2646940.3670940697
1952,139.35714285714286,2434395.0354374056,2423217.5743069598,2493268.831914686,2230289.583861345,2626612.8460114067,2399520.025020087,2353869.441709918,2415094.590615826,2212200.90136895,2493307.2313878476,3275815.2472177004,2077820.272759939,2310853.9473442803,2620356.359159747,,2782176.1526495214,2982665.715626137
1953,139.42857142857142,2540749.4157477375,2276373.8143466357,2411628.4716420956,2119897.9321900615,2481160.8173297285,2406032.125632038,2456290.63293652,2050811.1503472694,2229934.3712502457,2445923.1540385215,3111686.7462815167,2327873.3021481247,2448197.971448367,2613511.5446293624,,2721770.010008833,2701840.4093385227
1954,139.5,2602049.5658760085,2308096.1230335147,2539735.953894724,2047458.4022311743,2532497.658705061,2400837.1815445293,2113654.0596281993,2178665.186099935,2139695.0041119494,2518594.202097363,2986959.717653946,2179680.1035647164,2362253.060014557,2747500.0685821045,,2742222.029904935,2591217.9164982075
1955,139.57142857142856,2523422.9777608756,2459500.7228602106,2516356.0348309535,2233446.930600983,2616432.1600728338,2257457.784686905,2348389.6054420373,2286235.187489643,2111721.918757839,2358083.9876209153,2937960.987019473,2315181.712202711,2125570.410257153,2536633.713258912,,2694721.0122827557,2679142.2317456394
1956,139.64285714285714,2447151.715188251,2330222.49574179,2394202.382612137,2081164.5176043198,2614036.7126632044,2220060.9856900834,2582995.0213291068,2284660.8300250643,2152044.8499946008,2326450.9320879816,2885045.2482854784,2313878.0215201755,2182039.80774807,2823269.857791444,,2826503.640156659,2665102.952941551
1957,139.7142857142857,2388203.6586681944,2362157.00350678,2456521.014732168,2163070.415809388,2627782.2401900366,2245726.743131532,2587880.468483378,2139762.433743878,2152044.8499946008,2482381.4898651205,3116019.0323515735,2199525.3419092014,2264026.387440704,2685461.825035664,,2587286.8775266497,
1958,139.78571428571428,2448268.903100082,2476131.401520655,2353379.451434395,2229035.369687444,2518820.3261232013,2436753.2552415347,2394652.296536958,2215459.3374958634,2152044.8499946008,2607981.18221515,3265239.14021156,2171625.181729218,2293193.1440853956,2682164.0808266485,,2671206.5795425572,
1959,139.85714285714286,2602961.056732572,2309349.846193031,2494886.12483398,2066486.4368304342,2690964.518199603,2241789.837926706,2489977.5256644622,2424902.3281385507,2033655.4031470339,2438445.618452707,2997996.410268611,2137739.9906304795,2140066.887172934,2386367.938397104,,2679367.8320416855,2507575.103325658
1960,139.92857142857142,2396013.288768887,2317254.580475067,2360383.47099341,2132356.269232164,2582503.521337886,2314045.452437069,2242089.8139710934,2165547.457843403,1990451.9441856346,2522515.4585142075,3159154.82743176,2207880.28341818,2415619.1064505638,2851397.5016684495,,2837205.6558804493,2595007.874428555
1961,140.0,2658683.9408855126,2338184.302376878,2525188.18594853,2016326.6607520343,2674371.3450783314,2170354.4399199956,2429448.853684482,2198625.589195991,2008907.5478376322,2381965.7407980617,2943283.4898683466,2196181.264631477,2350770.857104207,2714009.909791901,,2765569.7542510605,2602284.0504112695
1962,140.07142857142856,2429791.128012886,2494558.746846564,2393587.914430553,2141936.247021797,2677715.874518741,2252201.178354147,2527666.3615614553,2326195.3584450437,1971351.0954062284,2442645.9519977216,3127464.6425450337,2211159.966525085,2229535.0934184846,2622469.931894854,,2835695.3303700527,
1963,140.14285714285714,2522250.4443824617,2491981.512193801,2473582.382775851,,2641632.573311461,2195223.1270196605,,2277945.7541188262,1937819.4352267855,2487653.7429257343,3123349.154514182,1954758.1941325597,2363579.1570336064,2708174.3490880216,,2732621.8244806924,2399043.525263426
1964,140.2142857142857,2390765.858685273,2365868.2688828316,2218506.788124575,1995416.3535863657,2590944.3900965145,2214322.2919479595,2413545.80806088,2186168.484343933,1937819.4352267855,2492233.6855488596,3113122.607611225,2273277.3725257,2261534.179540581,2629648.985500729,,2616331.7793525322,
1965,140.28571428571428,2556599.1829471355,2530957.276383793,2375416.716264582,2100819.1415340574,2507956.23083344,1973320.2842297489,2258063.338325401,2123417.068693345,1937819.4352267855,2398623.435650898,3394447.704987343,2393015.256597256,2218475.3500739876,2655894.453458277,2765367.1471046614,2832111.1625425704,
1966,140.35714285714286,2310519.0956103387,2267409.5867192405,2264309.0518501485,2195942.7373846243,2441116.840939259,2028003.0394244017,,2070351.504555503,2036551.3540654595,2503487.5747193648,3295250.070599775,2480450.5085909213,2223278.2289458276,2771982.03747,,2753764.1712108864,
1967,140.42857142857142,2430954.1291955486,2300715.329573099,2269503.9673184366,2267274.0474098884,2478909.884594132,2115102.443623266,,2274047.634962059,2030000.0405821207,2443038.71544668,3358499.858588932,2407085.174666645,2310975.2332029697,2690324.664268682,,2880863.302238321,
1968,140.5,2228032.727397438,2429956.159345863,2501314.0768179125,2212105.928230324,2685687.531544635,2162705.7453819118,2137423.3871045825,2409273.643694898,2234986.123821851,2326829.082207272,3165484.9980956004,2302755.6421159385,2426925.8617596137,2626334.392139598,2474595.392691805,2582190.692635459,
1969,140.57142857142856,2587771.25833398,2503733.948547204,2451784.334860846,2157644.7290122258,2250517.873772854,2238260.0777940047,,2193759.9980058568,2137986.3023649785,2426959.115556845,2922913.0614674552,2291189.407507758,2016594.5518126038,2805941.0236241515,,2655590.8474480077,2615474.874706694
1970,140.64285714285714,2364073.2340918877,2430557.3630781705,2367527.3283385173,2063634.2832668945,2523540.2352961535,2155453.927023743,,2091101.4722604894,2083977.63860727,2636627.1388101964,3087290.633593935,2010932.0501311086,2288100.544523748,2623827.803758333,,2874500.5325753097,2929607.4058375782
1971,140.7142857142857,2456282.1733063776,2483454.0781023647,2134789.1824092045,2119140.1619885922,2543350.407065738,2221594.6952486956,,2354685.998899411,2178156.9134547114,2406901.984759316,3263181.977833821,2045854.5042192216,2148853.5318434965,2422079.9505790994,2685524.4831282715,2845944.372015655,2824650.106783496
1972,140.78571428571428,2471950.1795983,2381955.9015007922,2405138.4710142678,2065096.7635805309,2538483.7110281577,2320247.556958563,,2420984.2516407645,2216490.970231587,2469280.0872495286,3321872.090192198,2218859.9551439877,2254228.181788507,2732790.984791549,2693252.4749117917,2858654.0458123465,2721292.3848580443
1973,140.85714285714286,2236610.548744184,2308304.7217576997,2306654.042460119,2005989.7265738032,2521512.241588206,,,2441654.288002846,2120632.6031336817,2283281.473751962,3311375.998130295,2143387.3436195846,,2513839.6585596115,2755750.879994115,2606877.598084506,2643918.994575408
1974,140.92857142857142,2548758.6766574923,2342757.904237383,2209181.974530009,2178549.183491029,2586850.3841437083,2352789.135575984,2422936.3125196495,2321546.3595209997,2097909.85313002,2572233.8821030264,3132835.815828828,2089807.3980910163,2308789.8950726786,2713168.5232988372,,2667991.334583714,2412466.7220845493
1975,141.0,2523623.187951774,2265901.4192110756,2539275.788361814,2266199.437812534,2482334.0421075914,2456007.2369175013,2711906.328944538,2358656.2237688275,1999760.587184396,2505470.008019068,3081850.243538896,2252965.0535703674,2244071.676654862,2605880.7569649173,,2678258.67796934,2760406.187072238
1976,141.07142857142856,2611872.4087375277,2311050.62176274,2232104.301463311,2240586.4510584483,2626780.1447640886,2405034.4414723716,2343526.5776902586,2122787.8031158447,2243258.7319390182,2403794.7595617813,3010958.556352391,2342217.3618586473,2309874.5216279314,2481674.242148542,,2665638.919942049,2602190.37302894
1977,141.14285714285714,2425708.451228177,2309466.778729812,2267553.1407682784,2146857.284828746,2505415.7511483775,2145217.271122366,2613237.394108941,2209880.771363019,2057715.362608912,2526953.3617784185,3092972.893234214,2330932.832110442,2207216.5663189585,2584009.231560254,2396432.2342412286,2816697.0767424833,2728319.876140305
1978,141.2142857142857,2448155.4743778585,2313161.3667571046,2272280.5895384816,2172326.940331654,2495606.0175522827,2271941.3823176757,2561488.735808425,2212861.6683599562,2277656.5167097384,2436667.1294590984,3070016.8834615345,2162110.7174082147,2056184.7666983712,2876964.06336488,,2855401.5324278437,2452850.686852495
1979,141.28571428571428,,2492795.992201562,2408625.035549473,2293543.1839703447,2531506.0287580127,2167638.910986795,2537017.7083900673,2212964.452398283,2206261.3689036528,2375295.2535097655,2945568.7591422093,2322072.4897096124,2424656.3382942844,2716925.312176786,,2674641.6317219967,2524964.376787542
1980,141.35714285714286,,2469663.2796282694,2308559.371432666,2135973.3830394014,2439933.0425181678,2038402.1395701244,2364974.606176587,2279253.0544770234,2161249.7320849523,2554171.6852239515,3219855.135811544,2274606.6755101364,2307195.841724697,2786984.1917389533,,2999622.637684043,2896120.8553354945
1981,141.42857142857142,,2274885.823267684,2320638.9613136644,2022998.913527956,2662222.7895877934,2222614.7528574932,2512892.8739135833,2376931.6121478607,1988777.2632976843,2460164.6797881844,3293042.898640428,2248097.118348804,,2567529.1469846102,2700319.513562084,2524044.7189515475,
1982,141.5,2442190.3452415126,2408922.45338206,2432271.133410436,2234258.59293629,2350714.2821082775,2220183.408393938,2485993.5919797355,2135655.02586361,2265575.609300317,2390790.841929449,3125431.5787896356,2086220.7750911848,2343642.9910270046,2680634.337450914,2929574.4906104924,2799563.774453757,2751881.0972341453
1983,141.57142857142856,2384164.706063032,2427568.8058934463,2328577.131806841,2054455.3261050489,2514265.6926190793,2203468.476243957,2365191.206449943,2254975.218146995,2225960.3047093158,2517826.1660723463,3323721.97235306,2487551.3057780713,2268093.591202958,2703105.452800221,,2627238.2090990543,2710862.690308995
1984,141.64285714285714,2468329.705147112,2287134.29680053,2308051.0393421147,1980780.7749471639,2566869.6097888476,2390541.9842457995,2434128.8031704663,2256227.89759316,2033548.716862205,2489230.186725885,2996086.3223847416,2228040.37276016,2217204.9542213846,2911966.3186744777,2511141.448441947,2727424.0786310914,2944753.2967766956
1985,141.7142857142857,2413480.8314239234,2282292.0569429225,2403783.4544195863,2080270.3585069813,2412402.9264679803,2045557.1267648886,2441293.5386850224,2162754.0568906344,2072485.8670823853,2556131.776284063,3323035.738343358,2340900.9346950892,2308856.56496838,2686666.977295642,,2690366.2591646216,2677110.681702422
