Condition_mM,Track,Time,MidbodyCurvature,CenteredCurvature,ThrashRate_Hz
750,0001_1,0.0,68.1397819564637,0.0,0.6
750,0001_1,0.0714285714285714,12.178796771542952,-55.960985184920744,0.6
750,0001_1,0.1428571428571428,68.1397819564637,0.0,0.7
750,0001_1,0.2142857142857142,75.76060276434247,7.620820807878772,0.7
750,0001_1,0.2857142857142857,83.38142357222124,43.222134208217916,0.7
750,0001_1,0.3571428571428571,75.76060276434247,63.58180599279952,0.7
750,0001_1,0.4285714285714285,68.1397819564637,55.960985184920744,0.7
750,0001_1,0.5,12.178796771542952,0.0,0.8
750,0001_1,0.5714285714285714,-21.819999438599346,-19.680906370921956,0.8
750,0001_1,0.6428571428571428,-21.819999438599346,-19.680906370921956,0.8
750,0001_1,0.7142857142857142,-21.819999438599346,-19.680906370921956,0.8
750,0001_1,0.7857142857142857,-21.819999438599346,-19.680906370921956,0.9
750,0001_1,0.8571428571428571,-21.819999438599346,-19.680906370921956,0.9
750,0001_1,0.9285714285714284,-21.819999438599346,-19.680906370921956,0.9
750,0001_1,1.0,-21.819999438599346,-19.680906370921956,0.9
750,0001_1,1.0714285714285714,-2.1390930676773903,14.251538412290266,0.9
750,0001_1,1.1428571428571428,-2.1390930676773903,14.251538412290266,0.9
750,0001_1,1.2142857142857142,-2.1390930676773903,14.251538412290266,0.9
750,0001_1,1.2857142857142856,-2.1390930676773903,14.251538412290266,0.9
750,0001_1,1.357142857142857,-2.1390930676773903,14.251538412290266,0.9
750,0001_1,1.4285714285714284,-2.1390930676773903,14.251538412290266,0.9
750,0001_1,1.5,-2.1390930676773903,14.251538412290266,0.9
750,0001_1,1.5714285714285714,-16.390631479967656,0.0,0.9
750,0001_1,1.6428571428571428,-16.390631479967656,0.0,0.9
750,0001_1,1.7142857142857142,-16.390631479967656,0.0,0.9
750,0001_1,1.7857142857142856,-16.390631479967656,0.0,0.9
750,0001_1,1.857142857142857,-16.390631479967656,0.0,0.9
750,0001_1,1.9285714285714284,-16.390631479967656,0.0,0.9
750,0001_1,2.0,-16.390631479967656,0.0,0.9
