Condition_mM,Track,Time,Speed,Speed_norm_pct,V0
150,0001_1,0.0,,,292.40888866873
150,0001_1,0.0714285714285714,,,292.40888866873
150,0001_1,0.1428571428571428,,,292.40888866873
150,0001_1,0.2142857142857142,,,292.40888866873
150,0001_1,0.2857142857142857,,,292.40888866873
150,0001_1,0.3571428571428571,,,292.40888866873
150,0001_1,0.4285714285714285,,,292.40888866873
150,0001_1,0.5,,,292.40888866873
150,0001_1,0.5714285714285714,,,292.40888866873
150,0001_1,0.6428571428571428,,,292.40888866873
150,0001_1,0.7142857142857142,,,292.40888866873
150,0001_1,0.7857142857142857,,,292.40888866873
150,0001_1,0.8571428571428571,,,292.40888866873
150,0001_1,0.9285714285714284,,,292.40888866873
150,0001_1,1.0,292.0269641435452,99.86938682783425,292.40888866873
150,0001_1,1.0714285714285714,286.2954652090587,97.90928945850303,292.40888866873
150,0001_1,1.1428571428571428,285.06745701287065,97.48932678165728,292.40888866873
150,0001_1,1.2142857142857142,299.6603676845838,102.4799105967223,292.40888866873
150,0001_1,1.2857142857142856,302.4192900992564,103.4234258322657,292.40888866873
150,0001_1,1.357142857142857,249.3377039520465,85.27022043933867,292.40888866873
150,0001_1,1.4285714285714284,294.17481069010967,100.60392214115635,292.40888866873
150,0001_1,1.5,321.3011499808895,109.88077395447834,292.40888866873
150,0001_1,1.5714285714285714,266.650807060212,91.19107434599934,292.40888866873
150,0001_1,1.6428571428571428,276.19719031035197,94.45581205407737,292.40888866873
150,0001_1,1.7142857142857142,301.5493514287793,103.12591823103041,292.40888866873
150,0001_1,1.7857142857142856,,,292.40888866873
150,0001_1,1.857142857142857,211.20001523403235,72.22763172336421,292.40888866873
150,0001_1,1.9285714285714284,244.21650983442854,83.51883930283029,292.40888866873
150,0001_1,2.0,339.10621876853645,115.96987366300955,292.40888866873
150,0001_1,2.071428571428571,268.06980578265666,91.67635327472993,292.40888866873
150,0001_1,2.142857142857143,325.6619097383949,111.37209652588133,292.40888866873
150,0001_1,2.214285714285714,286.9458780982386,98.13172212535561,292.40888866873
150,0001_1,2.2857142857142856,272.49440482894767,93.18950804455761,292.40888866873
150,0001_1,2.357142857142857,388.63126277676224,132.90678834905137,292.40888866873
150,0001_1,2.4285714285714284,404.4913663863132,138.3307355080308,292.40888866873
150,0001_1,2.5,429.5198007227055,146.89013137672035,292.40888866873
150,0001_1,2.571428571428571,455.17599942818794,155.66421441581303,292.40888866873
150,0001_1,2.642857142857143,416.611160692992,142.47554600331273,292.40888866873
150,0001_1,2.714285714285714,416.4160652998403,142.40882594085502,292.40888866873
150,0001_1,2.7857142857142856,421.2979553039216,144.07836821308464,292.40888866873
150,0001_1,2.8571428571428568,498.1308855915419,170.3542213984727,292.40888866873
150,0001_1,2.9285714285714284,524.4886068690987,179.36821594479358,292.40888866873
150,0001_1,3.0,470.2665790642145,160.8249944812654,292.40888866873
150,0001_1,3.071428571428571,503.62878486758564,172.23443075225617,292.40888866873
150,0001_1,3.142857142857143,423.2581927945525,144.74874369296674,292.40888866873
150,0001_1,3.214285714285714,422.0039627542079,144.31981348976575,292.40888866873
150,0001_1,3.2857142857142856,438.3182981676194,149.89910196067606,292.40888866873
150,0001_1,3.3571428571428568,435.33651973635136,148.87937289401077,292.40888866873
150,0001_1,3.4285714285714284,418.81835643364633,143.23037796163769,292.40888866873
150,0001_1,3.5,350.81325530622973,119.97352642164924,292.40888866873
150,0001_1,3.571428571428571,346.6410404984626,118.54668374707727,292.40888866873
150,0001_1,3.642857142857143,337.2141502205982,115.32281106633118,292.40888866873
150,0001_1,3.714285714285714,254.38557435748382,86.99652582917108,292.40888866873
150,0001_1,3.7857142857142856,337.54568441135365,115.43619140584988,292.40888866873
150,0001_1,3.8571428571428568,314.40359618611825,107.52190113560674,292.40888866873
150,0001_1,3.928571428571429,309.46442899337643,105.83277081702145,292.40888866873
150,0001_1,4.0,290.31570044978565,99.28415711694875,292.40888866873
150,0001_1,4.071428571428571,296.05089779477606,101.24551929410465,292.40888866873
150,0001_1,4.142857142857142,262.76731030519096,89.86296945401,292.40888866873
150,0001_1,4.214285714285714,271.3586321929857,92.80108871806829,292.40888866873
150,0001_1,4.285714285714286,302.15216553837666,103.33207274033478,292.40888866873
150,0001_1,4.357142857142857,281.75348697170443,96.35599254675972,292.40888866873
150,0001_1,4.428571428571428,279.3733678694907,95.54202306961768,292.40888866873
150,0001_1,4.5,312.68565113304885,106.93438648757711,292.40888866873
150,0001_1,4.571428571428571,264.7304075197705,90.53432292192852,292.40888866873
150,0001_1,4.642857142857142,221.45501964495685,75.73470856279037,292.40888866873
150,0001_1,4.714285714285714,306.1982451080609,104.7157788198952,292.40888866873
150,0001_1,4.785714285714286,322.3496248402005,110.23933858775077,292.40888866873
150,0001_1,4.857142857142857,312.7657563640297,106.96178142462762,292.40888866873
150,0001_1,4.928571428571428,309.53708861200494,105.8576194524235,292.40888866873
150,0001_1,5.0,295.8683356494803,101.18308543782658,292.40888866873
150,0001_1,5.071428571428571,242.26623145868606,82.85186970945657,292.40888866873
150,0001_1,5.142857142857142,252.66401028823302,86.40777352513248,292.40888866873
150,0001_1,5.214285714285714,289.40133878775555,98.97145743596676,292.40888866873
150,0001_1,5.285714285714286,300.28442610059875,102.69333037984045,292.40888866873
150,0001_1,5.357142857142857,279.30202822474655,95.51762584795011,292.40888866873
150,0001_1,5.428571428571428,287.0542883572979,98.16879701030622,292.40888866873
150,0001_1,5.5,272.2346308986753,93.10066877176564,292.40888866873
150,0001_1,5.571428571428571,220.33004252825754,75.34998116212172,292.40888866873
150,0001_1,5.642857142857142,280.2612494693793,95.84566691708447,292.40888866873
150,0001_1,5.7142857142857135,294.1508630840851,100.5957323743768,292.40888866873
