Frame,Time,0001_1,0001_2,0001_3,0001_4,0001_5,0001_6,0001_7,0001_8,0002_1,0002_2,0002_3,0002_4,0002_5,0002_6,0003_1,0003_2,0003_3,0003_4,0003_5,0003_6,0003_8,0004_1,0004_2,0004_3,0004_4,0004_5,0004_6,0004_7,0004_8,0005_1,0005_2,0005_3,0005_4,0005_5,0005_6,0006_1,0006_2,0006_3,0006_4,0006_5,0006_6,0006_8,0007_1,0007_2,0007_3,0007_4,0007_5,0007_6,0007_7,0007_8,0007_9
4024,287.35714285714283,2059387.9595980886,2718892.126688268,1766009.70133517,2514123.6118275267,1554549.6591824477,,1877314.1193549787,2392564.2022076612,1568458.5952412789,2132027.942876699,1950215.8129564438,2074332.7099859433,2480731.679982422,1765879.9211732184,2090722.0021122703,1971117.1729764796,1924791.8601576353,2045589.5933053745,1649735.0013382346,1950601.908689417,2078789.7895637348,1508093.0881294243,1513957.536847017,1544165.9019996747,1418903.7308875509,1670763.735615296,1299762.501600384,1439893.8542491687,1417943.974949919,1604174.921980093,1322868.932481782,1290088.943863088,1384414.1832908718,1576071.6059853437,1504103.4202182298,1367254.9316399205,1597153.936129503,1761543.785186312,2139668.3182921074,2128485.95850914,1959700.8521513017,2098197.4876518487,2175306.2820055024,1624812.693081459,2177404.808573489,2119459.8279058654,2159479.0306067835,1789321.345059171,2232042.608603295,1817222.8606624065,1847313.6324594063
4025,287.4285714285714,2003757.7411716264,2657030.9751015017,1755121.3539246123,2432791.571005719,1557134.4121672842,2049349.9711209817,1923834.0307852153,2376427.841266669,1572323.7350081536,2236293.4707211964,2060938.3171540303,1994744.3061209032,2425696.2523929477,1732659.1704158166,2043508.2409529113,2014681.5105194245,1905156.359273211,2027363.9034912207,1655102.9636841468,1981408.0612075194,2093912.1745348298,1559955.1898374956,1615942.8782686372,1498520.1272488737,1352816.1860029106,1634478.0402906174,1300174.4841158125,1425102.4233691264,1428439.8831637197,1660236.286574916,1353309.496705399,1296363.6210797783,1392178.7965425807,1538590.098652709,1515201.2039052905,1373942.0853845358,1561980.9148103287,1858940.1043225853,2169241.2434692066,2135025.0189686,1928053.1085251898,2059404.0843817529,2292998.764923194,1648615.4445213787,2145185.9227555543,2042013.5233339411,2207380.9279088588,1773029.235471116,2272462.5618946287,1783616.2890894983,1778990.8674627296
4026,287.5,2045568.016517449,2667897.4563223203,1734051.889620014,2506463.4498597383,1504310.0490513644,2166230.9538170407,2055189.024018058,2388265.6361961826,1519018.6520573257,2187274.3107529036,2005706.618841731,2061972.0149943065,2580463.154732379,1740341.5824024144,2152030.1233267365,2210976.777718463,1883647.2708438374,2017276.172136935,1655102.9636841468,2025484.1521081498,2068651.339508621,1496542.94723183,1630852.9571776136,1471648.4636962293,1373624.6348449728,1609958.7977763787,1299815.8044252538,1425981.0983655278,1480990.0903892382,1691231.1326869233,1353596.0495733053,1309088.342432091,1341380.4131112196,1557109.1286085201,1523646.5459467082,1336974.740783009,1576647.7778084716,1789561.121550866,2167675.549975698,2130353.3800668423,1910920.2971874247,2055060.2968005696,2226439.1744076577,1662778.7757915678,2166410.473092645,2037239.4483720197,2113658.4461827143,1444835.409072567,2274657.154425383,1772861.419975687,1762510.3166278682
4027,287.57142857142856,2012188.041604235,2634060.9450361277,1711112.935817851,2521711.885239502,1565615.8599839325,2128173.3003826495,1907985.8492389708,2440303.026748447,1634739.0418906638,2171327.0672115814,1998115.9646886748,2035476.5904073613,2461933.9672403387,1791445.9445525194,2034458.9786016482,2068523.4151960323,1850618.8315878357,2026304.5863718868,1655102.9636841468,1920406.3793308153,2181749.5242536394,1567269.007311214,1638589.0847684185,1544739.74758387,1364854.0788600016,1584651.1973318658,1304103.023945122,1450639.2769373436,1408108.4163880837,1660236.286574916,1323906.9037820795,1297647.9158936306,1437061.255495086,1552212.587056862,1502157.9967574289,1346024.7423826903,1607144.0577714397,1757502.7764393606,2191162.9196044947,2122228.9173553525,1942507.8819151768,2100391.7661160207,2181813.481645489,1627526.8031906586,2149189.730655741,2015827.3785941226,2173340.1138802483,1419722.9715104168,2230854.3876953525,1806537.4341471822,1770904.9832433013
4028,287.6428571428571,2043095.9480775436,2306282.1120588644,1699664.211563157,2491276.5355733735,1531235.2692083584,2230967.175469111,1992363.263297256,2372875.5788035938,1669180.0834228017,2224015.488741409,1941861.9342675903,2043356.5698459845,2554528.0218701256,1739469.2166786327,2086469.128604325,2161867.262110197,1822269.6804142746,2026598.9401716918,1655102.9636841468,2008442.9825247088,2146351.5717721474,1574846.500664637,1626716.633870756,1499489.7660088164,1355645.0728226474,1598523.040085979,1267124.4510724067,1456678.9561357566,1416888.2822004037,1656994.3731940822,1318933.598595478,1319550.8373320517,1311451.8340567267,1567151.814416869,1502157.9967574289,1339175.8953765633,1606815.4629013042,1828178.3531742936,2161434.53709206,2221143.4962316,1882922.312256116,2055144.4101764173,2067378.6616667374,1642641.8687550398,2150650.573939204,2048804.6459946756,2153537.2485975595,1824946.3444798768,2274657.154425383,1802987.3449894532,1791546.8123449932
4029,287.7142857142857,1993051.3233255001,2642315.259776656,1719219.1683276515,2138596.7015685337,1555871.389309928,2233364.153473443,1881273.4830781196,2414927.6296780067,1601658.7895838458,2277592.241215137,1970413.0715598732,2041334.0702375583,2474983.468552727,1744705.7969883184,2091942.7483340316,2163851.4713281444,1870451.9753958012,2013871.3275060167,1655102.9636841468,2060233.8746518574,2025849.1544323822,1516043.761585956,1630852.9571776136,1564818.061449518,1354459.6652782199,1671362.7776272176,1291782.0180425104,1436592.2616710674,1438975.6103069729,1660236.286574916,1329439.6735313009,1336077.6341368146,1416046.337952855,1555531.536350674,1523646.5459467082,1360574.0915083035,1596154.0556047282,1872613.3825921316,2212708.4984737695,2211345.7000639704,1878467.0081691484,2055894.7166112175,2058846.6928610394,1673152.9055860706,2133642.476726611,2058124.4545995397,2145721.8716561287,1474922.040839797,2301701.6125975032,1802316.7744036776,1781311.773896514
4030,287.7857142857143,1970544.4481767982,2672180.376283139,1869116.3404043037,2128344.035759448,1573167.9076613078,2247926.8994970648,1873810.828973556,2375509.522169961,1584830.2791890665,2228453.2542852354,1963857.5212045524,2025051.847435825,2387594.0777314464,1789435.119800351,1992504.7629303776,2052681.8516815142,1959165.9302959433,1910013.7240185558,1655102.9636841468,2004526.9317610816,2065993.8071402877,1502532.7664196426,1542078.8188841667,1502503.0650892635,1441831.092516995,1666093.6781341864,1345690.086417777,1401837.3438075474,1408917.5766618634,1620773.643220974,1390551.0061527495,1327234.9936494029,1384844.4799634726,1561740.478140705,1523646.5459467082,1329071.750058843,1587316.7491505991,1776925.4837049046,2147421.550082638,2173177.2874368634,1886426.3541490394,2070399.0306247761,1983991.7390458502,1670337.0649160706,2134780.475300115,2133930.8095777826,2122105.445833854,1778598.2044733027,2361750.236745734,1806144.7097429086,1756210.1764779862
4031,287.85714285714283,1967125.6104012546,2699031.5452176337,1787952.8369581643,2328170.3967480003,1594326.5705781246,2212376.65827609,1889982.6364701013,2407227.8234686386,1549533.4098063845,2309394.9656086615,1991239.6359939866,1981892.144686477,2499622.521857966,1755533.671396987,2136181.5658464804,2133766.1598754306,1912448.6572239874,1847744.8885468778,1666739.3246834576,1941830.892121996,2043349.2974810726,1633166.7503007082,1575124.1658371955,1506815.230452385,1434211.4802803246,1655708.0595279178,1345820.4115568176,1452629.5428654198,1373041.689845813,1578787.4324717058,1369426.3161408722,1317549.1311564164,1381860.3182607398,1573330.9557666485,1502157.9967574289,1340748.3551459787,1611640.716469429,1863361.2770260929,2186387.8976387433,2156104.240203677,1901349.4762485425,2120749.4512689873,2005183.2269456047,1696259.3393769455,2108492.352097305,2064407.4697161366,2111501.254299405,1821777.3167485772,2360034.5013532816,1822585.318984344,1837183.84308245
4032,287.9285714285714,1932760.7445165347,2755503.791971924,1728604.8526906592,2249335.5824527396,1538691.3106960824,2204794.484719259,1859439.709977938,2440153.939809716,1624155.7360317411,2281752.2269093194,1905861.524954862,2006879.2316724325,2521612.6644291063,1785734.6144059866,2073224.8069587823,2218652.1263013436,1791354.8859231703,1793068.6846136597,1653771.482252181,2030602.8636359489,2079153.5812977343,1617511.7711385493,1553029.1908641094,1506815.230452385,1409063.03445513,1665904.2845956243,1338601.2905284793,1455027.605982607,1448819.8255155575,1598157.7830901982,1339662.6211822818,1329655.9034130247,1381860.3182607398,1561580.515000599,1502157.9967574289,1340748.3551459787,1587316.7491505991,1814625.2586242175,2179360.382438725,2192407.277591212,1895291.2689998676,2143250.377115567,2072310.6039083188,1686439.4261237197,2130161.3346104124,2099540.243616326,2077217.000264061,1855123.4404498842,2250788.1136819045,1811363.4360756988,1813144.9889715598
4033,288.0,1925968.387455862,,1764647.6347305693,2463602.99845892,1493982.690473423,2230267.89909636,1894904.8050260146,2420055.362907814,1558251.3848435413,2258166.614351797,1933777.902879475,2036447.546755504,2437937.758959622,1756628.103589488,2058627.9172064075,2172269.268698764,1711266.6799561481,1985696.3211525052,1653771.482252181,2044056.9147219004,2107721.1926965495,1549879.5356870624,1567967.6489144391,1482024.5255864006,1362364.1795315747,1643432.239561475,1334165.8481136234,1435770.5079414046,1403352.4501666827,1585645.8706760518,1336546.168380593,1353423.6375057239,1340527.9647499002,1592672.7663707568,1524561.1093788308,1329866.9606753064,1581351.9549333702,1846170.1106155114,2166840.458739398,2167832.312961181,1984734.342750597,2086266.0246968376,2191904.3433495434,1713787.9484561926,2157079.024766002,2115056.7732141824,2129841.5300060464,1862486.8461087567,2232926.3711551195,1890250.7730545683,1784865.8305330705
4034,288.07142857142856,1934080.4726837652,2897944.905742017,1774385.7647098904,2467571.3692406896,1596618.504322515,2137848.1431887695,1886424.579185901,2397847.5766034015,1567694.685055627,2208909.608742792,1930685.9944200125,2074895.7232258068,2427312.9261351265,1729890.6350690548,2072052.0141356096,2172269.268698764,1767246.3416613766,1985696.3211525052,1653771.482252181,1940541.6500824522,2106861.676130136,1580143.8975228625,1603568.918439528,1514459.017765978,1403973.8622014215,1604590.8364162939,1317717.1109771917,1464979.2601211742,1493361.8126220468,1530357.1549055984,1335764.0111100106,1323471.6198513221,1356574.2717147167,1603472.3411383247,1502157.9967574289,1348547.4123918198,1569672.401587645,1846170.1106155114,2167439.995889764,2141952.3475165158,1975348.8082816098,2058000.8308429099,2170364.3765223385,1720351.0463815662,2118737.1941620857,2036867.673633541,2121868.824029541,1906827.3865497261,2299725.8787782537,1857632.5033291925,1796864.0467197122
4035,288.1428571428571,1927442.3282032884,,1780213.7991123083,2427547.8381380397,1595503.0941001188,2181153.487094861,1901605.021920316,2346119.2374170036,1602551.027252235,2182745.5227144333,2003268.5598101306,2123635.55352024,2466153.0328971082,1783020.7442548107,2106103.8883215827,2213399.927642905,1730976.107937888,2011614.904448707,1653771.482252181,2002513.4803755768,2107721.1926965495,1578276.5789264683,1584567.0902915332,1449851.3173332636,1352798.4998273798,1622034.62600729,1337088.3870453888,1496215.535668838,1441961.6719847403,1608293.5251071595,1337188.0975624274,1299220.6763085271,1367707.6075362905,1530204.3498989947,1502157.9967574289,1390638.8074077864,1570606.9763673928,1870834.3111773406,2166482.6145291743,2179486.151544522,1901783.7486236948,2064480.9722142934,2126717.764886573,1733705.5506261964,2156073.1486457265,2018355.7200425686,2097378.155864583,1895298.0811110013,2228526.362914761,1865101.6942612207,1765507.561697219
4036,288.2142857142857,1989090.6425308273,2598956.0915472563,1770443.3273175273,2330046.6486795726,1596815.054050401,2135038.036946643,1892282.0237689617,2285038.0050787763,1528758.3878704447,2207016.8982921024,2000089.0881015118,2180457.35550554,2355251.000653513,1757956.4078495821,2099895.88888439,2189230.673119512,1810682.0764071082,2032099.1821674209,1653771.482252181,2043521.2046198752,2106861.676130136,1570120.8095579275,1536658.112715777,1449851.3173332636,1330982.5396536351,1633088.1466323065,1313307.8847614198,1537318.2520150624,1366966.0377090103,1684033.0894594833,1323122.2558306467,1350320.5416638765,1387087.098737443,1606552.2908769234,1502157.9967574289,1323588.9353422907,1570606.9763673928,1810648.092448685,2221872.915631435,2147086.5665956605,1894872.6935598617,2117391.6773467027,2285777.104348955,1769800.8606610575,2159673.6683826423,2080175.9918465484,2127886.049429325,1845747.5902245652,2197971.508921985,1894109.4058583255,1754390.8817391898
4037,288.2857142857143,1955787.2808884897,2751668.524705513,1777362.3671266758,2453528.0622818973,1418251.4841873168,2132703.3258254514,2002351.2880125227,2252743.9319924293,1545631.7752766362,2216053.253814509,1971281.8794120392,2077300.2725120836,2473969.464392084,1810533.6949442304,2036316.8169028675,2173617.4626311944,1886674.515185173,1988190.8060084176,1653771.482252181,2046038.4849927556,2106861.676130136,1569754.9876716242,1552449.4851415127,1453155.8272809256,1381095.5547653863,1625635.420954221,1283547.368305273,1500616.7039388851,1452843.9759994138,1669805.5453657915,1322079.3879195265,1327572.4830059404,1387386.9358013328,1635121.8191040934,1502157.9967574289,1340836.8483177507,1568088.6236714618,1879170.3459410127,2201467.6883250675,2145620.886512193,1858820.5739409658,2119287.4170176336,2186995.31458564,1747469.8784769103,2180363.84150403,2031154.6497927825,2153537.2485975595,1845061.5707470204,2198343.949805513,1827262.5054887875,1740761.8794452474
4038,288.35714285714283,1998310.115406187,2649043.9965834036,1858236.4102300361,2459881.215204812,1562102.6056840722,2170546.9898859267,1920530.8992627037,2237116.964637551,1443412.1555075801,2192506.166804369,1909959.1451342874,2090727.6652601997,2317001.6233848403,1739005.2975502734,2048988.4244240664,2177196.3872763077,1811449.2596211808,2068884.4171702412,1653771.482252181,2040356.25432214,2106861.676130136,1578276.5789264683,1571253.7135483306,1450882.2871224217,1415948.8936199339,1625635.420954221,1294561.2285930705,1508579.0711127426,1371136.80874081,1636008.00664594,1325200.760896986,1350836.0543348964,1404812.913784667,1595432.7212341703,1484276.3816912326,1357047.6703057718,1578027.3151620508,1857886.8839238938,2197341.7219503154,2149836.690836974,1867401.4067865238,2075799.1509575641,2161340.442899562,1692244.0828270512,2166370.336153147,2204455.7229375867,2178186.6868084753,1923836.2680627222,2172609.5761442985,1827770.2581038566,1797966.238369753
4039,288.4285714285714,1950564.7868916208,2620054.048579016,1777291.6178861577,2362564.6283208346,1580819.6047863627,2137547.471312882,1915901.6588072453,2301550.1200713976,1536114.499862906,2190465.1213854933,1915048.3603918478,2014526.451416118,2405375.6735781804,1824963.3287031292,2015246.134640786,2124401.106635394,2021537.8227354072,1820807.903799329,1671763.5781195476,1992225.0783157968,2034364.8103716006,1564975.381186883,1559686.4643487714,1473968.345274088,1371195.225692446,1590699.0837287465,1290794.2551111754,1519655.002987463,1396404.7118040568,1644465.8286481465,1357403.4104136112,1355381.0683691013,1380693.4911169927,1651319.8301414084,1459213.7258306458,1373907.4382101647,1626783.2388204252,1819837.402936147,2164121.1310085417,2197477.1430366985,1878997.9249568696,2066639.0926826121,2179052.541075722,1667812.469202474,2139114.6882865727,2101175.0395431686,2154025.426452353,1884923.3528600659,2238509.7842218345,1833327.5900635645,1764097.3347035067
4040,288.5,1991852.916354675,2678258.6548952996,1785387.2092276714,2468655.457539963,1478272.1150085195,2111120.817693344,1869423.4935181155,2380045.730624872,1526853.763075745,2037045.6758300932,1861687.7692861503,1966872.6840818513,2503803.8209809787,1852049.6236762973,2011560.2500347053,2143201.758602772,1980666.5070655188,1849413.1027848984,1671763.5781195476,2030727.9292852122,2045746.2028624737,1554584.4620882114,1565276.1179788555,1444915.428521826,1391519.2310661916,1618442.8477942548,1311273.4353027341,1485724.4929630635,1413480.9199367315,1660518.5412170435,1392000.8306460502,1373053.0826549297,1417916.5229509491,1634624.4876395038,1480467.8723541948,1379825.7931660586,1663392.5618046345,1868482.1198476106,2232283.4162259414,2231627.4436129034,1875488.5463880643,2051854.797827539,2146766.210539596,1698753.580437509,2158022.927950299,2022617.391806131,2141894.1345681176,1887770.630318487,2249580.6805670024,1818612.284155616,1775264.1898782114
4041,288.57142857142856,2066965.965334148,2664287.8144587926,1800835.3938914759,2371818.79035174,1552853.7064986285,2114263.987616553,1984371.975081954,2225784.706898444,1508443.7405484777,2098148.226295686,1884526.6131446625,1958569.0469285112,2460144.8280138476,1753497.674310896,2062173.964434891,2082132.7610442557,1963403.2003748245,1840233.0326336313,1671763.5781195476,2013455.0363570994,2069093.4100774906,1519762.9346088336,1596634.3852444682,1443684.7240860716,1374570.6042380452,1624203.1050940102,1311042.0395845291,1502392.666150276,1400434.615053446,1625247.9105580538,1367108.8768805342,1353448.3100587183,1381422.5102730426,1602041.703876585,1566820.5048419854,1361757.9834888899,1561867.6908606063,1855237.102050543,2230860.7231664285,2197628.9540035883,1905453.5512926977,2085327.7379484717,2152350.134602062,1707731.611573132,2187671.616467064,2090749.3955915805,2156244.604707104,1849691.0171284706,2250216.5068452745,1843711.3690805454,1704932.2715808968
4042,288.6428571428571,1999192.0230272172,2649601.301298679,1763347.0101957165,2421937.857524139,1540775.0879940072,2111565.570658403,1912369.4202027805,2339822.96517337,1508904.130353293,2194372.6105954414,1958734.825690468,1963092.8530043145,2480329.9187224978,1745361.6292490838,2082025.0664126587,2198100.439577187,1997195.9522060538,1795012.9798242566,1671763.5781195476,1987935.5503870319,2131599.74409107,1567021.395339762,1582439.0613354319,1452716.6961757697,1427540.2137350214,1604172.5550561082,1342352.8082378914,1458034.7693471338,1429603.1446191613,1607877.367539663,1392416.4522702587,1437738.5302203256,1461915.3375674023,1648084.606926804,1566820.5048419854,1348033.6091648208,1589340.735735855,1892676.2480059236,2211573.695537272,2176390.936833037,1899134.2380390489,2091105.9330701446,2137577.8613414583,1701555.9722743346,2153591.561414832,2071060.772048214,2142130.138425882,1882376.7376603445,2313235.2029908574,1852816.7806769966,1764826.0230085528
4043,288.7142857142857,1973415.1340603216,,1734555.0717618624,2230464.7169522354,1511924.5087008877,2141124.5674905013,1930013.64313617,2306947.1744704107,1556492.017281741,2273186.81476168,1917887.8036507755,1956075.2632075432,2280068.5030035367,1770838.2399322877,2106431.7829208514,2123849.1847203644,1912684.2318609855,1782012.0363963628,1679630.370299693,1915815.2177899827,2069093.4100774906,1531945.5178581562,1586445.745421312,1522811.1964774258,1425493.273009293,1604172.5550561082,1313075.2350494512,1484839.3109298856,1438975.6103069729,1591632.9630550253,1360929.9986325002,1386553.9601812242,1337006.7212415733,1596925.7284564632,1516810.6584728635,1334763.9058834666,1561867.6908606063,1917518.8299477007,2218434.1974924766,2225471.0185240842,1921245.053325599,2148970.510827455,2125283.689721966,1685257.9202200216,2211046.751981723,2088724.2970904966,2123123.803341069,1844224.5662428595,2317637.077330357,1844816.3583046563,1749563.8643365372
4044,288.7857142857143,1953411.986726262,2746591.401252796,1744810.5608145713,2305073.3286325797,1446927.5319820037,2155360.226862383,1948134.8502083886,2302911.150722299,1582360.112684458,2132492.8742243918,1914275.79594625,1961611.2686421983,2314518.7271253327,1754363.0051850532,2107097.497937379,2181591.0124003366,1962600.2590893763,1851856.2836192793,1665072.7266218455,1944347.57201416,2094773.2073944234,1551029.9436780475,1586445.745421312,1501959.998463832,1415628.3694254812,1611816.6480943626,1332972.0802221212,1490932.8273766232,1441770.1033526135,1647545.4492015687,1315844.5081826367,1357696.3255457128,1367360.389840886,1629564.8729942003,1531643.273306012,1340030.5686759597,1629815.3944499125,1905489.077765434,2186294.204170825,2193008.797142938,1891487.0319901446,2031466.1184129296,2152008.709243714,1662940.7903150013,2155416.3206116273,2069718.5149064993,2108324.4138575997,1824690.530689481,2310664.8091981877,1786713.8222931614,1745925.9076238638
4045,288.85714285714283,1944362.9142067032,2574441.4743996616,1714665.1168630621,2501655.1022523744,1476094.6622518445,2097298.2763073333,2131722.5177870677,2306336.6327769347,1468944.5919777239,2178703.956765546,1917166.6225255884,2021970.9706060006,2244025.3444118737,1746262.5297996793,2086116.1109227457,2195167.641245149,1989946.7215304251,1813214.1699460188,1633230.6928495818,1952503.3794301383,2094773.2073944234,1543059.1050937632,1527563.0555140562,1475274.6035575843,1346305.0957545782,1614202.9948622314,1271631.0131954388,1497278.0287231999,1397690.7501972972,1627229.2219228146,1306122.1967870241,1405693.3999821253,1360912.3497505914,1620906.4049659902,1535996.575101772,1339359.1813713221,1681068.7532957965,1877490.046765366,2203042.4550400213,2208429.6232758295,1875030.218599442,2083090.9655209426,2176020.8190340633,1713991.1546211664,2173116.6715089725,2118879.8099264563,2100124.943458158,1889828.3403996865,2301610.6462723846,1755886.7645546207,1752984.546287356
4046,288.9285714285714,2015650.8756707553,2498635.2488927227,1712572.7978940129,2407645.707096953,1472204.2794892439,2121855.5095839663,1864437.2057186894,2255395.854305349,1544226.1217514512,2255088.245753534,1915401.9061402504,1972912.9512131088,2292074.3451565322,1851160.5615188233,2123704.2776932963,2103436.015424954,1885341.1070267188,2062749.038727851,1655168.4998684605,1971649.9124205057,2106861.676130136,1514585.0845023189,1551025.7489138294,1486092.404003584,1359983.058269807,1649774.1797256165,1309716.5356954325,1541618.0326267616,1449527.1601501007,1605725.6412981832,1366096.0363835194,1423750.3232079851,1371368.4438055719,1649351.9343372493,1509111.1349862618,1336046.6282962332,1613030.5560500883,1880411.7963059186,2198790.8427319345,2159005.50257197,1890276.7858280556,2033552.9659701562,2137444.810558805,1715139.9427489105,2164390.488224563,2137407.715013526,2127760.122012993,1853444.6639378488,2316810.987086716,1829035.9207880269,1746411.281281043
4047,289.0,2034625.1036083687,2611914.1254781024,1717195.4782123356,2450273.4064479806,1554444.0798745272,2204796.326814126,1831555.7921883904,2265824.6236866317,1547214.0145680872,2261228.8129490023,1971851.549425999,2067433.8935707286,2297692.825893608,1723466.702412107,2150905.27659495,2040640.2824565135,1762025.7362355643,1970610.9397984857,1655168.4998684605,2019146.4331382513,2106861.676130136,1622411.707339541,1525900.607806602,1463169.4955295224,1331718.1593523454,1583969.8435627203,1293674.343324271,1449609.1823225475,1460039.7259102515,1629271.4890996055,1313571.6555660064,1396153.066893216,1382364.1794628557,1609077.548205867,1501048.5729174938,1321920.2449323,1606945.436981422,1881382.600894173,2213039.1429621438,2214152.5712104486,1894762.4228941074,2074021.4636941084,2126158.6168196513,1773047.177939896,2147838.5884842393,2049871.9469002148,2165817.8409297247,1853700.2907836318,2269647.845520269,1810737.7490813648,1730117.3697726212
4048,289.07142857142856,2110055.131575551,2426022.793696336,1686904.1883200868,2302790.8767702826,1538810.8074298238,2187832.4728827574,1847735.2854153248,2262267.916515322,1606259.3173638498,2214462.957276233,1920883.7193455643,2013539.3073067537,2274985.121209013,1736111.7173563754,2123704.2776932963,2144999.47256719,1783821.001255304,2023203.6642018636,1655168.4998684605,1970645.776962293,2079153.5812977343,1588326.8180556055,1573473.9277078751,1408549.338833413,1474060.0071511513,1614374.8855939053,1350123.7509115916,1469443.0375625002,1493559.7185300547,1645552.046767335,1348068.5700906636,1393857.289829574,1381860.3182607398,1676876.921498204,1431717.145092312,1347103.5839724715,1602295.1542516819,1788612.2601415238,2129677.721329968,2138816.483823516,1903943.5899677025,2061846.5253044637,2096537.0568190361,1702727.6094021527,2106918.1697679153,2129489.974844509,2175613.6594199664,1868508.8912283087,2216113.476334335,1906758.5289021272,1759233.3539075227
4049,289.1428571428571,2107705.494193461,2523904.451328703,1711431.2015384685,2247965.159975474,1495372.7283551614,2166055.7479573865,1921470.7342962779,2332375.5714120916,1576557.4404141495,2167141.9033975443,1874122.6047177764,2045356.544125115,2284872.980053173,1743627.308818426,2075145.4277895903,2077325.8062665947,1779580.6119350886,1953806.1544808308,1661552.4169820456,1955722.1014174332,1974429.5047466564,1607753.9082645723,1543557.7699660794,1526266.783880062,1319347.552312507,1683805.3081152518,1327824.3713806535,1463159.439623094,1472806.8133205695,1582012.8882947902,1305870.975507652,1381535.7187321815,1393821.5987682485,1587551.010906572,1504103.4202182298,1358262.7454099222,1569281.2567229366,1862513.806231777,2182163.6462295623,2173707.560155526,1893197.2831871845,2076729.2356604892,2115800.1279020966,1668249.062294141,2068680.9904536847,2113673.6802828573,2112576.563214705,1841780.7025339233,2107446.361179535,1900225.602639414,1723389.3416783907
4050,289.2142857142857,2059551.2889570303,2534294.724176341,1708777.8614004585,2398703.5493714134,1493588.7585966107,2191136.8828396727,1960267.385353956,2357628.2727068164,1481623.0193660508,2254815.155629774,1942141.1517269444,2106189.3453975506,2265353.179509219,1707974.8671575608,2076069.6760210213,2048451.6802298382,1848439.5492242635,1792426.7621410121,1661552.4169820456,1949099.199446889,2079153.5812977343,1544353.003247556,1496528.7738222952,1528314.3416203402,1336286.59822982,1672875.2966386736,1294000.5868411267,1502825.7413983117,1478089.3098703555,1588861.2419595278,1357892.2760463275,1383867.9702232562,1340527.9647499002,1599787.7135997533,1502157.9967574289,1364665.9483149245,1654297.9776797676,1881382.600894173,2205914.907921193,2228561.2944644364,1876290.9252120967,2073941.1944738035,2102793.7869694014,1744595.2991939483,2108201.800918327,2192112.385402069,2074944.619953745,1851360.5364250757,2300333.6252589896,1761320.501160778,1728819.7304744832
4051,289.2857142857143,1892054.6704145945,2560986.1225086837,1735437.8301200836,2382947.902760863,1554496.34911749,2212542.6809646743,1895935.9529350337,2395160.5256659784,1582107.5093170488,2201785.023746133,1966035.62516773,1987768.184775917,2288993.490314698,1761548.2489670403,2116250.0524165854,2070529.6094379812,1740843.3957651611,1921823.947446373,1678388.188275027,2003061.9789557257,2023900.5814432031,1605955.653083736,1531453.1545120717,1497309.563244262,1402969.3669724127,1690527.884477831,1273609.679914409,1491787.162626202,1497218.734466414,1654141.0963305996,1312970.03835749,1367562.3459827008,1393374.046259942,1541151.0378788102,1458105.7025180887,1332202.1384573742,1587082.846876289,1862302.3258331977,2186610.719757457,2254016.5554866637,1916120.57716281,2123517.601485995,2169222.444027444,1632817.206079749,2083076.9029510918,2022006.8501820092,2122506.279208997,1866418.0374970234,2318979.2703731074,1805982.3635569238,1698219.650222232
4052,289.35714285714283,1972586.661699124,,1802377.6150821012,2464426.4130396163,1622709.866357623,2326964.881656679,1907721.429588163,2360105.1491760965,1508943.5624583417,2183516.2069648104,1910007.2660061067,1981286.5260760025,2468956.347749583,1844516.885598439,2031851.5016804182,2177673.923649274,1740843.3957651611,1850793.8910869379,1678077.7491761213,1960952.5283234953,2137937.4434611704,1547429.1761117107,1602224.1867284258,1512540.6079999262,1409670.6662570394,1637796.5089206304,1270850.31889877,1490594.374404482,1444009.8487878782,1679179.2031578224,1333900.8294869158,1340172.3840984085,1390584.825616138,1613504.4273433832,1475537.27002392,1371185.9997378779,1627257.637986586,1860317.5471966441,2212624.089299443,2273686.730739229,1854080.4337425786,2122971.1158188856,2179701.9384484803,1723171.4036425739,2152719.9544744436,2170546.1084902813,2089915.266387518,1877029.4860050532,2202288.402480766,1834502.7674300096,1818961.3356749911
4053,289.4285714285714,1963000.9354614175,,1772884.9883379135,2344687.0148238568,1549596.3147550498,2213747.71845443,1929564.5275232561,2296060.418147024,1486588.451644514,2225645.3712038775,1962744.0483406733,1940135.7771466537,2087152.3211368327,1786369.3890065793,2156789.697938225,2198371.0944798086,1830389.106125041,1834420.3407104283,1673753.1119376314,2031608.8956799156,2125801.2987424377,1635036.8442643126,1560495.6327817638,1394211.4240987627,1352419.8527215868,1668990.7940819594,1227331.8131998728,1341772.061402121,1499380.4137526643,1620855.90863242,1362521.365428763,1325395.6889185465,1383645.083199448,1645256.109907495,1491360.8517648883,1332202.1384573742,1622186.8067309146,1837877.66321318,2192378.4242591863,2229178.3516061534,1865078.9011122563,2155572.296202078,2179501.7563597364,1761134.3101970425,2125401.4099816624,2098851.69373832,2090515.0444073663,1869607.4395050025,2243709.7106480775,1801465.5554290381,1734375.4759461475
