Frame,Time,0001_1,0001_2,0001_3,0001_4,0001_5,0001_6,0001_7,0001_8,0002_1,0002_2,0002_3,0002_4,0002_5,0002_6,0003_1,0003_2,0003_3,0003_4,0003_5,0003_6,0003_8,0004_1,0004_2,0004_3,0004_4,0004_5,0004_6,0004_7,0004_8,0005_1,0005_2,0005_3,0005_4,0005_5,0005_6,0006_1,0006_2,0006_3,0006_4,0006_5,0006_6,0006_8,0007_1,0007_2,0007_3,0007_4,0007_5,0007_6,0007_7,0007_8,0007_9
1947,139.0,2052884.1555196443,,2236173.1995786265,2480590.810424652,1669740.936273208,2336399.5171740563,1980382.4499600527,2424057.9862415334,1897245.5648589665,2697654.747637307,2223574.347972545,2599128.578466057,3024209.765699783,2148767.467336238,2570114.4907603892,2406283.862152531,,2462003.0170256426,2182688.563005132,2295960.9984486024,2520131.815285124,1856734.882477447,1800169.055894558,1721360.9598992926,1528889.7618998578,1940311.5460505658,1439654.1191248572,1696673.7775397564,1725586.2381386699,1729085.7719320399,1537085.1416924864,1467689.4118317969,1572541.744155521,1807496.208969363,1594852.7381730294,1607480.4149969965,1953105.2771213755,2016956.09879434,2331644.141118192,2614325.147469591,2106948.733738366,2609391.7480112244,,2072728.3296730833,2676856.207229948,1726472.5982041429,2756030.6770992074,2401258.9287438733,2740873.787548093,,2289116.829425039
1948,139.07142857142856,2129814.666783856,,2129526.3899446335,2353769.783001937,1646971.8990877757,2399460.093974285,1987335.6749569732,2298266.698196155,1872660.23766432,2577533.7628173153,2113682.713991918,2581344.27617612,3178019.027277134,2067764.4431946494,2525042.92291187,2252369.901242008,2138513.914013433,2423026.936976857,2223282.486060078,2265068.727040893,2356899.8657071274,1879585.7398619885,1736796.7784223645,1751334.6693836465,1510979.485830453,1967021.5613098072,1483789.3275283384,1751571.9148268644,1694838.0942342842,1767056.3937801376,1494217.2186576694,1467689.4118317969,1658692.4198164837,1812709.304825689,1602154.8946908268,1572940.3714486854,1958541.3879945944,2016956.09879434,2383079.7792868777,2514793.5275545437,2155625.6875494784,2647837.7083523516,,2144935.838186538,2787068.1245447937,1726472.5982041429,2724645.6864684806,2246917.407340287,2752749.761608934,,2143521.6298624263
1949,139.14285714285714,2219636.4303199253,,2107889.1019075895,2557196.6038706475,1666625.2433485542,2266754.2785637276,2007061.0590433064,2380321.7836941485,1846522.6222924467,2556566.644150098,2240773.252581723,2564496.8840628406,3139240.2638828983,1992648.4658134966,2647758.6678082705,2566889.4496208695,2153190.9693997926,2230639.0603808835,2195458.916198358,2160191.2127713077,2525509.369833707,1878563.64167723,1779010.103839641,1685768.9530702876,1492091.0087621957,1932908.451421955,1482556.764032172,1714397.6867455489,1716111.6506327444,1810442.1414527907,1516079.86527803,1485262.9829755165,,1780868.05447581,1612773.1879911376,1571655.3592292634,1963143.9543916364,2016956.09879434,2290434.464272514,2421611.376626066,2399949.845056768,2683081.524208269,,1967291.6982547177,2777270.2695878497,1726472.5982041429,2719848.7262692386,2224483.631805555,2555065.0732271057,,2239772.2061426956
1950,139.2142857142857,2249875.8121650154,2844870.5987662603,2094865.1906072604,2358219.669122637,1669119.9518315082,2445221.2860890343,1985678.4080899304,2413858.416091924,1795345.0236770827,2475372.01430607,2184350.7986298413,2460497.860296636,3161287.3961106613,1949876.755664706,2480176.095613937,2650379.009579888,2276046.1748524737,2336570.4797941837,2265397.733350198,2296872.093371393,2507325.1640026607,1884546.1953439703,1759298.1792493747,1673937.2077275047,1507598.372337691,1980667.7598881314,1435832.0621643197,1676632.6559618951,1656241.7984869462,1735847.4764808326,1497303.4758480315,1459050.780950028,1718250.8713955274,1853883.3919193414,1660119.160679378,1623577.3625190316,1862062.9024786444,2011258.9347535002,2416977.3042446864,2636757.9536576197,2275601.7148046433,2609584.1804987257,,2076338.1635086802,2736577.4519282873,1726472.5982041429,2719433.9185818895,2215215.28078838,2753416.481163953,,2356356.0402841712
1951,139.28571428571428,2175928.627400974,,1978795.5200139112,2465630.5918445257,1621403.9847342048,2365103.0947418883,2057018.8602121586,2445579.9232798377,1867175.7098510885,2548736.01857624,2276472.2344411584,2514567.044690591,2799480.3897364214,1949876.755664706,2592094.159248999,2479306.838033886,2217954.8725929107,2309960.8079629657,2208091.156416775,2478177.578399719,2411941.742575851,1843697.4537852937,1764898.3446793025,1618440.5985333049,1491147.009966488,1951418.9094465366,1535199.310428017,1710082.6674057166,1637541.810955182,1778813.012053787,1568817.079806393,1455570.6734755102,1631069.6685490336,1816571.7622647525,1720222.7946098656,1697782.6297841673,1990644.2082609215,2023087.359957588,2494861.137758005,2533349.409696433,2347296.607283046,2488059.9987978428,,2036502.12356173,2818870.8460197803,1726472.5982041429,2613244.808250643,2330339.1189453746,2857614.34929444,,2357512.0467093727
1952,139.35714285714286,2059827.9542439186,2555879.3794962363,1973782.8846807778,2526886.6043548463,1563179.3081479813,2467229.5309972703,1992424.3421267574,2359357.0217097374,1832509.7572239928,2505894.012824036,2386556.156650457,2370876.487049827,2978422.525655087,1923369.0495065595,2542547.968960784,2589084.363027512,2389190.662979367,2396887.4775845497,2346141.1080715954,2223298.9813881554,2629565.051866908,1716892.0676138771,1709607.6863151472,1603038.3470644723,1558803.5191650328,1952568.1844553065,1461512.939598844,1736904.0744559912,1556694.701370758,1799370.4681830863,1601866.2866827513,1576001.116639742,1628924.1758154929,1819607.455192487,1670744.8888782968,1660309.3671697925,1990582.4895941643,1994438.9927632727,2366524.5115024983,2614839.116140663,2331082.662949084,2760677.865036176,,1936971.3914938667,2845746.951707525,1726472.5982041429,2731650.8760108342,2293195.7070935033,2543218.3879333492,,2304230.923934279
1953,139.42857142857142,2110551.2383997617,,2135205.7459400594,2476556.751346107,1723175.166181913,2393525.3217829703,2064063.9380675857,2419940.3566191294,1853736.4065554016,2497583.426202567,2163594.7959178006,2519392.1116690263,2938734.1932289437,1923369.0495065595,2811764.0464033415,2571549.8562398544,2193033.0001620785,2524972.444859561,2174913.785568068,2388210.1444712062,2583511.4396910653,1717495.7184569319,1709607.6863151472,1601583.075532236,1567767.1519076834,2023709.3392445939,,1699470.234771131,1659470.315028772,1700485.870603814,1512208.533097356,1468251.0210094703,1694321.98938402,1795388.955211245,1672446.5868261566,1607885.196116974,2030706.4746852817,1985340.8413060254,2344786.50497659,2628305.7760450095,2342773.6380577357,2684450.1621551425,,2043607.5494059096,2700834.855223291,1726472.5982041429,2812693.4093319573,2333660.3811721094,2582930.822784393,,2304462.476711713
1954,139.5,,,2049625.3579088873,2315518.380296147,1599186.5148013178,2346924.3035909613,2055274.0168286127,2365605.242765155,1854079.6698607884,2579348.361760492,2218787.9213439533,2525395.908269947,2569447.298592394,1923369.0495065595,2509943.828834996,2621064.0966759464,2289338.3896902166,2466783.848064127,2187285.8495479575,2433740.1514961733,2821604.2696250547,1738829.7129254553,1726416.9218345426,1663730.5393051687,1538209.4840633634,1927793.4313668106,1454961.6961662222,1767727.9191477697,1684078.6827160576,1707270.90860063,1532082.6525260052,1469828.0824055683,1753555.210829288,1794210.0201931663,1694086.7850044805,1604383.7134782781,1923515.3832548314,2003698.7516586704,2355529.0091406214,2628305.7760450095,2293436.2206388367,2586300.0000814586,,1945199.223710102,2621054.8167558135,2309504.199980037,2665411.753703544,2294333.059577782,2672004.16399386,,2267352.075722058
1955,139.57142857142856,2187622.2595783146,,2014783.6632325621,2344825.877516605,1551533.040454216,2429790.753389267,2018516.856667109,2463391.2598837446,1765242.9191074641,2549759.0039615976,2200612.458084213,2529315.102321719,3141987.8673048355,1923369.0495065595,2444525.12377302,2489071.1830756874,2264817.670080318,2512422.4764681365,2301054.4930093796,2426547.9355847724,2504183.7755580633,1752741.142216476,1734242.3782133986,1615169.527898098,1531637.765838982,1987353.3768760671,,1660716.9779035486,1700066.0847091582,1760979.8330480477,1515223.7766252456,1446825.3987383533,1584990.3831751666,1802824.0182240917,1679445.8718820966,1649778.4043062541,1846873.7611455084,2032552.2116546612,2341136.0027774777,2628305.7760450095,2368356.624612594,2537258.412994376,,1955622.6314410993,2605646.3297414025,1907351.4423448215,2813905.5567507492,2170304.668579236,2663600.0434622904,,2162338.5478313807
1956,139.64285714285714,2177154.61881023,,2082015.3236487114,2356412.267585699,1612119.3654447854,2528065.164228719,2158783.811445171,2570237.830562125,1817430.3421106632,,2213500.9934351835,2493421.742797209,2929066.002739649,,2519304.488734903,2481942.365814298,2250964.044823807,2285892.017398355,2179855.275383905,2458286.7027595676,2372368.256235117,1831442.2006618981,1796710.2632332677,1659966.3103178148,1520441.6325092677,1932402.7370769144,1451149.4230916882,1747607.0517765053,1739838.9692539833,1732060.5644060574,1521011.5663995002,1480110.0196410946,1663112.505960743,1735728.5166130196,1675564.5418128269,1677243.958695577,1882963.2768476985,2022742.8462331258,2344730.4562843647,2499399.8680860237,2475724.3138911254,2543357.2295853053,,2003414.7612179387,2634114.077396202,,2829138.106258455,2285905.650892125,2663600.0434622904,,2135491.2963057887
1957,139.7142857142857,2121740.855535189,,2063505.5118143498,2287414.734188454,1612220.0357290397,2454680.069263729,2137171.829977993,2532670.9117905498,1834247.5381540053,2849748.9256844213,2214355.8926066104,2405218.0763230626,2819868.627652809,1923369.0495065595,2487068.4036794356,,2440283.199185397,2293904.403360467,2178499.1217205543,2660972.8304481907,2588148.119902179,1866765.5148290459,1806727.1352077369,1738537.4759315185,1520262.043931531,1966082.7535479795,1502724.398182012,1702190.1473086365,1599957.2674212023,1755726.007207557,1477396.1541722969,1456010.7712592504,1702326.3422224624,1761087.1773089955,1702445.572716905,1623157.9257216982,1912307.415599167,1991100.9875409557,2422216.5616591396,2499399.8680860237,2169070.2017809968,2706872.149622285,,1917855.8427545023,2720743.873080341,,2730377.763628147,2168796.8399706655,2480306.085797801,,2161868.970581378
1958,139.78571428571428,2060362.917969871,,2036605.730038266,2387947.5585949146,1605976.2858561287,2483433.283243441,2028639.180527048,2443390.5189430537,1797304.6121012396,,2273844.746962105,2484508.016952732,3473265.377697523,1923369.0495065595,2437920.681267119,2330759.153556355,2274613.0103157996,2372602.585681113,2185445.200534649,2420718.6310607297,2598583.7299125325,1849656.256391268,1709540.3428650305,1655333.58734993,1517986.1262028455,1985094.782288479,1458247.3809014205,1712641.404410545,1742649.4127448648,1755726.007207557,1511525.6134342956,1469588.1943118004,1663874.6574852956,1810482.0346980132,1647142.9264413035,1638356.8537989883,1912307.415599167,2021442.8574484072,2343214.969878853,2489592.503466096,2189046.335963724,2617915.6486478075,,2027615.1224491976,2732549.9496134226,,2757831.957684409,,2393471.8372679497,,2279662.3381070066
1959,139.85714285714286,2241498.872554932,,2087050.9263009792,2391377.174005504,1616134.270552258,2498417.2074825717,2145154.6077019116,2441448.3559826296,1750528.8956023557,,2241219.48838171,2569172.4860768993,3143113.7412220263,,2734239.029038415,2581059.7818405177,2268476.940819823,2617517.8977113217,2181810.637248032,2470416.7800220535,2535330.309589843,1756521.3580377246,1765026.3433500852,1770506.0749257102,1543602.4566348065,1988833.4287069119,1396354.5354468708,1691705.1811549668,1607729.6055222477,1762542.5298497062,1511525.6134342956,1464251.1973486058,1644880.364534447,1738591.8925184119,1697826.31380342,1596816.9753787587,1912307.415599167,2045600.4493170967,2338755.484682082,2489592.503466096,2355465.389405977,2719991.116430257,,2074425.940987375,2639078.365657416,,2769871.9617791628,2168796.8399706655,2350301.046750971,,2213292.887836789
1960,139.92857142857142,2204297.2125359904,3029247.4754359825,2061349.6571829321,2337727.393374504,1688505.5979829377,2496912.3306930345,2130489.065425095,2438111.1794633805,1762498.720310672,3108478.1944188294,2295266.4687741343,2492816.119336662,2739401.2539731422,,2285164.3418040196,2505451.037887742,2196550.2363419347,2408964.103481438,2300812.002200166,2569574.448066421,2554587.5431130775,1742238.1300083105,1691484.1797137088,1723755.8161180578,1507013.848259894,1979830.6671837738,1410088.2150274462,1708528.2361115003,1605124.6365773794,1792946.2296983725,1545508.072374226,1459558.1026603323,1698617.8070019733,1888552.738340259,,1596816.9753787587,1912307.415599167,2042162.5874119345,2313973.0390094016,2513418.7724706773,2389118.327338986,2751403.9027397786,,2061622.0494222832,2778943.0361686116,,2789170.240080692,2005333.9634206386,2325353.0899794637,,2189720.943531539
1961,140.0,2249086.7030640817,2788610.608279322,2119600.286416111,2338863.7187302713,1687065.9058753448,2443644.2016918794,2075564.573168779,2443651.1435027556,1920427.1033124924,,2086249.7660006778,2567613.171260595,3056806.5156706898,,2687786.4712089356,2523587.3270060048,2396462.5884079617,2437257.595563125,2232109.3094100207,2489910.2502164855,2613421.7678548456,1790488.5803997433,1735831.7356469138,1713513.371833734,1521004.8450689723,1957996.0178422604,1341643.7129705641,1700639.045449006,1643080.01988712,1737878.077970741,1529790.5968977872,1439724.770840684,1680332.3858706136,1799852.1455715145,1649111.4879144852,1614605.6425326602,1912307.415599167,2028643.457001518,2336870.60880217,2472704.722356926,2499464.6817567013,2661294.796837752,,1990433.3023169157,2787363.4975645486,,2696878.2054157965,2005333.9634206386,2307743.019632656,,2195571.3477554433
1962,140.07142857142856,2087849.9916338485,2878354.7224548147,2088462.9943107683,2289400.6003958355,1701122.0173386054,2283041.4152843505,2095934.1879074192,2437194.503383301,1754501.1827665288,,2040019.0339941226,2597572.7916607065,2904511.0310902502,1923369.0495065595,2523246.8463912304,,2158439.6231787987,2359585.665613481,2152884.169481438,2484717.8803689573,2677645.854435698,1718304.4625758207,1948863.94635373,1751295.1512564546,1534694.8622151793,2042318.5605268842,1491581.6204997576,1762697.34173847,1682461.6819291285,1707312.4831514019,1504214.1407054362,1427883.953127162,1611336.302648848,1791745.3238092868,,1634220.3600253302,1912307.415599167,2031447.2827240445,2389838.106213683,2497398.075834,2437465.6625843984,2740829.037552903,,1978374.1095212412,2806471.0264636846,,2678178.309822653,2005333.9634206386,,,2288704.9064540756
1963,140.14285714285714,2281841.353296787,2506705.6744155325,2176312.594201295,2290118.776882234,1680560.0831316023,2414822.692086746,2102493.1366169094,2483756.9437166927,1757555.1737674817,,2126923.7034899835,2637231.656243367,3152324.4749447047,1923369.0495065595,2859798.2753219665,2608425.4268299607,2232729.1385662914,2366473.9068101626,2137337.878567083,2398969.8138133734,2545626.6554442993,1920724.0698552174,1912637.008202307,1674168.2156124401,1503650.502573004,2006044.5603976268,1395246.230733161,1690950.4602781432,1708560.5461111895,1685222.5963586841,1518482.4776050732,1434943.5929090313,1708030.9994632006,1781591.7572672428,,1633671.6790151878,,1981490.3380641292,2388101.1034718966,2630266.65312757,2370028.38035489,2672259.4352142406,,2056158.3559534142,2871478.500114982,,2747959.0736742406,2102867.438999757,,,2221435.782413808
1964,140.2142857142857,2152505.7157415785,2428884.3569326247,2019574.0371210142,2412577.6221611868,1698920.8746900626,2403584.300063896,2079175.1274588595,2480334.746583855,1725567.2195574725,,2138905.480199311,2584153.9379119007,2992342.124820612,1950072.973639891,2565241.0818906366,2493375.5586264264,2370272.2023647865,,2074867.9370351136,2493773.2905186894,2503930.9384255246,1721305.5209429488,1881088.6490904868,1758782.783258326,1545843.9136210205,1925828.7096247685,1502974.1573400397,1672335.396872355,1655673.962348341,1777101.6598772402,1518482.4776050732,1460147.3847541248,1572212.8460075562,1797511.1514159099,1702958.2985597008,1599180.628042503,1912307.415599167,2007252.1706369813,2422462.240233424,2630266.65312757,2286407.1262943647,2545161.827402617,,2112996.406003234,2924205.0743456995,,2874482.9452305324,2102867.438999757,,,2294462.5915823774
1965,140.28571428571428,2094772.7803789715,2348338.5362307415,1948310.1662513781,2368801.262120965,1669859.37266431,2503619.64267765,2065828.269735259,2360507.3438819465,1962871.6576335495,2557952.4309692513,2177559.6553523066,2348220.5133031257,2957130.8086380926,2069465.6693097816,2746218.3445940786,2443323.149569305,2355534.828947479,2495791.2303365143,2017341.81973382,2466192.3547535413,2630663.2859543725,1842614.6320425272,1847395.7656531737,1688955.1270188908,1526760.379428197,1942731.5871308264,1431456.359191552,1694572.7827918287,1660968.7832425279,1746328.638645134,1476153.7847158655,1448192.6841788332,1579484.151547919,1785747.998921847,1671471.711486078,1594730.8626625864,1831410.4326565885,2023230.615324937,2494343.8075977387,2590179.7289398853,2311797.871629208,2568696.654017181,,2110601.964432605,3028595.18778429,,2654343.105828259,1998882.7617879193,,,2272420.2311666347
1966,140.35714285714286,2100504.2301010485,2725817.846566262,2046341.748953837,2379322.790117507,1671862.7887872814,2418883.075839504,2093940.0784125281,2492427.357940493,1778505.930388897,,2111654.918754153,2727074.255718289,3118531.356797608,,2753616.687215091,2468150.093529795,2322868.379064839,2682464.9816522826,2169402.8276408515,2226255.149534414,2740957.875301465,1940877.5426334927,1941281.7972052414,1747651.3071611843,1545760.221240053,2022040.4979443206,1329324.14054306,1732009.557185514,1621512.907768927,1694608.9357030382,1518081.9289283871,1448402.2149558598,1746714.6804954272,1847164.886389256,1671471.711486078,1588348.9318342016,1821201.397150873,2029681.4155071755,2440345.9654040714,2576226.629138313,2325540.1754619577,2599493.1691208007,,2068040.187508669,2945562.9622684256,,2762044.298768773,2246738.952810963,2853058.313419446,,2283757.594948509
1967,140.42857142857142,,2190677.904377697,2132181.93164005,2474726.2945083138,1616748.522628567,2367762.0456541395,2104107.34626778,2452922.787656328,1746622.8554821557,,2082537.217454004,2637998.339457162,2888448.6803660337,2279614.3020051527,2467691.2059386624,2390531.5122786094,2223456.992756037,2515789.021292129,2222690.4597721472,2571989.0690744533,2558557.252995972,1834093.697772051,1927090.1612305013,1752056.6763023282,1537003.6818305945,1879410.9006423778,1218835.1026538676,1693910.7292565503,1657687.9413566743,1752230.4531074904,1483944.272000334,1479864.3190169893,1623668.7333044028,1812387.231078745,1691212.8550394329,1611572.5520948265,,2012861.7451186064,2352405.9721411415,2348827.088050809,2319794.732964488,2592863.2066402324,,2038209.211461901,2809948.0523998234,,2671193.9685672866,2283587.5121311313,2636789.8952631415,,2173740.8868651125
1968,140.5,2221561.2149200146,2198384.2496245764,2050846.856959979,2439135.4108872046,1608460.6359798296,2351832.7443148415,1995318.8566224005,2431926.2823711378,1713439.614334795,,2081438.3455638601,2457626.9506233158,2978493.5455899,2156148.2168051223,2681135.4980293517,2502748.1477194037,2146940.14525856,2443224.6616620454,2183117.416890909,2418863.6855281964,2580918.296916599,1845476.1635225597,1865594.873364061,1739685.6615289543,1519886.9741883883,1964738.6503152784,1339647.3284300312,1713523.7555715372,1693754.730046499,1799953.6719171845,1501200.9872430733,1476216.6275883745,1642396.359279744,1799260.7698929266,1696151.5135177358,1607537.1816659635,1794059.3294624675,1989117.5789123995,2337388.2510658847,2559952.0102650337,2339144.0848140283,2664790.60257869,,2013540.5786060772,2862633.651537222,2509491.654337241,2644459.8496514265,2346243.032026547,2662125.4321969063,,2166015.6538611804
1969,140.57142857142856,2164683.216079634,2189074.1535551054,2012701.0631816436,2490631.143774358,1645445.029064499,2405809.643318282,1989718.7573984629,2603582.086739852,1719277.5946096152,,2062294.50996349,2492252.5229488006,,2309123.6480890852,2559593.34534467,2211278.8565222267,2244312.4387517185,2447912.443609532,2167458.7918190183,2555955.876580654,2456668.1355843507,1861397.3818190838,1838903.43913346,1743687.1642370936,1538520.3541689808,1913673.993173844,1303548.5023557444,1769295.6353147721,1647364.7909446554,1765085.1851141558,1489219.730360064,1476893.6029698509,1608172.4389804595,1826032.3386491074,1702593.2651385372,1581019.8885832103,1794059.3294624675,2012861.7451186064,2416208.138463128,2521013.6962361177,2213888.8658008575,2662710.62797371,,1974847.004749622,2673112.958505829,2452502.2000049916,2691503.3809545403,2202884.297582686,2675413.232599267,,2410649.565935459
1970,140.64285714285714,2328059.5567884557,,2154501.859040777,2450926.186981155,1659893.5490066824,2311666.4443772254,2032392.564966479,2458418.983155439,1705982.238484884,2562225.3221154623,2221921.239380776,2605799.267178062,,2226769.345235495,2625418.1044242466,2275784.3375815265,2368933.9903436247,2437253.4336536764,2123153.677948058,2476453.017000519,2640451.6206033104,1874383.023744476,1844761.193752771,1626805.335739344,1521028.4977504767,2076277.8180308163,1400711.2550643336,1725446.45730076,1632491.095379417,1790262.7358410826,1465454.6412618598,1454951.1994258745,1589424.7403769898,1839806.1144139662,1712240.0279157325,1583652.6391195292,1794059.3294624675,2009968.999803388,2425000.3210668033,2586404.7292197747,2277281.8682372486,2652106.770801963,,2026382.611870129,2652478.9349951874,2316436.05214672,2805462.7865824043,2239358.8688154877,2769133.374658321,,2162074.2043810417
1971,140.7142857142857,2111064.95930744,,2048497.1676491427,2403910.034969136,1592573.6221657638,2379836.8462389545,2088578.1707155309,2488271.717992964,1728178.2431576352,,2181323.210455926,2471670.445639493,3091752.865023019,2194630.5758961937,,2264161.177553964,2318922.305952358,2400681.760754922,2179786.966923019,2550374.02485859,2392126.3925267416,1883572.67008132,1897456.61572465,1745011.3916976748,1529483.956535102,1899100.6945673812,1322905.582013805,1715025.0929915414,1675082.881667114,1766198.597152202,1496699.3287668645,1449505.032859356,1652859.356023193,1796169.4124109903,1663097.805226042,1623025.1549073136,1794059.3294624675,2022850.5349426714,2396487.514721869,2620175.4172569956,2227288.2198390854,2716880.7215407444,,2100730.498826912,2662748.6988286553,2308927.1159934704,2638285.1154226745,2337958.13957008,2872917.56516588,,2162147.712384995
1972,140.78571428571428,2114596.250836676,,2081008.3572065553,2410466.4052127167,1612573.111658215,2385956.018211562,2099831.161737395,2439597.3004857916,1689098.4937986243,,2342840.0868042246,2813406.3886159128,3285039.3366204686,2194630.5758961937,2631360.32111849,2221678.100864778,2345304.4870553403,2549825.7907473245,2198098.0904647172,2290686.514718441,2631601.5460035745,1854387.138857606,1694441.5295320728,1706754.1331138278,1508834.714070446,2018014.8870940527,1356469.3051648138,1667551.891271157,1653095.8736036797,1786051.5454026673,1487230.0710165116,1465695.8256313947,1539815.5707272133,1748475.8821525953,,1612279.5987717188,1794059.3294624675,1998620.728817353,2514205.2537756274,2603220.8386600404,2193675.5290085487,2698235.0489467643,,2094929.058855313,2645853.091526306,2349568.1847044104,2563522.0350221246,2260653.178640043,2652429.988586655,,2162413.21132517
1973,140.85714285714286,2155484.6547477525,,2110160.473196327,2377512.3956503044,1612573.111658215,2405184.202454959,2069527.510041339,2480350.8721416323,1747112.1441810096,2659404.6424613744,2235116.854962239,2460172.0538626458,2819070.989628896,2194630.5758961937,2619292.7394478717,2316280.6659179037,2272348.077238841,2565439.2752016666,2249548.319860233,2366147.4224619498,2548261.008753094,1826322.2162652612,1886482.4045454264,1785227.033172772,1544703.2337228928,2037106.1213626834,1306994.7183839013,1661308.593587151,1656853.8369794462,1838761.603061892,1511234.9787451997,1429397.7844743556,1613100.7178715274,1777453.2631296183,1697163.2782812212,1617288.8413889264,1794059.3294624675,2004601.9960639165,2380266.948562529,2764659.888178942,2264171.56510145,2730590.5463362834,,2032692.5453210298,2593773.685559985,2464126.688805077,2635517.5241443515,2464418.784871907,2698194.8332791626,,2153436.1252402463
1974,140.92857142857142,2058317.8432267283,,2181736.6189903417,2340544.715021146,1657511.237517713,2359555.6540155406,2105694.7835518117,2449262.3156974926,1808791.7286502575,,2102863.4782760567,2308548.812979883,2955425.7120426395,,2473205.600172369,2245856.744399614,2428942.3043913054,2384240.5854599895,2156491.648537991,2431279.0477718404,2613203.6115553738,1906773.4831074066,1941123.44134373,1729473.4396451921,1536974.9925365949,1875355.0695696482,1330547.0487165498,1753167.2884333108,1675920.2508734479,1840541.834748741,1495747.1720814805,1445289.998604693,1658000.900410778,1738565.5001910727,1685221.6394489675,1668763.2573923033,1794059.3294624675,1984088.47072937,2352643.2348671877,2517303.2845527455,2250731.626263267,2628807.0128473495,,1965668.4188985769,2636865.0125626926,2719600.4442858193,2669418.4010500396,2377017.108227836,2668396.1126851654,,2062335.9033815942
1975,141.0,1974560.8938190662,,2113259.869899788,2367484.2378421417,1671555.9126183204,2391308.713137065,1951050.8581829052,2418289.7454938954,1825035.4934842733,,2231704.8652523444,2447427.712071414,2995855.8210564484,,2691514.0486874385,2369181.935200574,2117415.782254894,2583983.3137341,2029473.3754617164,2445600.4922394375,2461329.0165188834,1954173.1577482787,1905977.6652974712,1726180.460284886,1541478.8085154863,1952040.5014458639,1294471.604415466,1753167.2884333108,1671508.1924225064,1825449.692694801,1487230.0710165116,1482087.8948331212,1689501.469592543,1863173.0206021515,1699961.6366536606,1624972.2663753992,1794059.3294624675,1959474.6184102304,2463288.9106481583,2667243.162723764,2323079.665420627,2655078.05318317,,1940060.1698295479,2829338.6033899514,2882973.3492096392,2713785.8126220875,2269250.1246567597,2668396.1126851654,,2264909.526176867
1976,141.07142857142856,2067507.0458812478,,2140027.839942729,2406918.2679289873,1643531.0012664741,2386207.2461279095,2089558.1735270296,2595284.645429287,1801464.7878789222,,2216242.72112978,2308461.945625295,3332710.9389072224,,2508905.0844696923,2385083.0218147673,2452051.9740804415,2496057.2096442496,2113096.0613479745,2418629.416408668,2455611.8971778876,1811940.4198296524,1865331.1012563263,1765867.814449027,1575391.5345583821,2010025.6076454227,1436772.5816881454,1703255.9188555873,1712587.205564578,1809770.1251687477,1487230.0710165116,1472467.763539227,1527616.6911242392,1724454.030886543,1693978.5432074568,1628860.7624859866,1794059.3294624675,1956134.5879529987,2468166.9443286033,2725827.125477791,2522962.874672814,2628820.862257938,,2025245.6435513238,2888643.449163134,2556499.587303858,2652036.4427327644,2315457.240965613,,,2171264.714023427
1977,141.14285714285714,2164584.7137130117,,2049977.4411528425,2409668.04616917,1656619.3159901837,2365544.9161043726,2066295.2609160426,2542746.137552551,1915868.1764604659,2666021.911215773,2079566.4835635477,2425453.8268929413,3245629.2308701095,,2569156.759403034,2397792.9507222287,2248058.849678699,2385703.7450794475,2240355.1761137154,2350483.229968962,2682002.380504661,1818815.5611995184,1770346.4829122608,1707650.4113392413,1446766.946937245,2011421.516724405,1412978.6057133027,1663442.8282030367,1594399.0400165059,1818520.8690975,1504034.7264384287,1452267.1102309306,1511445.508344701,1724755.1045796569,1695881.335768438,1599596.6885449267,1779000.262378093,2014970.5807586838,2430338.6282035643,2673795.1461184183,2259054.399694597,2590697.6440192685,,1977305.4323228763,2655624.9950826373,2439738.99043783,2667837.282450006,2232811.3284618296,2489665.753339618,,2301723.447389869
1978,141.2142857142857,2217763.6710425057,,2081441.264655359,2395304.2661547703,1680367.1188225723,2383076.6460876935,2149784.6929970044,2546512.375857113,1895203.925352166,2576054.184933275,2136545.0824864754,2376680.858806335,3092203.03848123,,2690150.2892302494,2424285.2225133344,2235932.069069607,2290213.6426462615,1971701.7132764019,2469965.6417853045,2660838.2953627487,1748253.4263132468,1886222.4399104556,1724844.3749464932,1571380.3261405078,2012565.942166602,1446384.0128778238,1707637.9514912497,1785628.7492674305,1753015.8966579468,1473437.6971509932,1414260.6823826167,1567002.9896931387,1772192.3739875248,1679118.9529720657,1603842.4286577776,2024111.4906773823,2035704.7169424742,2487932.5728912205,2736998.806966376,2279208.228508203,2592585.7836922933,,2054459.091650657,2853045.222969213,2454223.3509352277,2642781.4159074305,2301769.465879762,2648118.213570455,,2416347.9026284334
1979,141.28571428571428,2041502.9590981307,,2052190.8260211698,2425745.5992267085,1642589.248667968,2330931.8401180557,1999941.3172712382,2554622.290404175,1913968.4032385834,2579266.578327948,2156411.387242012,2456227.449047405,3254388.9815730574,,2500954.2894657096,2360650.595856411,2271919.467511619,2107582.047951012,1971094.2932606186,2287271.8876674664,2461861.5880887187,1708050.1067410246,1828713.8697542527,1622173.176817119,1538808.5540708578,1993249.8469149012,1383598.834026271,1699861.2038218153,1721315.426053021,1800986.3364953292,1477260.6705312438,1480824.8383229712,1567948.7256812535,1815871.1594800141,,1611631.728279666,1942866.4770870968,2006237.7552755526,2470155.3219961436,2480073.491683584,2384011.757352841,2701711.9092752794,,1987760.2754995883,2733831.6348986486,2553128.256190788,2729779.0554322763,2243650.8648166144,2782026.0671353303,,2302649.463653873
