Condition_mM,Track,Time,MidbodyCurvature,CenteredCurvature,ThrashRate_Hz
350,0001_1,0.0,-183.85680867136915,-66.7120719752088,0.5
350,0001_1,0.0714285714285714,-254.84205978505432,-159.93468041396358,0.5
350,0001_1,0.1428571428571428,-183.85680867136915,-101.66424385205076,0.5
350,0001_1,0.2142857142857142,-139.38209402122996,-69.90434375368392,0.5
350,0001_1,0.2857142857142857,-94.90737937109076,-38.14444365531706,0.5
350,0001_1,0.3571428571428571,-69.47775026754604,-25.429629103544706,0.5
350,0001_1,0.4285714285714285,-44.04812116400134,-29.173712306205132,0.5
350,0001_1,0.5,14.299303448408931,0.0,0.5
350,0001_1,0.5714285714285714,14.299303448408931,0.0,0.5
350,0001_1,0.6428571428571428,14.299303448408931,0.0,0.5
350,0001_1,0.7142857142857142,153.92446755106062,0.0,0.5
350,0001_1,0.7857142857142857,168.67006951829723,14.74560196723661,0.6
350,0001_1,0.8571428571428571,168.67006951829723,14.74560196723661,0.6
350,0001_1,0.9285714285714284,168.67006951829723,14.74560196723661,0.6
350,0001_1,1.0,168.67006951829723,14.74560196723661,0.6
350,0001_1,1.0714285714285714,168.67006951829723,14.74560196723661,0.6
350,0001_1,1.1428571428571428,168.67006951829723,14.74560196723661,0.6
350,0001_1,1.2142857142857142,168.67006951829723,7.372800983618305,0.6
350,0001_1,1.2857142857142856,102.13793199529242,-66.5321375230048,0.7
350,0001_1,1.357142857142857,-2.427000133019334,-104.56493212831175,0.7
350,0001_1,1.4285714285714284,-34.1589570433967,-31.731956910377363,0.7
350,0001_1,1.5,-34.1589570433967,0.0,0.8
350,0001_1,1.5714285714285714,-40.13765716366885,-5.978700120272151,0.8
350,0001_1,1.6428571428571428,-104.74713496009157,-66.85427509766224,0.8
350,0001_1,1.7142857142857142,,,
350,0001_1,1.7857142857142856,,,
350,0001_1,1.857142857142857,-283.3980077001114,-212.07801028885095,0.9
350,0001_1,1.9285714285714284,-258.8465071992559,-156.3441695404038,0.9
350,0001_1,2.0,-180.67442242905398,-77.04968611958216,0.9
350,0001_1,2.071428571428571,-102.50233765885206,2.2447973012395153,0.9
350,0001_1,2.142857142857143,-37.89285986242933,104.81791883214345,0.9
350,0001_1,2.214285714285714,,,
350,0001_1,2.2857142857142856,,,
350,0001_1,2.357142857142857,,,
350,0001_1,2.4285714285714284,,,
350,0001_1,2.5,,,
350,0001_1,2.571428571428571,,,
350,0001_1,2.642857142857143,,,
350,0001_1,2.714285714285714,,,
350,0001_1,2.7857142857142856,,,
350,0001_1,2.8571428571428568,,,
350,0001_1,2.9285714285714284,,,
350,0001_1,3.0,,,
350,0001_1,3.071428571428571,319.6050166474405,271.6078476283073,1.2
350,0001_1,3.142857142857143,205.3774424051978,157.38027338606457,1.2
350,0001_1,3.214285714285714,,,
