Frame,Time,0001_1,0001_3,0001_4,0001_5,0001_6,0002_1,0002_3,0002_4,0002_5,0003_1,0003_2,0003_3,0003_4,0003_5,0003_6,0003_7,0003_8
1529,109.14285714285714,1646562.926918645,1926744.3405501836,,2042702.221456548,1863003.0323540878,1551100.6332895418,2087008.75724382,1726865.6811827119,2227850.045530351,2747310.9861395787,,,,,2081661.8279445665,2828244.351000756,3210997.1938228216
1530,109.21428571428572,1765397.0889741716,2087079.8553122622,,2095265.6517511688,1829813.186539907,1646633.6683157026,2230853.8905113535,1700591.797369451,2298513.095839691,2623745.105779522,,2439924.42103488,,,1998837.6437840557,2858419.306057693,3218007.463601039
1531,109.28571428571428,1715120.8942117572,2034303.2577913732,,,1855048.7566457188,1539633.3181613036,2092557.8164852723,1700591.797369451,2251589.5937960725,2804760.9643474733,,,,,2175440.249808723,2961732.2760166125,3203540.153244151
1532,109.35714285714285,1727795.348360498,2105822.3657685034,,2068754.5402140366,1862897.60197998,1646484.8254638063,2083585.18915566,1686124.824898347,2309624.2745103342,2781551.843814698,,,,,2175905.711909687,2969984.323346828,3218075.7022155314
1533,109.42857142857142,1902892.8948704351,2042296.198649424,2253329.650260452,1998906.417334045,1812252.7169028167,1702966.074069401,2134724.4695797088,1686124.824898347,2276517.314187161,2771910.6280457065,,2437208.7322071623,,,2177254.2063620165,2825666.7472883356,3164034.861209384
1534,109.5,1723661.0152871306,1978572.9914159994,,1997656.5145677733,1812252.7169028183,1623999.7763225196,,1684056.7387657182,2297994.733288678,2818385.2172806277,,2420226.7786492445,,,2059689.420177864,2758685.939547767,3164034.861209384
1535,109.57142857142856,1731694.0411981873,2104933.204787812,,1884586.0431284343,1823733.3659344655,1603869.0189682862,2435518.626547183,,2330436.1085422128,2843327.4452955145,,2305517.3009022316,,,2092644.4978072003,2867435.421165782,3071175.124320776
1536,109.64285714285714,1682447.3706768958,2080940.7450317226,,2064737.352393369,1829445.7747667704,1618596.8254582882,2299601.7086589835,,2338798.200573553,2743528.1799246753,,2326768.648829432,,,2176277.2816853574,2858403.215039376,3031541.2893125867
1537,109.71428571428572,1807863.8330597777,2039628.418706926,,2021524.471181491,1839471.7822142935,1600679.354150358,,,2337510.937645632,2749974.062849234,,2366790.7979759653,,,2137233.6976210074,2787728.5554627953,2950045.3871358754
1538,109.78571428571428,1690235.6093763916,2040191.5799910289,,2042106.0871195565,1841142.9314330162,1620675.3583577105,,,2364316.6742207673,2765359.67624224,,2323073.9435501737,,,2141578.418225761,2997854.6541200723,2950045.3871358754
1539,109.85714285714285,1675206.048303654,2035232.8099237904,,2014461.8511148726,1782401.517708626,1599047.1232091489,2313429.3166006827,,2360420.250302185,2904017.7796019893,,2315846.414436606,,,2062744.384410578,2978155.9018375436,2927665.080762639
1540,109.92857142857142,1692009.9127563422,2059836.0220943876,,,,1686747.5501438207,2302872.267520973,,2277374.5503566777,2765780.5643459638,,2345925.742464689,,,2219797.4487546952,3024494.6338015473,2851140.825204688
1541,110.0,1764135.4657324401,2096955.879082917,,2023459.6413004787,,1626456.6451006832,2323071.4825438643,,2261628.2595733623,2909045.2802320994,,2362010.05435589,,,2175839.375638971,3013270.6839073286,2821393.4767319686
1542,110.07142857142856,1786142.2106850734,1990792.0921972818,,2020223.5005308655,,1631942.3469143216,2199564.6197210304,1983713.8354686673,2249049.4027741197,2868211.216110407,,2415677.531755265,,,2247457.4715970703,3019288.132098581,2845838.233190905
1543,110.14285714285714,1670534.3467865079,2062207.8818279647,,1952067.0968857754,,1687795.170030496,2162751.9900555145,2046136.4210098432,2238631.8261472755,2686994.57094286,,2308203.0323071093,,,2270921.658983422,3060866.194396573,2904611.0556403203
1544,110.21428571428572,1666251.6309240405,2035413.736799416,,1980189.5225068026,1887947.2936861606,1607995.8279789854,2284550.0644957875,1945400.3552161234,2272486.062658275,2804793.142431308,,2350873.836073529,,,2141420.2242945516,3168877.242483418,2904611.0556403203
1545,110.28571428571428,1631370.1792748417,2126236.953571146,,2055212.8778727513,1837936.2492681,1601517.191765775,2258421.0890219277,1953919.192022321,2269975.2744177147,2532536.3924618834,,2371179.210994234,,,2192250.2333799005,2937383.3604126866,2940053.6276920214
1546,110.35714285714285,1699520.6711282134,2006149.05552114,,,1808411.1967177368,1636635.071340375,2345331.1391296135,1798375.5305796945,2203774.6823216397,2838755.1336766575,,2395735.498895739,,,2225507.355476069,2959899.761426302,2941603.858140676
1547,110.42857142857142,1710632.5916719562,2043852.9178257922,,,,1632688.3796006874,2266294.9728095997,1873063.326349074,2262400.4624630595,2776613.46504959,,2401454.7154575586,,,2146076.8448522934,3050856.099121412,3209087.8944359836
1548,110.5,1610670.2871965494,2035563.869190456,,,,1602721.6298372876,2376203.3033992876,1907520.8716192523,2288642.283021926,2760976.217258733,,2379412.3907393916,,,2025834.2079151217,2953749.783360801,3201893.4070480564
1549,110.57142857142856,1703395.3024438734,1882366.0036557151,,,1894165.7812749539,1602621.340309582,2229697.2800764884,1851846.6883146102,2281468.376151451,2780091.845718361,,2397365.553279241,,,2144161.348091279,3105998.603156149,3007023.66538015
1550,110.64285714285714,1734555.613960472,1839197.5082905113,,,,1625275.5591596377,2193411.446511023,1889238.0993864695,2205604.3377440716,2714788.139530201,,2431307.641560313,,,2015744.5000331772,2865454.1235206025,3070958.6460658843
1551,110.71428571428572,1810537.235532747,2040307.6910132242,,1992660.4444308144,1780800.1801312102,1656957.0257627708,2201983.4581071143,1890965.5783999416,2209081.4835444083,2983626.331768568,2297227.7139128027,,,,2196146.793122936,3041019.8315708614,3120238.0640345667
1552,110.78571428571428,1852734.6960755684,2061337.5318323479,2198184.9496779195,1990603.933339014,1784912.3108160037,1670781.9757117697,2184251.066591316,1645055.4620115077,2296824.5497047557,2834830.435474045,,,,,2228703.812841955,2989458.550884201,2967628.913567552
1553,110.85714285714285,1728067.9969608302,1863248.5449132242,,1946783.9725073497,1729527.3717755235,1641718.0202572448,,2062401.0399159929,2276301.0445321896,2801693.8706308696,,2407835.1170436577,,,2144300.2643413395,2942346.3626156677,2997483.643377708
1554,110.92857142857142,1670935.851548994,2024593.131109441,,1969813.4774822043,1777887.3732386334,1624095.5769558095,2235341.6587235983,2068251.6046592086,2350271.965513456,2780284.243032991,,2436564.1264824164,,,2168192.470307037,3055895.2736449726,3133878.1146418857
1555,111.0,1659201.653180934,1926087.4911015737,,2019814.2644740941,1873796.9996614507,1612145.9553391812,2361973.866397284,1979547.9466313045,2267760.334853409,2803531.4936181046,2392153.2727121087,,,,2218679.178946611,3091829.8522600634,2967375.870290465
1556,111.07142857142856,1674529.7912413392,1977527.640750208,,2101375.639416461,1842589.9703283743,1652161.6607664654,2341556.2713106456,1841818.1452938097,2246154.0683990363,2778164.11120036,,2395923.588251522,,,2118323.24960827,3132293.0121266525,3115979.529736088
1557,111.14285714285714,1769639.3267027396,2028239.5779407604,,2103247.5837288937,1854155.8209183465,1560369.0833646958,,1993655.9441284542,2399421.3083488657,2923031.006425666,,2330169.7571099238,,,2277199.359743758,2966659.3896819637,3187261.9040191155
1558,111.21428571428572,1882046.9597606433,2095083.5039036819,,2024508.4904057945,1849450.5341404902,1634549.7401803043,2095175.4791214862,1877845.998947182,2426291.520253791,2761437.4844280435,,,,,2196064.273709793,2953946.516826325,3179666.0820680396
1559,111.28571428571428,1768232.9525832562,1953498.9989807482,,2043560.5627935273,1785181.2177227805,1555831.704883646,2186025.7992348354,1766195.2696035407,2433853.9858147167,2828892.0829775217,,2455965.7772833505,,,2215980.7770765843,2953946.516826325,3162505.765074245
1560,111.35714285714285,1767475.5242774677,2083161.376192589,,2013625.9176545271,1769994.379170818,1580638.3736141925,2202569.7736899853,1673201.65521592,2423397.3988011703,2590758.3817013036,,,,,2151991.7495468594,,3070698.0291509535
1561,111.42857142857142,1761065.4973937524,1984095.9439689196,,1895653.939425333,1802126.0599104397,1557203.9010250634,2293356.487816359,1632064.804585793,2428384.1222583028,2773477.7213735385,,2440297.4023775985,,,2251420.718131629,2926049.8403788134,3034918.7793632178
1562,111.5,1697775.9534846488,1969661.9908348916,,1849909.6226994542,1793626.3619956921,1521119.8354014023,2158938.0521561755,,2423260.977528812,2822085.068417077,2364105.72339411,2417732.989007938,,,2180076.2254030486,2913077.1411401457,3220394.604432552
1563,111.57142857142856,1748941.449669061,2017182.9542299963,,1921869.6236262738,1793626.3619956921,1507428.384752396,2181915.012830092,,2297457.099760675,2807023.70415598,,2428938.437769325,,,2018612.7171505443,2940548.656351993,3228213.5430803983
1564,111.64285714285714,1705337.1960181566,1975067.713631637,,2041948.7714276041,1839286.5809401986,1559939.4026663944,2204516.507840471,1590457.4759519356,2212122.842822088,2749877.9321215036,,,,,2205804.850679577,2940548.656351993,3242509.951967734
1565,111.71428571428572,1737296.3855453972,1976048.2618096247,,2020034.2931027503,1818103.5769974308,1647045.3537414232,2278539.3309463817,,2256119.2281047567,2795408.758672993,,2409693.773291437,,,2089884.821078086,,3181889.3329832344
1566,111.78571428571428,1834223.1504438068,2016042.8562997936,,1992515.7120954965,1703859.0922279437,1573419.506332913,2084930.4553020801,,2270212.6105809556,2911247.3000954865,,,,,2311328.9746956737,3002248.285170025,3239938.745415372
1567,111.85714285714285,1790065.8269211724,1970771.0770139499,,2102519.9627715847,1686557.462009442,1473431.07372842,2198836.785434444,,2335581.12520409,2875981.1030612,,2472612.348278828,,,2322400.87751552,2866832.512160062,3150034.6837051683
1568,111.92857142857142,1684546.2877794215,1890853.868968272,,2038792.7557379778,1676331.351915285,1465132.4452058899,2246936.5909079453,,2373987.385701963,2730161.462184516,,2474606.851817865,,,2150148.4788553533,3090946.2929838924,3282808.909047769
1569,112.0,1753004.5239270101,2012871.0318868605,,1998301.989953603,1672981.3263709422,1540974.4880856373,2154077.502569774,,2304107.3288398213,2834913.01804893,,2481720.994959967,,,2267967.076371603,2918987.1320809615,3279906.037771516
1570,112.07142857142856,1695413.8586655383,2004919.7454253025,,2018709.9275114285,1674457.201977649,1562626.77632561,2086739.23331541,,2282994.016088569,2829953.7802554094,,2483365.1751999506,,,2278113.539336629,2989171.8767922004,3303990.296658593
1571,112.14285714285714,1669425.8886272914,2000308.702339757,,1891296.3632372469,1688902.0785294583,1533062.8725281067,2178498.269947413,,2255383.8818210317,2844529.569755358,,,,,2276629.2246508035,3028235.0025632284,3249938.3303232566
1572,112.21428571428572,1719310.5206152839,1929816.28395453,,1887204.9800958957,1689378.7832069977,1536865.8429021828,2197306.2180104433,,2282052.066221391,2828215.534368509,,2448949.6749787116,,,2173732.726796777,3248441.5679500517,3206739.073939122
1573,112.28571428571428,1745932.6371141772,1969179.9975908522,,1938887.4931586783,1703461.287186876,1562564.868262893,2235614.6423799424,,2314422.714002625,2850353.2141906,,2366514.4063182594,,,2279466.9783454747,3002913.522142583,3157972.1113900337
1574,112.35714285714285,1738900.3014500309,2036443.6515629943,,1929414.163932667,1766786.4465740637,1564566.0482291488,2204026.405768531,1949461.3560572434,2330209.9576119487,2921682.5652332543,,,,,2290170.6754136668,2951887.4619208947,3172588.6104933224
1575,112.42857142857142,1679307.7694343452,2063149.780753826,,2033914.8614225693,1705859.6106154455,1588813.2649447264,2196934.970936214,1777880.1781846706,2363510.0578493527,2911376.248584231,,2357148.698397252,,,2309575.502168437,2847143.604150929,3091866.537673954
1576,112.5,1666503.780562181,2052821.8129335947,,2035686.9292892255,1852179.806306782,1654452.9184783283,2182032.839215262,1937601.0759988362,2312056.5004977747,2713214.1469812533,2390498.3044794356,2392772.3851771425,,,2027377.0956818857,2958964.7337538516,2935577.3234391278
1577,112.57142857142856,1654595.1472408392,1973448.3653132315,,1835895.1708651136,1840204.466756204,1632785.1088079587,2161644.3009388335,1794214.3469347984,2368310.004797267,2881308.8223018935,,2480277.7254605833,,,2291476.3630009997,2999768.402654141,3076419.081932472
1578,112.64285714285714,1654595.1472408392,1902755.230535519,,1749483.5038051666,1891962.5997979585,1657260.3560979024,2420269.018356037,1883501.4656650263,2364810.0129818316,2887458.458950542,,2445965.2332391706,,3137128.36507695,2214513.822104928,2891019.52568451,2949913.5217317156
1579,112.71428571428572,1646053.887627703,2126296.6313097035,,1903077.3288973412,,1571576.8330791057,2403342.734615397,1973897.9307622926,2377966.553154004,2937500.31231591,,2408610.465835259,,,2159012.1941418927,2939069.354127992,3195087.3575735306
1580,112.78571428571428,1713283.5847923693,2033847.8968212646,,1965491.6365162618,,1561893.578170603,2115866.2711071414,,2380711.2870159764,3039115.673015778,,2422113.399374302,,,2233221.946900912,2956938.9131567776,3094088.70700295
1581,112.85714285714285,1682356.5217481875,1876132.7355386822,,2046718.603231401,,1512204.6560096566,2068527.0925208721,,2354579.671845569,2918379.7312434562,,2382037.9414945003,,,2195125.344138985,3071576.115040733,2995731.8569775755
1582,112.92857142857142,1718370.4517533625,1946470.956596756,,2095665.9009137726,,1553219.887443183,2116496.1323885885,,2324194.6503943554,2953139.0531526604,,2430997.0318984897,,3170064.093252432,2114154.6963755153,3019291.7697905214,3013387.471516087
1583,113.0,1695337.490837516,1990712.3605861003,,2015498.934965108,1835961.8052447701,1589352.7104027595,2069504.242242227,,2275544.1599181723,2866076.230468338,2396901.8511254378,2389753.068432507,,,2261705.2079862435,2990504.937471435,2928299.340528781
1584,113.07142857142856,1745602.071247923,1998387.099530981,2236116.5663808864,2047501.335520883,1832675.7521456198,1572876.3528278847,2285841.0901604234,,2278784.185567126,2773952.0352057246,,2330528.906653321,,,2154611.124219589,2930141.240214465,2837226.176770504
1585,113.14285714285714,1799752.822423086,2003229.1317497573,,2028586.4116540703,1831993.2042677114,1578988.2008391616,2139509.4519570833,,2310524.516429669,2900731.647164908,2370173.1743333805,2288486.4621523246,,,2146039.282415895,2845642.530487816,2827847.32523449
1586,113.21428571428572,1848296.943084861,2007877.095424773,,1904846.788548108,1831993.2042677114,1633502.959040111,2122263.6565504754,2197063.7853322793,2246980.268484935,2894768.528932538,,2322622.4024551944,,3135875.537184797,2189596.9375122357,3069283.5753759034,2801380.4848793247
1587,113.28571428571428,1759761.8604593896,2102860.036139896,,1893118.1491106886,1828467.2056148364,1603507.7016719452,2053979.2450223432,1999052.771554838,2253244.7893444197,2861923.4840988945,,2296566.7036138712,,,2129445.967811421,2892318.733237276,2805821.6171666943
1588,113.35714285714285,1801797.8835380946,2180969.8836812763,,1952029.200110294,1828467.2056148364,1540335.293628374,2328502.5780901574,2058876.259662381,2275744.5170225864,2852001.249485318,,2370615.8932700115,,3043853.073563837,2207995.0808310346,3017085.984393564,2800626.838661274
1589,113.42857142857142,1813031.540708711,1928330.1206907788,,,1883615.8936813504,1560878.3717351917,2223758.0997520224,1903093.146401452,2270547.2327841828,2989878.191553296,,2356573.625673312,,3030916.4667511396,2211633.5891517997,3057325.6489735297,2776801.035183747
1590,113.5,1827101.0619935421,1970020.3369021434,,2084775.4831267837,1851167.9309567204,1554716.6520604254,2179327.9408688154,2033582.4270978733,2304916.417549121,2902447.4605779345,,2357174.48390352,,3158361.6539021274,2200225.4169508335,2952422.5259216363,2776801.035183747
1591,113.57142857142856,1747815.3983318126,2047786.9256182835,,2064840.2794577954,1779878.555430236,1526707.9577330393,2117511.0899820006,2014960.9775895865,2174314.166038242,3053810.7109928667,,2339205.4753336483,,3183182.475325238,2186379.1972398357,3127470.6974912253,2776801.035183747
1592,113.64285714285714,1804375.9884178233,2103943.128542697,,2032412.4218187022,1719448.9083765196,1522560.1714289214,2248367.4199996726,1851273.8636154407,2329658.344505875,2810532.9340642514,,2421911.0016270247,,,2271550.5159505415,3079312.5354746333,2628058.842457748
1593,113.71428571428572,1747452.549938,2155163.831742616,,2054612.7676906777,1826479.6321424795,1548890.605598834,2157116.993333904,1769749.6002434692,2303094.0300201997,3035958.488782686,2402580.3666866682,2411761.943980498,,,2221776.6794661866,2972537.619768222,2854103.124077488
1594,113.78571428571428,1852106.1170129383,2112567.6892437115,,1983459.9823265034,1794798.4448656924,1545150.7673681348,2129643.9012623583,1730104.4454965729,2300566.4379990017,2876642.124314611,,2403650.2112915744,,,2144350.99959926,2935385.81622462,2941742.4509621905
1595,113.85714285714285,1769278.7713140685,2052611.608128823,,1842417.3917345763,1725519.8491872991,1516447.4236470074,2166131.908198145,,2305831.346624129,2903991.8950155117,,2397725.889769067,,,2215122.7089484897,2939046.8494492783,2891088.2740191
1596,113.92857142857142,1868863.7195276353,1949144.4742189571,,1783411.9226282164,1753429.5884237639,1560678.1878795915,2026829.5861898218,,2368535.6227840553,2947139.8598878253,,2412447.0233056485,,,2122187.995840105,2894041.080073642,2740997.059302532
1597,114.0,1820304.4062338264,2001720.156482494,,1898423.0579130372,1810715.082030207,1607059.9941000303,1974556.9438395624,,2325753.9106567586,2962702.635805811,2356007.978462753,2388465.191077684,,,2182223.9065743512,2960405.2109867916,2928482.448736464
1598,114.07142857142856,1797651.8141345978,1996313.219586027,,1850436.1745804367,1891677.2346550764,1558268.7092135209,2078567.7898129586,,2264522.173681279,3021185.8127374724,,2311207.721592256,,,2174582.500283613,2964938.9143059314,2949015.5828474183
1599,114.14285714285714,1666024.5703299434,2051513.0343183372,,1885851.7790969156,1786165.4227936934,1601287.8053317945,2179170.342210602,,2326044.6067351773,2909160.975694713,,2359554.367081731,,,2082154.985601743,2868954.3216411164,2951718.270368455
1600,114.21428571428572,1741583.891219766,2078936.6826326386,,1826202.2731297254,1788473.8870464235,1601287.8053317945,2112130.732212966,,2317694.301514134,2929153.756778931,2396957.4649528856,2338204.721066937,,3118004.3931005294,2081319.6289699308,3042555.6789324707,2973072.5671450854
1601,114.28571428571428,1765467.2675125105,2121090.1216394757,,2054227.9571970413,1795744.3835818104,1619121.4889165834,2022370.0544669642,,2361816.7554276898,3031010.869560625,,2460412.9166185125,,3093204.1825654176,2081233.8494468802,3034997.079183069,2947486.4177450556
1602,114.35714285714285,1714192.446718935,1900754.8019484144,,2088215.9890692404,1812238.0710690354,1605838.0151053395,2087181.0142626578,,2256653.7874329844,3051671.6585450056,,2406188.164063734,,2996200.0700997678,2167041.8495851546,2977287.318201437,2999299.1523959106
1603,114.42857142857142,1634402.581295539,1957076.0035776854,,1982910.504600035,1846946.1417402779,1553276.5134382034,2176838.6242846064,,2226442.311529547,2868341.4847506867,,2453836.5051198727,,2968727.8788925353,2018163.682778985,2977287.318201437,2909641.9327519867
1604,114.5,1715241.5765117165,1974600.2881986403,,1981607.1873067506,1719725.03932215,1591808.1111348316,2141325.1724105813,,2217268.948891974,2836805.2972240513,,2425660.2927555805,,2594287.9918659,2071250.730535163,2977287.318201437,2949304.1722922884
1605,114.57142857142856,1798246.8685449262,1990526.336133248,,1969998.2965992903,1708651.8148432595,1562331.7500528353,2193346.1045497605,,2235984.549558127,3001390.3617275297,,2395244.915066169,,2594287.9918659,2117646.2766113714,2962612.267558985,2875897.6616777885
1606,114.64285714285714,1646437.6337270907,1989566.5936921577,,1851126.329849236,1668566.1928922576,1388644.2538838617,2153786.9727336997,,2284396.037282261,2951369.1179324538,,2424936.9037923766,,2594287.9918659,2090533.5043245999,2962612.267558985,3123561.2497879183
1607,114.71428571428572,1817051.4978161543,1982383.3908881429,,,1697083.763170998,1546576.987178704,2211941.0173724215,,2412074.3411776517,2987266.3721576566,,2323090.3856418943,,2594287.9918659,2117231.3788436702,2962612.267558985,2977942.64522164
1608,114.78571428571428,1728635.0798660775,2067014.3768476509,,2091422.4774446453,1715228.313243652,1549376.8843923411,2117467.1139212307,1916063.9481564346,2239849.5720702014,2968062.180478902,,2339738.794872714,,2594287.9918659,2137307.074981706,2889339.2729666326,2981040.0505021745
1609,114.85714285714285,1722298.5203070499,2045394.4077294292,,2012496.1256040337,1669108.2390013135,1607631.8869719612,2270040.7142243017,1655588.2986510948,2237344.144162467,2891541.450627257,,2387047.487986294,,2594287.9918659,2166406.6878574677,2889339.2729666326,2958148.209075766
1610,114.92857142857142,1767944.0221486732,1912666.0933913344,,1940105.8100715373,1717375.8951989452,1634907.8527423965,2089006.4118549607,1939111.7549482423,2229555.093657779,2883106.3150540907,,2430668.125886525,,2594287.9918659,2068242.9030922623,2864216.5381834484,2947238.5266710487
1611,115.0,1772794.7074066736,1968009.2798155372,,2025892.2315511215,1811232.2449726285,1670822.0333591138,2030187.844022142,1874708.2689135591,2277720.0437896834,2898959.938715732,,2463168.897694184,,2594287.9918659,2251291.5382640455,2864216.5381834484,2963488.7006842154
1612,115.07142857142856,1783726.7166335338,2054499.402198817,,1939203.4855262283,1770026.7075136453,1597512.0695308603,2144867.1045542923,2011465.0526573923,2300341.484093775,2737516.336732344,,2449083.2003859486,,2594287.9918659,2161372.5748015535,2904904.6849962557,2892465.777612778
1613,115.14285714285714,1675346.1707427762,1997463.0858404136,,1961971.7314094624,1736245.67421933,1557168.2129356393,2051158.3108477432,1857564.0783797347,2289211.14653045,2752428.232147372,,2403786.8954577516,,2594287.9918659,2308490.735326311,2933047.654484732,2983081.602019261
1614,115.21428571428572,1761710.4334711398,2030362.1801398476,,1794691.0707231683,1793277.8917633765,1660008.3689383324,2050723.4129314532,2045096.9222439982,2264625.9569504685,2715112.342806259,2334378.433949343,2475875.4458575444,,2594287.9918659,2087075.674192987,3006045.483198165,2971492.622579399
1615,115.28571428571428,1764350.1601509366,2026409.8028628405,,1981701.5690111741,,1532880.987730861,2063541.1774886474,,2292706.795904463,2891177.2139524887,,2467449.8749778518,,2594287.9918659,2238786.2582917665,3124311.2653169353,2813961.585831825
1616,115.35714285714285,1768907.405828781,2031240.3878292616,,2085038.96008315,,1542524.9873550774,2105070.3928050133,1679000.9172600664,2299863.6305488455,2914551.729438264,,2364656.42134714,,2594287.9918659,2247120.3149372665,2902764.246185421,2838588.7069140645
1617,115.42857142857142,1682113.7247564548,2000472.1697448324,,1827572.9816115475,,1547094.1476814284,2115117.806447103,,2261670.4321839386,2854569.3123172657,,2355535.544094991,,2594287.9918659,2082157.9103359238,2902963.791447755,3020518.511996017
1618,115.5,1832071.3702457433,2082959.0458897906,,1852187.28283951,,1606999.112575625,2101749.6400010763,1794171.3638034903,2299818.438527827,3015481.563431013,,2461378.579281388,,2594287.9918659,2109284.0171356807,2974384.208423727,2907908.4664048203
1619,115.57142857142856,1711212.720498733,2082959.0458897906,,1927718.6717733955,1880726.8337476922,1464476.8917877371,2068569.603184452,1740109.6888413464,2245345.9168357747,3027222.1929209307,,2411885.048561305,,2594287.9918659,2236701.212086617,2986588.9062282364,2946483.0788026867
1620,115.64285714285714,1753310.6246710976,2082959.0458897906,,2034156.227036729,1904664.1340726214,1595716.9463981416,2200246.322131903,2047016.967599063,2230674.7391103404,3039761.835735744,,2390090.2597046415,,2594287.9918659,2232968.8834126615,3018826.202700185,2792483.941807378
1621,115.71428571428572,1743091.7406090985,2060926.9821670246,,1915951.9776218364,1903276.5409639536,1511083.3228211803,2003494.058913971,2017723.4732446247,2246714.530358909,3033104.8888569386,,2406407.561780674,,2594287.9918659,2082065.757565542,2850581.7751708133,2942124.3562876917
1622,115.78571428571428,1811151.5519582175,2042035.381165357,,1914614.5019114,,1496009.798777733,2153166.87370966,2100826.519530192,2259201.123115379,3025466.8004624317,,2416178.742878896,,2594287.9918659,2103057.1613610364,2774195.4757135357,2808165.345695039
1623,115.85714285714285,1805692.2573307294,2037406.2880901357,,1921140.2839005077,,1545552.7954443905,2251765.0214726212,2067260.5659138174,2244600.7451236006,2916793.5651095985,,2390105.0808869423,,2594287.9918659,2145364.1187542747,2805063.5682098786,2824924.289142326
1624,115.92857142857142,1694691.9972969007,2035121.0334237106,,1894731.6771961278,,1573107.4300049194,2310834.268632084,2167123.441255371,2282430.255829532,2961697.8735905904,,2299811.8455157173,,2594287.9918659,1976053.3923414398,2909857.242122563,2837812.7395046605
1625,116.0,1700758.1282267314,2037926.657974853,,1974244.6660110243,,1566096.4414052314,2214767.2864175783,2105260.5503330464,2277966.6693573897,2831554.9924450736,,2420177.2315480392,,2594287.9918659,2038029.4532572194,2811392.2625436354,2873151.751610762
1626,116.07142857142856,1753340.8979095323,2035433.7972611936,1989807.6859001438,1939136.7209241672,1902915.8833523165,1566096.4414052314,2143928.0719479905,2036264.0393891002,2261786.506847825,2857197.8346198876,,2372037.7314854916,,2594287.9918659,2096917.2621891096,2820375.2912819977,2805210.2189582726
1627,116.14285714285714,1683536.4600064128,2012808.719072998,,1967437.5973198803,1902915.8833523165,1572143.382781179,2164518.4284505085,1888490.1773472046,2380688.020823928,2993210.287983583,,2388639.0026483447,,2594287.9918659,2039194.881309572,2743650.3190116636,2991261.962644982
1628,116.21428571428572,1849676.7170514453,1942087.5676943706,2073642.6412163277,1927326.349413617,1902915.8833523165,1539109.872053129,2140270.925458785,1835790.0489533565,2323246.4311712943,2912092.3295252025,,2426563.4050834365,,2594287.9918659,2045159.877103439,2801065.168476488,2932703.2596734827
1629,116.28571428571428,1789671.166703683,1879066.7935262441,2072503.3749871526,2017269.5695414767,,,2295455.1579776388,,2457790.038623306,2789742.0558763933,,2430574.3941234592,,2594287.9918659,2039617.994749393,2916894.0392354303,2957005.0606954857
1630,116.35714285714285,1789671.166703683,1926819.73509766,,1973566.6333239386,,1589530.091506132,2224569.155679985,,2304084.3043515286,2709791.1623221613,,2370624.577535987,,2594287.9918659,1956057.300831607,2876195.3316847165,3040600.2291582935
1631,116.42857142857142,1805171.0065522601,1992891.4600514432,,1991259.4884087867,,1593317.0436765149,2043092.655145504,,2355966.0888521816,2801448.9837471093,,2447787.6899780417,,2594287.9918659,2180896.27813139,2850755.440603235,2999963.0650042086
1632,116.5,1843057.2187008457,1977149.8789513595,,1999197.9320285607,1899022.4341010756,1481667.8747007176,2189616.674784912,,2285068.4457496037,2770483.079687322,,2447762.1626891275,,2594287.9918659,2066093.0834744174,2732086.128418312,3043963.403641298
1633,116.57142857142856,1739493.2093930102,1870723.6413272356,,2019374.114561614,1822525.3100960683,1622656.739619201,2199634.186777437,,2369882.4517596094,2915683.9192389,,2435184.6289852373,,2594287.9918659,2032165.9225256466,2869667.0062261834,3088030.309192787
1634,116.64285714285714,1715402.995878111,1909680.716047124,,1904470.692403028,1828642.3800787553,1559428.7436073795,2054716.7763551238,,2296025.7153799525,2861388.835276578,,2459265.839711305,,2594287.9918659,2021005.8951517022,2761104.643827325,2976602.2745614545
1635,116.71428571428572,1806025.147427218,2148275.846744244,,2085782.9903891995,1870078.6157994426,1567627.346948574,2178854.747548104,,2360731.191953948,2905901.020299543,,2413003.893518911,,2594287.9918659,2089347.5177801093,2862001.8103849334,3174809.110114732
1636,116.78571428571428,1864618.3661691071,2081546.7667404846,,1988735.9315222835,1864713.3422491804,1477989.4274113902,2261264.475219053,,2410160.381652057,2982454.880972102,,2331116.9925139896,,2594287.9918659,2162795.1501692347,2850159.7457523835,3087479.004237679
1637,116.85714285714285,1891334.2683379694,2132928.26131615,,,1865744.8020777733,1524185.039083001,2189807.935877861,,2206134.6567556215,2803899.8061500513,,2442506.6407318194,,2594287.9918659,2140628.395662895,2895153.4682369274,3166908.2908400665
1638,116.92857142857142,1694267.5295047634,2179960.5939726704,,2058309.6280570314,1862505.0801791225,1607952.65546416,2175226.7082417416,,2297448.8007457936,2834649.508896035,,2455906.4572651703,,2594287.9918659,2057560.7581782897,2905048.947765294,3052392.0830799793
1639,117.0,1758901.0363002091,2108111.9426104166,,2007071.544911259,1861473.8729267435,1607952.65546416,1957470.0765125868,,2284324.987256183,2750728.9699622393,,2444865.4391400516,,2594287.9918659,2055403.4522711004,2917937.30916774,3213050.0173590193
1640,117.07142857142856,1686308.8918272122,1936137.553018381,,1955842.0858945483,1861473.8729267435,1582664.4122585426,2269595.858226264,,2255508.4519097176,2718028.9000379657,,2399984.2085847943,,2594287.9918659,2030906.9310116346,3010900.466705897,2943065.3706597867
