Frame,Time,0001_1,0001_2,0001_3,0002_1,0002_2,0002_3,0002_4,0003_1,0003_2,0003_3,0003_4,0004_1,0004_2,0004_3,0004_4,0005_1,0005_2,0005_3,0005_4
2578,184.07142857142856,,2155601.9760294883,1984638.1675667888,2051862.8746123174,1724140.7260550833,2019348.1469588121,,2163167.548790054,1878274.9667039155,2265230.160582652,2508181.838195033,2551079.823966947,,2660980.2519256636,2625928.1096742055,2950998.5428672954,2383598.5534167737,2603143.224631689,2792225.3998800046
2579,184.1428571428572,1989759.603144019,2097034.152898303,1951289.1061254973,2171928.208729331,1657684.5603780244,1981746.4239351628,,2079018.9155703073,1834396.2216600026,2369260.448912979,2522709.726000503,2682097.7718325797,,2529227.3550410923,2444225.566054956,,2374907.0046249647,,2999549.7477951027
2580,184.2142857142857,1894123.285842438,2138335.2578305663,1839504.840354358,1926086.811109721,1758262.7377921068,2151559.2819171147,,2370112.139174985,1863938.252718662,2203532.385129169,2530070.5047896286,2759733.3881298974,,2449360.008426044,2395103.0507318308,2727793.8550239652,2485769.165982167,,2874249.7458117665
2581,184.28571428571428,1931669.8669717005,2126152.8710969808,1805573.1638668778,2098850.528682128,1727182.0992635465,,,2372141.247154429,1853801.5247248593,2074440.8062198972,2537635.3174226047,2362030.8685729248,2597691.2837594333,,2487855.5907762395,2762179.8388068597,2251871.156792612,2517877.0851625833,3092784.293719797
2582,184.35714285714283,1756161.3770161623,2426737.1997025907,1870750.3079501775,2050212.0792682217,1692685.10620207,,,2261829.8200974995,1905527.3827661008,2276023.3049348993,2594367.433418558,2295911.586069454,2784162.5939243725,,2474680.70367253,2887556.2691848525,2423874.61870606,2484794.1389726386,2790324.6616642703
2583,184.42857142857144,1839687.1486861974,2203821.7326104445,1878714.542669697,2011029.9386963407,1712469.364684224,,,2248736.8099011006,1811107.4576099815,2331692.9673386645,2527762.90289733,2474535.594472982,2985616.325245441,2606127.57566441,2514602.7549217683,2479889.581869717,2445449.9238122287,,2877390.6262622126
2584,184.5,1820479.0340606687,2402591.7467998564,1791255.7133399146,2036983.6786677174,1712446.234966871,,,2399902.0903184386,1664261.239771005,2323668.044267251,2518974.975601242,2616474.0901802797,2829346.3114289762,2477357.7350813146,2547541.5879321136,2896721.255459927,2674553.367169343,,3003670.597004718
2585,184.57142857142856,1755256.8283892057,2195813.472904176,1748660.8132781081,2216070.759415029,1713932.2000601303,,,2420682.0353407096,1801839.473689725,2049269.8597092028,2712334.7198775485,2490553.1862295154,,2571824.5216491977,2551555.4665405476,2717459.318585552,2526871.863242949,,3155317.349920795
2586,184.6428571428572,1869809.2150411298,2357183.67354573,1596926.3538139865,2038227.1908150888,1690025.7117998071,,,2581373.8422253965,1808331.5088301057,2356070.372327366,2575058.369513515,2562669.5078631495,,2498840.4898046185,2399097.147788555,2493727.3346222453,2351869.088950055,,3218231.045212027
2587,184.7142857142857,2007485.9560919816,2282694.1340667093,1912324.1368325513,2173348.9186509703,1668506.4388845118,,,2443934.4907445954,1761723.585741894,2210840.9647402796,2571951.5344322734,2482693.3398209615,,2504314.94117692,2551434.213157747,2870099.4340935415,2415379.2188084535,,2941736.9558008467
2588,184.78571428571428,1887328.59228749,2137719.053658527,1793023.356454941,2023199.9745606252,1666918.0535367895,,,2522057.9848194234,1839424.5538861721,2177883.2177990912,2530655.320150566,2592497.1013971097,2587782.665281221,2464497.8289307156,2437316.6963706743,2748078.3851837246,2313132.6442730627,,2938715.6593970507
2589,184.85714285714283,1517182.0836331167,2150890.293157397,1806243.4585191396,2095019.735660766,1743817.4292288956,,,2301402.9551687543,1706135.5516742347,2341091.4218180194,2627359.0743652023,2751812.8407139564,,2519651.7988381293,2385764.059117352,3041662.0969163715,,,3013385.987228115
2590,184.92857142857144,,2034631.8565185862,1779831.428204109,1919367.8159675992,1794432.0059890826,,,2427217.5143226003,1910657.9589983956,2107543.97864775,2568940.2857368104,2367066.8648171495,,2688148.7027647137,2496115.8762116013,2874965.8819089043,,,3173080.643840022
2591,185.0,,2143268.4823025987,1747070.0261248294,1948060.709326461,1755395.4269062413,,,2382549.847838949,1696993.256940612,2373544.38034541,2580002.5685673105,2507740.9669473697,,2864842.122690837,2643473.253049487,2952372.186852601,,,3134299.384431426
2592,185.07142857142856,1492388.7596496851,2166951.1390317543,1645806.9810918253,2090306.0222833254,1760505.0485424649,,,2287841.003340959,1878017.0788844198,2289410.8479425088,2511110.1178829824,2428660.139060885,,2564937.6926895054,2363053.6845644442,2738521.47318079,,,2843381.8363043903
2593,185.1428571428572,1492388.7596496851,2181531.7874417193,1605330.2255527002,2036415.676915738,1687274.4277550927,,,2247174.713137438,1888284.6961847618,2193192.509674564,2582983.8192852386,2583372.98815505,,2503723.4701727093,2268667.826071575,2933614.3351835674,,2564251.409392105,2899277.5058469772
2594,185.2142857142857,1864743.6608007993,2227716.5010149856,,2007933.837562164,1850315.2958102147,,,2286782.375053123,1763901.0397370101,2411691.670212345,2701491.9443076155,2617430.0026987195,,2541749.8855722835,2549627.262489733,2967095.224751057,,3124657.033906393,2982472.422498724
2595,185.28571428571428,1751779.591713882,2362278.235028644,1836583.9622021103,2088811.442554747,1840693.7952981915,,,2537469.084863359,1708629.5420832268,2159846.656368347,2609713.6000022935,2538086.461373955,,2544174.5149186286,2560252.225381516,2682631.2314985925,,2793500.1393631785,3019194.3662463613
2596,185.35714285714283,1818806.974789747,2180206.1853579315,1837272.1710336632,2123704.6930494006,1633499.5802977954,,,2338056.034771409,1831050.5896386462,2438474.726498965,2529821.690773062,2746383.2034515548,,2467042.086759604,2453035.5585871064,2634119.528292462,,,2969098.9785393164
2597,185.42857142857144,1863816.8093829462,2209923.6331779226,1807102.8689660828,1969509.7744407533,1740030.8324158632,2069530.8647803827,,2416731.6508266157,1780794.7051441364,2329747.0374922645,2598283.101756556,2570900.3248969563,,2459572.6811157945,2401841.3519245307,2856649.070925182,,2458934.496940427,3088159.126202876
2598,185.5,1963789.289730914,2219651.9364150907,1911270.9952010498,1996052.9915885294,1522418.2097706385,2088789.7173721364,,2514157.274798211,1732029.6154105396,2232456.469721637,2721856.7360526607,2504722.2121700114,,2440891.4994375953,2415808.506624574,2690894.411258282,,2783916.2363869213,2886332.2432168005
2599,185.57142857142856,1626725.7312572773,2074348.2148176786,1809793.7913181458,2089446.7064039833,,1964523.1334133719,,2282224.304492916,1908772.6910700377,2354957.4893068383,2516565.3074463643,2548501.262712112,,2668188.706344328,2472267.496251969,2790753.597095438,,2453842.1387375854,3080559.228187204
2600,185.6428571428572,1721675.7924895363,1956113.2573535675,1728934.8373631716,2009413.864654052,1538297.5513516974,1869730.3659113538,,2471828.0748961377,1732642.0730077345,2304023.1168383695,2582359.8001252725,2809188.2105274806,,2510672.563410829,2416527.0740534724,2820069.73892157,,2600830.0156788905,3238726.5024724365
2601,185.7142857142857,1613657.9079526141,1923624.1085211523,1704429.0584288049,,1514568.7753132707,1971943.789909544,,2393271.833582325,1766281.239926925,2248892.0620365418,2643231.1247099275,2672391.557115281,,2571450.673400107,2409357.1411052924,2487436.821096752,,2670119.054269867,3077090.8573988895
2602,185.78571428571428,1734899.5453165493,1909894.429963472,1714644.5377965875,2091851.6569241765,1694809.8113847598,1979668.649809765,,2198143.862849479,1790875.391421773,2213283.906181873,2776651.754867302,2628197.4271835056,,2704763.189562977,2513462.5916334176,2860326.9176364276,,2588414.6745669288,2948819.5741972667
2603,185.85714285714283,1744572.906277532,,1672567.5496045307,1968010.866489863,1752672.7696844037,2215804.9864781066,,2251706.527389076,1848809.6981530753,2315894.7454746715,2536861.853440379,2408056.702495116,,2692846.008089025,2486073.8363293186,2773885.2947832597,,2927060.802539107,2971004.4637393896
2604,185.92857142857144,1670624.7965290146,2093741.177045047,2000277.8329218882,2102462.447452606,1694029.3719070356,1881111.1234639818,,2239994.122154964,1873109.3703115238,2038414.5627619845,2246015.673836781,2559467.6295268754,,2436659.7630788563,2548849.0441416926,2874044.3065914568,,2524126.2904292974,2796463.809374005
2605,186.0,1677179.093446367,2042236.8100532778,1876316.207005653,,1633052.022926486,2027649.783316853,,2222261.9681068184,1834397.8105621026,2295142.2909723376,2292984.286570075,2443456.436546111,,2527162.475176107,2524641.7529309783,2853974.4571651635,,2697704.3623084617,2957525.604353003
2606,186.07142857142856,,,1935759.7823734253,,1752561.967108933,1865767.8359693133,,2375627.4389836183,1924797.1932211525,2123710.1639993675,2465491.4983062083,2610430.2815165534,,2612796.429505176,2495384.338989025,2920994.5590594304,,2931543.6031050165,2888494.163657978
2607,186.1428571428572,2111789.436706745,,1904378.9396587738,,1621691.705674791,2131075.2816105573,,2214097.068550563,1740725.0163643337,2292546.596245192,2464890.464334959,2484219.9915318605,,2494134.6672944026,2477475.8036677577,2809235.3413853887,2286182.094556905,2460635.245021392,3047058.920383696
2608,186.2142857142857,2088076.2034854572,,1842902.7126378198,,1556553.8557524642,2010407.2826785075,,2394335.157655117,1718693.3027173253,2177662.503376946,2275341.5343047,2779570.90258415,,2532239.4149167803,2372808.565026277,2734134.6053787074,2412723.9641050026,2736326.8740576943,3008364.641378458
2609,186.28571428571428,1855812.8462160276,,2089921.260206695,2047307.6199445685,1652145.2046652094,2075851.3244992273,,2348983.229402551,1807977.5096160348,2076884.4731263225,2613835.6711947382,2476626.1569841774,2609066.1990498677,2620095.4757851018,2539684.7869922225,2823910.8969747643,2319872.5552923195,2433196.754879376,
2610,186.35714285714283,1823421.9134045695,,1816253.8684471515,,1646434.1727160572,2148358.6679570293,,2326277.6823332002,1679022.281958851,2032225.3378201427,2468082.743115851,2414036.4467368103,2590111.967347516,2528854.199448198,2511169.61038699,2923209.7606964293,2523534.3972191713,2647319.284253901,
2611,186.42857142857144,1760634.5376632158,,1810446.6836567004,2011237.2395894234,1602875.7267808847,2118853.2413244215,,2314547.852476581,1865750.4672129026,2276749.311954297,2563027.4227781966,2541248.551675714,2639539.808290842,2494510.0344137996,2365551.3029286354,2828977.195780075,2542030.0644158106,2734646.6665192354,
2612,186.5,1836758.1893705255,,1929725.9696839156,,1779102.0207988103,2110742.3106843573,,2310176.998051276,1789255.491602271,2227314.3919556746,2493224.7421742,2581868.8238147544,2637210.1971360054,2588337.6729956786,2726400.689002999,2746153.1283352273,2310469.528013665,2382925.3245587004,3349636.4116084697
2613,186.57142857142856,1793461.536773316,,1846142.6607359024,,1628017.378933422,2025948.3445143604,,2325116.0531816063,1792308.1165299015,2411748.704051698,2520801.321580176,2747262.6913298876,2594718.715263685,2572813.1932406398,2606817.138674242,2844741.4220111705,2339225.255950685,2588102.9363694675,3270127.751212869
2614,186.6428571428572,2007208.4121908918,,,,1794196.958438128,1889085.0416270199,,2203902.0354933557,1952777.7893458093,2308792.9071263494,2533111.2774825823,2669038.2572593237,,2852921.037737064,2560782.0027298876,2760884.196355288,2365188.727609768,2473576.5383817395,2844760.8729860648
2615,186.7142857142857,1854548.6197417455,,1673300.4475200193,2199768.369114081,1710435.9474669679,2020833.2437858807,,2184141.742783439,1855418.9019474012,2368540.10703557,2492046.1485858355,2695538.0851645786,2727198.5968153784,2605672.8316991865,2558457.936783629,2856649.87561962,2612803.4208005397,2566575.504062271,3134381.769201679
2616,186.78571428571428,1838287.4342859017,,1897690.57841167,2092698.3753307867,1715089.5600126933,2025069.943106954,,2413842.962951278,1855939.1246312521,2347613.762854709,2375040.4592894707,2431873.5496866894,,,2555546.1429240103,2842813.618338874,2446433.4433802296,2362367.8004320688,2757122.4159604087
2617,186.85714285714283,1909692.7387688376,2042909.7378615288,1953948.0875311014,,1724167.3544574212,2016411.9210198168,,2558676.2538486696,1966356.5920888216,2186021.7073947135,2631606.412070081,2667847.640078075,2745866.7883363166,2440448.512767771,2723527.2632231005,2958299.7065961086,2499388.089788,2548598.267712063,
2618,186.92857142857144,1888001.832564591,,1764146.6886122986,1840905.6582021813,1414384.0306884418,1932501.2897345081,,2501788.6105952975,1670275.2704765256,2029094.2483673836,2339670.756971109,2442398.3682762044,2636507.432386359,2408953.795192981,2285764.525712696,2870942.267113891,2620957.424709362,2609414.786548718,3216497.479312699
2619,187.0,1962205.7941979556,2067896.9053098222,2085186.7386655235,1847562.5654813212,,2006021.6040049875,,2224325.87959498,1868597.1277356215,2167506.616909622,2379389.1213187696,2286831.573712602,2985253.3490624377,2513417.219836308,2382485.0647020573,2964609.8578896527,2412234.374915824,2827845.6838725214,3111373.8820697535
2620,187.07142857142856,1790132.0202762762,2091221.288642929,1887515.6249483693,,1504576.4624422456,2150704.538106649,,2431730.006097064,1896931.994151198,2230113.96409203,2521014.33582326,2381008.135649693,2552348.6553138485,2450365.369761363,2350723.9703586875,,2435607.1755220033,2557097.4099301794,3017994.221301185
2621,187.1428571428572,1759376.3090024043,2132440.620974214,1856249.5313057615,,1825595.1318711992,2001206.3833965026,,2492619.069034163,1778352.0621194828,2326158.063641126,2265117.3179360684,,2748582.127066587,2634003.7588745654,2525416.383402599,,2358829.451046277,2507021.8305090605,3198881.39621727
2622,187.2142857142857,1725837.3535235103,,1634106.6273581877,2156189.337568196,1781021.2503469342,2114197.6678749006,,2489912.8971930444,1747669.0132401085,2342485.5186998486,2340817.0977744926,2313548.3861310957,2738474.5928629385,2673547.9574084077,2574952.939210757,,2361040.374094292,2828373.848625484,
2623,187.28571428571428,1791926.5146448722,,1707231.2847667653,2291203.624524024,1536848.7666289257,1947777.2562260071,,2563991.448989696,1800925.4821218774,1987138.015109288,2566766.4626120552,,2856257.754794724,2840187.373780788,2308752.897710382,,2327648.7375731445,2650797.4744567447,3182827.5640905397
2624,187.35714285714283,1754362.1357093726,,1657360.7967275796,1913677.1783548426,1587027.4843670588,1819609.6280330159,,2331850.1859682943,1921450.3323542536,2328331.893075599,2418885.9499222315,,2637445.239503326,2689221.1419308907,2464643.7332786364,2922661.6621349663,2553253.9958981876,2475074.204719566,2956884.5922887884
2625,187.42857142857144,1804091.3982397895,,1681212.6633536182,2039768.914898525,1653807.7771688257,1899514.9889304852,,2460970.5040909518,1766352.6626036903,2230856.5903743734,2360702.964254458,,2690437.911611709,2522733.0319174374,2346449.982750951,2938091.7266231445,2507495.1741040275,2556378.0986105534,2900795.8691987717
2626,187.5,1791482.629793761,,1685557.3654579027,,1603135.8742051604,2063730.6482372347,,2360285.882949338,1837135.8339908824,2082729.684299107,2087259.4394977023,,2685286.52750606,2560654.7954979674,2492962.5000426606,2522425.8113346263,2447667.9893908594,,3055529.771837586
2627,187.57142857142856,1757830.1307760645,,1821145.259598696,,1706279.2465585438,1877641.4235792635,,2525091.109925863,1762454.7001014156,2150681.6757806684,2417512.7234136644,,2862761.11161241,2645986.6285609384,2561336.5587813277,2924980.591864327,2378602.1664352934,,3054926.6263182913
2628,187.6428571428572,1691194.2686032488,,1709535.7913542793,,1611772.6831696131,1975074.4713701934,,2355575.175334945,1860438.8024615434,2096688.169921029,2531045.1146799996,,2742803.2098404528,2699204.6807123288,2688871.4514522003,2869923.437188662,2376021.1077876524,,2900591.362853522
2629,187.7142857142857,1731287.2182670967,,1865022.2448801368,,1590826.7782115857,2025871.5181873094,,2314823.2995707365,1741120.633488161,2228442.1913502957,2601607.145775184,2651279.062683085,2561799.413132795,2499975.603524552,2380414.8870246992,2787970.348096151,2384243.660332829,2555750.377043191,2866462.605989435
2630,187.78571428571428,1604357.5476386526,,2047624.4608673858,2305544.46289789,1691918.8733148389,2069163.7264977673,,2251512.588532669,1906464.3828887818,2216271.3967048335,2652621.3959111464,2642782.2923349086,2372562.2522911974,2766439.610581806,2453331.620474408,2731306.508949576,2363939.5235149087,,2640485.175299057
2631,187.85714285714283,1795256.1954663836,,1874315.0777241527,,1662936.2933424888,2126510.999764016,,2272570.4572511977,1795857.03751792,2155445.118742428,2694477.7678068997,2476838.3458370985,2516051.4579240326,2576529.9087583306,2614808.849650764,2576197.5995549625,2523205.2642602893,,2846743.781168823
2632,187.92857142857144,1629457.0768480818,,1858979.1157335558,,1735973.9270224283,2020789.9969921117,,2340689.975512365,1962869.030168739,2312058.382495766,2562309.350803301,2437318.6475752764,2730666.339760683,2546200.5544859977,2634035.090195199,2798079.8732203543,2620597.634430327,,2881256.409533933
2633,188.0,1545755.758898508,,1790846.8974300304,,1765281.899762755,2001659.4045391893,,2504337.5291138715,1869803.3282155194,2082402.4215155686,2712857.9771863995,2486887.032247788,2636432.099936939,2407380.273446066,2567859.961468359,2944060.298106028,2541391.591638665,,2992397.460430725
2634,188.07142857142856,1500925.015652119,,1815452.6701669807,,1676725.240262134,1868781.0309225959,,2305435.929238044,1763163.6819502215,2426593.5171378385,2459025.4426664356,2398554.8265342833,2617873.219978044,2330976.691550349,2420174.9115630547,2788431.7869601785,2540809.46328215,,3101913.0036980263
2635,188.1428571428572,1473856.89565444,,1842105.2411954075,2054285.7137947395,1611734.0104640105,1746238.9199572275,,2306849.3514222912,1778501.582033081,2130435.690326385,2496941.353038093,2599164.190951806,2813019.8690050705,,2326831.6736698253,2814419.234117539,2406931.384871117,,3150738.3779577133
2636,188.2142857142857,1463294.0209243242,,1834207.3028547994,1945418.9995497812,1668616.252659706,1837652.725764319,,2472566.148990016,1833785.1971734883,2064477.8232719477,2726053.2009581816,2836738.294758698,2827592.726310738,,2489953.0370905306,2926233.20052547,2448694.0078872666,,2549437.8086132263
2637,188.28571428571428,1463294.0209243242,,1793290.384462941,1965397.021181874,1404859.6467054612,1890884.0112375598,,2143256.558787513,1605065.8336438297,1877530.2883963797,2379195.376842614,2644426.8910279837,2513611.138606937,,2456725.6745305927,3070039.9888121197,2255553.4021865223,,
2638,188.35714285714283,1463294.0209243242,,1780111.1536444374,2201377.4638287458,1627751.0193838165,1883749.70861113,,2321310.6742000487,1661419.0413921278,,2549845.972919738,2808891.4104513656,2831650.952317859,,2541298.395929637,3031538.3389164484,2773964.408929375,,2906496.18349537
2639,188.42857142857144,1463294.0209243242,,2000759.9243022571,2159080.9914172958,1691578.2991598826,1946802.7158206543,,2376243.971669809,1766500.1415632658,2050620.2139038993,2655118.0072263377,2703528.4358693114,,2493032.3918328425,2477967.6695874366,2991276.1020231196,2380269.3942373297,,2757873.5316501553
2640,188.5,1463294.0209243242,,1998111.1125437883,2119254.2621148885,1660580.7186023088,1894188.8070458677,,2545436.722196513,1693006.2489533187,2013684.2630232747,2430518.829435502,2617034.8637756454,2858913.319110966,2590910.9276588396,2465669.1250416776,2856130.4218069613,2312922.4702653238,,2728221.25941317
2641,188.57142857142856,1463294.0209243242,,1950475.3679354852,,1629454.4268146697,1942210.0871179914,,2534317.8877366213,1715514.230302385,2193806.225167698,2370948.61560988,2725870.0851438805,2667660.086760116,2388545.476118765,2676928.5715717054,2729500.7340261173,2386258.515906469,,3035000.380216848
2642,188.6428571428572,,,1854119.7456106378,,1723534.9051377324,1774920.2520866399,,2372040.297045344,1817304.19052077,2207350.2682364983,2534643.3480416634,2540924.5458047586,2742864.1439950196,2690755.0634199637,2480195.207011334,2635995.3061658354,2596760.139487731,,2759452.845821087
2643,188.7142857142857,1463294.0209243242,,1926746.0615594573,,1765173.2324566497,2154216.915040412,,,1852401.1646552642,2221841.230201304,2242489.9928652267,2719224.5229172707,2732370.3889487553,2742010.1696292325,2575986.3443312636,2948290.2756270124,2563833.3160203695,,2960727.4270767495
2644,188.78571428571428,,,1784167.413786219,,1712403.7195265219,1965538.4158474533,,,1824603.3736962865,2170889.3179964893,2636400.575647195,2721042.4507182282,2869519.0731615247,2560841.148666503,2486487.8087491468,2848172.273099241,2320902.9964737883,,3206764.6784370467
2645,188.85714285714283,,,1743962.37382659,,1650413.298409881,2125731.0660388186,,,1686004.6037488512,2101606.560219674,2605908.6221121713,2477713.5117064454,2680585.3475682084,2646219.6873264173,2437382.0353935007,3051488.5983592104,2544384.099484707,,2952699.1140786135
2646,188.92857142857144,,,1642099.8017945264,,1661953.9914118568,1871623.0115684576,,,,,2483956.3080240795,2662967.5051587326,2859275.901831517,2536847.1238613594,2543300.7765007196,2952093.1555375885,2530268.3405106,,2792073.875797565
2647,189.0,,,1642099.8017945264,,1692073.5155503093,1993009.7219837771,,,1797182.4580919174,2214095.5509245903,2770370.3920298987,2635680.0530283544,2547401.652999697,2408147.6878069444,2497392.9891704377,3053263.88739022,2675942.124899808,,
2648,189.07142857142856,,,1920195.616557227,,1615681.2934507304,2029134.2012912885,,,1877234.1213290233,2162882.093233605,2584475.2364806244,2812608.218845374,2522746.0491198064,2561797.784237461,2375881.2722897176,3076164.680537545,2885193.1584902634,,2650972.4538477683
2649,189.1428571428572,,,1842885.46097195,,1632389.3674263544,1976051.5071037973,,2172248.3634754466,1758122.8248871467,2060437.8903021163,2257858.537874703,2656028.9631624846,2725069.617222177,2784039.7239120756,2561084.332605834,2889405.4254736165,2670431.2032134645,,3139145.5463260105
2650,189.2142857142857,,,1766435.1797297415,,1686088.4347121064,2148144.522817516,,2199931.3007943546,1829098.57263535,2249545.9294903907,2314848.6257937015,2452008.237285687,2877015.408428601,2574979.8487004405,2202768.583492241,2606247.303996087,2494509.0032448736,,2919555.3138518543
2651,189.28571428571428,,,1733901.5256930043,,1611993.981008111,1894053.4282358964,,2324723.438313669,1797498.8963179367,2243638.9486617683,2455582.792138002,2643551.1589422026,2659283.366646077,2518496.7493815986,2284381.018072137,2604147.5799668785,2379509.966648807,,2888872.9111203793
2652,189.35714285714283,,,1734623.0902666978,,1674124.7587657205,2017096.4044222818,,2353369.1638663327,1863269.9747786354,2124207.77149376,2488374.434171424,2636831.4469463592,2859352.5399918226,2657886.2921300987,2392984.827755108,2692318.5707139955,2441362.6383618005,,2896369.069803748
2653,189.42857142857144,,,1822878.623385648,2055170.4083442797,1774278.8111953326,1978114.5872768797,,2418700.985331077,1864485.0946933154,2144748.3958113957,2544076.530636481,2682936.3090554285,2556110.2667274247,2636234.843937479,2358837.8457742603,2534943.0973385167,2393169.0087855365,,2642895.263591188
2654,189.5,,,1755880.3545262418,1948331.845964499,1772475.3817827136,1927382.6639935027,,2369674.204398436,1757939.1049853074,2254892.77514364,2606690.811595672,2339638.1595168174,,2502729.4241401046,2459044.8409385737,3001026.9345549457,2504655.040608649,,2662170.3141637277
2655,189.57142857142856,,,1855316.8348303176,2070733.3666231465,1542895.2229928668,2098467.246017707,,2513658.0979356323,1925104.2352993747,2174996.3995309896,2391807.0683669713,2805354.7852737573,2564805.640788986,2645866.6449228576,2577292.2261500265,2955637.9331875555,2440856.197190933,,2627331.2626385344
2656,189.6428571428572,,,1801325.2056296873,1968681.2447541694,1510575.610926876,1942386.6908632582,,2242097.06648784,1886729.776610568,2217442.9147545705,2549417.761994217,2718170.1297221184,2689420.3806078425,2615309.7480508536,2454595.613372911,3104913.6195994266,2386667.5693905344,,2757988.494693167
2657,189.7142857142857,,,1995619.1765187737,1790838.6029181906,,2046041.2137504413,,2269199.1433570264,1928538.5737158838,2192815.605488742,2790869.711289149,2536966.3430049038,2522212.429007088,2524105.0395391076,2627873.8139222697,2866217.1653133705,2707429.053621848,,2944023.7482423913
2658,189.78571428571428,,,1950582.6790891709,2113325.463127891,1616532.8436711512,2143398.7825367325,,2236942.8022443564,1727450.1032226528,2129692.93499468,2659270.84388339,,2429765.2987410016,2717686.693954454,2477778.039509632,2765846.7505811173,2577441.83907175,,2970579.8609470315
2659,189.85714285714283,,,2002616.5731943273,,1671027.3050788557,1913328.7754289464,,2299576.066512827,1727450.1032226528,2242349.739890296,2473740.7025870015,2592029.250169747,,2582230.288482221,2483288.0391885224,2701223.9716189895,2522375.9141507945,,2840006.0415148786
2660,189.92857142857144,,,1711189.6277158163,,1773022.2967504624,1983020.7879609766,,2252982.275498442,1727450.1032226528,2069109.681807756,2546069.722900246,2630523.596375261,,2486894.1828399957,2704329.7770841047,2929458.616324496,2542119.665292059,,2783820.2123473324
2661,190.0,1708402.172378937,,1611673.1990050306,,1927363.5043871047,2016121.4235302676,,2352416.1750398935,1652703.2285214388,2169218.3652094617,2596572.8403749927,2576114.466335395,,2549631.1196390656,2359271.6934526917,2694568.925581967,2591508.058982126,,2798902.8111969274
2662,190.07142857142856,1570747.4884036556,,1780596.095437534,2202974.477863839,1843799.0752384155,1905529.862259402,,2379432.4812352965,1614141.0259916568,2177089.6156388586,2605970.6881760824,,2557625.187214665,2666250.4864319405,2406556.727891737,2980633.221533484,2494152.903581653,,2635863.4111127597
2663,190.1428571428572,1628879.521831137,,1705618.3318001153,2004595.8750612235,1761446.2848823427,2016097.9863164015,,2351211.275322201,1614141.0259916568,1997712.0993291265,2549977.576481817,2791288.89002798,2706205.9133810964,2771070.364704427,2419030.848095401,2927660.5316303633,2366116.585005577,,2893389.6854931973
2664,190.2142857142857,1411752.7202107774,,1934745.617300892,2168311.3412255873,1565947.283917133,2013914.3648128556,,2344606.301465687,1587086.41031013,1930716.8708654507,2484870.589268228,2747894.105056209,2681782.7924262546,2633274.2043164596,2344379.5993692935,2940418.6466263,2598528.493235405,,2745780.6230851687
2665,190.28571428571428,1535773.3844217483,,1860824.9065456835,2031822.1935425354,1585315.687974014,2067733.4505693086,,2432536.875708875,,2369440.7063040175,2498940.0699210023,2515955.060158883,2652004.6698186663,2755747.8986105053,,2850486.0739891953,2418798.4856870556,,2845229.848309902
2666,190.35714285714283,1473011.0767642397,,1809196.724294064,1930220.9429400088,1608537.2437645893,2015041.7963703703,,2437227.6877621072,,2257422.7182306466,2557471.334211357,2537052.268192969,2682396.0925829476,2545940.7911567194,,2969625.3388332347,2295782.484806409,2863489.3934859554,2910881.688579264
2667,190.42857142857144,1546530.5890008588,2547672.492997622,1740521.387394357,2153241.8865114283,1644148.2643397765,1887376.9084987019,,2507334.2281266907,,,2608122.89799231,2448066.5464951326,2891244.099344525,2701127.644698469,,2947922.4025848163,2600371.7218587343,,2829091.958370254
2668,190.5,1604754.438618236,,1940831.4864548896,1909120.918185064,1662477.1960523587,2255942.9354284476,,,,2187115.685049685,2756807.537200995,2655871.7106962777,2845986.9757198766,2617346.8235082095,,2522503.887179872,2456457.6531091016,,2817148.303347442
2669,190.57142857142856,1454103.1189813977,,1817573.6125616324,1993630.1543904322,1666956.6384310909,1937763.1597088655,,2321177.821127943,,2108109.685280631,2847941.4155302844,2599338.969622032,2717196.180112615,2651273.6200348777,,2639146.541016318,2556476.8126574173,,2766202.1426651343
2670,190.6428571428572,1736486.2097203752,,1902766.0663207497,2156542.1690014196,1707333.7649525064,2056130.5598860956,,2322025.213132384,,2227712.21984784,2603472.2275502863,2496601.033860272,2755854.46709935,2544069.5486501656,,2727751.85986181,2688224.262776947,,
2671,190.7142857142857,,2552300.203061387,1865208.1789015266,1965234.055543732,1631074.421482062,2153857.5574204694,,2399585.6391898603,,2339052.401650176,2439586.4573278357,,2711465.734031715,2572971.7118476215,,2854531.227241068,2425231.192829189,,2943343.5320084975
2672,190.78571428571428,1977371.050828375,2383769.6710997378,1856139.2797474342,2135664.0336467735,1562905.9485624207,2040209.7821367022,,2278912.666400881,,1887238.7198593162,2456759.349601799,,2729030.9341041236,2625084.2586554294,,2891929.6403944,2341084.648182818,,2753692.1772690634
2673,190.85714285714283,1953675.6373645065,2333446.845704436,1932030.3793821223,1797405.8197934143,1653401.099582649,1947841.0595579138,,2356349.359543981,,2044146.8080876712,2261566.335878299,2333350.9395525786,2765571.7891942314,2522716.7612822847,,3069547.973457245,2442770.2412416637,,2922223.537464195
2674,190.92857142857144,1930299.4371482397,2374111.2772435406,1717570.5141502644,1853378.5068647512,1488903.7257767112,1978263.9022024947,,2299076.6783308275,,2283958.0606295895,2594674.735348678,2276756.611699402,2647873.8058547648,2499776.0853202706,,2784874.8592077545,2469631.6523298277,,2765912.5104163256
