Frame,Time,0001_1,0001_10,0001_2,0001_3,0001_4,0001_5,0001_6,0001_7,0001_8,0001_9,0002_1,0002_10,0002_2,0002_3,0002_4,0002_5,0002_6,0002_7,0002_8,0002_9,0003_1,0003_10,0003_2,0003_3,0003_4,0003_5,0003_6,0003_7,0003_8,0003_9
14,0.9285714285714284,,,,2223839.0764967585,2920688.1974676712,2612795.881699434,2187106.0801148554,2435839.203008916,1774718.4645194113,,,,,2625332.2061323505,,,2385270.5471203374,,,,2784629.917999301,,,,2563799.036881655,2783366.839586957,3249681.3861682247,2885597.728542395,2951783.962599859,3043551.038434218
15,1.0,,,2446629.8310377467,2283776.237772498,2992476.690064357,2862590.626207795,,,,,2140641.540100482,,,2568802.044937335,,,2383957.075651751,2325100.244978631,,,2835802.1230399646,,,,2468596.78479833,2788272.783441317,3156409.127010381,3026067.4517269596,2714739.4519767957,3115351.6654166803
16,1.0714285714285714,,,2666440.481748877,2166985.4947633706,2965417.0272928127,2656949.5065340153,,2382153.855986832,,,2056294.5413369003,,,2596350.6175450003,,,2213267.123008316,,,,2739105.6968092965,,,,2778397.162769204,3088890.1034287866,3271306.541817597,,2983526.890188345,3144050.282479453
17,1.1428571428571428,,,,2219591.8222585884,,2728035.654550935,2243697.122244364,2414118.43101271,,,2089686.010638243,,,2513155.8446425684,,,2082341.5093304792,2303143.2651990666,2707218.6326760827,,2771009.823100154,,,,2850285.9682282587,3047891.7562531466,,2946996.924938941,2787577.632902532,
18,1.2142857142857142,,,2631563.209078488,2328388.001022528,,2618027.442002119,2246153.8349136696,2379931.3180534546,,2661216.933042625,,,,2676619.8380061067,,,2331857.959542749,2325222.592840968,2900025.7980242153,,,,,2993812.0581979933,2794506.294287418,3241410.7079155175,3173692.1848708107,3053224.291140237,2956094.030776669,
19,1.2857142857142856,,,2599619.561508814,2064212.0922651563,2642807.3931077262,2957656.7194653777,2213244.794557415,2614700.2464483245,2607475.617411817,,,,,2533178.0753494706,,2590218.7449361426,2299558.407925972,2460863.254982252,,,2679320.67479094,,,,2830247.83023905,3163667.810458698,3252085.09222113,2844853.304565981,3038177.709792597,
20,1.357142857142857,,,2544454.621747161,2127436.818544726,3016349.6916389395,2508685.7463481524,2256863.6972835516,,2525748.073291909,,2070894.0427214024,,,2674650.8924965356,,,2382224.361721141,2350138.9508732846,2815738.252646751,,2722531.875043598,,,,2946190.641144553,3023896.627680072,,2931008.6967023276,2945349.7527402537,
21,1.4285714285714284,,,2415301.3473327807,2402807.208569235,2670923.3171375273,2732003.8271775376,2173118.6664774604,,2016615.2376202575,2624706.0355319185,2174223.2719067354,,2958956.576270058,2519257.062600071,,,2282693.31781874,2100573.752205378,2909865.927493467,,2706467.200815194,,,,,2862529.889537533,3223377.6744219917,2886541.596584289,2945719.117471273,2708615.1965049747
22,1.5,,,2565431.66117937,2282352.443605984,2727922.5733387396,2631773.750170754,,2380136.0833875528,2378526.8692598925,,2156020.7523585055,,,2493077.254369295,,,2200757.41259501,2165782.3776728325,2932980.234295598,,2798396.983673037,,,,,2948203.5474906615,3060029.4494694346,2948786.21866546,3042485.7914756625,2764563.876538295
23,1.5714285714285714,,,2526944.6507384707,2219296.8089315486,2767598.4696134157,2762776.373895881,,2437344.8664824483,2195633.0676616984,,2191104.5145390024,,,2500055.9720105845,,,2207296.2769069406,2393157.79475366,2740005.475072557,,2680761.443393577,,,,,2645170.105433727,3281349.341894234,2717120.2795922556,,2940176.1342430105
24,1.6428571428571428,,,2491735.9954325655,2251542.2389352103,2945886.131531089,2907912.028645051,2221191.184057036,,2280091.3675883445,,2090731.4958019806,,,2429125.1481674816,,,2139625.3290128,2234439.8638642225,2744415.7918573683,,2745773.65947767,,,,,2994227.215836946,3196929.494374795,2801306.9649835876,,2908137.8045325186
25,1.7142857142857142,,,2280713.546578503,2306733.3380956915,2671251.8818853674,2717380.6265889886,,,2553460.1304526385,,,,,2649499.395091805,,,2167035.221938628,2400944.271105078,2783683.785605677,,2780288.0780287604,,,2969344.206655361,3151312.2603073283,2891037.3201252646,3182626.752300425,2906840.733665289,3108211.411495206,3003262.542022434
26,1.7857142857142856,2542037.5919699185,,2465287.352016734,2241525.2328085904,,2641333.5175680495,2208559.6863385625,2470619.58080889,2365816.0753406486,,,,,2655731.4249257105,,,2235882.729528667,2388681.9501815573,2953297.8816424357,,2762809.0044457605,,,,3052370.944946237,2948297.0723748906,3290417.9583645095,,,
27,1.857142857142857,,,2569730.438052085,2202440.542748822,2618708.253095855,2471068.9878474134,2251526.766446716,,2010062.144958139,,2120209.9591232045,,,2699782.16364782,,,2352238.5947246104,2306022.0927755744,2962527.415465768,,,,,,,,,,,
28,1.9285714285714284,,,2496248.33362785,,,2836049.3318666057,,2536823.7944493988,1759190.132005453,,2106366.7436156506,,2960276.61290958,2718601.0397052895,,,2391179.240487413,2291542.463700795,2805442.4967710827,,2737262.852351198,,,,3210991.2192013296,2900271.369560676,,,3024950.4709101133,
29,2.0,,,2523262.2254859875,,2751391.2894431725,2858290.6898050657,2146336.004572465,2509213.0492048096,1781471.470366413,,2062307.569214827,2708584.0313621033,2818229.6476363465,2534088.9806942246,,,2358052.501736263,2383624.117867661,2966702.98658498,,2789484.0911829276,,,,3079302.978069512,2764498.718029795,3260337.005208518,2926613.6304967767,,2932848.6402267464
30,2.071428571428571,,,2629178.7607255806,2186453.4012852204,2781843.78394193,2828412.4135006675,2230550.933426902,2517493.8261718536,,,2050058.6337724817,,2994977.3171174405,2346835.4031340918,,2643803.798129805,2174971.439010532,2267442.8138325145,2715342.2554520275,,2647739.275532314,,,,2968802.163386976,3021203.7747804923,,2664666.828392831,3008551.915401916,2934632.9017854887
31,2.142857142857143,2771778.77276866,,2582791.1830613366,2364604.3133656317,2909117.5124693476,2655886.320697057,,2153252.289208653,2102881.560086322,,,,,2627652.586259428,,,2250771.363181232,2285247.8482946204,2648072.9996081,2778421.8892166214,2716824.442905611,,,,3118348.77816978,2965816.484523719,3290182.0590873547,,2927841.333310412,2991049.735846717
32,2.214285714285714,,,2502497.6908121086,,2656965.167444043,2687931.5583185083,2158381.978994475,2412906.978483356,2582314.9165175757,2600167.743940333,2111881.2251148834,,2786626.0725918547,2517604.1374432878,,,2511593.574080182,2182588.3499542037,2750048.639740377,,2735871.9487561877,,,,2845183.6389409797,3053546.5198007016,3168979.3516347273,2548380.9348044493,2855720.6656400096,3139378.6122507667
33,2.2857142857142856,,,2669390.4673224557,2169435.6003750735,2809777.3028815226,2419071.4882423473,2105739.2280935436,2479933.4844784113,2704515.2401918345,,2134510.432562216,,2811132.2511310666,2716058.521948934,,,2273024.8166167317,2274389.7874601805,2726494.004271672,,,,,,2858314.471699902,2839645.520939357,3111307.0001307516,,2900408.126563951,
34,2.357142857142857,,2604645.4719767384,2457725.3403315623,2375186.603600681,2867966.363510866,2951019.8558369633,2167122.3928851704,2474747.6264579366,2367586.6297143544,,2042861.8726438463,,,2477774.8386834185,,2590012.266479372,2359070.944276948,2225645.7247696547,2705154.4797245464,,2766891.856847143,,,,2492064.008014155,2893012.939420443,3154738.6584932697,,2850918.3715657196,
35,2.4285714285714284,,2655486.4760574545,2479775.0908498266,,2847246.8221578104,2734724.215233165,2242310.7419643905,2565170.375103147,2192016.578006432,,2047065.249217903,2590970.165876326,,2460021.6619340065,,,2302790.042441893,2294419.6861904203,2821178.9100014754,,2638461.5349996416,,,,2548937.5997351604,2951027.564372663,,,2954996.6769653275,
36,2.5,,2645727.48223969,,2280530.5221448326,2822163.8172999434,2739787.217963608,2172256.0103192204,,,,,,2989242.5980071034,2575147.265568247,,2592864.986942964,2074676.3252200969,2251398.02560176,2759832.12091577,,2824648.312563543,,,,2680799.6188449017,3093554.653749079,3243450.6899633934,,3063041.5384931276,
37,2.571428571428571,,2601403.039081851,2586351.0899217385,2268875.785417028,2586455.3105096794,2656078.076591015,2130297.478374885,2479232.515165095,1866475.4422948812,,,,2730561.641264407,2454130.3173591965,,2555874.5791117866,2128968.9885404683,2275205.5886710607,2706254.997176086,2876547.447692749,2717104.185680643,,,,2700512.0254197735,3080679.957020857,3154065.530849395,,3079109.91795753,2567356.4001060296
38,2.642857142857143,,2578633.591462964,2440523.95142273,,2941080.2839336116,2381791.843073754,2040623.9884746438,2531734.083621383,2144740.392003373,,,2701632.814405474,2614327.184194725,2539776.889919295,,,2418980.9696323015,,2839511.0924423053,2883223.5952047477,2737706.6289231223,,,,2786026.140619858,2964996.2471361887,3276605.310717553,,2990255.280859206,2543913.9169135666
39,2.714285714285714,,2572516.1595774093,,2193103.104142954,2570705.3744850317,2560505.8789754696,1985695.2968574257,,2581386.2920004125,,2067095.1920678883,,2563419.233510488,2578088.574485483,,,2044153.706659002,2180715.933161194,3010955.5239254,,,,,2982066.2682581814,2777474.3077482544,2881653.261975022,3055919.9518459938,,2834372.474136073,2696533.499076386
40,2.7857142857142856,,,,2366964.083665088,2702299.109467597,2537674.7908658376,1965800.7383441234,,2460338.5112156626,,,,,2730199.993759354,,,2446025.6218558378,2293064.82430551,2801471.824071875,,,,,,3094483.2234211885,3079440.021243847,3158861.9586766795,,2996524.579947592,2902278.1717860573
41,2.8571428571428568,,,2519016.0399855557,2405691.722355649,2715855.2199906525,2628561.936998775,2026406.3643012627,2362745.478733705,2338074.4326161393,,2179441.2419511536,,,2496811.525816616,,,2400920.717518438,2331003.4465378667,2988326.391094048,,2763246.2271328974,,,,3208748.7150584813,2923169.9541306156,,2939655.7680084617,2797201.3061134475,
42,2.9285714285714284,,2758181.155013097,2444531.6834396254,2336826.506837301,2951704.880066876,2512531.1288160915,1940481.1723341874,2408174.129618898,2429145.8750622342,,,,,2699146.9794800603,,,2335361.1382581196,2137358.9173415015,2763617.877270148,,2814596.052816241,,,,3117718.055779036,3091951.6664233794,,,2695275.779850883,
43,3.0,,,2619167.6219938193,2392571.469957411,2925411.3724816763,2810542.490792501,1966945.5059861967,2575211.0609374396,2451596.377864383,2504029.8754884624,2193924.9496469013,2768775.349820363,2985482.593366834,2491913.3912588134,,,2261942.764670155,2202902.1424995284,2927637.9441126157,,2743757.746541175,,,,3126937.5552352215,2733662.593712119,3160849.8493827065,,,
44,3.071428571428571,,,,2274930.691968774,,2385936.854950074,2108483.3117008014,2516455.8994822474,2197954.080856973,2495091.2608756567,2111013.6720766556,,2868802.5424082624,2484470.8835594417,,,2180764.698814526,,2809521.042414115,,2774369.8551824065,,,,,2759234.9940772806,,,,3098712.795628052
45,3.142857142857143,,2686605.242378362,2557924.0302876597,,,2515586.803094001,2177430.4754065415,2369920.8236739216,2295304.598835892,,,,,2465557.1783466274,,,2259985.722795259,2291705.539921935,2967068.780617475,,2881177.1437669895,,,,,3077890.6558066127,,,,2918367.4696883955
46,3.214285714285714,,,2388495.138089491,2097654.417810093,,2766384.3130632625,2180704.435171588,,2422722.1395422393,,2186626.077624146,,,2413043.110078527,,,2335431.511090338,2163795.9733479475,2876110.621736052,,2874965.9092345187,,,,,3071181.0143451416,,,2622919.99128299,2886289.3250798583
47,3.2857142857142856,,2752162.7847188534,2538796.8511174205,2311647.4332692046,2749064.881447929,2629967.149665608,2189736.4548569885,2404248.778026702,2612767.765193543,,2072363.8956221275,,2848408.7456519953,2672432.401202179,,,2311269.562384175,,,2949897.702582747,,,,,,2884640.3526953612,,,2825173.5337314326,
48,3.3571428571428568,,,2322560.60807384,2297539.7590786056,2569153.1026939084,2674576.7747388277,2173136.6561912256,2389689.2135898774,2476746.668643307,,2165163.973949516,,2825756.172496196,2568735.2737178365,,,,,2840325.859498625,,2695400.839843231,,,,,2950977.713774031,,2834137.0157859083,2799096.0790763055,2965289.1277787094
49,3.4285714285714284,,,2534844.1831500623,2246436.006781342,2988711.686746876,2544444.6922690924,2108346.667664801,2340407.777877835,1654322.9548748562,,2176916.947644933,,2912983.6166830044,2422372.217124598,,,2252642.4708513385,2472865.1349719963,,2758398.413190031,,,,,2779609.091103941,3095520.64807093,3244012.7150830543,3151001.3095320454,2904698.501371912,3011671.298995749
50,3.5,,2749991.932589543,2359725.2670770017,,,2502629.534751889,2245454.1046513217,,1911844.0134884156,,,,,2684979.9686804754,,,1918098.1172611946,2202211.14286978,2853457.0670251506,2920649.1508928654,,,,,2823606.982809877,3239620.9693195364,3124616.862228117,2864162.327236971,2946062.9828443225,2885236.4191956976
51,3.571428571428571,,,2330645.9521023836,2314187.084305096,2651227.062089857,2323731.1842177124,,2552200.7485818956,2063734.488091674,2636070.5216048867,2152991.110289888,,2889060.374296677,2612150.8964102548,,,,2184034.277383165,2889578.1621684968,,2763433.1821814408,,,,2757252.255833025,2831836.9714803747,2937167.605630362,2882616.442971332,2897422.424341408,2531898.559958351
52,3.642857142857143,,,,2376421.5767328227,2696744.0543392263,2811123.055232848,2085847.0366775226,2542980.155846733,1991388.921807294,,,,,2537062.436020161,,,1931656.200514003,2268592.7962751845,3076217.7787647024,,2826471.501632618,,,,2796578.309200287,3006260.7720186124,,2933516.7939319573,2915570.137757145,2632181.4269301007
53,3.714285714285714,,,2631877.4949937793,,2891791.776826265,2721388.1266144444,,2545507.455629707,2289967.3285678164,,,,,2301448.341763883,,,2102633.016903736,2202613.7809296986,,,,,,,2693100.132343961,3161531.48944354,3116861.9907845887,3166838.524614977,2972547.681247483,2789308.693562788
54,3.7857142857142856,,,2352062.9641935653,2258438.0429235063,2812631.560753414,2723459.885703828,2172007.463222056,2616617.590265642,2511913.1744839046,,2037106.5114160888,2789659.735473165,2974775.522423514,2488894.1281517064,,,2190293.587594007,2212291.7189637343,,,,,,,2684444.4982076585,2935808.3463821397,3012420.187486409,3046926.1436801124,3041812.3738904307,2836475.844729305
55,3.8571428571428568,,,,2390346.8191711786,2958720.499283448,2471962.5612410447,,2503624.090278403,1964168.9307105555,,2159893.9836157113,2749609.8759723892,,,,,2096325.5310904682,2401918.802966024,,,2831258.0799321597,,,,2779436.5889810245,2758072.1094881003,3238929.194187381,2945978.2399740987,3154398.5935105965,
56,3.928571428571429,,2785494.5582100744,2478611.8458166737,,2747879.937697517,2576741.3315563733,2263063.5976113,2569646.8069391414,1769780.2231302874,2566661.16176123,,,,,,,2182353.7209432465,,,,2646022.793794574,,,,2684101.0134478407,2843126.1309891497,,3092944.6930495063,3029107.7678486104,2857375.818294048
57,4.0,,,2330690.368337402,2364186.0611467687,,2253555.565044173,2180176.8325833017,2236468.797659707,2381217.780220753,2632246.985088457,,,,2591202.168861886,,,2387272.6720210086,,2993317.206711205,,2888294.8759319675,,,,2794658.7821902395,3009995.694729579,,3032650.356559104,2954741.372375374,3139396.4182590386
58,4.071428571428571,2631255.7232236657,2684553.6095298883,2504497.1146049793,,,2361698.7194471173,2231902.8448320706,,2247157.4378692727,,2019499.270835997,,,2578695.534918663,,2611933.62187758,,,,,2760797.982123857,,,,2803701.209337137,3236815.9825003566,3124021.1011438463,2836422.7097032615,3040908.612896484,3106719.020731214
59,4.142857142857142,,,2377840.3410842684,2171984.5898488224,2792388.349177142,2676106.358339552,2191329.940781172,2518842.845512082,2747453.552756342,,2134929.814545644,,2977289.1824483187,2738497.1678229882,,,2156350.3620033856,,,,,,,,,,,,,
60,4.214285714285714,,,2380042.7183501055,2338177.037898501,2546528.8037524642,2564651.14836159,,2463762.7966327905,2457978.9465875938,,2064591.65381655,,2893991.5231198324,2551387.0755882175,,,,,3034636.479599393,,,,,2937515.3729743157,2943752.38405668,,,2881964.1799559817,2981709.027901618,2740123.727341778
61,4.285714285714286,,2754082.3221255685,2349046.950600576,,,2750929.9829560677,2037593.5605418375,,2532075.685767526,,,,2985447.4948217897,2392144.0464630416,,,2220202.324590091,,,,,,,,3112361.110708489,,3178370.188293988,3114344.340086875,3055995.6799571086,3006056.768410987
62,4.357142857142857,,,,2290946.939324554,2775845.678486031,2466880.673860121,2200333.3701550667,2216048.469097762,3029530.9831097685,,,,,2495712.5005643065,,,2122254.2376231784,,,,,,,,3195550.0647484763,,3157025.1271119956,2891120.3287176643,2859945.9866209365,
63,4.428571428571428,2738968.4918359225,2576742.3984297873,,2203638.9520736667,,2245400.2257418474,,2482349.90302871,2107907.6028417014,,2179242.6271263147,,,2608505.7742063133,,,2201229.00541568,,,,,,,,,,3157182.9045782844,2992285.119424066,2688876.4037519484,2688225.261636376
64,4.5,2632861.9882930582,2574967.7438396784,,2317237.0368989944,2822822.2093010596,2377077.6948187687,2128708.071401796,2301055.384500496,,,2043943.9840940363,,2956041.5567195797,2385141.061237938,,,2385452.494648392,,,,2891880.248374516,,,,,,,2911796.0684147202,2728816.20332948,2797750.58862604
65,4.571428571428571,2631795.7350531546,2705435.6899394095,2661855.753930668,2362646.8157202573,2899994.03115374,2671604.616753608,2212467.2904010178,2264534.04684791,2058844.2806955373,,2049061.606441541,,,2517690.8272502357,,2504416.631017658,,,,,2733816.3110267813,,,,3050037.023165894,,3247855.034887082,3025429.7512441576,2989365.0976840206,2938582.2280235863
66,4.642857142857142,2690152.1868823767,2723592.0318973577,2604356.6113706087,2389665.718017029,2716811.649490407,2598679.8540796465,2166073.5968493326,2509583.17414135,,,2194853.9903298025,,2945507.6745926817,2371281.7777924766,,,2139924.7531043426,,,,,,,,,,3204308.7510357914,2979166.1926715374,2819570.2810253515,3134075.1588896927
67,4.714285714285714,,,,2333799.0682297847,,2460702.801536023,2229618.361834815,2424613.046836761,2221154.2812954793,2656007.20971154,,,,2304658.7851277697,,,2775577.9429792473,,,,2851222.151327435,,,,3191167.2854180527,,3097928.2944897227,2939095.4963020906,2894126.6902386704,2458045.9971968206
68,4.785714285714286,2614769.012842726,2759099.374812434,2436920.2123811347,,2885621.0315785375,2368705.5057745688,2194877.307791284,2437806.031094499,2586575.45281051,,,,2828830.9714424084,2511929.2881421656,,,2040677.4237822134,,,,,,,,3080624.2102419413,,,2871604.250159118,2670601.1568404473,2381424.6746405885
69,4.857142857142857,,2733647.4925676277,2639428.8270248957,2354157.9059370533,2616176.206754917,2472159.326735771,,2446829.7280423343,,2513410.915312325,,,2762966.246207124,2416000.149873376,,2391794.9492602563,1950450.541959929,,,,,,,,2996616.1024131076,,3121808.695721775,2951249.013416515,2816270.593184639,
70,4.928571428571428,,2590985.115308796,2342737.2466981285,2180303.463647716,2786830.7221624786,2327847.8672427535,2201292.7389512616,,2351952.5398696014,,,,2980273.448761918,2507253.189841312,,2638863.9115793835,2304104.192244205,,,,2634069.378936905,,,,3082296.768232444,,3077448.416885613,2989101.684542785,2789111.5912924563,
71,5.0,,2490187.2759481976,2583611.6937955767,,,2680128.847768679,,2485259.4090193124,2339279.673773056,2475627.762123046,,,2900220.5408001593,2369285.3066991256,,2594972.4598001637,2164511.9674759516,,,,2845780.468113605,,,,2852672.0764652956,,3245728.9809107073,2871461.17284283,2810005.9648092235,
72,5.071428571428571,2784026.148744018,,2441197.8551722807,2057875.3108281952,,2727384.502690547,,,2402855.4804720557,,2101104.2198021263,,2921999.5725259446,2593558.5287150857,,,2018244.8345903924,,,,2677821.3272179863,,,,2776639.534076147,,,2878366.820052427,2644438.761361718,
73,5.142857142857142,2619424.522738084,2725106.4081441737,,2389368.1350755272,2924457.8434607876,2710565.244981753,,,2633967.793011638,2632827.800124423,,,2957292.7018206855,2364851.8780558505,,,2597014.226454197,,,,2899337.592351859,,,,3019840.69962136,,,2969411.723396197,2727144.446436345,
74,5.214285714285714,2745725.948204019,2677034.9094572817,2501906.1167698274,,2835726.9675651668,,,2570935.4450663296,2693564.085292403,,2193213.702718584,,,2437103.543166138,,,2203667.3712358694,,,,2793343.8666017116,,,,2809629.4275830803,,3152537.3984029004,2878588.1204165085,2590271.357016072,
75,5.285714285714286,2544375.7820374495,,,2362952.286051779,,2288693.050280096,,2520415.819846068,2680477.500845265,,,,,2414677.2862787796,,,2288068.8072409146,,,2923238.6303206733,,,,,2530548.5389559404,2722342.403019251,3170549.0149155376,3041156.315335195,,
76,5.357142857142857,2767710.3722512196,,2434701.646169417,2222433.116299304,2750835.4666950796,2312239.1537525286,2187006.1621171646,,2381549.047476291,,2051547.5316671112,,,2559340.3220740897,,,2275515.7142742528,,,,2793590.4801919884,,,,2796548.4854395017,2740988.950346489,3165535.5278510572,2790189.2886924557,3113752.4638716034,
77,5.428571428571428,,2293786.5581876514,2619909.8408570285,2205525.5019148053,2785903.0775587712,2612479.462977717,,,2369747.685524096,2651877.061570693,,,2886235.0915894974,2686214.382835096,,2625875.5386759434,2073074.6540841877,,,2883023.9306192324,2782798.4933172166,,,,2935858.43008892,2888191.3342709965,3184055.623201728,3121982.6714510634,3092596.393015359,2686723.2817976344
78,5.5,2759674.5226828447,2706865.348143239,,2167764.1448177337,,2558500.7521935385,2227066.3562739315,2429917.688983506,2378160.3876319933,,,,2808551.283530962,2609656.6893588305,,,2205623.257688838,,,,2758479.6354024354,,,,2794193.411134261,2776884.9375949665,3182849.7830049456,2915614.386924049,3121688.6804732867,2739300.7322792453
79,5.571428571428571,2637758.680450884,2678122.5446528094,2665828.0164139643,,2783115.6840311256,2634297.3698229683,2255282.554887442,,2096724.2523224715,2648751.873724535,2070529.216968405,,2750940.958382374,2741763.4759160387,,,2165672.8056708323,,,,2810424.341267555,,,,2851647.873681603,2947237.2135436223,3180317.710082291,2900377.892214101,2948018.2461167434,2691503.963803651
80,5.642857142857142,2625775.9680126025,2602620.6529064104,2668508.116953694,2329472.7987367883,2717204.3530541756,2929214.7600300563,2132700.7676481036,2465838.5882088984,2683472.4666153374,,2119796.4179754197,,,2669145.7079271437,,,2325750.262549514,,,,,,2585327.4176201737,,3024908.3785697287,2548941.7971864436,3193549.78842788,3002922.9646910923,,2760059.0028499565
81,5.7142857142857135,2753760.8384602214,2707812.948361805,2366954.6382285734,,2888296.3418957815,2629044.1329583805,1997820.1728854098,2260255.999891069,2471638.018012552,2706097.70502039,2172567.636817039,,,2588261.645234681,,,2096745.8289613884,,,,2742594.472152153,,,,2892536.214028956,2816207.1716355076,,2912434.010284957,2833459.1179124448,2663408.8622128973
82,5.785714285714286,2639224.120380426,2473018.2039256142,2480553.3120659282,2300211.2757824543,2679788.995398102,,,2436652.816372227,2366661.3919453756,,2051698.1113402888,,,2671082.1375639294,,2585291.6714988635,2167636.112788752,,2748609.714376863,,,,,,3194503.2255563913,3190760.34928487,3295126.8359281276,3078832.978905779,2905748.475606516,3112662.2875815276
83,5.857142857142857,2539032.5981418816,2603726.696981882,,2195457.722161015,2746793.8536641956,2777914.056168276,2091977.91880124,2312306.075486922,2477068.557832122,,2107031.0488351183,,,2598946.1513835937,,,2307247.661266328,,2719814.7911576172,,2828767.8635738357,,,,,2926156.9749020403,,3145471.24927321,2897600.464998076,
84,5.928571428571428,2696151.966843312,2592601.7705578036,,2224346.5437816936,2667024.0965083325,2704699.3473769687,2242970.1186148613,,2325588.381977114,,2129604.7715734397,,,2672500.959649425,,,2063685.1907294565,,2792978.098600217,,2758698.879023633,,,,3053237.362478802,2975364.6173177757,3262601.2582596377,,2949115.9955438245,
85,6.0,2725819.224476421,2546154.842907872,2477285.6514309174,2189675.282120025,2747824.7672161255,2601925.30964338,2081152.9366856168,,2213051.421550351,2493356.1783202644,2085023.0411214172,,2992861.671374294,2661355.8135238653,,,2222616.1007657372,,2722291.742382084,,2720080.5039134272,,,,,,3236166.739671184,,3056155.5179250254,2889115.054053581
