Frame,Time,0001_1,0001_10,0001_2,0001_3,0001_4,0001_5,0001_6,0001_7,0001_8,0001_9,0002_1,0002_10,0002_2,0002_3,0002_4,0002_5,0002_6,0002_7,0002_8,0002_9,0003_1,0003_10,0003_2,0003_3,0003_4,0003_5,0003_6,0003_7,0003_8,0003_9
1129,80.57142857142857,2712843.260434612,2573183.739807238,2496700.233459782,2177893.5795423225,2512304.19230069,2630275.496452978,2090477.0039577635,2102174.4164892905,2486608.867942212,2421792.7480802126,2002368.981054115,2469614.2013257514,2628086.335270714,2722242.775553158,,2058905.246072605,,2642429.1049217586,2681647.811095042,2701554.9142927947,,,2711341.895851267,,2591932.725411632,2849403.228143705,2519958.671188185,2741281.1507924413,2386671.4765603268,2987696.5400399347
1130,80.64285714285714,2640530.473266611,2624019.449467873,2280564.4687462263,2136115.057776186,2689204.880043706,2534200.992190925,2108811.31088206,,2438370.8158630445,2577327.0737336595,2019417.034993691,2624836.210014823,2388780.8000796647,2596899.5645739986,,2019597.0402010903,,2579345.7556705675,2850986.279409505,2641049.3118329775,,,2556173.343466718,,2459228.256104042,2643120.2663215697,2485374.010253278,2637091.683724047,2451905.828262585,2871482.662458266
1131,80.71428571428571,2531426.7359783947,2644189.299383414,2145631.147669258,,2556189.3882121462,2492929.437299277,2125411.0457540615,2023538.3334212103,2668090.6138500352,2482996.355149498,1901605.8301442687,2364416.4129035324,2607074.257353381,2723837.5441331244,,1956081.831081179,,2619906.2048448026,2865422.2654424575,2567063.594658045,2624223.570979568,,2679734.599810473,,2668346.935599316,2682847.9005115987,2485374.010253278,2802761.061299924,2587128.1554086157,3070368.6605694997
1132,80.78571428571428,2563243.110827006,2520333.6719946316,2305586.666643001,2167462.699750666,2434641.9595251684,2425517.524894784,2096119.8936750947,2152689.500953365,2451343.2168411096,2396865.578208957,1802429.1656643816,2565501.991232813,2476163.353874021,2515771.0068355566,,1944551.3117858625,,2729266.0257351915,2792202.241338163,2638173.4510552078,2473364.0574217234,,2689661.6545396685,,2836205.582925793,2810481.0856101788,2485374.010253278,2756350.158253393,2578748.803792278,3009371.964575424
1133,80.85714285714285,2318901.7217646446,2520383.7306612516,2334962.582141181,2181230.6097603743,2663213.564812745,2245612.9788034256,2142452.1339083537,1973524.7313274243,2565758.5293670697,2424003.4347069114,2010292.2105217513,2411849.5656109042,2618358.1670762403,2410822.3483254644,,2067486.5801508008,,2799436.925484694,2749361.4736375236,2424472.1658321484,2530511.1495363447,,2691783.761736337,,2682645.848894684,2700194.6667263624,2485374.010253278,,2476509.2977318885,2875644.458444443
1134,80.92857142857143,2439591.397489423,2588598.4842148516,2164908.075784642,2162758.80005199,,2309300.0242677517,2151088.3485842487,2295910.2540141605,2632826.2310461025,2574586.225669669,1961083.3686979222,,2479059.205822849,2562219.982575932,,2009837.30352888,,2820791.878890021,2583207.358275899,2333837.0909749973,2307239.292243501,,,,2703560.5067056315,2748644.711970862,2485374.010253278,2750760.586416704,2623988.995946993,2851003.3451979314
1135,81.0,2500247.916944732,2479637.0870186435,2121443.600878347,2070961.5956383187,2259833.697355993,2690601.7828731635,1964227.4062287807,2456079.9124002294,2525895.4167632614,2283872.762517037,1973738.6815625906,2554191.4455347913,2489345.6038170424,2545302.6732355906,,2268542.9587087673,,2714721.126180091,2507160.5179874906,2308422.835443828,2517429.40976439,,,,2670149.304162043,2714438.010880342,,,2588643.729870937,2768784.4192953324
1136,81.07142857142857,2494246.8658140893,2492066.1965661915,2067678.4353965297,2098456.457901292,,2294560.614917032,2009543.7637969567,2166382.3304988006,2450056.003826804,2483398.953241238,1933111.7369862008,2571073.9131651195,2744697.761592256,,,2156633.775377209,,2880922.5946048754,,2298969.192289619,2619580.895426918,,,,2729130.7890330786,2672098.201202595,,,2629162.455401079,3017601.687191387
1137,81.14285714285714,2284696.125737768,2536017.2503751675,2300379.4492980298,2124058.0476593953,,2118000.426846953,2072713.8894973588,2451450.5401205304,2625948.8449835107,2450328.5550983227,1946745.0453952274,2636801.881016181,2415012.5223632962,2688388.7847052505,,2248175.5309858453,,2590060.3439530353,,,2561611.5660845023,,,,2721127.8005756577,2779170.0665165717,,2823253.48400935,2618819.5609729146,2932120.717194607
1138,81.21428571428571,2387913.453827529,2506517.752519522,2309817.172593555,2019268.7114337904,,2225420.312183942,2041318.9138755873,2346857.988696997,2561634.1223789803,2555875.375725447,1944900.9213854112,2618285.3573084376,2609963.9401888014,2512938.318319065,,2089209.7573629394,,,,,2552327.7401128463,,2444198.0141284023,,2923754.137830748,2709079.0409037014,,2794842.4000772517,2544321.143093891,2893222.4632965107
1139,81.28571428571428,2441008.07597423,2487518.0375629514,2210603.5651830756,2067746.0893233747,,2330319.6053268686,2073748.1005226017,2459763.6708250926,2651312.501056926,2533299.06260413,1985692.7971265523,2602972.2876337008,2442129.856119877,2555698.929247084,,2134478.0622681365,,2631223.071295902,,,2549198.0854506856,,2472738.1080440152,,2790043.0868132683,2787481.0327597843,,2662115.379802663,2735083.204806747,2676327.0123468284
1140,81.35714285714285,2518390.416717256,2363627.267628114,2286191.9701598245,2107832.636620478,2068296.9637574814,2331869.8765827175,2244003.771924264,2398787.4235587674,2675071.176500504,2667106.606240645,2084585.0255653088,2535298.9247439797,2259520.5323942816,2596187.912005978,,1941306.6285778377,,2856294.498890413,,,2391687.851736746,,2497756.1159732034,,2791210.6716995914,2881811.3023786955,,2683683.3808253277,2708320.3825848973,2860109.7793518365
1141,81.42857142857143,2560674.570667247,2502328.561900951,2254798.221174401,2168008.674049908,2319739.609402566,2240610.456068162,2124143.141180868,2210516.2081199144,2480957.0739644775,2620579.546859613,2012462.4827871216,2453890.8963799574,2814343.9808494006,2591004.1473957235,,2061396.398719104,2789016.0549980877,2761868.166119508,,,2405175.8912520367,,2475022.4074458843,,2490107.942675344,2822487.226268809,,2806162.8268865882,2820435.614807,
1142,81.5,2490044.860550937,2515671.980077424,2188460.2439157884,2134498.878973826,2449756.479585036,2261793.340253936,2168731.04857632,2227365.23444965,2447300.123291708,2525145.197569191,1826183.1033683147,2559555.848671952,2668162.6409631083,2581096.3674292266,,1806343.2582639027,2961225.5462162294,2536146.0593608557,,,2315681.3418999,,2673236.957198604,,2323326.1994882273,2900530.99283285,2485374.010253278,2997275.2143715625,2638127.932718358,
1143,81.57142857142857,2376065.174412534,2418358.6880808086,2241200.7270695874,1999779.7236389169,2494868.3131727423,2372786.614988676,2265501.9501462816,2040473.7280222941,2699295.9672639123,2430977.866671745,2043672.111411281,2556563.027428154,2847341.958996313,2736593.108937371,,1904636.6068518844,2931521.1645870223,2617702.4435791364,2521439.4415706303,2800984.748125625,,,2603374.6158034075,,2346226.6861125673,2770071.7676466065,,2901649.885869023,2650315.453970004,
1144,81.64285714285714,2644260.474571913,2548649.538663268,2248612.4849565,1990389.7521431302,2572119.840990625,2419477.14449154,,2327982.0786412363,2394773.0479395767,2582465.8617264736,1976956.8274633563,2482989.6665658727,2539175.5992456074,2460141.731490998,1861292.4588479216,2029759.9778680254,2705825.459162442,2658312.8554129484,2521439.4415706303,2681211.898675905,2207959.3577173683,,2584180.1622611387,,2330379.3663961724,2603931.5255967733,,2762304.5108872675,2676948.3884570706,
1145,81.71428571428571,2370628.5080422815,2501931.7771249856,2106721.309082006,2152231.324279231,2551481.4911771943,2112848.4404658102,2152998.8414583025,2008945.515508702,2718370.405503899,2441888.3108150274,2068977.6084400471,2565959.0495450916,2784752.551183846,2574794.1881907163,1947482.13770086,1946665.8014270577,2610871.7342464942,2885762.2576941685,2333722.9067941722,2598805.0065418417,,,2394068.15122305,,2261387.148858217,2666877.7375200833,,2906038.0461103455,2668083.170078433,
1146,81.78571428571428,2349658.278264779,2516118.9701089384,1931269.2308523192,2142901.2417807328,2531133.5482307826,,2144424.29244831,2209806.5566791827,2618397.36113519,2454216.381621993,1910611.7736555056,2654771.1868265364,2479385.800891104,2520579.127865026,,1897467.708619111,2708258.5823682933,2845455.116240047,2567512.606807216,2681736.4248033287,,,2321523.4529271233,,2151669.41936593,2821911.0492265276,,2843095.4680583677,2641998.9590705833,
1147,81.85714285714285,2617822.20516179,2566813.487906045,1909304.5528117758,2045267.3556803982,2447878.637298104,,2172049.746800329,2365456.84516536,2528467.8221616377,2454216.381621993,1819413.1327193757,2541439.953070407,2479385.800891104,2448257.9969501207,1973544.4150532195,1943862.36983713,2806293.9540880765,2769053.1095686955,2813606.577670153,2736798.135139625,2207959.3577173683,,2264773.4230827466,,2192113.3173562423,2916871.388176578,,,2691236.786542404,
1148,81.92857142857143,2351095.9264040147,2457885.162869807,,1917910.6590691605,2756265.560340173,2347555.6752215624,2133383.294038561,2270314.219773549,2440143.3197473837,2328217.1430356703,1853751.717000493,2697918.6154750017,2824953.767178434,2718544.4918730464,,1983863.0256106395,2685129.957815956,2789594.739621189,2636832.691219793,2748740.36231708,2497219.461651122,,,,2111913.158842693,2826411.8646167475,,2658895.2335176743,2681527.8827638654,
1149,82.0,2401965.2671441054,2540373.6634033183,2462086.9014422987,2065617.197504302,2653993.8894734285,2722376.770453757,,2426211.915104846,2294421.3042193335,2110706.8915868173,1922387.042108053,2570558.4632278327,2860333.4255334744,2625166.666527716,,2082112.1521794382,2796885.1053133826,2704526.451781233,,2488246.7618255503,2383160.872718417,,,,2108217.327768424,2855543.083251566,2485374.010253278,2507972.06899935,2548078.2030154155,
1150,82.07142857142857,2629325.5126251923,2654091.3948953566,2395049.59009359,1929684.281686771,2504081.5549751124,2722179.5447390936,2115333.095100187,2026892.754630567,2609083.899356663,2003935.4827051405,1866566.434789252,2637288.1638608403,2840165.7200811957,2569643.9114249246,,2022678.8364314511,2764166.9763962924,2808605.125787417,,2400222.211608543,2434327.919063527,,,,,2822688.8900396186,3131890.184173641,2424749.407732196,2576735.9085092726,
1151,82.14285714285714,2532518.388562262,2427861.667619495,2382972.2608705224,1857366.0756682113,2255164.3607786084,2410980.3601425923,2185853.6340823914,1935688.2682252668,2800981.736189093,,1789139.487877863,2569384.065044135,2569485.0289863246,2613698.090106291,1889759.470620673,1913035.6891808433,2946124.332794599,2893822.033397811,3043800.8940233085,2692817.713454941,2427545.6391133154,,,,2280423.5306936153,2710936.0740985665,3032415.3203114774,2424749.407732196,2549659.2054525875,
1152,82.21428571428571,2463991.497166468,2553122.4403586015,2347177.1060312213,2006658.2862013418,,2448513.4717937275,2089364.4353994792,1846917.6625367522,2875220.5500256508,,2077328.4792222497,2563941.0927777896,2586042.9840759262,2514099.8413409083,,1903276.5099195254,2768381.9739971547,2618745.572107283,2664462.9107749853,2656180.6552442475,2551876.102070845,,,,2687161.7378571937,2541013.512403973,3083747.789507409,2394289.714250214,2697000.350551955,
1153,82.28571428571428,2489686.3390251626,2390646.8864775794,2036905.2960161087,1931713.4711557727,2195452.4430324715,2534058.5991063635,2231701.1708579496,1815457.4527556843,2954800.9969070717,,1826084.4117298175,2602416.4626768734,2610092.6214996497,2604659.2634872217,1915987.2028226664,1984493.3183847088,2675440.4276035246,2428262.577709652,2793147.8885383974,2577223.9494884643,2533320.3552182503,,2696998.162899777,,2727194.008514201,2455215.9944876856,2930673.530087286,2373321.459813518,2738741.0722056096,2758454.5521055385
1154,82.35714285714285,2759943.7727635386,2452639.0041795964,2138019.1222725627,2052992.0220420174,2278411.8045871938,2586946.4660331463,2161468.8608070933,2155520.3427069387,2574210.178334765,,1967061.9657038385,2572223.5965051083,2672759.612416365,2547999.3587268847,,1965905.635850989,2756144.1415536692,2724563.29712595,2848271.450364164,2708842.52414434,2423896.4036090807,,,,2837767.666458474,2398153.514408533,3011169.953573018,,2854216.000445874,2935038.149333059
1155,82.42857142857143,2371264.0361740086,2531768.700837563,2233159.765551617,2216223.739445576,2215258.2836209517,2390611.179017713,2203440.8761522095,2016504.604301888,2638344.380218782,,1931224.7676311024,2411800.467038037,2588808.12999881,2533326.0212212293,,2198244.7257007034,2768426.007232622,2610509.6902754116,2776807.0708945934,,2505735.816574789,,2577127.6564840744,,2944948.7559434436,,2928408.016013336,,2676860.338482251,2851870.45226435
1156,82.5,2357483.023255941,2489064.418918538,1752994.9150954387,2300444.8673070194,2263401.2700427966,2632956.3703302247,2083470.3274127708,2016504.604301888,2648734.238008784,1894941.3757766609,,2680672.857608874,2693957.5090656555,2423183.102587632,,2104884.6266905325,2771256.6585113504,2630541.8391379905,2862370.2521570176,,2419815.46735893,,2687935.3087892476,,2736455.864829636,,2781702.387860915,,2729533.9983319715,2732260.1924735657
1157,82.57142857142857,2564708.881902994,2576589.6656599427,,2067224.4867508386,2501125.477693071,2557735.0746279256,2124193.155566856,2016504.604301888,2550094.456546935,1894941.3757766609,1914813.7704600987,2515559.6322389566,2451277.4934089826,2687873.7432671143,,2115952.199949823,2780379.2653483115,2459293.8369639297,2755768.608347563,,2411290.202164818,,2598830.2166097,,2753594.8191015045,2595456.1416866067,2907943.7260170537,,2754145.7708763923,2783737.28053293
1158,82.64285714285714,2389139.5623834725,2619409.0613624617,2367960.579210272,2032299.2565438133,2451399.281511117,2504423.739684389,2174076.2621999998,,2773960.104953434,,1895559.0476648402,2441392.716920706,2466062.255067883,2555085.8344411766,,1996901.7089307404,2698742.9062490948,2772917.4063185547,2886659.153140088,2506960.8302647583,,,2633796.737218149,,2491001.423726829,2557611.021485339,3051526.8544319537,,2798597.6580219693,2989062.6124845357
1159,82.71428571428571,2621334.6650203587,2593018.1508685155,2434423.5957797305,2080282.3511583777,2460406.520716868,2314288.7356712422,2095749.5277827638,2266711.735436811,2747631.260899567,,1931335.1161561697,2462369.7995414645,2737464.1299255705,2684333.0113330972,,1907631.7831359215,2658335.8115599626,2743223.917571641,2706905.4000087245,,2205273.109398245,,2623279.8303637994,,2530315.53090547,2699626.0885585197,2895174.8641985976,2825183.3403454414,2506134.9852220644,3014784.3741487665
1160,82.78571428571428,2568856.3502808525,2608817.0851162183,2204020.0337761766,2086227.180928698,2384661.02753982,2423818.816294763,1944342.1170757746,2298823.2365316823,2727257.746875862,,2034831.172933403,2621755.527779332,2735064.051659778,2368885.2740594815,,2038907.5499299106,2869879.9693912477,,2582101.226915011,2851016.3407067116,2522927.0295623024,,2567474.869830551,,2790292.9433990037,2726280.430549172,3043700.2652558293,2860161.6406098325,2578652.675166579,2953819.4152233684
1161,82.85714285714285,2552454.066699932,2434805.923940066,2174402.0887047783,2034426.7113749676,,2431909.8984559,1997558.6992158717,2224564.3396710833,2888970.2985651023,,1940497.4742442293,2583223.80795276,2514262.8648016043,2454274.5937645803,,2066820.0883914705,2622184.337056467,2787663.6141234967,2554235.21789356,2821804.5570545923,2514686.977500304,,,,2692459.430440165,2402416.203433259,3038120.739864115,2765767.791467487,2599907.611565075,3028845.9554500715
1162,82.92857142857143,2586834.6235602023,2451248.9239802225,2337992.6814445797,2035824.7285084284,2296936.6885171416,2510443.5739645446,2030303.007822003,2014293.074043546,2781682.878748127,,2031532.7804277139,2552672.4074748904,2612546.544760087,2509141.361128093,,2017018.0566927677,2669597.637472572,2703349.378370764,2605870.039278039,2937350.143557466,2648141.4469351633,,,,2780378.595115867,2806285.0527665582,3083193.1340154205,2710628.5699064718,2604688.2700947416,3067823.2048001676
1163,83.0,2631819.240491821,2455309.963165073,2252309.881130162,2144032.4907172984,2570752.474924295,2467482.0758904736,2044434.607318025,2061526.22113156,2648969.8915336044,,1890495.2029269703,2601917.875895759,2797275.570857437,2424706.321931322,,2100963.6558350404,2607199.898059362,2822416.815295254,,2931079.8474733946,2299186.3472508807,,2522100.4773575477,,2632085.720824231,2845533.0986121693,3037670.105065597,2742827.141741307,2713673.8445697185,2991891.9585414887
1164,83.07142857142857,2594169.3515204177,2541198.937134763,2264293.1688680933,2236432.750049223,2302065.4109177836,2551941.342131188,1999236.3189456104,2199887.164917037,2525417.006912002,,1778991.885735181,,2595037.480468498,2461230.0452516554,,2101856.5752853975,2731870.393653538,,2740636.032573603,2831034.563293269,2557355.5578835267,,2696826.4607770983,,2491231.9503200725,2864656.6769791297,3037670.105065597,2760585.1583938706,2577473.999548904,3059012.4452057816
1165,83.14285714285714,2516677.5469694915,2433774.0449539647,2247935.2630076176,2087705.166898163,2377191.499877633,2376038.316856841,2105850.588990857,,2778314.565480116,,1845464.5491028472,2455885.6960569113,2627383.264154893,2418418.193707869,,2163410.375464307,2741047.3910908666,2814211.7086865315,2679463.3345225984,2756350.3262873488,2445912.1513411794,,2554221.4096137397,,1995127.0420587044,2941979.372563366,3010484.0808236045,2804484.56484193,2559482.5207972587,2919463.6178337308
1166,83.21428571428571,2306997.66640365,2497372.080598095,2274976.4209797303,1990440.534363968,2295916.8740778244,2566463.948808032,2141677.146823525,,2827472.5247480213,,1879138.8739324077,2470566.287606218,2940526.602989596,2416256.797174073,,2020285.470214774,2610240.4313883325,2725870.67230336,2892345.756841126,,2559453.420407469,,2455388.417540728,,,2707580.3170318473,3010484.0808236045,2902645.880405965,2482370.2504603215,3094434.425918512
1167,83.28571428571428,2641975.9481906495,2536366.957715252,2534205.55421216,1993737.0570910547,2463985.842742323,2414287.9912156034,2122361.288066033,2068852.5903522936,,,1842982.74587362,2396319.5076653413,2700859.6857626205,2516516.601562771,,2089629.0827231116,2768799.295098112,2586094.7494692407,2464517.0873782197,,2637839.5017763483,,2660967.190706583,,,2746745.7690352653,2986571.326821783,2793053.968551965,2481257.7722623763,2992180.792219815
1168,83.35714285714285,2613829.913008394,2507754.100341498,2430650.6942216824,1901298.9843283766,2295009.667149704,2595820.6805299176,2158348.6251230435,2262523.973690763,2795690.9400727344,,1869358.3504783981,2251897.042529712,2657345.4350751177,2540323.2179864454,1946277.3948449953,2052836.4276050257,2841889.9826205736,2894363.939951339,2605736.270799246,,2473200.8567669387,,2525132.209551145,,,2664904.267561653,2986571.326821783,2737821.2020528074,2488785.966978953,2873912.2160871737
1169,83.42857142857143,2569954.920408024,2549400.277280596,2193269.9343169234,1893048.4481758852,2349701.232671239,2360927.566469101,2000741.6962329198,2291182.508447856,2775059.0765377427,,1883943.3562131908,2632262.481666044,2958795.66571675,2452151.7177470704,1891831.8676223669,2056394.720952588,2812745.586979735,2805557.9677350074,2677007.4669450084,,2418287.1811230932,,2651432.1437793956,,,2717866.486591627,,2739103.4479962178,2587090.5888861883,2871092.3463840787
1170,83.5,2444123.9734829552,2458682.1824551164,2304283.7789906217,2049602.3944649699,2381239.0116703375,2477965.3394203316,2082951.8438300083,2188073.0104798297,,,1913484.4324643307,2552728.5522863274,2781311.7621018095,2491651.4449591297,,2102074.8414377994,2842634.5078145415,2687962.967603296,2604195.239410219,,2517577.532510963,,2549163.090250057,,,2792720.3210140495,,2766540.138474702,2775436.4621829423,2718723.4251133166
1171,83.57142857142857,2394481.0495246123,2554069.713674813,2486549.259450514,1933180.9761063515,2310612.006785137,2291203.4657075447,2143901.310654636,2261496.771328953,2604187.599294907,,1917142.781386691,2453640.0636867573,2708946.2558170846,2697795.433711073,,2092176.0494132757,2886750.758152164,2729648.7777749533,2643074.830321683,2622072.526182829,2400844.3541492186,,2549163.090250057,,,3016217.621012871,,2720998.3583231014,2612725.671518884,2722608.1010010866
1172,83.64285714285714,2725154.4321908494,,2354981.1699678423,1877813.4384666032,2208247.548009746,2380771.1170579507,2133927.08644714,2462196.466907265,2702467.8715547035,,1888190.6751364185,2739049.5315244854,2545177.617385825,2474681.8630814124,,1991218.5594842895,2752135.5492795887,2674396.25778445,2533054.5018077623,,2547822.992899911,,2383521.281867103,,1851219.4791365596,2807645.4313163026,,2647969.9366992814,2566011.796019355,2635862.7289141263
1173,83.71428571428571,2640225.598504087,2652530.038358627,2401365.4942280836,1864798.342291023,,2488483.9247736377,1940982.0366852689,2310554.723449191,2312922.396050632,,1980529.3534387152,2707060.472896006,2743982.652592994,2488405.6287768134,,1953066.5154486427,2865041.9589929134,,2657325.5549852,,2536492.7380554676,,2320724.029062643,,1851219.4791365596,2909489.5684130834,,2841292.3816810264,2716300.405187211,2635757.422322308
1174,83.78571428571428,2438367.362537682,2489498.4091983363,2414825.0342686176,1839052.7412921074,,2555049.2547385287,2043157.9543904006,2229851.5685318336,2321243.234134772,,1957466.4072540447,2613516.7310198066,2681946.3740589367,2586573.6350061223,,2162378.0747874193,2750043.051752883,2914863.9502460607,,,2573672.5685524135,,2369043.4024099763,2855775.4239348467,1851219.4791365596,2570001.544729501,,2687634.1984601645,2685317.486940793,
1175,83.85714285714285,2538003.532040043,2576995.7001887523,2397228.7440099693,1827464.9768813886,2627241.5623760363,2378173.1289791204,2061213.7267549664,2280996.6792984256,2269387.0699895844,,1890347.9844505237,2648454.507868277,2635749.0807331125,2700093.5179070584,,2022721.6411947154,2824887.1600860436,2602551.0060865204,2420338.1330456417,,2417626.1578130494,,,2855775.4239348467,,,,2693567.4746144754,2570172.449821225,
1176,83.92857142857143,2535950.5003035525,2433401.3625507187,2266128.1004646127,1813712.3905025849,2379517.156205102,2344035.5409673313,2103452.143295125,2335221.5457095713,,,1843355.466548848,2653849.3766344637,2611878.406920026,2420062.0563392118,,1994551.3649158373,2750895.5439384114,2659011.4523792374,2351216.875809419,,2425327.7122609722,,,2812914.2774801413,,,,2950595.249691338,2663827.08690533,
1177,84.0,2439383.738049019,2499810.3920264556,2096077.07676768,1813712.3905025849,2208045.127163361,2450475.274478979,2115347.9204356824,2240749.236383399,,,1873502.4778893292,2635093.605640516,2823978.5508577656,2660161.010919215,,2046819.1714424205,2756976.767232664,2821922.349082985,2328927.0319925784,,,,2460304.8500175043,2663707.36367432,,,,2674513.8307896364,2380369.1856958726,
1178,84.07142857142857,2667401.897975976,2477486.7883039624,2147246.446244283,1828396.1757170241,2275266.2186105778,2279372.361050857,1966442.411966211,2123848.1166289,2617004.1210510302,,1867263.2322742736,2746927.324636738,2733241.245722715,2579741.418582701,,2176064.730469551,2727895.112867886,2763662.6850706977,2298968.8929961957,2718082.4751837146,,,2560341.640761512,2705374.0857327213,1851219.4791365596,,,2782744.2382741706,2481284.235394947,
1179,84.14285714285714,2559911.2221738836,2669883.568838448,2427817.1674485225,1814744.7208722974,2434579.2835858096,2418939.2402943773,2107545.0270686788,2297342.75554955,,,1842686.874961032,2692368.1838218295,2792099.095720626,2477892.720217095,,2197825.5665201,,2648507.948086692,,,,,2328533.8102138587,2749676.288035116,1851219.4791365596,,,2715109.7306418275,2587438.7294563395,2636563.3047982315
1180,84.21428571428571,2593422.348102479,2605319.0961037106,2242731.3392944215,2344850.4997006487,2342414.8417017055,2472282.145922561,2039262.9219960803,2186770.4893216854,,2501132.1302966448,1878151.742573313,2716148.879403456,2633786.7732388005,2637647.7153820693,,2181655.6486688084,,,,2606526.4158035754,,,2552979.4442094644,2762435.4197478495,1851219.4791365596,3039264.4338660156,,2719552.0147138285,2695398.807551869,2789224.2984005436
1181,84.28571428571428,2557136.8146412354,2541474.485552852,2373058.2360185226,2396692.5169558325,2506459.8083420233,2619395.6280802116,2140871.6342050615,2286542.6566265346,,2462545.284649424,1807353.891878622,2684710.098353531,2594465.380518977,2579189.0747168963,,2189854.588106691,2786760.6320768944,,,2619685.0462178835,,,2544105.0571642704,2731597.441360909,1851219.4791365596,2808379.7682036804,,2766488.3007086585,2547662.0690885433,2898935.347761555
1182,84.35714285714285,2499007.077370088,2439620.34439645,2276149.7582036457,2192882.252992186,2435423.788459904,2579049.520361671,2074025.6649868991,2216165.7329476257,2617872.42163114,2361852.6047764327,1894274.4701445242,,2731459.7348132497,2564772.439911988,,2223354.892160864,2687012.856560132,2704637.477822466,,2871434.7025519595,,,2532711.2839369215,2715831.0681667347,1851219.4791365596,2762949.931382671,,2805892.2553195055,2560136.7510005306,2877109.1645724126
1183,84.42857142857143,2486646.354126885,2510360.6157124094,2486827.860444494,2081381.4261465888,,2340977.307180063,2160292.7902162834,2231505.325752144,2724151.6665274063,2297884.499929826,1879616.6787449147,,2741453.4976893812,2465406.926951328,,2115676.6161494143,,2728890.815337919,,2880314.973176013,,,2496920.0229506795,2806028.7342004394,2458159.519211112,2858562.6531393477,,2843136.144294969,2554888.7475792253,2742659.1396784736
1184,84.5,2593987.0326019437,2433722.05190029,2313209.115870046,2175525.1507337885,2385331.3745604907,2327605.2952367095,2111245.5317118573,2230299.914643802,2558453.5705258283,2473201.6581362495,1946113.9413373999,2777122.435134752,2679621.972522899,2428473.0630589616,,2033950.7176249593,2726460.9399984116,2744152.49081241,,2642124.199686111,,,2590876.673542821,2949570.7801501425,,2754361.7474203864,,2719187.3820690666,2617882.2626785673,3001743.579492452
1185,84.57142857142857,2444070.789399529,2396639.496354313,2232222.4348647683,2208183.6851121937,2427417.7150020367,2147836.255215545,2137298.6898704097,2285298.952838004,2866561.76226055,2603482.3039944824,1957730.056086525,2642021.6874454073,2789607.557288618,2614352.7902911897,,2115678.297215402,2840983.9408793286,2583360.1149489516,2666772.165487902,2558706.5073863696,,,,2817456.6752067963,,2674910.802344103,3007377.6098052426,2805044.556818101,2717346.345009325,2807801.1447991803
1186,84.64285714285714,2435021.234040686,2409290.768390471,2124002.2418360775,2086657.8215715913,2534852.4771144586,2065924.4074615513,2012984.7111890255,2120372.80009075,2589797.406588766,2459532.6021549,1909421.5421929774,2747185.8243510053,2756265.6077083293,2735319.9978750655,1974718.7282777722,2232139.872463934,2762530.074930673,2910595.0531765297,2785931.896653565,,,,,2795093.6280249967,,2875806.5497075836,3139749.0672573983,2915533.497362172,2720448.1940243673,2877881.899368251
1187,84.71428571428571,2473545.5398326046,2410139.5007114345,2393187.4687975147,2036382.7489014063,2333869.3559219125,2315070.1740492205,2082305.6964603849,2341961.818553334,2600625.446777989,2479160.3556782333,2014076.8529039521,,2718729.039966606,2693619.7858156334,,2111696.2631084677,2636076.4298514696,2787031.6683733496,2746313.883336943,,,,2329135.06703542,2743006.214172427,,2791403.142424834,3175583.51210457,2618830.205476917,2604239.692438763,2988931.0235698214
1188,84.78571428571428,2525985.660777059,2399215.2066083597,2394908.313413423,1934573.7922229054,2395535.640022159,2415624.896518069,1983984.1514592692,2286755.014631393,2614836.586457827,2596102.2727654516,1957472.9947989595,2668443.7803042764,2639555.1804577583,2434895.6893158895,1942849.91195635,1926164.7657558671,2495852.0526014096,2586025.0805873503,2726150.2871096823,,,,2329135.06703542,2977450.009520461,2733250.5959630827,2589803.773027289,2923496.023095686,2563429.169509937,2680642.6382724354,2826724.5211859713
1189,84.85714285714285,2460508.2930478966,2458064.6966410456,2351799.925731968,2101654.3234394495,2618702.2510060323,2120341.7382091996,2180460.6561783054,2105034.4392070496,2731162.4708475904,2421718.9737260942,1916848.238967209,2730411.2894396284,2573496.749845256,2560591.9829370063,,1820953.8821897304,2889293.2261236347,2536448.8570779194,2832608.5062996885,,,,,2773249.0974058486,2821769.8969401685,2663349.1849121028,3132283.4335638047,2597067.2085397355,2643853.1567146145,2687998.8683553957
1190,84.92857142857143,2639335.7410122924,2552363.4468972967,2334205.975473723,2097484.412714286,2417991.416595584,2452414.9818502306,2182142.2892351844,2252427.096117171,2528881.6933172448,2591185.341057857,1927147.046384096,2460474.540866083,2696068.586933377,2633082.1905556247,,1816721.408290248,2959978.55643617,,2747964.7239915635,2638100.530046078,,,,2910544.6883874307,2752901.779095465,2874656.5688803145,3064400.549725869,2564945.237743883,2865244.19936989,2799337.2563205813
1191,85.0,2651416.378148758,2427354.6646076203,2237310.4463067576,2005388.5573533154,2488035.3456741036,2355453.3469120865,2129424.346064663,2312010.1412554746,2486798.0506017376,2330768.099010043,1924461.3080001501,2689252.2582547483,2640791.3263516575,2640408.654537623,,1759848.6949346713,2569511.9456096473,2825480.767601378,2752270.399862383,2606449.085696123,,,,2912890.653510586,2605545.921021254,2715935.795596547,3041313.2315734513,2486372.89150638,2638324.7630546675,2669698.747266783
