Frame,Time,0001_1,0001_2,0001_3,0001_4,0001_5,0001_6,0001_7,0002_1,0002_2,0002_3,0002_4,0002_5
3730,266.35714285714283,1676604.6848801808,1914694.1973523109,2439827.0879285065,2096645.2355618102,2333453.924126087,1931868.0284174322,2441825.5286230347,1772716.6519711441,1796409.1334348638,1874332.62565471,2150875.4183522942,2175229.8549055345
3731,266.4285714285714,1697329.4673912446,2004999.1102600908,2389892.611744605,1912834.3070701435,2185302.7152718436,2043770.1862747697,2256297.701673345,1847305.793326324,1769408.255511165,1744634.8462651353,2215834.555881054,2190425.6118879966
3732,266.5,1698686.346581129,1995478.6992897578,2476478.4173148978,1903078.7413234853,2537106.9032858633,1942960.2431040006,2305929.023063056,1768825.2748122034,1612411.0431724915,1766046.3103210388,2193976.6857753634,2182649.395956834
3733,266.57142857142856,1593450.0030780293,1956857.1188545637,2413495.334171507,1957092.055988178,2455409.6821723697,1943058.7302499085,2168002.3837262196,1718716.0697945273,1696661.0349383305,1746209.9603136552,2165686.3550882903,2244964.935823468
3734,266.6428571428571,1605355.1193728026,2048537.1707629098,2374980.212763448,1918375.150987765,2338898.1920240107,1906563.902957086,2330878.806234123,1826180.3567845651,1660009.896098275,1686080.4197410275,2121688.338778206,2220598.141378111
3735,266.7142857142857,1590885.4197289993,1948637.988046957,2542150.673109304,1923487.2303829656,2207123.068088153,2109189.1024169493,2363072.5220566657,1717811.3140146886,1765486.0420738712,1879155.7284831405,2094801.9368355798,2217876.506983309
3736,266.7857142857143,1634478.7961449462,1967605.2129941434,2313481.0176109476,1912856.4624883784,2269466.001242948,2040186.3984152884,2211503.458392286,1764296.8352289577,1771246.2041722757,1927048.0788582587,2112490.4901304855,2185945.5779780927
3737,266.85714285714283,1629583.8717092439,2119632.4173811637,2387702.330323423,2015021.326244299,2178508.816603398,1993982.353425876,2170275.3713781107,1786628.5780370892,1827389.1987062395,1855503.2110846492,2172442.6493415665,2245513.2386095226
3738,266.9285714285714,1739915.5370717107,2029898.8889779022,2268384.059535914,1929524.7376111704,2418616.372913102,2111497.2884455617,2208263.119142101,1794880.5984285865,1791556.9630149032,1787210.4612587723,2238105.97531245,2265033.2814051546
3739,267.0,1718639.42805144,1997096.92023164,2392330.11314613,1888540.9852751864,2197936.2223723656,2091217.5875939887,2256081.8234617994,1808791.229297809,1763063.2368837507,1778453.4573319019,2241924.4768255227,2176302.3854948636
3740,267.07142857142856,1642947.8580297541,2131152.481317734,2301919.9710837817,1997986.2188634872,2066469.9044034875,1831839.1041517179,2137294.5760919712,1780355.7195128533,1818280.525798566,1797567.9677807416,2321293.5872978503,2152459.6874863007
3741,267.1428571428571,1730674.4652774322,1999971.2432427232,2231705.8231826965,1994786.8839122693,2293555.7587646125,2010086.4776571924,2201127.4196863696,1728481.498001951,1787204.467118604,1882136.5648963435,2303768.5028963583,2133699.344880252
3742,267.2142857142857,1601968.9674201699,2098743.539560367,2366685.745258598,1939092.6235839329,2320019.5265470925,2100001.451137648,2219396.5439132517,1714078.2837068236,1676990.7697228184,1926521.5568247025,2397909.0186394667,2169884.600995411
3743,267.2857142857143,1649484.860589682,2186814.0547250737,2202204.555706923,1889978.0046819272,2175656.3543074466,2110738.3132209927,2100441.3753009564,1890980.3526251814,1621587.3745397758,1800777.684867219,2119208.8732897285,2136357.709290006
3744,267.35714285714283,1790815.3002832134,1926595.20865818,2306038.8604266527,2161674.484077343,2291371.023895483,2051187.4808599136,2443059.9711073083,1898310.8112975373,1612150.8088462423,1726736.3883440027,2206857.7150374516,2248447.080577095
3745,267.4285714285714,1634217.2846733138,1994054.2194124002,2288134.972387221,1902609.396023946,2269297.7269338174,2092184.1688546718,2213013.844483349,1853868.3770253195,1693774.8243050769,1739452.4058054513,2101965.224265779,2190644.9522651453
3746,267.5,1618281.8196911993,2066647.2393732755,2322500.395799073,1929264.9530311413,2196343.2674000817,2020258.5903095074,2286060.7447192385,1886252.9870604624,1623512.186288948,1744407.2182630575,2400354.4995925846,2224478.650265386
3747,267.57142857142856,1623601.7968962616,2008443.5506832295,2330226.7478559962,1911396.0859059584,2293746.008109035,2022515.298307177,2243110.4621748016,1800841.8461160134,1848450.3429715019,1694740.5222146204,2496902.564757661,2251868.017499672
3748,267.6428571428571,1703363.8883613017,2063659.9782729484,2250456.6254254314,1999003.3280448618,2205840.0412810617,2092414.0123798633,2312518.3657839084,1782089.1925717182,1710046.7319723808,1769708.5754047742,2375429.0564442826,2215488.0737315835
3749,267.7142857142857,1743636.9380915426,2053798.7843412491,2264078.7307336344,2001414.281725101,2131947.1478122226,2048686.746151791,2216740.5738474145,1788331.9340782466,1658386.5094661808,1861975.953525166,2326525.337329474,2247612.9467454455
3750,267.7857142857143,1756308.2191843635,2072922.8269463638,2407788.4914443474,1976623.0582077403,2186713.749461377,2045829.4465462938,2119385.2121011107,1780264.181274423,1739912.4422819447,1756655.1358502677,2338211.9018824394,2240642.4453488537
3751,267.85714285714283,1603753.1273051638,2002702.7082170781,2307216.741078671,1782208.3366826249,2223786.7965185894,2005696.4496419781,2324376.691919282,1771427.6217067007,1789070.0608616988,1899912.5672955022,,2203144.0123366825
3752,267.9285714285714,1602839.0291936272,2000973.73579617,2397874.185807326,1880349.4890352678,2206083.1169867087,2076392.9490493878,2247695.401131641,1823091.8696806242,1673593.143973095,1687511.1819110224,2267089.906535037,2246876.007033549
3753,268.0,1708749.3724771144,1992360.5682740407,2301489.425535771,1912003.1809548868,2311156.5132362084,1957172.263865618,2122128.4445064315,1783439.5154747255,1698439.9448627692,1695929.4615525822,2229648.275516707,2152591.8306274987
3754,268.07142857142856,1693353.27362397,2049623.612671488,2387721.408940987,1911884.3867273314,2328059.3437598324,1967759.5139372847,2324961.4603138687,1810285.703757879,1618538.286707202,1930542.2573296293,2333881.254721267,2104831.145810021
3755,268.1428571428571,1641935.0959219174,2024851.6398877401,2255831.64197871,1973570.7883290322,2220607.109360006,1949521.0618939502,2217030.4603425455,1812815.2445020499,1684337.5603091232,1849462.867173001,2296576.5057452475,2234279.1454293053
3756,268.2142857142857,1690477.3131364316,1775290.6084499876,2320189.6435033865,2035842.6686764963,2230472.9145050985,1985505.7396190243,2389805.770100796,1815502.8365280002,1633040.4776921798,1882235.078218037,2328447.2208015285,2314370.791075438
3757,268.2857142857143,1590051.8389863737,1929049.3976880128,2173773.4015858946,1887778.6366001111,2276154.664855285,1940872.429948496,2120059.9997013095,1780329.9247437615,1631857.0130059,1782842.8081362238,2309003.392602868,2302550.335921023
3758,268.35714285714283,1635784.665624393,1920552.4034444278,2333433.6773332325,1921555.8279389348,2164717.084587759,1959553.3579374016,2209035.137983691,1808483.7555551364,1635835.4139176286,1820330.8587615378,2148860.5902563455,2337084.829814541
3759,268.4285714285714,1704197.4528950967,1999732.8741374838,2324126.8387791268,1865325.3972647781,2123145.557505508,2074572.9662153677,2081621.9469144908,1753083.4188510661,1680302.599328971,1853093.485341722,2227770.985284644,2276938.1850139857
3760,268.5,1692388.8039605604,1923152.788539458,2268081.84019117,1878789.9616031698,2185034.621428064,1871243.741761558,2299544.6262762425,1743206.3115491462,1697187.0507730886,1892829.9247014096,2151979.9303970556,2302013.971771496
3761,268.57142857142856,1687558.502939504,1966070.4838022282,2319648.099139362,1989848.6713367943,2213557.129746236,2006459.8479283692,2424509.7514803475,1757706.7480063993,1691913.9078414,1871331.2957985876,2140783.620625073,2230095.1153779314
3762,268.6428571428571,1659789.641582983,1944848.6603386574,2325514.656556509,2001017.99357378,2083161.8262177706,1997164.6950727054,2053285.0288790157,1816646.2970244961,1701253.0766219099,1856599.054157907,2190122.4400094557,2241172.1176672042
3763,268.7142857142857,1639413.0723563074,1990812.2903158872,2221922.01992498,1883937.3285537101,2495488.565512789,1937842.6990489964,2355461.10488165,1822287.47635391,1697784.3980563262,1945906.7474205445,2374519.1014095307,2214033.1288212663
3764,268.7857142857143,1623278.2441781708,2030418.7772034055,2275748.014751376,1883642.5131969564,2294208.945879307,,2119208.6472463133,1824964.627411569,1651544.6369947323,1850905.3561248048,2318464.105882055,2214276.110827544
3765,268.85714285714283,1676063.9483105885,2006320.7366929096,2233771.4677896155,1907929.079677342,2250181.584141081,2072970.2010298474,2067832.9358090167,1809766.7121997797,1628294.327620339,1684850.676076535,2359743.0507872645,2247212.6181517285
3766,268.9285714285714,1689205.203135643,2131489.8668455984,2358827.997811105,1915231.941270474,2294616.956045141,2039587.4134025234,2095385.3642432624,1808560.2014333939,1610223.1407965804,1866514.8548029165,2236379.49015183,2275058.9438488875
3767,269.0,1624086.0989503567,2102613.510028167,2235524.700591272,2010058.2174363995,2197259.6009381744,1902185.2789971458,2182333.460745745,1763335.0821079803,1632250.110598281,1809693.5411308806,2146807.969640758,2315445.479971716
3768,269.07142857142856,1652014.070382052,1997541.0973135678,2302628.326883595,1998069.1409752006,2379988.862233908,1931744.5629301541,2043777.1865957498,1769616.64196495,1635894.2048846858,1891231.1544906246,2175346.645055565,2322676.6882101963
3769,269.1428571428571,1598355.2694829414,2077226.1596407313,2314699.4547426216,1791602.7787080065,2198787.4672233528,1819110.2518438604,2145240.070850282,1796682.8408015424,1593583.9449581334,1806665.1455271272,2159404.1870244206,2286080.049271529
3770,269.2142857142857,1529122.2906787405,2035783.9423519038,2053414.3316318595,1914883.1364441891,2372015.879293587,1933901.429229885,2223808.714627959,1784665.2516517458,1581456.9643031906,1694853.3595854307,2200036.6278057173,2214084.9662833665
3771,269.2857142857143,1574947.5298171062,1998300.4456749219,2340641.2371540563,1857055.702034538,2180935.201269171,1955135.0963617724,2230046.3705780143,1789649.7606391292,1607326.5555405554,1676216.1994365598,2225288.8333623987,2127145.1667694845
3772,269.35714285714283,1529268.7621037657,1983732.2790280653,2344988.715848727,1883465.372294435,2059710.2079645926,1945344.791913961,2264775.648124069,1774785.2106932749,1606806.9484625666,1676457.428465114,2254078.47700337,2211621.5722721554
3773,269.4285714285714,1529616.3723239652,2015381.1026613407,2047888.1531254882,1860347.6608593818,2131029.681221601,2056665.0312699175,2094241.8100397594,1727722.58540666,1704676.3968140834,1746121.0022895113,2227561.0833226894,2107571.1302253315
3774,269.5,1675760.5179644309,1949814.61840704,2212234.7781166662,1814474.7122654899,2359189.7162589007,2049748.6779516116,2299355.261054383,1795518.3253629776,1669037.1223569445,1888611.9681603466,2222518.9634696557,2095199.4103176899
3775,269.57142857142856,1591410.6471496674,2071771.5723350607,2154275.846126312,1933644.494947869,2038657.464307674,2035193.781713836,2137907.0064253067,1777653.0942962954,1717614.0782733788,1824575.798141715,2127426.7347218785,2089223.2850500909
3776,269.6428571428571,1616792.1181063002,1926901.029470673,2168985.0143439984,1898951.1072903574,1962705.5250796445,2116423.274122846,2346758.4272157643,1773939.1381184426,1690674.6502422036,1831558.4294770039,2209485.0733605456,2313552.071544394
3777,269.7142857142857,1575442.9886773366,2032114.3954997836,2110278.089935679,1920720.9283120995,2156501.918194185,2110263.585953018,2269615.852366369,1789415.8910140097,1678689.8963082868,1786809.2274704163,2208629.917205127,2190622.6046902067
3778,269.7857142857143,1716046.887085211,2020143.9608405922,2250925.581455793,1921595.16314389,2035535.726475362,2129473.0944754574,2309496.80188731,1705232.6962951573,1705726.4007534527,1799867.6335291562,2217663.6902517914,2144686.892827847
3779,269.85714285714283,1741085.5568478745,1995959.3706543942,2318681.955818086,1895219.8669744341,2064831.9343046425,2106626.9219102943,2122262.7304699407,1748376.9188219726,1804625.3375770901,1895215.7386576924,2229921.719581392,2169666.395370264
3780,269.9285714285714,1722300.8939505776,2036101.8560428312,2345765.285797786,1918283.7060508882,2107526.1845330507,2110322.5045659784,2192719.4201879436,1767064.4774521873,1699627.7380835572,1903015.3705342845,2253141.226519184,2080402.7211412622
3781,270.0,1562043.4069936904,2027305.0547543745,2225362.7509578457,1770310.2157445536,2241073.8918755027,1970025.2323612073,2332568.0345660257,1742130.3132089635,1866359.3306194805,1929599.9718650405,2271148.9849224105,2204440.9372159457
3782,270.07142857142856,1642380.8890995765,2071666.1669150526,2273622.707323416,1932021.0519172004,2240788.9861388695,2009404.9777577734,2310403.6042638924,1693061.9003017226,1815105.3538976256,1864949.6362399207,2313737.0342321526,2150000.537166124
3783,270.1428571428571,1706815.1970994917,2100220.705337499,2274589.1529855253,1920500.2649100772,2237506.89237555,1873600.5822277816,2145582.709674106,1713472.3198692058,1733444.8950304226,1898752.6066423263,2295764.5510012466,2090248.7497255763
3784,270.2142857142857,1683345.5655397791,2032650.150414448,2317163.553783782,1985508.3115024534,2250627.553009786,1894898.4611453866,2305722.0023702667,1751768.0778934003,1692188.3101671007,1783791.1142482534,2189596.42804933,2106043.124717507
3785,270.2857142857143,1661744.1921126023,1996955.7909571223,2404697.7930603465,1896766.2348708012,2044466.811734654,1891798.9451798769,2357082.128809483,1746542.1989565678,1671729.282043422,2001432.4506125203,2424817.842944108,2225965.461099168
3786,270.35714285714283,1639456.9293163903,1949852.1112146028,2301224.6743224217,2067626.796304496,2147774.3289515874,1942363.23134914,2622919.6782504325,1800842.8532739943,1705546.6555178831,1917948.86745972,2358207.776428097,2194726.9126735595
3787,270.4285714285714,1648807.4073075324,1958340.201100872,2397658.514322226,2050515.0289697922,2228690.6667829007,1925361.1572518891,,1758176.8225258088,1643195.683355417,1890592.1358676916,2389543.8505959017,2091737.006990815
3788,270.5,1706074.2548125726,1976113.097390681,2452280.185988315,1996798.2687693103,2251011.1954412176,2082473.831572169,2508759.7014227523,1763128.2366887936,1683369.35601976,1759265.8889804764,2239460.2768409685,2012029.3660637315
3789,270.57142857142856,1644382.146337681,2006026.8211567227,2422150.327154015,1980870.388599501,2255250.881069738,2029896.8800860152,2264771.070750517,1755790.2031294524,1692654.1740211316,1821117.674912903,2143274.517801171,2091465.9913741227
3790,270.6428571428571,1657515.2219908473,1945432.1709583106,2319945.2871685955,1936764.0578494584,2400790.7288894416,2068499.7402815393,2503172.5260821623,1776725.9951451696,1704050.9175453654,1776285.0805998193,2204140.378391703,2099262.4283173424
3791,270.7142857142857,1631767.5182378492,1998838.9329677748,2498860.4780680835,1883755.8795832722,2215599.856809937,1936626.3619236595,2299174.9176336625,1799473.525798452,1773900.7264484554,1914624.072208403,2208482.4552037753,2119694.7478016564
3792,270.7857142857143,1639195.4193991867,1934372.4446741838,2426013.7587888287,1895405.9492471067,2179696.9500724305,2082842.4908428616,2393749.60371163,1776898.6926473728,1722368.283838887,1880473.6641486895,2185090.6767803878,2263825.900027965
3793,270.85714285714283,1577275.6670943939,1931053.5985994742,2403316.204537847,1881181.883337451,2168980.960929343,1915581.8814395883,2325437.616744089,1761804.656614206,1862179.1311170037,1869878.0560508464,2231080.6765673067,2066659.3374416716
3794,270.9285714285714,1657493.1651442517,2052166.25335472,2442427.9934148057,2021595.3761451605,1991038.468805086,1991345.4647932432,2394766.275039124,1759359.530782014,1757480.4962996205,1930211.42045693,2223038.319965889,2280546.1688950825
3795,271.0,1621529.0170372976,1919457.7599501184,2427531.82611552,1862229.1136668765,2158240.744102981,1847190.0398759216,2195813.3193039456,1815219.0904885053,1760739.821658431,1999488.2583883144,2454427.595399466,2245412.9927877625
3796,271.07142857142856,1614436.89928512,1957736.2108382615,2506274.4685864053,2052469.3252672714,2289083.049601211,1898914.6300633287,2424806.9501945293,1791206.7331792,1644265.1608255068,1686830.2600097135,2351467.970111551,2208786.2989212116
3797,271.1428571428571,1640227.9700859098,2020580.2147475884,2457979.505408918,1960114.4690502416,2178475.2890050146,2063838.622545384,2241687.684497218,1792855.5883635043,1658684.2841379002,1750319.5795223454,2508689.054647245,2101087.0919228904
3798,271.2142857142857,1744731.4484503411,1979863.378045677,2458469.707776316,1947496.252946376,2307680.121271145,2083171.1398219194,2222848.74834766,1756632.508824668,1640977.4839703091,1737358.89120169,2162426.6971663833,2128097.9634996
3799,271.2857142857143,1669630.1997347912,1815490.7837031174,2351044.2004913148,1873524.7929389167,2078679.2967043065,2073521.2571669177,2318800.685407206,1782504.6105070994,1654816.0006727783,1766048.5988919314,2277406.011030914,2149951.535013226
3800,271.35714285714283,1693384.4409965998,1894487.4856720897,2355944.1569158416,1958449.725303841,2290395.3194915825,1818215.6887871134,2129582.043527993,1784034.148605976,1659807.325319608,1763945.7679853837,2176170.1604092205,2274254.904112007
3801,271.4285714285714,1587692.7724864502,1925905.9782313171,2490076.0582458214,1983981.579605659,2149181.999009661,1887489.2247487237,2449319.395240776,1852469.6023945238,1664728.930816923,1886472.2701380833,2301876.165953961,2152617.3963344577
3802,271.5,1598426.2624457693,2062473.6433587219,2673196.494672842,1976464.3559337994,2121433.2399333934,1945022.2950721055,2211162.923557133,1832923.0051818183,1545773.1685627694,1796980.3638649185,2167542.2693482153,2203413.1651989506
3803,271.57142857142856,1670658.5713758438,1954703.658738824,2481953.66080804,1892651.8767158806,2161098.6229210403,2116391.9576174943,2386828.9832421774,1839829.2439264925,1689296.642530292,1906665.7104480567,2298103.5373073993,2293832.980787067
3804,271.6428571428571,1702774.2168332809,1969589.2052400056,2231334.8223362514,1879638.2833793915,2298193.362384753,2096899.351946711,2342238.7162903682,1839829.2439264925,1698906.6504708661,1909210.492021698,2273926.925555352,2185910.8766981894
3805,271.7142857142857,1757819.54881389,1990871.8722213528,2340248.3397556357,1923926.8611358195,2217301.8339580297,1914339.5380850164,2346335.594751717,1774714.9474789125,1686887.4025198724,1948333.5349578818,2369899.698566663,2166904.5707510407
3806,271.7857142857143,1684668.0735386668,1994350.4155923354,2244666.246748815,1875525.9673782883,2262026.2875499944,2058874.3373044487,2048341.2410005447,1755419.7077616777,1738399.698631975,1949158.7815843236,2328918.4390233536,2245825.886857974
3807,271.85714285714283,1663268.7202145145,1938134.9374610526,2290227.0469059316,1896128.7640091637,2123958.0490658414,2058874.3373044487,2216626.856347138,1808752.716667118,1672944.7835493719,1833040.9617217984,2427107.827543683,2190024.167126733
3808,271.9285714285714,1657016.3305826795,1932601.3445316907,2225855.1329568764,1926988.3390126533,2164806.365755279,2100088.480725163,2229488.016579918,1770665.496201762,1595856.1641070265,1835871.2740987458,2330996.581552648,2200934.3904788685
3809,272.0,1634925.0148171368,1832084.776059499,2242615.092809118,1882839.2174778753,1972728.064901201,1979029.0055156392,2103490.80838729,1834134.7272597393,1697074.3058243897,1841797.4243189516,2352002.3464163262,2272130.3065239247
3810,272.07142857142856,1602679.002359564,1894387.9274505065,2403555.360261068,1926648.141580173,2121811.240664995,1974394.8484698178,2308057.9236905943,1796243.1375619783,1781998.9554754423,1731974.0287017378,2252108.525774764,2223387.5024397126
3811,272.1428571428571,1544089.5081179233,1828138.89197901,2242645.801069455,1795906.3096105906,1986484.6988029568,1890154.2382895253,2124845.3072117595,1816972.6376437235,1745335.610950386,1720250.8003791124,2372447.7985485606,2257102.2439242452
3812,272.2142857142857,1570918.5154627757,2063643.7553527828,2421615.821663795,1904286.677683626,2234083.2769897464,1910232.1154405368,2126329.826444681,1787761.9367579867,1693492.962190205,1867844.4671436038,2422019.423140854,2271196.6726485915
3813,272.2857142857143,1687063.2011955746,1987480.7227615993,2298088.5606358415,1877349.1536860324,2119770.82498637,2071074.3971481863,2037549.848599522,1820739.366724854,1717243.6698273942,1845339.4868780344,2359723.6369457697,2260300.8516885927
3814,272.35714285714283,1529728.7600799429,1953594.768874288,2259280.0653567896,1941328.3711261442,2309072.994641257,2106433.072585966,2106426.859022775,1771366.9037204196,1738062.6244738246,1895737.4487917267,2325973.338385157,2180412.179597052
3815,272.4285714285714,1635560.6277389862,2035027.296440354,2311677.3302803906,1882380.2449120237,2118892.0786834145,1857281.343872916,2218481.2326877536,1776487.0585848042,1816579.5487405094,1839006.6056695557,2379936.5021676514,2165598.771207893
3816,272.5,1629006.4451153143,2093189.0141830167,2431339.6128963702,1936301.6926311546,2133288.974720596,2005662.306463217,2151190.103483617,1809628.7957951087,1825825.6182005876,1800082.938746331,2373038.081924353,2205815.0933822505
3817,272.57142857142856,1601877.750517351,2012745.156493356,2382617.0352860126,1947032.847498739,2402188.761705223,1966938.0962228386,2203989.9013702334,1770725.7872218518,1825786.6997831403,1726141.9864414455,2426489.450306263,2265042.854204442
3818,272.6428571428571,1669046.318429048,1936564.0845289933,2457212.3837672267,1971684.218122465,2263712.5231597526,2026908.1129722702,2266054.5185198463,1761005.9183697216,1822348.0890492934,1674061.4416949737,2392683.2919933414,2258605.5858803876
3819,272.7142857142857,1686646.0626064683,1948065.5865776867,2314761.554430125,2006317.2353672578,2096734.0891140287,1983926.614141418,2325058.427404941,1866936.5050382153,1736334.7647322852,1925279.2274160364,2310639.503893398,2280823.90966222
3820,272.7857142857143,1667720.2735251796,1923849.2485272135,2267599.91654688,1895337.8412342193,2112725.356721014,2084181.8807167695,2320240.1253043027,1799195.7223679738,1698979.2419504921,1888750.4087281472,2230786.827387204,2172163.6122932774
3821,272.85714285714283,1591434.5328463088,2087527.3962000313,2372826.6638048906,2015466.9600920754,2186343.989270134,2026604.1491503853,2371805.064653895,1843306.884500334,1671549.625292618,1706069.8980408523,2240712.4354039053,2210131.9200442256
3822,272.9285714285714,1604431.953757799,1800682.9454712474,2137596.5624100105,1933350.6394537764,2109356.5461779786,1998670.7135777234,,1863468.4761803788,1692573.8563890755,1694503.7229338891,2272491.483153857,2274984.1747177993
3823,273.0,1679813.9161936431,1871894.7041896058,2254287.148566414,1839514.2778658576,2309099.1628941093,2009656.7881031565,,1864578.968827905,1700573.285579729,1797600.3950542707,2265641.2117901933,2281081.6581409923
3824,273.07142857142856,1610995.5310548258,1932147.434639436,2356005.3609816926,1846007.7041015488,2201368.0757732964,1979312.4640196501,2203668.6024690713,1874318.739305827,1702765.0570444905,1732203.0698610598,2301566.635147346,2221959.017351623
3825,273.1428571428571,1615670.9299325915,2126293.6296854047,2362676.29138364,1934825.3400335896,2230822.406957255,1998356.6017455158,2188082.9890283667,1797708.9858340672,1763632.7995594435,1756493.9954433814,2482633.6124220495,2199737.09816105
3826,273.2142857142857,1613536.1985380847,1922349.2084891358,2286591.4905349566,1947179.4763918428,2281262.9988482003,1872817.5261626176,,1834693.9523426162,1630688.3265929923,1726207.1512196467,2483697.3730687387,2193440.0704665035
3827,273.2857142857143,1559210.6133796254,1980148.3302534407,2290671.561188744,1878198.4778006352,2392833.6407348085,1914360.0778557651,2347287.002186457,1817521.2056303357,1792084.0205588061,1648927.2662946917,2344172.7112978217,2229556.150029632
3828,273.35714285714283,1668491.5085791273,2185777.2109901323,2299849.418713239,2011617.9129123816,2345952.8236944056,2070123.3463193064,2395002.293227475,1861319.9114127809,1709903.7399328444,1864289.456625772,2431065.635148773,2212807.820725859
3829,273.4285714285714,1630339.1807019184,1964961.2943436631,2340422.7579887803,1954629.17198733,2520215.366222062,2091319.2857481597,2505446.6503277128,1846834.1282564295,1711998.5393601097,1797837.2846014113,2338691.077227046,2258595.5206679697
3830,273.5,1592028.439190636,1926047.3915670183,2288174.3283741362,1919090.0155791196,2325683.737816249,2097295.7140119006,2319195.959957948,1813260.3694437195,1705910.0047068219,1766493.6425308858,2435356.9641636778,2219989.200206762
3831,273.57142857142856,1730929.3542750252,2060370.0285367807,2325718.6859422964,1899372.0407414222,2321230.4662421863,2077241.3951995089,2559095.827229344,1863113.1079769274,1856538.0587341478,,2434836.738594253,2174255.7454745164
3832,273.6428571428571,1617662.0088932791,2024284.829304904,2241606.480125905,1892293.8890343946,2181477.826529922,2016676.0700155809,2238810.181256124,1847560.7178276198,1635881.7482115147,1781901.9894509397,2367133.7232566657,2301613.467482002
3833,273.7142857142857,1641396.9592492469,2065962.111336199,2277774.3767045992,1933614.742574897,2236561.5260502137,2029132.3766374243,,1853285.9218367962,1723994.2290034783,1780527.5375162666,2449648.32688145,2276239.473316443
3834,273.7857142857143,1634391.4316216828,2008880.4989960443,2216630.3664292274,1883383.2656218118,2294276.217342576,2041819.3849335262,,1810861.241421116,1648698.7961996866,1815877.4573011352,2421777.6453348286,2271650.385162517
3835,273.85714285714283,1605490.697169091,1841512.48661123,2244729.365032992,1869453.6045161237,2385738.1158405356,2023428.6727279364,2356803.4152048863,1754631.9855807023,1731160.7651113814,1807033.6814983664,2372415.625138296,2131452.9091249015
3836,273.9285714285714,1633138.923751142,1891200.179339866,2558039.846065934,1847983.1472221091,2204399.5622377805,2101116.3343128986,2401284.7333381553,1773788.098066616,1646426.879526223,1964700.541901472,2491940.5513381646,2265528.223109912
3837,274.0,1572059.375558654,1867507.8684388688,2378863.661939798,1985320.9574756327,2149923.461949358,2114188.2682757066,2485643.6750845197,1845169.9742162146,1625663.1077400076,1860698.0487488208,2366015.318152738,2322581.0194761963
3838,274.07142857142856,1611895.3787824153,1958523.430286526,2284331.210975974,1987109.8649026158,2130989.7076487998,2043301.8451205527,2401733.642709578,1836889.190749719,1667829.129876815,1878834.865685913,2578006.6264846157,2286158.324813313
3839,274.1428571428571,1546546.2770738604,2071868.1900814034,2265703.351860044,1888973.4022589254,2160084.371723684,2037259.323677571,2162436.7975663575,1801110.6949110948,1646312.0687641657,1857346.0560032772,2463802.858220778,2119861.8210420613
3840,274.2142857142857,1666079.1021346431,2018595.5594591326,2363159.286441209,2001863.8396429643,2194811.8841196396,2103815.6587576186,2214575.6611598316,1761843.9917423008,1662338.8490247664,1987230.6292915633,2186374.6613956294,2245126.054150655
3841,274.2857142857143,1601682.1919544332,2044085.5559838703,2363719.856125508,2059772.8006136268,2246355.553596731,2019481.1826232316,2325968.811313086,1772530.0471428991,1649534.9460981437,1977628.9494168404,2176799.0845655967,2369966.826297513
3842,274.35714285714283,1556852.5412910357,2017290.2519693815,2382064.536093243,1957069.049262502,2310194.8286040463,2039449.5057397734,2354023.832270644,1841067.709796152,1659631.2609210229,1929715.6147784218,2287819.950353535,2255918.407305395
3843,274.4285714285714,1604430.6954777406,2004453.949456183,2230681.485223291,1966571.470548489,2204419.2947016237,1993587.9888591275,2230870.2242303034,1805238.849335752,1655890.730598927,1867419.1656435765,2354439.727670532,2328415.4834066727
3844,274.5,1686892.1757359896,1893774.1270867297,2242740.370676185,1982827.7885250761,2313625.083215144,2005986.1750278878,2311509.562798309,1794605.280956372,1693719.8142452566,1901607.8788803082,2277115.7709680437,2398166.6862825775
3845,274.57142857142856,1670087.7198723268,1903072.3497218476,2376511.1627893634,1972468.9065808018,2330878.7052600123,2102890.891020781,2322482.5676169605,1831103.0235606104,1660293.0083217162,1900449.7111953443,2253146.733263352,2368893.493800879
3846,274.6428571428571,1614998.102064039,1917398.003634731,2333914.286005368,1962128.3109991418,2301984.224940682,2026752.827533549,2312564.7527633808,1860913.857579755,1676565.6201837955,1907059.9733556116,2309879.6679858305,2240371.4949417724
3847,274.7142857142857,1668221.2038685577,1898746.2620960136,2530008.0669944445,1959593.8188938533,2253305.074369789,2053705.1686252872,2359078.624318712,1851289.4640856544,1714587.3261781977,1860979.7640607168,2227588.881681425,2206974.831593296
3848,274.7857142857143,1578062.4339823402,1857703.6348206347,2463911.641528959,1997169.5486403916,2311352.7134096744,2102794.484697359,2195915.7167488444,1809352.894348448,1677888.5385283283,1762327.079310481,2220826.1146967737,2256375.073787841
3849,274.85714285714283,1633645.3717618862,2011914.7594689745,2234290.3445604164,1859417.4292607508,2324853.359234595,2057658.2548784628,2272359.902181785,1790791.3314810933,1634019.8931217277,1752238.7332476166,2269462.1246625828,2243105.903849929
3850,274.9285714285714,1641355.8885720049,1952589.8091851245,2242440.587194561,2043784.239051192,2347672.672723734,2091326.344013273,2379404.4597278703,1855177.201689662,1618148.131778418,1849524.5287141742,2418347.016699401,2215810.856337362
3851,275.0,1615858.0971348542,1741117.6715241545,2280118.375598178,1923279.8479344102,2150904.2098594476,1953031.269608477,2202993.312096297,1738257.7198316033,1668983.1883904757,1817144.0728172055,2185767.4546544985,2278540.724067201
