Frame,Time,0001_1,0001_2,0001_3,0001_4,0001_5,0001_6,0001_7,0002_1,0002_2,0002_3,0002_4,0002_5
3009,214.85714285714283,1756074.7414389104,1978586.5919623156,2379135.885143777,2048835.921845432,2279485.7659655036,2045441.3543043206,,1766839.6184160076,1881878.7220496852,1924917.6037838547,2229079.039436829,2315314.8122041984
3010,214.92857142857144,1726907.096251947,2070177.7736869482,2283794.104154914,2039873.1098174383,2434105.4002263383,2035522.7688894079,,1781295.8641848448,1824308.61407955,1906188.1249571124,2223813.293811626,2304045.6401000046
3011,215.0,1792990.9312979528,1926777.5682950255,2221125.6213964922,2009348.5025014018,2273759.294708539,2058285.9150854,,1773467.9976961873,1854504.43582435,1881886.9737530542,,2457997.3454691097
3012,215.07142857142856,1731232.7912102041,2083162.5051450015,2375177.5465481523,2022157.905588436,2341076.2859703186,2037953.3896697743,,1767823.0850480078,1961160.2223200179,2102219.3730494096,,2432543.8377518672
3013,215.1428571428572,1795427.3002008821,1995226.4188229314,2145589.27244287,1920399.632327648,2337205.7389864675,2094803.338997625,,1789018.8749342954,1831886.8671442096,1990890.03682222,,2273669.156760396
3014,215.2142857142857,1805296.9832440936,1884671.0865537233,2142589.0699050957,1951890.6205599953,2252010.5660234494,2079367.4238874388,,1799661.321370161,1968447.3126440884,1953913.401222608,,2372569.8302765638
3015,215.28571428571428,1833632.6318850992,1903245.350367321,2055998.5043095278,1965740.9978977079,2202967.848310145,2059868.1615676966,,1908061.0332618225,1930941.6003729198,1880712.010631296,2555245.288710946,2326342.8359488887
3016,215.35714285714283,1687577.8762967675,1875185.5240892607,2165127.5782365846,1949888.6066656513,2214170.0080506457,2048440.921743482,,1827910.2908885167,1862077.8816989746,1902179.3028994,,2414570.5351153305
3017,215.42857142857144,1825269.9482648135,1947634.784896644,2116832.7477067253,1915217.870276992,2276714.805954172,2066263.5236076126,,1873798.8725479718,1905472.5834506268,2089679.7572677082,2453100.5410915227,2446080.8627512497
3018,215.5,1810795.3693720275,1991559.3297139483,2162967.0158376587,1911014.2110721176,2282925.92923657,2053367.7050038013,,1896998.1320189976,1844952.5873973034,1951499.260849486,2501786.671663455,2212007.8761927686
3019,215.57142857142856,1747208.499130544,1946102.76418611,2107673.237468946,1894890.5659748067,2280336.472287227,2127909.6093384973,,1887909.7096838986,1830978.0953941804,1888717.6942133955,2476235.373741628,2501169.061188157
3020,215.6428571428572,1835228.4961606606,1941102.6074574788,2210632.9194151475,1924135.9083849762,2123556.6157206516,2096792.171954731,,1800272.1903138068,1790791.3352001768,1955111.5463433543,,2282493.863322884
3021,215.7142857142857,1816610.8428437754,1893832.6839696171,2204402.3393799295,1901507.3392531942,2299797.437279366,2056590.8744208917,,1865542.367809595,1922890.1867724275,1789298.4986149245,,2586447.220205128
3022,215.78571428571428,1834541.32417797,1834475.423936798,2135990.5524439537,1890778.9409358446,2282007.141593066,2065035.3103905034,,1814537.2879938297,1915126.1445791593,1993145.7559959362,,2378707.4484132333
3023,215.85714285714283,1710422.3910328802,1809055.3168264164,2132535.935108943,1911720.1636697315,2260427.06969293,2030178.9372968308,,1799206.1679327912,1974916.4226354673,1996073.596547777,,2222091.3658545953
3024,215.92857142857144,1812039.8618650746,2083674.9220657675,2122576.3361410648,1890448.18433874,2415224.4850407033,2044379.5877323519,2134963.8852015208,1789297.471000809,1929676.3393836217,1945427.9049777745,,2374564.2805976397
3025,216.0,1787738.9895434903,2066436.9828652556,2062015.3062740632,1887187.6251190305,2299742.6935318136,2034574.6477743676,2134963.8852015208,1742475.839690606,1903095.4946810813,1869140.2829836751,,2403599.4866581364
3026,216.07142857142856,1699378.784257922,2077799.8594537375,2057530.781864332,1897681.9085147027,2307802.259093025,2069172.9160216106,2134963.8852015208,1739022.5611248866,1890941.4516655293,1959582.3144385293,,2355890.982211019
3027,216.1428571428572,1780553.4303027415,2086555.113096538,2056118.981202661,1897681.9085147027,2199017.2239731816,2099618.6332621807,2134963.8852015208,1810366.9982153673,1924646.0642757777,1778704.4472599314,,2418991.309345213
3028,216.2142857142857,1767715.8990073279,1961961.3001688363,2066135.9469197895,1892165.2993508475,2312502.9657601737,1998283.717409661,2134963.8852015208,1810366.9982153673,1805250.0799714506,1852500.8281183233,,2353323.9184779203
3029,216.28571428571428,1691675.1697611462,2038260.889161873,2114948.2657162137,1894969.5991793259,2302575.8061092724,2026129.826257303,2134963.8852015208,1874383.038943227,1634350.704806543,1629862.0074463112,,2310098.920457848
3030,216.35714285714283,1807018.2891776336,2107773.480961113,2122782.215321109,1885981.200407657,2352446.0831652284,1972771.3903178938,2134963.8852015208,1773927.112699524,1757613.9097738757,1605886.9629398738,,2443794.2282133875
3031,216.42857142857144,1731948.1293366891,1990533.498969041,2154322.5507655074,,2341742.103831508,2010239.0661928824,,1747566.2113783334,1889572.224815747,1647046.8789197,2488603.0777739827,2367687.889798964
3032,216.5,1764361.3805266034,2024824.498822957,2154322.5507655074,,2367306.886219954,2038957.5404950592,,1774952.050462665,1843739.3610748032,1901399.3261230823,2539082.9121412267,2346572.6427368447
3033,216.57142857142856,1742487.7025225116,2001306.5243525433,2157807.9123393474,,2276080.2557365526,2053525.3410051914,,1770884.4096387124,1830994.5219147503,1947552.0546038614,,2276966.6984795323
3034,216.6428571428572,1793961.5474682907,1873074.6411164184,2163482.402044403,,2390164.8750730455,2055636.891488691,,1726104.382237604,1879410.8226843073,1859851.0077249703,,2273408.8816673686
3035,216.7142857142857,1736390.7856066278,1905484.0701042619,2151097.1452220986,,2423933.9816179615,2029662.1457859837,,1754218.798355372,1811285.550300566,1781486.100706857,2408469.529615299,2158803.010654583
3036,216.78571428571428,1784210.9382008847,2083696.7506113998,2151097.1452220986,,2279301.8971678154,2066578.1673091792,,1768560.6107640706,1891664.1646716313,1863783.5258780313,2584801.7284044893,2258385.9710582145
3037,216.85714285714283,1806547.3124095325,1921491.363271853,2148782.151215791,,2388185.6385863638,2004160.4843897216,,1816659.39767109,1930534.807531439,1810177.5006978337,2612668.99494492,2316395.663048622
3038,216.92857142857144,1800914.161223021,1896587.7686137701,,,2327508.7917407234,2004573.199112695,,1794035.5607831245,1862392.0703258868,1847385.5410582663,2701355.575517166,2205587.974491067
3039,217.0,1811591.1601037516,1952515.7521441362,2154467.0321031716,1908457.7088303734,2376404.2048108554,2033384.458154178,,1817586.8893937317,1821039.8534750254,1795795.2099148424,2635653.986805388,2192461.9162338856
3040,217.07142857142856,1773211.6426378314,1969825.7053066203,,,2231777.545149984,2094571.7215424655,,1808710.8670167571,1787438.0507096464,1692939.7610714145,2635653.986805388,2326216.0823869403
3041,217.1428571428572,1673265.6258076776,2118376.374385459,,,2522265.1795825004,2054387.0770895963,,1887047.3873309777,1788527.436273568,1936923.6956214313,2642609.431684965,2406556.339918842
3042,217.2142857142857,1721103.3352390924,2175503.480165862,2168975.829406077,1971916.241725205,2293575.452155918,1930808.9495126854,,1870107.2111612519,1837716.8025734818,1912494.690200977,2589769.228664111,2284223.5065909834
3043,217.28571428571428,1700077.952610251,2002373.7286317197,,1974458.275586238,2302286.8466806137,2021515.0776413966,,1847048.6048235043,1786747.3877573942,1831411.9516161776,2483486.957611393,2264813.7713869917
3044,217.35714285714283,1655332.6671201785,1878155.5478104316,,1981513.3779689223,2372680.940397537,2007940.9870276414,,1810563.3725064402,1781608.2427441822,1892368.206875898,2702949.542001125,2268382.987469566
3045,217.42857142857144,1803267.627433956,2053260.4972695117,,1986145.1846092585,2338576.771864437,2025659.3310786271,,1810563.3725064402,1837773.2859787024,1880406.8982678014,2723207.8706186214,2252476.8208946227
3046,217.5,1739575.1696534115,2017622.4035926044,2082593.1628685463,1986145.1846092585,2262525.2179514086,2064028.356275412,,1746593.1182939175,1815303.5892167322,1934284.0992849953,2717292.011240676,2271379.6071477016
3047,217.57142857142856,1742178.3961525913,1982835.0946724971,2030691.6931762064,1973728.0582609212,2172228.6749172467,2115581.191865419,,1756232.5154360365,2027600.5782289982,2056643.1587561127,2724224.413299766,2246416.114974143
3048,217.6428571428572,1761905.969745397,2023848.3706312166,2051834.6277404106,1972097.008565211,,2177636.334909421,,1763495.9729666468,1835381.3189562971,2036418.1923108904,,2323803.601166594
3049,217.7142857142857,1813439.3969028192,1923519.773929683,2050203.0048590696,1940415.153926149,2188566.1931911,2035081.9996385367,,1812042.1949013076,1874612.1535785813,,2695429.467380813,2257055.190124943
3050,217.78571428571428,1749705.9110599058,1902280.646007182,2010880.5859962504,1940415.153926149,2250230.8166149696,2051444.7367361588,,1758419.6618688642,1913094.5006595051,1960296.30115973,2691461.315486841,2258206.1350522316
3051,217.85714285714283,1722853.1585195465,1963900.043720304,2190689.119020782,1932241.155665309,2332240.0688964045,2065980.4290478225,,1800104.5399120504,2009667.6424379419,2084090.0334711485,2652803.4905006,2244816.642287929
3052,217.92857142857144,1780724.768458156,1879674.1674945026,2426218.926887583,1967452.2721717302,2441649.254844332,2140566.0529191843,,1809233.9926137347,1894405.4113047665,2152693.3641297263,2549686.5857763407,2166021.3112150365
3053,218.0,1734731.6776484516,1816308.2332255752,2352941.597048642,1882688.5325136995,2324391.551048971,2173855.0825325255,,1830080.751884859,1968886.3435350452,2082609.2157487867,2549686.5857763407,2156664.559475818
3054,218.07142857142856,1826593.3286290115,1912395.4808377002,2223552.793487345,1794691.899793962,2327797.430648275,2148744.1853520684,,1872032.3522547907,1925514.57929705,1938674.9161461757,2739818.354406507,2130688.1636418155
3055,218.1428571428572,1778270.4090455675,1832182.678008348,2317017.866302795,2008148.4017837998,2347442.526635315,2113366.550099274,,1818519.7648214905,1948908.690796517,1902670.2048454506,,2159585.311328373
3056,218.2142857142857,1774039.014170312,1844087.288559216,2460794.8227507523,1909487.6933775472,2158992.898301528,2113202.4760242286,,1828824.2460086702,1964106.0760846762,2064367.8051311865,2693704.7710256437,2178002.124332301
3057,218.28571428571428,1788107.9237999711,1866486.9290512165,2387190.560095564,1969510.2590575824,2277784.9124965407,2159796.365700322,,1785213.4544955925,1876597.8238737949,2009918.5887746622,2480011.24795317,2229125.1729330174
3058,218.35714285714283,1812491.844974214,1914870.1116051425,2390886.422807001,1916857.6541778033,2158343.5952347904,2139355.25461586,,1794171.265251934,1792837.3372805882,2042096.5192487964,2619362.537631257,2235671.5076862006
3059,218.42857142857144,1809330.9424410048,1918694.0548660513,2422613.628136584,1839038.6275042442,2260973.341018581,2057288.1227835552,,1806302.1964737072,1881459.3836872843,1944407.0870730334,,2200678.3344423734
3060,218.5,1805611.1482440943,1939961.9824337165,2348668.574416727,1895575.8852048428,2253778.6769478703,2079024.7124428812,,1793250.4488820913,1899461.7910447805,2022174.653007441,2408484.283480364,2430397.788247962
3061,218.57142857142856,1742162.6039453028,2009232.135663446,2348668.574416727,1890199.0487932328,2263046.7659811606,2078004.0141600247,,1744241.1452936057,1805754.871019614,1844667.4595958083,2317469.002929048,2168687.741973065
3062,218.6428571428572,1844524.2219159668,2058291.7146514321,2465115.374178016,1809900.6403867186,2280927.105377359,2086835.7843161817,,1800576.4898317014,1842441.7916224278,,2319340.8152113366,2228595.1558333826
3063,218.7142857142857,1816831.4033138396,2025488.3471051424,2414662.6944246334,1860790.3987609702,2349742.912757107,2083331.1077353673,,1814773.0478076844,1922040.5147414259,2024441.9994269079,,2425106.7456917614
3064,218.78571428571428,1806217.9877388978,1963579.584764285,2241029.7477458613,1845750.3538251158,2314414.812142447,2052623.712283884,,1802571.3542767882,1916671.0533924177,2017937.603215759,,2306047.2303522793
3065,218.85714285714283,1816879.2078440194,2012943.0113251384,2466287.654055105,1879643.2266736382,2367464.560532731,2093828.2135137774,,1773745.2531150312,1923834.134762359,,2520908.9515822786,2227375.124585664
3066,218.92857142857144,1810507.6354750665,1931364.1251617672,2499190.1440839386,1869953.8549624374,2367807.091747893,2006210.962825295,,1792175.8959818159,1963106.4709849271,1944205.11387087,,2177989.4061248484
3067,219.0,1822257.4036415976,1944408.3758443454,2499190.1440839386,1782591.6276326287,2362544.3842397276,2136796.5435174326,,1792175.8959818159,1930549.9304550614,1854685.5130535765,,2316234.48726272
3068,219.07142857142856,1794437.9008495377,1943258.3102880581,2523554.223773782,1797556.0731478473,2513545.8424412957,2047525.947417867,,1814637.448505596,2049381.4367427973,1955367.7065186566,,2553944.7276545325
3069,219.1428571428572,1810676.8237875977,2006672.8861808034,,1771738.7293640305,2375118.7500648256,1999687.6988409685,,1712902.04048113,1947847.857028042,1867744.6390311643,,2193489.1212476487
3070,219.2142857142857,1819206.100613103,2003905.328523916,2586553.318002164,1793094.8966288513,2487529.3266506097,2056589.716760312,,1801317.0175447406,1957502.135542618,,2805108.0054734726,2282960.8448064737
3071,219.28571428571428,1831132.9039809746,2000393.9887130875,,1887170.442374488,2167608.686538663,1965141.2141150788,,1758458.781828451,1980499.1561231064,1946323.1371754706,,2225489.83020192
3072,219.35714285714283,1860817.9380207176,1919855.2311444224,,1990965.1591717682,2342496.8617550544,1974334.7182546149,,1787438.642218471,1945487.9452746375,1815596.68759344,2647769.046037515,2261500.5933155254
3073,219.42857142857144,1795935.4393562288,1843068.6500411048,,1963653.2032339042,2319888.9386765026,1990182.8223418163,,1787578.9257040734,1939910.2158881037,1833264.0840799883,,2352285.077985175
3074,219.5,1821661.3462231266,1844503.3774429963,,1947277.677124742,2369168.272698863,1995531.616130955,,1797663.321579573,2063170.5816657078,1932584.301543081,,2352870.7836813945
3075,219.57142857142856,1777833.6741315643,1855951.2983260422,,1968129.6759892202,,2002491.2892784602,,1797663.321579573,1942163.3228746748,1725572.21882746,2527114.1594530237,2378461.104508067
3076,219.6428571428572,1857316.1373663938,1811669.9626274358,,1946920.6345056053,2355467.6559520653,2024817.4707954552,,1782672.8589656164,1930478.9936703534,1816025.2894029387,2677764.3610592987,2154309.9070134875
3077,219.7142857142857,1792977.8901041048,1936533.1571415532,,1914629.2986035454,2296119.3311302136,2003327.66700906,,1767385.6952584432,1944386.289618049,1741362.1484660734,,2302689.7317978335
3078,219.78571428571428,1769381.7396783514,1894806.550975178,2431469.46271577,2068235.8880840263,2411255.0778661487,1973640.3921262592,,1799056.5013125455,1981445.850285616,1858033.3783012799,,2235878.3271003496
3079,219.85714285714283,1781309.3707586005,1995162.4911137423,2537997.107040739,2029116.5142015603,2347577.7357337815,1896410.6422857584,,1791769.683059778,1909536.8690229366,1872731.0347614815,2661296.125891035,2269313.7834437997
3080,219.92857142857144,1885282.4664859246,1902732.0268835563,2191083.4459886844,2060209.2943059902,2328685.229857655,1987878.4199136316,,1754222.1487672497,1990788.2920123935,1729765.1098950484,,2494960.1961812833
3081,220.0,1777534.4316409626,1838530.600161481,2173269.7298225467,2035092.6447782558,2240652.2069096155,2021567.926533105,,1769817.200366235,1923326.1495812763,1723741.933641264,2627175.0423519956,2572246.440973279
3082,220.07142857142856,1883380.1777102186,1864787.2868963343,2202509.6960759787,2036417.176991375,2263475.6905313698,2058696.410718771,,1785127.4446619775,1990353.294330556,1784565.878949874,,2302708.0530619468
3083,220.1428571428572,1875313.9700132152,1929236.8012501623,2202509.6960759787,2016621.6688203535,2340731.2189219664,2116249.466127971,2149147.960799588,1793765.8073303693,2006558.4380691913,1793927.5855956052,,2274410.974224925
3084,220.2142857142857,1901059.2165275693,1967132.8630683776,2522867.708008654,1954804.6466966097,2321449.6845123586,2019728.798310279,2149147.960799588,1872870.3872454218,2058600.1417633859,1720563.8282172964,,2449525.7186404164
3085,220.28571428571428,1859557.0212054679,1853643.8022689535,2473916.4667566414,2007263.292855748,2255465.898142694,1990963.0613686028,2146876.403973119,1861314.316546006,1951651.1563393942,1720629.4838710327,2723556.6080615264,2413681.0997731336
3086,220.35714285714283,1874136.009647996,1923178.7582248095,2434702.0436563483,1972660.8853145328,2119866.9458207185,2068051.8711460198,2346547.9865274862,1917415.9550195916,1933384.6358631353,1944241.0107322333,2970905.042879002,2428707.9873954686
3087,220.42857142857144,1835871.5555211978,1866480.3253935894,2304099.7226963965,2037776.4426409707,2233117.983996433,2034113.67999919,2278736.269853862,1771949.424426099,1906624.5956493404,1978301.5547061013,2928519.5363507112,2309081.477211993
3088,220.5,1858871.8153659564,2046023.6812292226,2185919.973256375,2049468.5569190541,2243391.0819837265,2036594.5956019592,2350742.654962329,1711532.738035939,1908591.0180972805,1722707.9571240894,2906571.9760742136,2261213.601756314
3089,220.57142857142856,1854512.432388722,2080243.0588993956,2154675.5879816534,2044936.633898139,2238733.424559087,2085161.6128665386,2414084.8699536296,1825981.4738813927,1888599.556652202,1839379.207630914,2969873.407847858,2279474.6615749667
3090,220.6428571428572,1825603.2423406553,1832810.380540171,2278450.8724665483,2051850.8117535142,2306883.9253727607,2058245.6355146596,2340679.6193216774,1729243.6458045726,1925602.7607587508,1787282.9160966366,2952764.078782532,2326527.688235424
3091,220.7142857142857,1802053.301406388,2024620.5901670344,2250735.047446902,1985619.8071089191,2211660.1087397495,2049498.1805903076,2247717.8978744666,1760474.8210539238,1916063.469490095,1903393.1727497138,2725704.450105681,2294385.9022968705
3092,220.78571428571428,1804639.5857437525,1893630.5055734948,2241655.0233706315,2045254.03856255,2185669.859948432,2063902.2750965944,2463746.910376034,1818755.2658066975,1993216.5474057905,1904676.0911856662,2932680.6530584544,2361858.7919879733
3093,220.85714285714283,1834061.758707915,1961234.0815647747,2197215.2575161075,2036686.4570629415,2188145.447058047,2027834.1016722969,2268399.2580744107,1737788.3870649934,2012410.9014623417,1826524.4842506833,2886464.7245553383,2291498.2291283417
3094,220.92857142857144,1866317.574264827,1899755.5874971685,2289973.3108025887,2091794.0205980765,2244868.592009554,2055084.1635492416,2270179.289039266,1780331.9814926947,1926969.3382316283,1761298.2307221617,2867789.894012151,2444681.6772907693
3095,221.0,1838052.6329463166,1908386.3934005986,2197724.3626043424,2026690.8798722893,2277523.586313944,1999813.0319727333,2155005.061017466,1788112.9995300574,1968058.1459445967,1860123.2045185526,,2323560.9064552505
3096,221.07142857142856,1828846.464122487,2018219.5131939328,2336382.8358036214,2085075.6485476168,2319368.694799858,1981382.8569320203,2267319.3073414066,1785716.40168298,1901861.0362463563,1928893.5695780383,2598473.3780030995,2360048.4631475434
3097,221.1428571428572,1819423.519362955,1957504.5203421135,2213398.0013753017,2027426.3619895137,2258030.2957034693,2010839.9572816216,2204561.2442709706,1789153.3459674553,1931692.3661343467,2009964.517925136,,2300773.4377001394
3098,221.2142857142857,1835937.952368177,2097216.6376404376,2265976.5339370607,1933356.4609649167,2366249.8735989872,2012676.7115685027,2211162.750500796,1800833.489194514,1916551.626316205,1895718.684322671,2695433.0947840004,2198367.923731155
3099,221.28571428571428,1799301.4891140761,2107498.1641587084,2180982.486236088,2066817.6828724367,2228368.6029094057,1945788.649270023,,1783055.694858449,2000275.1570596807,1962339.795034347,2505549.7485073055,2264372.651897178
3100,221.35714285714283,1839407.2774269057,1943811.8778209526,2300693.0731737623,2080963.9576832652,2235006.652217105,2016857.3723073606,2409410.0062910123,1680943.1638347632,1895481.2838659207,2041656.2118389725,2535184.7508469895,2257915.8124984526
3101,221.42857142857144,1833841.1514055738,2039185.7721568837,2266697.786967647,1930333.940827956,2358877.783444232,2091487.362736776,2296306.005032854,1760909.0964029422,1861211.2620533593,2059175.3430139646,2777913.452394329,2357722.7677696664
3102,221.5,1840752.0459086231,1886930.754178993,2316857.5485763308,1804800.8451345463,2536080.5621070517,1950236.251940724,2281312.0868533677,1829333.386441474,1850644.6059033775,2021081.5925436537,2838505.8243563864,2279056.4002005495
3103,221.57142857142856,1856898.7451236057,1987443.7015513398,2258428.416573023,1919126.9010924266,2475484.330564871,2084314.9613767853,2119981.722227355,1803053.2664238934,1835660.7003671285,2002381.1274928963,2744718.399108425,2214184.4090431277
3104,221.6428571428572,1855023.375349672,2086173.975486578,2253499.068255506,1964162.8213946281,2369087.7258564453,2097738.7474459945,2350804.807540146,1769768.3329783576,1898844.800905565,2099490.260374361,2797754.623250914,2177887.869140354
3105,221.7142857142857,1810382.0092862747,1999843.6707234485,2253777.9882746944,1892447.763877785,2424180.940382127,2060283.0249151047,2322453.466819876,1773219.6906883146,1777581.1044707,2025565.5759690811,2745529.8494181265,2237141.8819668065
3106,221.78571428571428,1835238.1282202308,2003062.0947377011,2229291.373024303,1867032.1453396836,2458602.0697728596,2091440.0741383657,2219430.416942886,1787927.1920089356,1869655.0388546214,1930193.7210818175,2491956.1764846966,2347021.7158673727
3107,221.85714285714283,1823864.3175080311,2026773.192648412,2223291.186000147,1878651.1602133694,2390382.9467296083,2087335.083830631,2286201.4916960537,1761976.696329605,1812714.7231657126,1962664.783344526,2549191.639853203,2365197.0232564374
3108,221.92857142857144,1753332.367891407,1948744.7147354065,2245984.537094271,1810827.9243638536,2542954.97702631,2061789.2471268522,2288125.1709181573,1787463.8840706674,1908069.4279198525,2163321.7699734047,2807091.42061393,2264328.4456965793
3109,222.0,1827957.5040986824,2073674.905264219,2355366.750608007,1931686.6231006072,2377931.2971636634,2029905.9092842692,2311389.052961177,1714154.4679899903,1895395.2751390806,1998882.8311002387,2701706.872331345,2197888.0436738087
3110,222.07142857142856,1802161.5286173057,1924505.6753937355,2236298.6276542544,1916649.5252853618,2516614.329903939,2067080.2013746134,2316145.065766226,1737312.8776320799,1851278.5295914435,2052745.3153919245,,2321665.2519272272
3111,222.1428571428572,1795962.297059716,2042259.701718693,2235229.6711666533,1790858.6917846736,2494443.8882343858,2007173.1977977061,2436666.4634204586,1746877.1772577793,1889736.1529594809,1976055.902710349,2610396.8307491764,2200930.688095102
3112,222.2142857142857,1859886.4903506928,2021712.57308838,2195037.6812326317,1844636.6759082172,2532927.182825277,2060369.76110738,2432766.742228314,1886382.4674483156,1851586.7042753447,1979102.8919562062,2816096.7314390936,2427777.8755979203
3113,222.28571428571428,1842839.2017137923,1988079.0420784338,2168248.137323384,1848161.5546215833,2440459.3549428903,2020748.408327466,2370841.0185923898,1886382.4674483156,1862741.7145914151,2083376.1422353133,2739246.2520416216,
3114,222.35714285714283,1812077.640863845,1924611.1776075452,2203583.061046021,1773626.4358355834,2294681.8044798686,2058998.1990045407,2305879.3070432846,1880730.0004033167,1909269.659331529,2002051.6592756617,2681747.957400115,
3115,222.42857142857144,1832208.5464322965,1957051.8503483639,2186231.1835614545,1813778.610262537,2322688.3361618645,2001100.0269737805,2402301.731230419,1790093.7807947376,1866758.7050056101,1976954.3852112463,,2432617.9929227517
3116,222.5,1747807.0474936785,1870387.5049731745,2312317.8027414107,1840670.5316120987,2287359.390688254,2007060.6392453008,2262823.457315912,1726986.338370523,1817840.2945976693,1797218.0545619444,2792605.7087330557,2398578.541589895
3117,222.57142857142856,1818302.8517366291,1853159.679321633,2379216.883935025,1796723.6899826042,2373781.2750415653,2011539.1151854093,2255412.8880309695,1821767.7972803365,1788780.515391981,1839145.7251223442,,2242282.7486966345
3118,222.6428571428572,1745995.5237375922,1888208.0677444504,2381000.5992094898,1811902.0493306536,2365367.8393068425,1995113.8117497212,,1946709.8910705526,1893513.9073212128,1900303.569821011,,2209909.230312267
3119,222.7142857142857,1753810.3184009455,2104255.471927208,2216957.5873402352,1812430.1093079087,2295458.3839030196,2009358.7661963166,,1933746.5074537054,1725052.0716276125,1872444.825228624,,2447088.9418443986
3120,222.78571428571428,1731064.9695212436,1925083.6498157158,2167849.376765346,1827770.8229359845,2412373.2917694673,1989946.922808284,,1788347.7948701377,1735930.6301608041,1957032.5351589322,2419650.4247043794,2243425.0984547753
3121,222.85714285714283,1698327.6087346198,1968721.8280996701,2297690.0475718854,1813538.1829552627,2352051.55015165,2015301.6068171707,,1894635.716027075,1909928.3951153387,1808257.9321758791,2295757.3132840707,2252970.1089121415
3122,222.92857142857144,1778699.5446474336,1961176.5260838147,2314219.7124259705,1904979.3683286898,2252998.338154115,2013805.7500188288,,1901393.2695003904,1869563.2873829398,1930578.5775030528,2695478.5573370303,2229566.904629716
3123,223.0,1770348.1420008426,1911156.828282107,2311740.0613805903,1805200.2287999738,2322984.427856362,1990113.2980729102,,1843569.8564270358,1884492.2169697846,,2527020.9025075035,2369056.482874638
3124,223.07142857142856,1753551.1630810138,1949885.506607723,2302599.6075227866,1849457.0297439373,2297623.7322041932,1998081.0945643631,,1701359.4913639624,1849279.9818756608,1873275.400767141,2547426.8018056853,2254177.9704943304
3125,223.1428571428572,1790137.2981880445,1961542.0933712372,2302599.6075227866,1821932.8206390857,2289142.491078628,2034113.7553276317,,1831591.2552270656,1799208.6972924732,1797960.5269959376,2546088.2277208106,2336572.028610251
3126,223.2142857142857,1822903.5849806156,2105569.286412213,2210265.39180168,1846687.401973602,2244404.271412618,1983226.0327723168,,1803053.2664238934,1792205.1119746515,,2583053.677339366,2443397.9209505985
3127,223.28571428571428,1745483.78113013,1907297.6947438142,2182635.7911177026,1813191.316719894,2279161.142593379,2030569.6932854026,2303944.244229538,1803053.2664238934,1776301.6276042915,1887911.612861795,2322202.628608118,2231368.9746913523
3128,223.35714285714283,1788752.560974773,1968023.4921227966,2098946.347542361,1860590.969975942,2264139.657062006,2079150.3352001715,2249745.5424221493,1765429.2696371323,1715424.2821969534,,2287630.809754279,2439027.7752421713
3129,223.42857142857144,1740833.3796242182,2015477.3252259835,2067738.5050231286,1886544.1104112715,2258966.9751208085,2082700.287954244,2294238.9989925628,1787564.299569357,1792342.34202547,1732385.7385882135,2155752.519014155,2414158.5117021278
3130,223.5,1776964.919413296,2006900.1259468882,2058434.3289963668,1886544.1104112715,2329830.7690280513,2069197.9087441477,2068060.3518385305,1754697.5024893836,1784977.925706894,1911866.6581338865,2248038.1256551216,2302875.962610221
3131,223.57142857142856,1749244.1087939006,1940619.346201179,2056853.6647844578,1886544.1104112715,2168542.531682756,2036174.8358483268,2157660.3400908425,1765601.0368949852,1764003.0551515582,,2216636.584743672,2307517.0798115404
3132,223.6428571428572,1790808.9517266634,1881555.3497788291,2081872.6684422058,1854449.879916386,2379198.196704474,2081804.54017706,2157660.3400908425,1725535.260641733,1760995.9364636627,1861764.0406583399,2274861.2465188187,2415780.2044700435
3133,223.7142857142857,1776500.4262201143,2007271.9835784994,2047064.4639071415,1856310.6391027444,2254626.4460099596,2101550.8260562117,2127626.8097116654,1769187.8045489315,1765510.263504409,1738705.8610154688,2321796.906963655,2359385.342944097
3134,223.78571428571428,1803132.5101194223,2028455.9418326905,2045495.2876231975,1877207.216473315,2222709.4026510348,2047470.7703067486,2127626.8097116654,1750668.4914025532,1787061.076184989,1726449.225577906,2438696.3633600157,2317664.6580415163
3135,223.85714285714283,1787743.3777337822,1835504.1218014746,2072150.179946259,1862888.3615666814,2400206.774769527,1921450.6052913629,2127626.8097116654,1755277.6741331764,1857751.4647018244,1794800.5484544837,2347958.3169510863,2516439.0374833886
3136,223.92857142857144,1759433.4308593005,2016044.6237370854,2072150.179946259,1853799.3955499586,2403867.0328415446,1981532.033590023,2127626.8097116654,1755474.5392784516,1704675.9387459347,2033458.130366848,2372458.93965198,2470665.91964699
3137,224.0,1778479.6548229323,1916281.8084832206,2063384.23853969,1860099.3681036308,2318609.532476951,1869800.7365599964,2127626.8097116654,1797708.7713584534,1784611.155208894,1760418.7784932866,2283441.151794227,2303963.8549422706
3138,224.07142857142856,1801298.9973996151,1915236.9958910476,2077662.1717345042,1880426.140415217,2379193.670294409,2004861.93999032,2127626.8097116654,1836568.1335471896,1807775.3993396629,1716654.5049292226,2400896.4204357443,2331324.1889252802
3139,224.1428571428572,1758990.1253134015,1938135.187430867,2092001.8054156671,1847310.7890995739,2319101.8525411836,2006371.0906950173,2123902.764769235,1795707.872252322,1830063.324846249,1735377.908677655,2269337.8148547844,2243574.975529207
