Condition_mM,Track,VolumeLossTime_s,MotilityLossTime_s,ThrashingLossTime_s,MotilityMinusVolume_s,ThrashingMinusVolume_s,ThrashingMinusMotility_s
21,0001_1,,,0.0,,,
21,0001_2,0.6428571428571428,,0.5714285714285714,,-0.0714285714285714,
21,0001_3,,,42.71428571428572,,,
21,0001_4,,,10.5,,,
21,0002_1,0.7142857142857142,,,,,
21,0002_2,,,7.857142857142857,,,
21,0002_3,0.0714285714285714,,419.6428571428571,,419.57142857142856,
21,0003_1,0.0,,58.21428571428571,,58.21428571428571,
21,0003_2,0.0714285714285714,,511.07142857142856,,511.0,
21,0003_3,,,20.0,,,
21,0004_1,,,22.285714285714285,,,
21,0004_2,0.9285714285714284,,226.07142857142856,,225.14285714285714,
21,0005_1,0.0,,16.71428571428571,,16.71428571428571,
21,0005_2,,,0.0,,,
21,0005_3,,,13.5,,,
21,0006_1,0.2142857142857142,,202.42857142857144,,202.21428571428572,
21,0006_2,,66.57142857142857,33.42857142857142,,,-33.142857142857146
21,0006_3,0.6428571428571428,,22.285714285714285,,21.642857142857142,
21,0007_1,0.2857142857142857,,289.7857142857143,,289.5,
21,0007_2,,,77.14285714285714,,,
21,0007_3,0.4285714285714285,,100.78571428571428,,100.35714285714285,
150,0001_1,0.2857142857142857,,534.0,,533.7142857142857,
150,0001_2,5.928571428571428,,181.92857142857144,,176.00000000000003,
150,0001_3,0.0,,55.285714285714285,,55.285714285714285,
150,0001_4,,,0.0,,,
150,0002_1,0.0,,239.1428571428572,,239.1428571428572,
150,0002_2,0.0,,399.1428571428571,,399.1428571428571,
150,0002_3,0.0,,11.285714285714285,,11.285714285714285,
150,0004_1,0.0,,160.64285714285714,,160.64285714285714,
150,0004_2,0.6428571428571428,298.4285714285714,52.21428571428571,297.7857142857142,51.57142857142856,-246.21428571428567
150,0004_3,51.285714285714285,,223.57142857142856,,172.28571428571428,
150,0005_1,0.0,,47.57142857142857,,47.57142857142857,
150,0005_2,0.7857142857142857,,31.142857142857142,,30.357142857142858,
150,0005_3,0.0714285714285714,,11.642857142857142,,11.571428571428571,
150,0005_4,0.0,,97.57142857142856,,97.57142857142856,
150,0006_1,,,50.57142857142857,,,
150,0006_2,0.2857142857142857,,76.5,,76.21428571428571,
150,0006_3,0.4285714285714285,,63.71428571428571,,63.28571428571428,
250,0001_1,3.142857142857143,531.3571428571428,280.7857142857143,528.2142857142857,277.6428571428571,-250.5714285714285
250,0001_2,0.0714285714285714,520.0,48.71428571428571,519.9285714285714,48.64285714285714,-471.2857142857143
250,0001_3,1.0,288.7857142857143,258.2142857142857,287.7857142857143,257.2142857142857,-30.571428571428555
250,0002_1,0.1428571428571428,,100.85714285714285,,100.71428571428571,
250,0002_2,0.1428571428571428,296.57142857142856,14.714285714285714,296.4285714285714,14.571428571428571,-281.85714285714283
250,0002_3,2.642857142857143,270.7142857142857,71.85714285714285,268.07142857142856,69.21428571428571,-198.8571428571429
250,0002_4,18.142857142857142,,85.28571428571428,,67.14285714285714,
250,0003_1,25.85714285714285,,11.0,,-14.85714285714285,
250,0003_2,0.3571428571428571,386.3571428571428,20.71428571428571,385.99999999999994,20.357142857142854,-365.64285714285705
250,0003_3,0.1428571428571428,335.4285714285714,8.928571428571429,335.2857142857142,8.785714285714286,-326.49999999999994
250,0003_4,0.0714285714285714,,181.3571428571429,,181.2857142857143,
250,0004_1,1.1428571428571428,,78.57142857142857,,77.42857142857143,
