Frame,Time,0001_1,0001_10,0001_4,0001_5,0001_6,0001_7,0001_8,0001_9,0002_1,0002_2,0002_3,0002_4,0002_5,0002_7,0003_1,0003_2,0003_3,0003_4,0003_5,0003_6,0003_7,0003_8,0003_9,0004_1,0004_2,0004_3,0004_4,0004_5,0004_6,0004_7,0004_8
3433,245.1428571428572,1695769.882504567,2037362.3186787188,1549104.5663326648,,1753041.4723323195,1476610.5255419423,1702218.465186816,1546535.3459904082,1297940.701316086,1561636.7915112732,1727185.7618790101,1693900.697933203,1752690.222012027,1352221.5033933597,1732697.2558906006,1693585.0618287022,1742012.8590532907,1772380.0043407653,1747885.745648436,1656629.4064323665,1493320.3142295324,1586951.9112077206,1747913.1898450134,1730733.3605411227,1448789.7737748686,1772741.080722635,1626624.119149608,1705834.7175150292,1627817.2771646953,1444753.1401587462,1811897.9460322077
3434,245.2142857142857,1617242.4685021648,1922825.9156615434,1571955.6714784307,1879271.521477547,1737120.4918068922,1474296.088999334,1611482.9979572906,1455858.3731850616,,1539952.615531322,1718216.7568463553,1678620.5585204295,1704531.056634719,1363699.6474459367,1803932.660377905,1721166.402535154,1607210.4842750693,1772380.0043407653,1742275.0676333676,1653211.0699489645,1568408.7208144576,1586452.6613445322,1809598.378923137,1828389.5346574725,1476175.1300026749,1724704.8769430267,1584455.5548046064,1738198.839941863,1633169.4411675576,1458594.4695882874,1854766.6299565495
3435,245.28571428571428,1604722.70174116,1860329.71747641,1571955.6714784307,1860911.3898854754,1786884.871058152,1461937.0266465903,1661914.2854393169,1462014.4794728842,1400773.1303302804,1570891.4257996934,1707423.0959650048,1678886.7334247655,1766651.7481319932,1440583.3232739952,1739520.789955043,1694522.932227791,1613813.0986051513,1765037.152386729,1707600.8467461087,1668731.0053527267,1551269.1874958088,1552245.3255484463,1747445.0225010838,1810869.1451816638,1432063.7198411839,1749612.2850043464,1622730.613077037,1757056.1893973132,1617872.8439345532,1455883.5493562932,1858596.0063591297
3436,245.35714285714283,1670666.9617964362,2061522.7333892786,1739204.464750431,1993480.0788006864,1805301.1184798612,1462031.6707739052,1717437.1377084132,1647093.060891281,,1594901.2485914985,1715400.5703482272,1709048.387192065,1723348.787791247,1370226.7922082052,1739520.789955043,1733898.5366251946,1607377.5561834276,1756705.0197382784,1690427.0265658207,1660718.0791131572,1568522.7334108935,1556807.1452914532,1776816.978102705,1829112.530989909,1419107.8557785263,1749612.2850043464,1607565.8862444842,1735248.1153710757,1670341.6427217966,1472876.359012672,1758293.6758725476
3437,245.42857142857144,1657100.4876020178,2102460.454171504,1560230.491761257,1934820.3557219447,1725386.2737366846,1566363.8020027857,1686712.7680218602,,,1594901.2485914985,1781414.0872784294,1669875.2778931034,1717937.5325409123,1371883.0906398841,1798778.8604024726,1749730.693507467,1620539.5557935527,1770215.0888368422,1722636.9266430312,1644950.0698981734,1604599.772336044,1555176.2455574744,1791947.0834961007,1747136.8838052698,1489391.7538563034,1795542.7612020283,1618709.065832587,1718768.5319383575,1642155.8870447993,1447274.7963880086,1726541.4844693835
3438,245.5,1689529.3188035619,2074529.7816685485,1587144.922153823,1899484.5512143804,1757278.7826770646,1595371.8907737543,1724803.0027715226,1514300.0192847683,,1579600.5346218457,1724869.836388158,1501976.597904848,1683318.087001496,1358646.7536248995,1747330.7581973851,1731936.1858381869,1647568.5552086188,1777858.828906133,1706160.708733098,1607344.5206326935,1560378.8484404734,1496372.126641645,1719884.852881945,1771196.7638547274,1459213.4478186008,1795542.7612020283,1611158.033264858,1737251.8874725807,1689148.6054286803,1437985.9129309868,1738073.111446726
3439,245.57142857142856,1675844.0300474472,1951561.0245521867,1627198.333775502,1884692.6259053445,1739327.2710453814,1606494.7433634177,1703215.9910142424,1514057.9110664483,,1579326.1479017641,1705649.3355573297,1599048.7793030064,1670716.7881773103,1405972.6631944668,1745651.505084728,1722500.4906601089,1643583.1873282294,1793646.4588652714,1760557.3976197212,1718907.0331238771,1557715.0861225545,1554233.857860885,1784661.383875515,1688685.427880748,1473588.8586055029,1773706.7149463636,1630910.624211583,1721324.1268302037,1642004.916499246,1405871.3168681178,1733049.2746878664
3440,245.6428571428572,1667905.2691096817,2098189.2935285247,1615632.069795317,1913054.8113353446,1745368.7956734132,1487630.6212011683,1676800.9452566486,1489167.357808196,,1549805.969230552,1766439.7030834667,1478787.041017138,1697202.9613985445,1376418.2210292367,1747222.3358383954,1706924.0656798962,1701521.0126721505,1732939.8736343735,1803892.4784127618,1693887.1229496547,1604922.806032026,1481015.0795599387,1784661.383875515,1784659.6760215017,1459213.4478186008,1827009.2455564346,1662800.9768329102,1773764.683561947,1679686.2375793175,1419061.9014629254,1761544.6087389975
3441,245.7142857142857,1742503.393293368,1860102.173986978,1643347.213294096,1937971.1118273684,1793571.540341827,1659724.9787257828,1697320.4934691011,1490753.2083001626,,1549805.969230552,1778981.9406826473,1500081.4656414648,1647595.5583948975,1375884.61785284,1743115.4124677673,1717885.0382213658,1780920.6461518847,1794278.792959574,1765107.2595863305,1700471.958552066,1582147.016331377,1620279.892235026,1747131.1223110291,1817960.808320791,1505335.4105831299,1697136.8949988603,1676888.0184926803,1752860.6330341108,1706136.2087752202,1430909.1874050314,1743940.3051850032
3442,245.78571428571428,1741467.597394705,1864964.0575977368,1595770.6064651455,2019887.6099037018,1806913.978308951,1529739.9924211763,1664085.96160887,1507109.5106233577,,1576935.1806150435,1703169.0335031766,1554669.8485568617,1645677.5934925138,1354825.8487720483,1735203.176235838,1693585.0618287022,1776755.3640743282,1778799.8442442894,1722894.3638946717,1674360.2596552616,1565832.353591612,1576700.9483815741,1721922.6818301564,1758619.3078641042,1505335.4105831299,1728949.9113476116,1694873.0645182673,1715569.9670729565,1615231.1359685562,1504349.6121339041,1714979.9617655245
3443,245.85714285714283,1617188.6414020183,2074239.9891304385,1594153.3001734526,2001865.7011901932,1744348.1734270144,1416056.9024662387,1694127.109420557,,,1526615.8360133169,1775905.5781845446,1553014.8032575476,1638316.241715654,1390221.3028951767,1721401.4401477014,1679784.7503843124,1758046.4833779873,1766051.3857329716,1735416.989205799,1604017.130584442,1462837.1183891366,1575698.491120293,1787870.227912716,1811256.2588389465,1491886.2361149061,1715231.2179829546,1713023.3219733685,1696121.9037368747,1677795.9211778254,1394411.6817543881,1749046.5865526272
3444,245.92857142857144,1629051.7120175823,2092512.6985518716,1548971.0722424295,1845206.505002361,1724015.2027393393,1502963.0120505372,1670274.6803591447,1551782.5166383113,1331464.0920064768,1519934.8336230183,1693147.5664242299,1626583.2693363393,1637706.934574817,1331203.0768158685,1777112.3741420803,1686473.9692310246,1606209.8830981385,1775599.506455875,1787626.7133106322,1641664.7287478144,1555774.475599166,1583712.837847044,1798647.837006619,1779630.6049607182,1446193.660457997,1704648.9108137751,1666157.091822256,1723478.8199957542,1670553.674798308,1456569.4509636199,1765932.8190655222
3445,246.0,1600244.2947005248,1907028.8110378757,1556811.2272761483,1811740.3416560562,1739741.4275149081,1504691.5268537248,1713268.8824935497,1499450.278112513,,1514351.1484779008,1775760.9998497805,1566532.7736242677,1673377.7785078953,1303546.084907707,1768397.6624731459,1686473.9692310246,1758046.4833779873,1797849.318946814,1749331.721466341,1682607.9456599448,1545452.050601672,1555007.4649530642,1744341.2423210964,1818151.3080577876,1449241.3822765222,1669277.330365621,1646381.379362191,1782671.710633877,1667238.9656933337,1524914.340731191,1793244.0726603686
3446,246.07142857142856,1659490.8006848288,1983083.1016213268,1619400.6765685894,2005679.8047257664,1784486.192844007,1552669.5031361112,1631792.4632889882,1429080.3360673385,1381328.191514577,1535549.1172486816,1780247.2594456933,1690781.2252285925,1643669.5899510838,1364023.6567762021,1740842.3573052543,1697305.1281095427,1642139.51807965,1799378.2809665382,1691391.9509875986,1650762.6963104766,1574660.8368730461,1587945.5372187237,1717996.049579785,1796816.7070965013,1480052.7966419708,1735879.7939117649,1680429.0059140506,1723396.9781797852,1620567.6231166373,1449921.2934431965,1811533.2271604622
3447,246.1428571428572,1578549.9119725458,1876233.414691115,1650509.31054703,1920863.3067001412,1749850.11149054,1489492.8141563581,1732782.3192867253,1482934.4323128932,,1510241.3097818515,1686891.2379290652,1622658.4591976532,1582286.5049508575,1354286.7805601775,1731738.4892028624,1718774.2367448127,1630028.6201759398,1775387.1988808173,1691391.9509875986,1684626.4317521835,1454554.3877264701,1560712.5079698877,1703285.3656620826,1724123.0086903276,1449058.0139272767,1719645.72687582,1693854.3028148534,1748467.86630522,1697869.035364883,1494947.0989285582,1846178.8341997294
3448,246.2142857142857,1638617.8373800688,2015966.5307068417,1584043.7238863495,1775195.6331402808,1741051.1218467345,1509919.819640082,1716174.3234585046,1513022.966605559,,1545126.4907714897,1732570.3550510346,1615277.8679198758,1575582.762499975,1339814.311113798,1724766.81813307,1723899.7512890014,1613239.5232325841,1756178.4346625702,1693933.7898287706,1674263.3514898124,1517486.4733639425,1578060.9924445432,1708519.2433351635,1724123.0086903276,1428416.5401356684,1714011.5240926915,1693854.3028148534,1750038.6407528324,1674922.572081834,1485632.1303389696,1755311.176236098
3449,246.28571428571428,1580636.7284198576,1958502.3300869772,1575279.1155054716,1838303.6859016586,1779531.758080933,1423001.19861306,1711495.1764159198,1485487.6264162192,,1520619.81814431,1717973.8541792282,1550943.2862359486,1569616.2325595065,1374063.935877134,1731738.4892028624,1738484.6797464746,1644093.886786566,1757584.5853000637,1689440.641616681,1691875.8638744843,1541411.981498969,1543727.6647938879,1731683.3594548646,1777482.7420624578,1462673.7683695522,1715719.5819060674,1694083.669984236,1746348.8533206815,1712931.457946269,1410074.7544620717,1768415.4073369754
3450,246.35714285714283,1586780.4570032086,2014671.7615856293,1592607.6772084024,1831913.145131416,1802082.5543942929,1539878.616797352,1550885.7684244192,,,1565644.7906026265,1696332.3918099592,1617019.4016908589,1570579.882038534,1347772.2005718902,1732697.2558906006,1737235.8989603068,1742983.3913419987,1770157.9567607748,1697157.0820044577,1690966.2265021044,1538945.97589425,1518322.3483715598,1725480.7679391636,1779630.6049607182,1470127.142094168,1743432.4327611134,1659035.507790113,1703762.3938298435,1682848.8183789724,1412415.4830537727,1808935.56181496
3451,246.42857142857144,1554926.7812170025,1891744.909598114,1676080.0018229596,1854272.3668363355,1654111.3160444372,1573124.3297264208,1673107.6718031815,1585361.3550771363,,1521392.9162949268,1596651.8682173425,1666689.826883442,1674689.2087994008,1492643.6463565587,1724390.4872015647,1730582.5241773266,1721787.5029191591,1743707.019735955,1690385.4966278933,1654000.2688741917,1492902.029933095,1543907.0725514598,1787245.2698617917,1716140.7987114445,1449643.6632346136,1729036.6388941177,1597337.4926563993,1761515.9781302083,1642022.9174020898,1436087.3114016112,1792666.988270045
3452,246.5,1592915.5879362077,1988337.5105432814,1667135.4147705915,1845449.2915377356,1813669.9598244037,1490678.059800377,1611405.2075898335,1586490.6069880645,,1453702.2926151631,1609391.5501122396,1610664.66057673,1759548.0168415087,1355947.512182924,1845164.926736085,1738484.6797464746,1729684.797471796,1686611.537236329,1691057.603243966,1728183.1581806624,1608288.094774008,1551864.973514324,1762147.6057161083,1735669.0123896196,1465137.4644024782,1716818.606173977,1641689.095690714,1796963.6890584556,1646456.166371299,1418124.5195147027,1897945.0347692373
3453,246.57142857142856,1554107.2738989391,1947287.0096636924,1628247.355053497,1934523.8059803918,1752836.4387569167,1532172.701948075,1656246.0548673794,1615354.2289360582,,1501959.7510517207,1753825.4422208513,1682010.5196306654,1699551.2574518663,1310934.18156929,1774663.8530467977,1738484.6797464746,1728971.722546949,1746315.449705869,1682894.3958671428,1728183.1581806624,1543938.9557224961,1587945.5372187237,1769669.479987021,1722429.9866466,1485510.5952014397,1749759.1355041564,1616961.4011767586,1748347.2044289794,1640547.9691046278,1437835.820594787,1880678.1414475814
3454,246.6428571428572,1674015.1525639012,2083982.5549957566,1558384.6330728517,1959984.0880539692,1789277.1954268934,1507209.2728950384,1606795.923673686,,1366582.7780334179,1512742.4796272847,1747307.4463146026,1691954.8241621098,1661349.5671272196,1402941.6075378216,1774663.8530467977,1717065.68456881,1702406.191271938,1691854.0777214249,1720346.544417414,1713717.1931209154,1541015.2546328965,1616413.8073458343,1767260.609801494,1783368.8934093982,1488398.3227389748,1752051.7301775035,1680271.4849857874,1754007.4787314206,1649762.7695754503,1502899.4436539346,1839344.3301475127
3455,246.7142857142857,1528467.6936024935,1969636.227168304,1637105.1325807685,1962796.4898467886,1801417.5265430307,1505382.9879260645,1626566.4858281293,1551108.6323909063,,1525198.6062380006,1673827.7459094364,1635049.1501643618,1652545.6356543466,1411392.2820482785,1774663.8530467977,1740884.3642049364,1702406.191271938,1757412.1306391628,1709979.667837918,1708381.028134133,1611440.3609601676,1541015.2495906258,1759444.5366523091,1804106.403268204,1464610.39017058,1704453.6936218631,1660894.465712155,1767448.6865753024,1681445.8461798267,1508350.7848328538,1810698.5825820128
3456,246.78571428571428,1717586.4866269059,2149011.3611796782,1624397.0199326538,1859766.3051091526,1777732.251417124,1553027.03334905,1678419.0894084875,1540887.1428604277,1362387.0188247487,1603868.8583973127,1791909.2957860578,1646388.7977750862,1671730.21964516,1333662.613917962,1739446.10736323,1717025.9627113563,1667878.60090594,1757412.1306391628,1717683.4147991422,1675364.9814086747,1599471.4960624708,1579357.3393355273,1757582.4374631192,1753989.899435297,1461543.5771960132,1748758.5270999095,1648488.351384169,1732757.7651189573,1681359.3280267576,1520674.5331195465,1807743.177228376
3457,246.85714285714283,1574347.058629546,2069873.5882494964,1620866.7100928063,1855126.3506580591,1818440.0827803737,1533858.7358059017,1699662.355402641,1561982.9835973857,1330832.125151062,1540522.2776519458,1747428.550380151,1549210.457515538,1652537.7562988459,1431882.2846351499,1776039.2198940245,1730403.9349172153,1720102.612964552,1753772.885592474,1730218.7512606164,1705939.7187472966,1625464.5295682847,1459107.6486121898,1767799.7785019584,1734798.188420317,1474038.747253041,1739717.616875972,1676315.2379402064,1740838.495979027,1670878.4341114878,1485859.2570498835,1811912.6398761931
3458,246.92857142857144,1592698.5284866614,2055958.6048325484,1590060.801206207,1802984.0802039835,1761259.1679790732,1525214.290243603,1604013.1902771182,1411597.5266537962,1379912.6732229309,1518163.6234168394,1798265.0450711034,1600105.5210134962,1659274.7633954159,1338568.3367351186,1768449.2979532166,1728557.6745586833,1721179.2200576754,1737539.632680537,1676923.2564859872,1723887.7310968544,1456923.8895998048,1543959.0736966857,1723078.4015421777,1734798.188420317,1430954.981408202,1704590.0120493209,1679302.361380808,1725716.494078468,1685766.6536607118,1486340.4587291284,1774041.4231483436
3459,247.0,1593661.0667153501,2068094.5543869995,1571195.6643068742,1889145.5036311038,1766232.9506216154,1611726.2627629377,1623784.4646956385,1494484.1164305124,1438730.5986269317,1506036.2353177054,1685446.1842613188,1577398.2997129138,1708959.2363027246,1294318.560799922,1747776.9284080013,1728557.6745586833,1707276.0054627513,1745316.6087324624,1689367.187382913,1665012.5741048101,1455995.2705457099,1528729.2491224618,1746562.3229827762,1763920.9623896575,1447679.823241263,1740453.3850249113,1682706.1215328975,1720512.0739904374,1663927.9590637072,1494756.7283805513,1795967.6628173545
3460,247.07142857142856,1570641.4477561759,2019053.3601028263,1575279.1155054716,1847864.529050172,1761501.9411424522,1560893.7862490227,1608036.512662451,1464500.532268468,,1583097.43174912,1680757.0354162094,1683385.378499922,1681521.8903949952,1357197.0041948596,1775902.9600471766,1773249.3420274209,1733111.8373674396,1753844.7730632038,1729395.8988492128,1689716.2434662972,1544221.2040730326,1545318.516661774,1747361.037363925,1774362.2111957662,1424864.0397916501,1771392.1022787425,1725952.4417032145,1711245.1810417857,1689269.135256683,1480901.0508803881,1858324.9326421025
3461,247.1428571428572,1572151.3668272162,1971308.074347103,1565019.7311914617,1858097.216776819,1757587.3098985858,1550770.0574263555,1644969.6481911044,1364771.183149036,1449572.7659622948,1603577.1684113939,1569800.1053430531,1619154.5822017447,1649334.0333312757,1333341.7196329022,1755185.8467250227,1727592.7954236844,1704617.492146192,1756864.1975843676,1791018.650242189,1693270.3129354832,1553350.6859523975,1577637.432277552,1751534.5193122975,1748038.4138838507,1487486.643737653,1763593.65576632,1735866.3339204153,1717517.9914575485,1671397.8205895543,1478115.9163672957,1791662.8156487807
3462,247.2142857142857,1573882.8502908042,1981631.3225946273,1591586.4875534584,1819039.8120978868,1755890.926009499,1569144.1105904481,1652122.1488172847,1381394.734471988,1398985.3657938074,1737089.712729303,1720855.1308379113,1806507.9106087266,1750874.7886273619,1414560.4474175524,1747367.524659252,1720438.6922341539,1693393.727947217,1733114.9467590544,1779641.3919060864,1723065.7921715411,1487316.558867541,1532297.672276367,1751534.5193122975,1743603.927561252,1404438.7340051255,1771392.1022787425,1692252.2064373074,1713199.7901045796,1694794.7198691992,1459086.0685541823,1761841.8101126105
3463,247.28571428571428,1582953.5522505275,1937833.8914090653,1584841.0821887949,1769044.5201948711,1756285.8475577468,1563901.7617296313,1652122.1488172847,1409901.4176787192,1431273.280210101,1611815.626232736,1697565.8986728524,1725504.524106691,1654734.3624230905,1385530.4321194878,1759124.761576861,1665700.9891872655,1693254.11197472,1762720.4379274591,1752703.776141484,1686837.976939717,1487316.558867541,1493231.2769468438,1728143.8930763123,1761040.7888601236,1435149.4332860126,1735530.959286312,1651355.015425771,1742939.7924418875,1708718.36062283,1500923.4316987495,1760190.6312721784
3464,247.35714285714283,1603002.0275541805,2068931.6058322445,1583267.9695682093,1843920.9385147786,1788370.7183484905,1536617.5548818943,1604155.0606887506,1548894.9528007752,1469049.3632903278,1642821.4919996997,1709815.7117255246,1640217.3837095061,1808294.7747292293,1374179.1308470657,1768546.6538847582,1720438.6922341539,1686761.4163408729,1762720.4379274591,1767987.7889426304,1596123.5174647344,1516140.5796947463,1534305.303702191,1733453.517170393,1820187.1675491417,1488699.8126369608,1771392.1022787425,1671560.2286788414,1746119.8356423178,1670829.7462914002,1404698.00261762,1822996.6962694814
3465,247.42857142857144,1584218.2196041008,1916478.6864989975,1594989.5046719804,1880153.087033226,1735290.564129448,1537507.163213357,1632725.6569279071,1532933.324312215,1333441.9961423324,1518146.5176766904,1639102.5596706665,1659944.0264311116,1611254.2630017682,1447393.0730614045,1753728.9807309858,1720438.6922341539,1701380.3425066988,1776936.0702073188,1733816.0799853634,1605754.7687596944,1629050.083742112,1445456.5171893283,1776264.6101975664,1716020.933578626,1418769.7623178484,1718922.840792735,1634930.209601749,1718964.9679808272,1711704.2273443395,1401311.0491249505,1783407.0669970377
3466,247.5,1602998.2217677247,2100346.7178720804,1602745.6569015933,1850954.1439087256,1728184.5704784135,1551748.5847195974,1599051.3523853961,1404463.913328413,,1456430.2282274836,1794338.6305128792,1686277.7642739727,1781312.3746488122,1365300.4123368294,1764487.0344498842,1706679.7959919258,1679551.4839735725,1633182.7609417902,1672755.8044575087,1665253.2137671353,1629050.083742112,1463245.3664344447,1776264.6101975664,1739218.1681800869,1449933.936147132,1739056.3036484611,1633145.8368149055,1730195.0107125933,1688388.4244983261,1378992.9633234648,1800270.2538080981
3467,247.57142857142856,1631253.337093873,1970144.1755973483,1590171.1959248374,1840957.2780009261,1809573.9488892832,1525324.8983729712,1617693.712052029,1575947.4548015436,1459252.4875196682,1457374.5529566691,1588416.6119981206,1671456.6110229867,1629883.047063486,1373743.4726921574,1752885.387839235,1706679.7959919258,1657076.3880668553,1777228.205613603,1749959.1572180009,1665253.2137671353,1670087.938908488,1525408.4058901633,1783994.3279530967,1740492.5715634516,1428488.8825380243,1705015.9786404327,1650429.9731438593,1739183.4477721709,1611975.9308993837,1362270.4798716612,1746608.65437826
3468,247.6428571428572,1639977.9979951582,1981305.4659546795,1592305.4990549267,1812083.7241787538,1786309.3622618308,1584149.9520992215,1617693.712052029,1615365.8766203332,1356453.7977344517,1523242.1171637157,1727538.1784009284,1772218.661911786,1847016.7993825842,1379685.8651761496,1727766.726358965,1706845.319976504,1642814.0852273717,1767889.716793055,1693147.0507818107,1670714.5809057625,1594823.6673216121,1541149.3820399146,1778881.516291527,1801637.014730165,1416606.2513655333,1705409.3203077118,1669372.9878241445,1733935.7548721496,1616697.3497689255,1438055.9223427114,1793781.0510878921
3469,247.7142857142857,1628466.1238734643,1989188.1820241595,1573405.8197017747,1804612.6359214962,1833266.1642451796,1490322.8528655954,1638183.3698331076,1572582.2944552423,1416221.968729835,1564278.1207729722,1710599.834172413,1569655.0658786248,1631436.6234340377,1486902.574475125,1727766.726358965,1714015.2354818597,1642814.0852273717,1767232.448345641,1681142.7304130436,1665253.2137671353,1603667.1624486544,1514034.9434343125,1783994.3279530967,1823941.2524096065,1456233.7692476516,1722065.673592141,1650805.2608318843,1713703.9682626743,1644339.445086005,1414668.1052908502,1791633.5127979703
3470,247.78571428571428,1608309.660785844,1899099.4345831801,1602663.4627567579,1827015.838471079,1828911.316743487,1597395.8111313242,1626230.9390088248,1580332.4331037547,,1573418.026311981,1752062.0504981084,1675034.4795791944,1758666.2870129405,1410197.3618654597,1778234.4505900445,1720282.698173221,1705598.5288881713,1770276.222986453,1699332.5980615302,1665253.2137671353,1555838.3340455643,1516014.3196696276,1778881.516291527,1833830.8444723121,1446470.635017878,1713732.7300947546,1654594.51071987,1741359.0748829572,1652122.147639648,1348106.3005236406,1803803.0787370447
3471,247.85714285714283,1616738.9469076095,2099498.1600844213,1599181.2421829868,1800888.6305330696,1812566.5163013681,1490497.407544787,1629143.663007687,1496681.438660353,,1565459.675508691,1725215.226830404,1638125.2920759676,1724826.395508193,1401147.9212465372,1818681.2906214767,1720282.698173221,1709768.2702629191,1757695.9567348824,1718816.2690881705,1683330.4677832727,1534446.857541262,1575706.568334433,1769084.486271281,1742733.9328150614,1479979.9385622898,1743475.5606071933,1592942.6682305755,1742016.3484960748,1690164.8127625098,1434426.603364332,1738351.8564773588
3472,247.92857142857144,1566508.6414867013,2039424.2585084764,1599181.2421829868,1734823.267032082,1782578.8221328233,1504239.1531172502,1619812.212579113,,1318432.6354578352,1592183.654518463,1744553.3272207875,1615836.458163597,1695988.7247660637,1429798.6701955125,1777013.9461851097,1739040.3084615346,1633317.6818751015,1743160.734086873,1720755.560986622,1691855.6834098857,1488454.510919244,1539260.83414906,1766463.6779401477,1763185.2198910364,1452278.1677266436,1736966.3668139046,1722133.0758649462,1726986.1692138007,1627051.1552731204,1367308.9264694517,1719398.2082239147
3473,248.0,1565560.4845452036,1859634.9692072975,1557350.7332717949,1805874.2457345466,1820575.9231523103,1478238.5223476123,1656890.9273142864,,1426067.5192806222,1561901.0703241539,1690723.2893680707,1661470.8748380025,1669718.2319512756,1352245.587139943,1779409.2841193327,1754513.078070307,1614776.5895305579,1757695.9567348824,1695245.4921765737,1691855.6834098857,1505666.9509887283,1539260.83414906,1738525.3580344834,1709060.4001118273,1401140.7182227478,1744701.5493531255,1612924.0845233905,1728305.3512958712,1590660.7869262341,1336484.7124773131,1738347.3007239634
3474,248.07142857142856,1599271.8121232823,1870620.4383784472,1653620.4831441338,1830046.6089187453,1838868.2653595202,1459390.0167807452,1656890.9273142864,,1447752.287277418,1612302.6214632718,1757005.971112668,1696013.2606735942,1748601.548092071,1334786.7978330841,1752503.084058803,1724731.739091594,1614776.5895305579,1757695.9567348824,1707729.2746322774,1621404.628533885,1522072.0216201055,1539260.83414906,1759624.4301614133,1758676.4138492735,1454703.2816374714,1726532.7019533836,1633395.613591159,1740444.6293075646,1665300.2872922856,1366105.0922318269,1735360.327127876
3475,248.1428571428572,1561726.8594347592,1839826.1423213047,1649040.8852106119,1824946.4071534034,1751312.5595024447,1491351.56550299,1633964.4676249349,1484212.8025565385,1391418.4171801936,1572405.573740055,1820607.1088373102,1667727.4310846871,1663576.7203925592,1307229.5007332722,1712409.7635826184,1717025.9627113563,1594486.3356738044,1774046.9827076537,1707384.421094883,1689182.323155472,1632911.9523299006,1543425.7597251823,1756983.1029349687,1765677.6072799077,1444026.1664635104,1733929.5007422348,1633950.5586635156,1713550.7907415004,1672656.3643235879,1362413.5293119096,1716424.354145389
3476,248.2142857142857,1589133.4029601705,1857917.7326539452,1628631.6200343873,1835218.470908197,1798631.2098244806,1632761.8874124845,1633964.4676249349,,1411995.7786044865,1566299.4570380796,1782720.0113783977,1664811.659162415,1658780.2720461776,1256622.6192912254,1722078.3730568923,1706845.319976504,1688891.713153891,1785042.5717434017,1677072.7240910726,1616650.8834786762,1475637.3364984626,1515381.823663444,1786641.751657915,1789240.7238913004,1440924.800034797,1780033.997548311,1635182.9063833079,1739691.5922263868,1647089.8932551236,1366105.0922318269,1712507.0036067956
3477,248.28571428571428,1539890.7470145768,1885030.471238758,1684629.7335971294,1758883.949622187,1807030.8991448204,1470197.5426153326,1619765.7627156845,1420524.2548643546,1423795.3496691398,1601981.1487450658,1707647.8989428957,1619643.376043303,1631499.3958227579,1382833.7559121074,1747314.0701103255,1706845.319976504,1708090.293389265,1767591.8874532175,1720755.560986622,1656502.0061918085,1552078.4137606698,1578067.2894745963,1772149.811746147,1746737.8333275383,1430752.2438631025,1764584.2549102872,1580222.9897433228,1773380.167750166,1628034.9447734249,1353267.8380573608,1676453.4568251495
3478,248.35714285714283,1555100.415721111,1943284.7914091663,1670023.0182276466,1839030.2402915221,1824543.6001566832,1550142.8730276101,1656890.9273142864,1419841.0212797648,1408865.6110656983,1578652.1461085638,1707075.1675381346,1615551.6670327045,1630786.2511337732,1373770.311802828,1717920.5988939363,1707243.3939963263,1669679.6210759156,1756558.4460930936,1696442.9827202074,1604013.9028252359,1639724.647210246,1582514.9135122704,1772543.6688039184,1789480.961191366,1437472.3404144046,1703258.1197092514,1658262.338004657,1731303.1962466522,1689488.0175624485,1410413.9696495202,1704470.606608176
3479,248.42857142857144,1496177.7862112755,2111242.3278178717,1641756.318141453,1844177.2051985012,1856218.9993028871,1585893.8017116962,1656890.9273142864,1367517.1729530247,,1555659.6263491528,1730625.2251233128,1647334.8527941552,1641386.7110209407,1339730.4909569444,1726877.1197010356,1720282.698173221,1694602.2084775164,1777172.304838353,1700786.767810486,1593392.38814808,1590236.7321078945,1582514.9135122704,1787722.7187212897,1818151.3080577876,1456276.777851034,1694763.4089855973,1630422.1262870233,1736859.441912226,1685864.4142461757,1388126.1221016892,1725060.3633143222
3480,248.5,1525794.630987641,1886184.8659537507,1669627.6078864236,1818395.9942398104,1770612.677985857,1612471.4035010457,1598756.8382413501,1360068.4035506516,,1548618.6302245364,1772584.7399024412,1617434.9367965676,1706824.978013788,1439076.8024307173,1744001.5183615957,1717065.68456881,1733898.184567412,1777172.304838353,1714090.1465790062,1593392.38814808,1539449.1898938422,1559910.5956921214,1723068.2752539495,1801968.0561235263,1425475.7784185382,1726579.884880408,1698528.8947843993,1711708.0346217833,1688304.1054517147,1511781.8326419669,1873756.0737200433
3481,248.57142857142856,1577080.7277924148,1869867.481333465,1554369.7427766446,1804531.6637709695,1805647.7448433088,1501628.3086857114,1638120.8098173833,1548820.4456547068,,1488831.5457877321,1743414.6578852895,1599611.2902838306,1684907.9164481703,1345957.4302914047,1715693.254966217,1735576.0895669842,1635688.8856197945,1765965.5996162626,1666896.155729351,1593392.38814808,1596916.935130955,1568819.42816528,1750580.5037693258,1730028.1987707168,1432416.8110772094,1701502.6627431647,1666234.345449505,1708758.4809502817,1668511.3053240068,1516931.2081847303,1830879.1313633046
3482,248.6428571428572,1579612.3781371554,1978258.1453429356,1618420.881712324,1903871.8428741887,1815147.7714434369,1438468.3106344964,1617683.3416827507,1442881.861181422,,1573858.4592299482,1694709.111180273,1497947.5544286247,1702764.4934273642,1390323.2398122724,1721681.3839561006,1717025.9627113563,1627312.1872422302,1765965.5996162626,1689970.3440842074,1598050.503427766,1613315.3191092438,1556382.226081654,1728066.8732182418,1744898.733763082,1461890.3050118391,1692478.7372709713,1722014.590472713,1773476.3313450885,1643439.9811352128,1502952.1320831606,1795890.3521556556
