Condition_mM,Track,InitialThrashRate_Hz,ThrashingThreshold_Hz,ThrashSuppTime_s
21,0001_1,0.3500000000000796,0.1750000000000398,24.21428571428571
21,0001_2,2.183929458520119,1.0919647292600596,17.07142857142857
21,0001_3,0.3972795497186644,0.1986397748593322,168.28571428571428
21,0002_1,2.1631205673763785,1.0815602836881892,52.285714285714285
21,0002_2,1.6552841475577043,0.8276420737788521,13.0
21,0002_3,1.5654046474362533,0.7827023237181266,183.07142857142856
21,0003_1,1.045568093720627,0.5227840468603135,91.64285714285714
21,0003_2,2.3333333333338637,1.1666666666669319,47.14285714285714
21,0003_3,0.22992159355800948,0.11496079677900474,2.357142857142857
21,0004_1,1.750000000000398,0.875000000000199,72.57142857142857
21,0004_2,1.6465721040192869,0.8232860520096434,70.78571428571428
21,0004_3,1.8156028368798454,0.9078014184399227,89.14285714285714
21,0004_4,1.4261005112860206,0.7130502556430103,155.78571428571428
21,0005_1,1.5447652971516506,0.7723826485758253,7.428571428571428
21,0005_2,0.0,0.0,0.0
21,0005_3,0.5837644324487756,0.2918822162243878,192.92857142857144
21,0006_1,1.8667030369162272,0.9333515184581136,174.0
21,0006_2,0.21905184341822068,0.10952592170911034,5.7142857142857135
21,0006_3,1.6138888888892557,0.8069444444446279,22.928571428571427
