Frame,Time,0001_1,0001_2,0001_3,0002_1,0002_2,0002_3,0003_1,0003_2,0003_3,0004_1,0004_2,0004_3,0004_4,0005_1,0005_2,0005_3,0006_1,0006_2,0006_3
681,48.57142857142857,,2881147.5324807237,,2199573.73158224,2360397.3625143734,1767937.6284360033,2591145.1999141397,2743592.496078036,2188206.4765789765,,3373094.199315281,2906728.4884627205,,3442338.845603973,3309653.8374702632,,2299540.4151874147,2458979.846672873,2768796.453403011
682,48.64285714285714,2310338.86540356,3067922.5314679337,,2174329.5890023196,2512104.439045728,2117324.5863773553,2448159.8910798705,,2417349.1113530747,,3433978.6196511886,2811892.5133966454,,3506661.0976232886,3123348.693407071,3060481.505282032,,2364791.195864393,2772751.822117783
683,48.71428571428571,2423554.9441897045,3188288.265005415,,2197158.7174617797,2433263.630248419,2284882.059811071,2559342.466831786,2322023.081832994,,,3348148.8651446695,3115188.6741656573,,3349294.4914950496,3442000.067006094,,2598151.800655362,2530380.1191197275,2662619.1031285166
684,48.785714285714285,,3161898.9808523464,,1861639.928253582,2331584.7796878596,2372917.393388465,2589446.0755191646,2459841.8499775943,,,3515370.996040668,3319187.2938656923,,3403576.7103618556,,,2402651.074331527,2624590.609968921,2974369.9227361516
685,48.85714285714285,,3316099.8389003533,,2013385.4795729103,2402139.229714604,2478157.5605733623,2446510.0450948384,2163006.50879525,2224691.671557836,,3475541.945942887,3037626.4864617763,,3115007.2118281433,3171995.6005810406,,2312470.938264504,2582924.920240985,2886081.684835963
686,48.92857142857142,2560449.792137587,3295530.5537380753,,2033285.2709452687,2281298.8248834372,2290824.0483023836,2502794.5320900176,,,,3291448.8957296303,3105356.2807249916,,3095997.7133498155,3011884.102098672,,2476455.2386772945,2486115.6495258175,3123780.4082098994
687,49.0,2499666.006387893,3063089.7811712674,,2311634.315545887,2380927.6588894846,2218499.872352256,2462946.4056523335,2631860.122690807,,,3399238.86331816,3193133.5391577687,,3321471.7877194253,3058061.2039797963,,2216657.4772059624,2653266.5582456733,3246613.2152823256
688,49.07142857142857,,3055901.434731106,,2261594.3370876717,2161045.7606782457,,2524784.8035490583,2735249.3698429842,2209739.606303227,,3579801.945069933,3028775.7673234264,,3130755.91949577,3168295.8568330994,,,2535784.0264355084,2741548.0312182712
689,49.14285714285714,,,,2192565.1291174456,2400901.3232795675,1990298.6909229753,2448228.906699306,2572915.4417477814,,,3480593.577294263,3148989.2307900754,,3229822.1903034844,3269164.487461376,,,2564569.9427367183,2838979.223422723
690,49.21428571428571,,3082802.6195398816,,2151966.527085795,2197696.27695862,2178702.5270444816,2521763.5084276265,2482292.745669421,,,3611004.6915140618,3047394.3179004397,,3445656.751274738,3063063.1429046933,,2127836.9527124222,2472285.023691301,2931472.9872352015
691,49.285714285714285,2436751.55718336,3121121.407190364,,2356744.9821417774,2246789.694155858,2268911.4149799296,2546571.962089383,2383951.7821367844,2383498.5433371295,,3452608.6467426717,3021899.2251990666,,3474912.8041039794,3161168.5849660053,,2114071.71525275,2496550.5993717015,2764046.191423408
692,49.35714285714285,,,,2241283.2757408996,2517561.9471842605,2125892.351754159,2508084.854153204,,2193375.0896527427,,3421152.7406546064,3103478.7629088326,,2906511.5557329385,3104467.58147734,2645680.000737065,2621733.525541216,2487427.3489630385,2650225.275651144
693,49.42857142857142,,3130008.644636402,,1888263.2026652868,2173909.848544575,2301415.604459724,2591772.561793498,2520763.8555681505,,,3541955.1859909426,3155263.0013901507,,3045037.6411785656,3208644.507798104,2910089.895760552,2446851.6630151123,2445226.571511282,2952883.439711994
694,49.5,2257876.931058624,3420507.39153399,,1962743.9523318515,2394785.8350523436,2307387.053222651,2407158.7813466755,2807290.8631990887,,,3435403.181240828,3104644.543218999,,2813676.003189617,3076084.0643398864,,,2537999.1837693867,2860630.55962507
695,49.57142857142857,2458933.469002964,3294059.177602099,,2229780.462121594,2257679.0308787264,2078594.5343526904,2394393.9923362993,2715547.205236661,,,3313869.6314464645,3204357.733861819,,3229844.9178775665,,,2366599.9960816866,2424923.3723917813,2868988.39433899
696,49.64285714285714,2391352.7821438294,3051400.5734059536,,2205008.8489324255,2528574.711105159,1883383.0458264304,2554622.8622757574,2462114.4943350814,2442701.0467818426,,3430386.2165261996,3116620.1462353854,,3361965.762951258,,,2391841.932059595,2699619.17797142,2735982.8691125102
697,49.71428571428571,,3045451.7911815387,,1975448.0309104468,2339876.402210446,,2565092.938330549,2727789.6562237893,2471906.077538863,,3393251.476362454,3052876.4768567,,3266581.620629516,3244432.433520582,,,2532392.3202087763,2847425.9983358835
698,49.785714285714285,2363436.8304590406,3286485.1847856883,,2179344.0192202907,2411952.011864422,2508145.7629856775,2719143.7388236276,2696344.5034762253,1886770.524733037,,3503614.2187670493,3128209.7260111645,,3081525.094309744,3573354.6026732493,,2272486.513297396,2523321.1876356853,3174842.924801061
699,49.85714285714285,2478656.129547416,,,2439187.871325714,2674770.1643133685,2335619.05826482,2504088.4794914117,2570160.7570702196,,,3254253.726435283,3262027.0061389515,,3280728.8046545302,3126549.7881245976,3030620.933870432,2650109.095603521,,2801008.816275288
700,49.92857142857142,,,,2119330.643549132,2468033.4698909484,2131398.856074087,2497257.515193684,2540746.704498942,,,3309116.3727823608,3366357.258811116,,3330546.840884722,2981935.72737351,3051314.934757986,2393353.417776094,2631180.1846867763,2866560.105042222
701,50.0,,2759365.3257103595,,2019755.5945077483,2468694.3338903286,2178924.5794809842,2579788.026762454,2532387.5794941233,2349332.335823612,,3408047.0257261572,3111980.5784971137,,3320165.2739391956,3051744.7548694285,,2415731.625526923,2592668.924013366,2670415.2133944747
702,50.07142857142857,2413390.2994767083,2863180.353593731,,2231608.4562524944,2279823.9214077443,2101726.994080099,2657297.36426672,2695576.417926096,,,3369869.320533704,3222449.489668532,,3150599.8169074347,3116466.8599966713,,2231382.678718729,2556158.6798626506,3018045.237666641
703,50.14285714285714,2462172.9866612013,3482398.6224001553,,2070910.6730869731,2477246.728074727,2060776.3305686922,2477676.9018696724,2525600.461269678,,,3426827.52687392,3358303.8420892693,,2840856.4182167402,,,2474025.945858659,2629187.7434285805,2745609.920851046
704,50.21428571428571,2456679.2698385566,,,2211964.147796731,2421794.2572506806,2045947.0707738593,2538088.427078818,2522068.8057393488,2375286.5567442686,,3402432.965997071,3185231.278706318,,2823434.501371495,2967762.4123338745,,2710840.99182327,,2655751.374941252
705,50.285714285714285,,3250942.660320443,,2414925.1771520395,2532562.720061156,1973700.6185132465,2459943.9131995197,2331390.5998041,2234782.0939503154,,3331082.8024397865,2999031.522398137,,3120036.5579396808,3338162.5121780997,,,2526923.6406557504,2775708.465586546
706,50.35714285714285,,3488191.0561508005,,2500782.365235189,2550991.819791868,1944165.2220417375,2425836.811224532,2751581.3253273033,2496464.174092033,,3564241.1248574606,,,3374357.7537018172,3320028.971455637,,2557339.8916691476,,2545009.019490467
707,50.42857142857142,,,,2167478.5807056758,2490047.405559354,,2537901.94653932,2754971.4195828536,,,3345835.6443906184,3145206.161661174,,3141783.6450723535,3254566.2168558897,,2393361.2495261137,2493406.587376353,2839903.5961273815
708,50.5,,2931217.5619271756,,1971100.286077864,2355761.18193546,2284024.8117340216,2416989.762523062,2447676.197429855,2331350.9639983466,,3376239.872796668,3092016.1875647446,,3117673.2168361847,3256306.5056945174,,2440448.5229166457,2425252.180595014,2736638.7191182347
709,50.57142857142857,,3057778.191611697,,2222007.9481532453,2361532.339334951,2237395.4400820467,2476006.1923269937,2511738.591295258,2142428.438803721,,3429903.8090561177,3140045.496130967,,3482822.583054318,3242566.0317891543,,2380891.593542644,2612106.3002370787,2992486.407856315
710,50.64285714285714,2506553.785626385,2691187.955907614,,2338052.210606326,2520987.1938045174,2302609.8747049635,2774909.710511399,2554812.747213078,2179856.0544718076,,3534221.945638968,3153092.4270417616,,3438803.102670434,3359986.4897083705,,2234271.7805799763,2336066.0404876443,2930711.917472063
711,50.71428571428571,2512618.6005721386,3123003.6824550484,,2164036.50230508,2500298.672143442,2235713.437453024,2446324.11665631,2594712.0942569375,,,3528541.5595641956,3015453.075142512,,3467784.5688827513,,,,2386737.991408273,2772674.337607186
712,50.785714285714285,2326830.5210810495,2908784.0678240974,,2355012.326984906,2357405.829250904,2226794.2915997617,2621104.176859323,2583483.420194107,,,3420774.0870271656,3341954.8627684205,,3393634.457325336,,,,2665577.2275785925,2715936.103779877
713,50.85714285714285,2342485.7794075026,2918047.7032944374,,2333055.3182501136,2278743.743225618,2030543.6110132248,2624413.140847288,2475511.755359295,2285458.6204163544,,3502721.88786204,2820433.494555298,,2992018.6637997855,,2654384.266049557,2330538.6799767576,2583600.380480996,2808903.2573937103
714,50.92857142857142,2354942.996214895,3122641.0263848337,2349838.2007392063,1880493.9732539332,2260274.387205764,,2519089.767479013,2712863.9834816335,,,3436605.2310085506,3231845.5938522434,,3171627.0116404174,,2880072.874619206,,2645100.595747027,2904092.0271480405
715,51.0,2300499.3531690375,3054229.208752751,2502104.858701753,2039252.5622359146,2279833.9946324145,2113243.318109666,2330878.7312700935,2639032.304893595,,,3400125.090719395,,,3257605.820258836,,3074364.0707469736,,2587803.3199682334,2881021.753588807
716,51.07142857142857,2297708.7221689275,2884138.172315212,2464567.8077169214,2257810.0047683725,2427008.651678058,2117489.265507001,2684407.816254891,2601793.681036074,2230557.461468369,,3368503.1364802755,3074930.0746292877,,3237905.6375116534,,,,2564524.6522407914,2975877.1051405845
717,51.14285714285714,,3236514.934413201,,2042966.4859973586,2329815.039745356,2052489.5074107673,2757341.835150672,2660981.3342449716,2262083.787024219,,3538378.307331316,3025664.15155956,,3212955.9018147336,,,,2497230.57052737,2538306.218393926
718,51.21428571428571,,3196456.128689769,2376732.6668290813,2349022.3518073047,2263776.8751802775,,2656747.9376504114,,,,3570403.2853674926,3333830.9386593946,,2951883.432784127,3089552.4799904367,,2419005.383609908,2395338.7682357538,2578301.5338888597
719,51.285714285714285,,3163159.6604969567,,2178539.5241474644,2345773.8464137386,1962712.6449997535,2396399.3184004254,2380701.214421555,,,3567906.9689332666,3075232.2505607693,,2726666.5777778137,2909795.5355327753,,2489561.7871260843,2583899.509455856,2990361.355844441
720,51.35714285714285,2299286.1178999273,,2167754.4908125736,2205752.708882132,2224832.7852891767,2049795.220323888,2606822.129455433,2380701.214421555,,,3452327.9259045585,3122827.9785089004,,2709118.907733928,,,2547922.913341501,2500448.4689689865,2752824.406804075
721,51.42857142857142,2418965.252099842,,2590044.982659062,2080787.1673465709,2270930.193551692,1914786.3232926547,2706919.4877677844,2324328.257078989,,,3222807.8604608662,3058740.133143596,,3426499.15764674,2768853.461286979,,2301302.7718937467,2464262.347444006,2975591.0769721563
722,51.5,2375163.314269736,3266404.6887024497,2685847.1730023213,2064851.7098967133,2242843.0091713476,2165068.820925906,2418043.638811506,,2246023.815245949,,3499298.4823521003,2884427.2166736363,,3114826.144790687,,,,2658751.6428751727,3058350.3639311846
723,51.57142857142857,2318324.0763131753,3034558.0773990066,2397677.0977373966,2244057.7686817995,2306609.3913424006,2262035.8259649486,2541507.2669752478,,2193159.397091541,,3530207.7044763537,3302007.7435245323,,3049435.661740086,3033399.658547603,,,2677659.6454715556,2933578.0097943433
724,51.64285714285714,,2973661.335873214,,2209624.987396363,2216779.469273187,2294797.9340890143,2518348.859253557,,2133159.7651230483,,3265991.8438003734,3084409.021168461,,3148900.4579859213,2988035.1026852243,,,2649209.8460482764,2630323.063555331
725,51.71428571428571,2245543.7415535115,3008422.8426629393,,2001959.4385955436,2436243.4768051794,2209721.2022712235,2491661.9257737794,,,,3297568.0258957604,3040632.6383976666,,3137607.0754934917,2914835.4254900184,,2203063.3973887125,2569429.8360967343,2796474.612239992
726,51.785714285714285,2320742.5325503363,3104951.4940868677,,,2414954.0896424316,2158013.1927727414,2704528.6426467956,,,,3507417.884066919,3008739.4738456733,,3281891.4917575964,3322092.99847187,,2423362.611788702,2873922.7939871424,2928406.0583204734
727,51.85714285714285,,2853289.406538403,,2377685.6626769598,2385266.4803569536,2271355.271226166,2414226.002100499,,2285168.447500375,,3401705.0320959473,3270161.531559293,,3111259.5548297195,3046414.09750212,,2190908.5414206283,2461289.470956479,2781125.0116893286
728,51.92857142857142,2377660.6385827623,3341714.5021735462,,2192016.9406030155,2446946.9531281656,2113898.6795457746,2575087.292149732,,2044838.9006297984,,3464604.8903376968,3004320.114910277,,3206565.7373545836,3017603.535912273,,,2573099.471771202,2765329.1099881083
729,52.0,2527019.7870282354,3027316.9167788634,2443309.780027468,2258151.2429910908,2646704.6391622047,1960103.5786918383,2672437.977781875,,2172503.967465341,,3335496.4518314735,3120223.4915968184,,3227689.6775646107,3448188.1682099653,,,2638868.519164465,2969550.94720908
730,52.07142857142857,2548002.932425356,3328815.4672555486,2328072.9639977035,2395409.2674404057,2653947.1550897276,2020910.2037591795,2735745.4375772313,,2310839.659067461,,3349229.158776358,3048813.3436662275,3157547.883230875,3325114.8525581127,,,,2509651.7601621924,2723359.8066265006
731,52.14285714285714,2348086.2175455806,,2345223.4644877412,2294810.5857201247,2508498.707303684,1951824.2316985894,2583574.800299554,,2260301.367844957,,3408711.376354558,2979475.4885911397,3463065.8020829926,3306467.4579119203,,,,2671987.0773869986,2484777.1034399336
732,52.21428571428571,,3030198.022845448,,2126051.46337437,2508524.132035508,2096811.8213990647,2561965.4359911857,,,,3538291.4369260888,3278329.3369616135,3277616.1187217603,3118154.373924064,,,2244410.3584163054,2709623.605918114,2577405.7422002954
733,52.285714285714285,2349528.480308595,2849319.286256482,,2011774.0386694467,2422486.516617604,2188227.107350383,2759341.5214809156,,1985836.6939490703,,3509108.9583043205,3047641.0511861676,,3045245.1977143125,,,2366986.1961644148,2509263.1918137055,2991867.6517958683
734,52.35714285714285,2355554.800270111,2946102.9210924227,,2364213.3141900343,2239387.580724008,2184004.0076225274,2740020.710453043,,1937705.6725753215,,3353623.3361564977,3154989.5502064857,3163867.002635501,3259803.026815213,,3279271.0009887386,,2420649.25196787,3087116.2748238184
735,52.42857142857142,,,,2030071.9464348052,2352455.9035835518,2182863.102153447,2666405.6213692734,,2162223.7192928223,,3219361.2457797267,3210115.821899473,3222105.874890448,3075082.07529792,,2841613.9730397956,,2708259.552101007,2978323.481436021
736,52.5,2461697.3494468965,2890791.377290521,,1854778.6481703853,2483918.730027106,2018325.8392223155,2610185.656271412,,,,3407194.8250957206,3308241.416621637,3301587.9226300064,3254340.425510461,,,,2450094.190764977,2693382.8237392646
737,52.57142857142857,,,,2221877.4884706233,2255750.05098663,2027761.146598938,2685163.916207902,,,,3463233.7410685197,3092515.9575401335,3121070.1239419817,2956660.7064151615,,,,2490903.01249321,2922786.655187412
738,52.64285714285714,2599769.234633294,3171097.6609951044,,2210725.886099936,2314914.9466331345,2074289.6643673435,2614477.409174057,,,,3341496.9972118447,3047668.364463418,3194002.9874310833,3556650.0135757783,,2765020.2829515534,,2531012.618762832,2731196.2905357247
739,52.71428571428571,,2873871.4600252165,,2290222.614493408,2352166.004183865,2178849.15014084,2675969.025596407,,,,3440421.1489291913,3068007.7401320515,,2937721.350329186,,,,2675536.657481748,2877983.325158052
740,52.785714285714285,2385220.9487514677,2959350.2366577145,,2074259.7545876142,2528144.0367036085,2214192.6121112937,2556230.247392638,,,,3144730.0704856375,3031749.0028677294,3213328.8359045973,3174707.0669966917,,2809228.618300304,2220812.9717222685,2566779.957846406,2570041.0611124067
741,52.85714285714285,2531579.2016149834,2771790.0489599076,,2334763.651994447,2024507.3386477563,2283818.8530213176,2614729.2030800176,2458732.0308235725,2391655.179445566,,3422210.0627283896,3332464.7639550436,3183535.184910343,3430383.6972907204,3485570.601897974,2724208.4648333592,2151500.3285562983,2764212.379300958,2451208.7658729106
742,52.92857142857142,2415085.9371446236,2498434.286766438,1972969.3440284785,2279485.5603375924,2290910.677069493,2285868.1064530616,2452159.2590808724,,2151576.2386476267,,3609319.3600198394,3158826.9954194827,3379298.3386853663,3296658.381204926,2969336.2232315154,3017138.2710767975,,2580154.965755662,2919420.5009745867
743,53.0,2431346.4290047134,,2134820.184974385,1901029.748920925,2415857.7018124084,2197715.104833314,2452159.2590808724,2572980.2310376884,,,3087045.3786264146,2989862.47751303,,3154350.540300561,,,,2539712.278372364,2817039.9216395346
744,53.07142857142857,2425978.099995971,2922070.948529147,2257322.0200937865,2166684.7703751842,2281144.8757593627,2275732.005952925,,2242905.752188852,2055918.6248922881,,3301498.994196456,2908363.3458176116,,3245056.8753116326,3013675.583134781,,,2539712.278372364,2769538.406854445
745,53.14285714285714,2268927.455680191,2791618.1807615636,,2224106.0109458966,2267526.081113952,1981847.7821897573,,2405212.1526418556,2339045.1079370636,,3234760.8870722544,3317470.65546555,,3130587.412506632,3071436.337687345,3083119.4780843873,,2613356.0723238713,2669118.271816627
746,53.21428571428571,2295982.5529808123,3055777.147373349,,2260158.715122317,2403731.6237892807,2147950.814534206,,2345758.1378565733,2069796.204970811,,3459390.8353001876,3074189.1242684107,,3351896.903073767,3026927.769587769,2923462.124502435,2001217.8603953426,2622669.2533169887,2736637.6726338994
747,53.285714285714285,2332304.630391988,,,2107118.265827399,2510605.4697319726,2166417.983236568,,2331148.2597189266,2220580.6151013537,,3448279.135010764,3111474.1997975507,,3102042.2966272663,3300505.327830793,,,2622669.2533169887,2954160.5960109658
748,53.35714285714285,2322713.2023253734,3158079.7296288554,,2241030.298794236,2209908.7936944733,2358535.1696163886,,2479594.850590745,2246491.540326836,,3475026.5207319027,3021964.3486582343,,3003881.5965204267,,2709335.450321531,2167109.3931954443,2622669.2533169887,2643547.8657948193
749,53.42857142857142,2438005.204509817,2784753.8123231265,,2051348.2913802918,2342589.2806704137,2323028.7819338315,,2469136.2696446027,2236903.3917577737,,3184557.1028477205,2840626.6341965315,,3215292.3919668305,3141956.317819136,2871247.243464096,,2622669.2533169887,2865299.041697236
750,53.5,,3110048.3690273385,,2200654.624830353,2402476.652034694,2054215.874596475,,2583080.851112247,2143990.2033707267,,3491222.7738757404,2952024.6454236074,,3379922.0626674974,,2823740.9436506447,,2622669.2533169887,2832045.009237084
751,53.57142857142857,2265958.2487639696,2966964.398383277,,2054855.7325615715,2289520.3186740866,2250373.6840067357,,2597861.887580362,1905287.1045591007,,3488575.376493592,3200688.085785702,,3186562.5023743333,2947993.095306701,,,2462001.8705328866,2881875.348122725
752,53.64285714285714,2550380.36269918,,,2314552.289685545,2417108.617549449,2361732.8680926105,,2457673.78124544,1888272.4060237433,,3494783.369293835,3107741.414333391,2979620.4390857588,3439376.6640963084,2783243.391728711,,,2462001.8705328866,2647885.9192161923
753,53.71428571428571,,3055800.899743136,,2493112.1143205925,2593166.9549666257,2308351.603336954,,2787553.7345796395,2022361.8257129663,,3189475.6682711663,3176123.1783877434,3094704.8785638693,3266441.5533391726,2820064.053513117,2863759.1605798965,,2462001.8705328866,2639286.6781401974
754,53.785714285714285,,3181515.405521275,,2276190.5594050395,2539520.496412104,2147565.580601939,2755938.07294164,2703821.9988959944,2019970.7293339977,,3561052.77273059,2997104.7792833024,3092750.5495911837,3523191.980769233,2915860.452775658,,2226037.6621322758,2442226.4233244136,2701996.585816651
755,53.85714285714285,2305933.257903875,3017365.8068784964,,2186149.907524319,2333430.889577113,2468678.6105637327,2483824.7672780254,,2019088.1730188702,,3337235.4514796995,2831817.9785710615,,3073568.395019853,3064809.5499261427,2843642.814339671,,2442226.4233244136,2788989.8757650843
756,53.92857142857142,2370512.388077335,2888223.1893315758,,2299825.1417226866,2289805.4946861607,2168304.1092562326,,2431336.295953462,1957369.5483820806,,3518844.148821655,,3168790.178312446,3061842.4981276193,2940287.482245989,2986363.5584417293,2266405.8423687974,2370551.8965424993,2756216.043823018
757,54.0,2271030.7259450825,3209168.7067107675,,2244436.1157669965,2338322.229840035,2165412.120039078,,2211065.730357558,2288281.996618094,,3320263.33184945,3268328.4107571384,3331502.592361713,3117397.8575435686,3202614.4051972223,2735924.434641013,,2377834.5831468753,2760511.278160979
758,54.07142857142857,2435700.4683484584,,,2477457.959806761,2274931.1556565743,2318567.724822781,,2336657.3007901735,2378569.257164739,,3366228.5043232907,3041025.474512825,,3543725.661713642,2990855.4028135366,,,2326885.947609599,2594803.2857836196
759,54.14285714285714,2565746.4207152207,2667116.2656134833,,2424972.570636346,2472274.5831197724,2202749.552528641,,2545561.5879626526,1968410.654127771,,3216900.322556418,2952929.6383588775,3190313.794415916,3146542.619221558,2962554.2275098385,,1973356.4364856214,2326885.947609599,2815932.653430703
760,54.21428571428571,,,,2099547.18612083,2289692.0528817726,2091923.9622805328,,2623944.068251312,2006470.27626756,,3499482.8825739054,3204694.271341307,3451303.0520159914,3190912.4441436497,3185183.359976263,2901166.6447608224,2115603.305101547,2326885.947609599,2710269.5082962983
761,54.285714285714285,2458383.5646795053,3024166.868457011,,2513190.00449092,2405601.7446357138,,,2416108.833760212,2138639.8712290344,,3359123.641652979,3049076.890362935,,3372141.17199309,3012155.29168123,2853091.895878979,2227933.104229425,2307097.8909574114,2814649.693520525
762,54.35714285714285,2433650.26128921,3233288.780244795,,2218879.807672543,2349617.5841180747,2218735.246147624,,2612864.0145705733,1894347.7695306446,,3326759.0964661827,3050170.127768122,,2986313.468068325,2877557.561924903,,,2307097.8909574114,2805592.670958622
763,54.42857142857142,2483822.139393551,3192718.4440079364,,2408373.2851213585,2277615.295903323,2232659.590481977,,2861437.5895593343,1914167.79837003,,3215307.4530473156,2993606.2456574473,,3100002.962411669,2993467.908437805,2910286.6529883784,,2562215.6329408325,2739541.539406871
764,54.5,2338047.1621359647,3031818.258874218,,2536327.430504282,2206818.3766628825,2326104.6588186445,,2668493.1747953263,1990482.167701201,,3371447.4499544706,3106210.9054206274,,3290368.605018792,2936449.7885476113,2852122.997654869,,2562215.6329408325,2418385.2945978693
765,54.57142857142857,,2996722.3671778385,,2369926.552112718,2507677.8217070764,2375319.290468872,2641365.3823517165,2751545.4221677925,2098275.4398445976,,3308471.529255233,2899964.274214824,,3164931.2116677877,2810856.674203807,2978757.4626553315,,2562215.6329408325,2885402.817660244
766,54.64285714285714,2203357.837902916,3023927.6998236845,,2118690.8700790987,2396092.355828103,2277926.370822824,2559054.4005314056,2393161.6214494687,1945448.0144198136,,3482857.070918694,3100701.8596668215,3361710.094335295,3297025.7821960314,3033216.840892266,,2014092.180439515,2902512.957332304,2543924.7445737175
767,54.71428571428571,,,,,2278085.4934348613,2246638.5908829216,2435792.318537193,2390749.3949991446,2092630.0137540298,,3499177.66107487,3101845.553261839,3353822.2879259377,3109776.584611413,2943608.623326246,2960884.9554374455,2654513.856683774,2507114.346415147,2764072.871415981
768,54.785714285714285,2361161.4373231195,3060380.482661843,,2494805.436849985,2394653.6868954995,2405227.293361386,2684504.082597945,2540961.75797737,1923046.5788047058,,3559781.949667935,3017529.6831132243,3169293.2293590526,,2797722.9605537476,2710282.6926284316,2226910.6483840863,2676672.003870677,2488426.9517952306
769,54.85714285714285,2306093.0978204357,,,,2364173.8902279767,2315766.4719766025,2552993.688642826,2420512.1953622224,2218350.1306401812,,3230975.3134170314,3023388.669909081,,3154298.3155418043,2783920.1106415656,2972714.2410699828,,2535902.6206053337,2529002.5946814697
770,54.92857142857142,2379646.139979322,3031860.194614083,,,2419744.205607194,2319594.515086792,,2484059.02536073,2039531.5387004728,,3451260.9275280093,,3209625.869080149,3098004.7315497613,2742934.36241537,,,2552439.302517295,2703551.4948443114
771,55.0,,3098464.902897352,,2276250.9037909284,2370209.577801193,2406041.1355360034,,2545999.50702926,1751175.9205646145,,3225315.1425719913,3245039.653841474,3096637.1299609304,3047326.4656038764,2817743.4656805936,2958073.8560391115,,2694519.9399171337,2697451.8858785955
772,55.07142857142857,,3113502.4300029026,,,2174486.86532509,2251942.544474734,,2607346.141267927,1800785.7939332544,,3269604.566247861,3034243.0387538,3376160.2396885436,,3082572.355434945,3178118.74944092,,2604570.3158472427,2993840.5435333834
773,55.14285714285714,2355661.2504792092,,,,2394125.9387776987,2346295.830372983,2811309.4617627617,2407728.225651226,1807522.1756127374,3048636.986359738,3571988.9230790953,3020383.211651076,3499248.7496433174,2963815.5948893544,2731021.7766541615,2904411.191953624,2067800.122826197,2788608.875258108,2802522.901212998
774,55.21428571428571,2388392.7256668173,,,2188022.892295054,2358722.0854491075,2235659.8134100386,2482418.370399432,2505291.8392069954,1861496.2446698265,2997654.242033065,3322239.7062703455,3214451.2463362436,,3109355.597872765,2752041.256523532,2927023.823404452,2298309.2406305354,2842774.4427654245,2693113.3768973197
775,55.285714285714285,,2942127.561781039,,2001279.6579352433,2379855.9441334084,2015685.6459951962,2504168.0933478996,2599733.2928611045,2028329.2260254691,2987404.5699150558,3251364.9469879307,3196458.472324286,,,2866376.0970590776,3157284.741115316,2346718.3200120335,2604815.7583293733,2813493.4582747202
776,55.35714285714285,,3142760.2397752735,,2015423.8386241065,,2097133.0586945899,2537137.636674853,2550155.1347992728,2106722.196552688,2721337.288780007,3406030.555251075,,3492304.3140198067,2795169.994441473,2779776.76324971,2865229.1191371847,2157719.6253950987,2755236.7917913045,2810694.2576654116
777,55.42857142857142,,3414046.6343774945,,2242226.866483801,2611706.238959076,2230450.388928711,2332755.1423747675,2614063.384627549,2420015.423194548,2758397.652969573,3356055.7944783024,3113617.655154941,3330051.1807852476,3525171.9751164685,2884432.5393391633,,,2835102.07798652,2659939.842828123
778,55.5,,,,2256890.5205523423,2455759.990926595,2085045.205863183,2400404.7625537463,2382260.990761218,2313030.699780474,2847580.069458108,3460917.9127335595,3219875.4356905837,3101174.3338121437,2925888.9204751155,2726736.8310663877,2847318.989563398,,2767932.7799836914,2641524.789049925
779,55.57142857142857,,3036883.8740325384,,2252493.3922063513,2445263.838044576,2507756.7691834015,2567220.2867054204,2583318.3865307127,1907264.1507908767,3093982.3967891587,3300696.316980869,3045971.7168960855,3128695.83927213,,2743370.539119126,3005922.739293456,,2667587.6536323735,2603543.23667782
780,55.64285714285714,,3023778.750322656,,1755038.7018201768,2408025.0527742417,2071435.1159958355,2450339.0878820117,2438829.6285955906,,,3345067.8830527426,,3447527.034249664,3073402.846614057,3207060.613993811,2844821.4788971674,2091502.650016411,2702476.1551224096,2476229.7727498002
781,55.71428571428571,,,,2187794.867272197,2514341.041414096,2230077.309138738,2770286.4952716106,,1830350.91366841,,3328552.7424849733,3089373.6843874524,,3302676.8280517063,2710031.1405135384,2920690.7473297683,2497302.2897787355,2701322.73495983,2413261.3426340036
782,55.785714285714285,,3067688.6490168367,,2259825.03934006,2377339.359890415,2039855.803542272,2540647.457762753,2358244.2435502936,2171671.7202862045,,3487797.0217937646,2989550.492612278,3137538.184714484,,3090419.7824409944,2694502.5388836875,2436121.5862775724,2677679.088184227,2435117.5391028407
783,55.85714285714285,,3097259.835679132,,2387683.4464121237,2314112.2121061366,2162796.730669352,,2592257.1952186218,2142799.7487550527,,3147538.788700684,2977732.1757187946,3348169.430011067,,2808552.977129601,2840731.7098530596,2220183.952743888,2617882.677646285,2866266.1745523056
784,55.92857142857142,,3457561.547177741,,2377096.4277474564,2401586.109771567,2019075.5352261984,2492828.8917309577,2779936.527809473,2226238.7580915675,,3282417.147882881,,3503512.0577815766,2996381.5994212837,2732205.8492337787,2946649.6505221976,,2482512.3889580485,3058908.0963846184
785,56.0,,2916061.5334441247,,2234733.359957608,2465469.7003580085,2110201.20994931,2659698.569134914,2618599.7986703506,2097468.7327720383,,3417718.85183106,3163138.7930329484,,3176868.657874865,3129907.2073171437,2737607.300817911,,2397134.3761144103,3017865.844102584
786,56.07142857142857,,3034685.5395201286,,2188307.3847705345,2337914.073422598,2215336.724477416,2544520.991382273,2880573.6952074096,2174403.1919309474,,3478383.2121301116,2973621.231270068,,,2876856.291102765,,,2705765.928558633,2792886.1334104347
