Condition_mM,Track,Time,MidbodyCurvature,CenteredCurvature,ThrashRate_Hz
950,0001_1,0.0,130.6934246051672,110.57650267194569,0.6
950,0001_1,0.0714285714285714,,,
950,0001_1,0.1428571428571428,-8.51180728453928,-59.69103337889995,0.6
950,0001_1,0.2142857142857142,-99.26514482457841,-150.4443709189391,0.6
950,0001_1,0.2857142857142857,-39.574111445678454,-90.75333754003913,0.6
950,0001_1,0.3571428571428571,20.116921933221498,-31.062304161139174,0.7
950,0001_1,0.4285714285714285,51.17922609436067,0.0,0.7
950,0001_1,0.5,82.24153025549985,46.593456241708765,0.7
950,0001_1,0.5714285714285714,82.24153025549985,62.124608322278355,0.7
950,0001_1,0.6428571428571428,51.17922609436067,31.062304161139174,0.7
950,0001_1,0.7142857142857142,82.24153025549985,62.124608322278355,0.7
950,0001_1,0.7857142857142857,81.82183731162888,46.173763297837795,0.7
950,0001_1,0.8571428571428571,20.116921933221498,-15.53115208056959,0.7
950,0001_1,0.9285714285714284,20.116921933221498,-31.062304161139174,0.7
950,0001_1,1.0,-35.348584963373185,-70.99665897716427,0.7
950,0001_1,1.0714285714285714,20.116921933221498,0.0,0.7
950,0001_1,1.1428571428571428,,,
950,0001_1,1.2142857142857142,,,
950,0001_1,1.2857142857142856,,,
950,0001_1,1.357142857142857,-90.81409185996786,-110.93101379318935,0.8
950,0001_1,1.4285714285714284,,,
950,0001_1,1.5,,,
950,0001_1,1.5714285714285714,,,
950,0001_1,1.6428571428571428,169.5915322022458,156.17161774631612,0.8
950,0001_1,1.7142857142857142,119.20419392413679,105.78427946820712,0.8
950,0001_1,1.7857142857142856,,,
950,0001_1,1.857142857142857,68.81685564602779,92.07022872397982,0.9
950,0001_1,1.9285714285714284,55.63066328073647,73.34657506776341,0.9
950,0001_1,2.0,-28.790834368877128,-11.074922581850181,0.9
950,0001_1,2.071428571428571,-113.21233201849073,-95.49642023146379,0.9
950,0001_1,2.142857142857143,-149.53228025463346,-131.8163684676065,0.9
950,0001_1,2.214285714285714,,,
950,0001_1,2.2857142857142856,-65.46412190275883,-47.74821011573189,0.9
950,0001_1,2.357142857142857,-17.715911787026947,0.0,0.9
950,0001_1,2.4285714285714284,-17.715911787026947,0.0,0.9
950,0001_1,2.5,-17.715911787026947,0.0,0.9
950,0001_1,2.571428571428571,-17.715911787026947,0.0,0.9
950,0001_1,2.642857142857143,-17.715911787026947,0.0,0.9
950,0001_1,2.714285714285714,-17.715911787026947,0.0,0.8
950,0001_1,2.7857142857142856,-22.262438436849322,-4.5465266498223755,0.8
950,0001_1,2.8571428571428568,-5.106203953868875,4.546526649822375,0.8
950,0001_1,2.9285714285714284,8.839321899698092,18.492052503389342,0.9
950,0001_1,3.0,8.839321899698092,18.492052503389342,0.9
950,0001_1,3.071428571428571,8.839321899698092,18.492052503389342,0.8
950,0001_1,3.142857142857143,8.839321899698092,18.492052503389342,0.8
950,0001_1,3.214285714285714,8.839321899698092,18.492052503389342,0.8
950,0001_1,3.2857142857142856,8.839321899698092,18.492052503389342,0.8
950,0001_1,3.3571428571428568,-9.65273060369125,0.0,0.8
950,0001_1,3.4285714285714284,-37.48775627290527,0.0,0.7
950,0001_1,3.5,-106.72840610529667,0.0,0.8
950,0001_1,3.571428571428571,-189.16764423591493,0.0,0.8
950,0001_1,3.642857142857143,-249.24122698148545,0.0,0.8
950,0001_1,3.714285714285714,-293.0941187387144,-4.422971369144705,0.8
950,0001_1,3.7857142857142856,-293.0941187387144,-4.422971369144705,0.8
950,0001_1,3.8571428571428568,-293.0941187387144,-4.422971369144705,0.8
950,0001_1,3.928571428571429,-293.0941187387144,-4.422971369144705,0.8
950,0001_1,4.0,-293.0941187387144,-4.422971369144705,0.8
950,0001_1,4.071428571428571,-293.0941187387144,-4.422971369144705,0.8
950,0001_1,4.142857142857142,-293.0941187387144,-4.422971369144705,0.8
950,0001_1,4.214285714285714,-288.6711473695697,0.0,0.8
950,0001_1,4.285714285714286,-246.74076262697844,0.0,0.8
950,0001_1,4.357142857142857,-176.61347689564286,10.795740192626738,0.8
950,0001_1,4.428571428571428,-176.61347689564286,10.795740192626738,0.7
950,0001_1,4.5,-176.61347689564286,10.795740192626738,0.7
950,0001_1,4.571428571428571,-176.61347689564286,10.795740192626738,0.6
950,0001_1,4.642857142857142,-176.61347689564286,10.795740192626738,0.6
950,0001_1,4.714285714285714,-176.61347689564286,10.795740192626738,0.7
950,0001_1,4.785714285714286,-176.61347689564286,10.795740192626738,0.7
950,0001_1,4.857142857142857,-187.4092170882696,0.0,0.6
950,0001_1,4.928571428571428,-273.60265886117617,0.0,0.6
950,0001_1,5.0,-337.49149730556906,0.0,0.6
950,0001_1,5.071428571428571,-378.17340476500317,0.0,0.6
950,0001_1,5.142857142857142,-424.12874880516904,0.0,0.6
950,0001_1,5.214285714285714,-459.71294848305286,0.0,0.7
950,0001_1,5.285714285714286,-470.832213119167,0.0,0.7
950,0001_1,5.357142857142857,-481.6494295678075,0.0,0.7
950,0001_1,5.428571428571428,-485.82034861704096,-3.550410453454788,0.6
950,0001_1,5.5,-488.75025047471706,-6.480312311130888,0.7
950,0001_1,5.571428571428571,-488.75025047471706,-6.480312311130888,0.7
950,0001_1,5.642857142857142,-488.75025047471706,-6.480312311130888,0.8
950,0001_1,5.7142857142857135,-488.75025047471706,-6.480312311130888,0.8
950,0001_1,5.785714285714286,-488.75025047471706,-6.480312311130888,0.8
950,0001_1,5.857142857142857,-482.89044675936486,-0.6205085957786878,0.8
950,0001_1,5.928571428571428,,,
950,0001_1,6.0,-74.36944900648632,-13.182333164851372,0.8
950,0001_1,6.071428571428571,-48.00478267678357,-32.377713634380996,0.8
950,0001_1,6.142857142857142,16.750644591978414,-30.628622087668624,0.8
950,0001_1,6.2142857142857135,78.00788876731566,-10.976657194488538,0.8
950,0001_1,6.285714285714286,99.96120315629273,-50.27439758779886,0.7
950,0001_1,6.357142857142857,200.50999833189044,-13.430976309593404,0.7
950,0001_1,6.428571428571428,227.37195095107725,-23.93648944030727,0.7
950,0001_1,6.5,275.24492983169176,0.0,0.7
950,0001_1,6.571428571428571,275.24492983169176,0.0,0.7
950,0001_1,6.642857142857142,275.24492983169176,0.0,0.8
950,0001_1,6.7142857142857135,275.24492983169176,0.0,0.8
950,0001_1,6.785714285714286,351.90428662477814,0.0,0.8
