Frame,Time,0001_1,0001_2,0001_3,0001_4,0002_1,0002_2,0002_3,0003_1,0003_2,0003_3,0004_1,0004_2,0005_1,0005_2,0005_3,0006_1,0006_2,0006_3,0007_1,0007_2,0007_3
740,52.785714285714285,2385220.9487514677,2959350.2366577145,,2577865.980553658,2074259.7545876142,2528144.0367036085,2214192.6121112937,2556230.247392638,,,,2924866.9018261693,3174707.0669966917,,2809228.618300304,2220812.9717222685,2566779.957846406,2570041.0611124067,3457201.350515908,2907356.9118321487,3170229.726105851
741,52.85714285714285,2531579.2016149834,2771790.0489599076,,2732972.2575658495,2334763.651994447,2024507.3386477563,2283818.8530213176,2614729.2030800176,2458732.0308235725,2391655.179445566,,2830639.593630319,3430383.6972907204,3485570.601897974,2724208.4648333592,2151500.3285562983,2764212.379300958,2451208.7658729106,3279865.167600765,3537521.878530438,3350366.2177695874
742,52.92857142857142,2415085.9371446236,2498434.286766438,1972969.3440284785,2588562.774448369,2279485.5603375924,2290910.677069493,2285868.1064530616,2452159.2590808724,,2151576.2386476267,,2768933.235389137,3296658.381204926,2969336.2232315154,3017138.2710767975,,2580154.965755662,2919420.5009745867,3373202.0429480486,3092309.3460428044,3175755.6918759956
743,53.0,2431346.4290047134,,2134820.184974385,,1901029.748920925,2415857.7018124084,2197715.104833314,2452159.2590808724,2572980.2310376884,,,2711988.792818322,3154350.540300561,,,,2539712.278372364,2817039.9216395346,3376993.7208449263,2888245.0417650817,3091176.6808372634
744,53.07142857142857,2425978.099995971,2922070.948529147,2257322.0200937865,,2166684.7703751842,2281144.8757593627,2275732.005952925,,2242905.752188852,2055918.6248922881,,2623019.852275825,3245056.8753116326,3013675.583134781,,,2539712.278372364,2769538.406854445,3212123.7440726324,3455887.6995947035,3250821.960919565
745,53.14285714285714,2268927.455680191,2791618.1807615636,,,2224106.0109458966,2267526.081113952,1981847.7821897573,,2405212.1526418556,2339045.1079370636,2256930.8707050937,2813767.7874213685,3130587.412506632,3071436.337687345,3083119.4780843873,,2613356.0723238713,2669118.271816627,3226219.6763636325,3008284.8898212602,3396906.021524649
746,53.21428571428571,2295982.5529808123,3055777.147373349,,,2260158.715122317,2403731.6237892807,2147950.814534206,,2345758.1378565733,2069796.204970811,2091792.3308741015,2784171.0261362297,3351896.903073767,3026927.769587769,2923462.124502435,2001217.8603953426,2622669.2533169887,2736637.6726338994,3337220.325063998,,3648747.3906405
747,53.285714285714285,2332304.630391988,,,,2107118.265827399,2510605.4697319726,2166417.983236568,,2331148.2597189266,2220580.6151013537,2265364.4414792103,2879158.987242438,3102042.2966272663,3300505.327830793,,,2622669.2533169887,2954160.5960109658,3465536.897776947,3160546.2581569264,3172074.699086336
748,53.35714285714285,2322713.2023253734,3158079.7296288554,,,2241030.298794236,2209908.7936944733,2358535.1696163886,,2479594.850590745,2246491.540326836,,2882431.6331345905,3003881.5965204267,,2709335.450321531,2167109.3931954443,2622669.2533169887,2643547.8657948193,3436715.3942621197,3151642.4551521107,3259923.0411185045
749,53.42857142857142,2438005.204509817,2784753.8123231265,,,2051348.2913802918,2342589.2806704137,2323028.7819338315,,2469136.2696446027,2236903.3917577737,2197983.6378507554,2673715.129710074,3215292.3919668305,3141956.317819136,2871247.243464096,,2622669.2533169887,2865299.041697236,3212950.794982373,3155658.6547055906,3289554.1674097283
750,53.5,,3110048.3690273385,,,2200654.624830353,2402476.652034694,2054215.874596475,,2583080.851112247,2143990.2033707267,,2872001.1061218823,3379922.0626674974,,2823740.9436506447,,2622669.2533169887,2832045.009237084,3453827.8664593296,3141515.694879849,3490392.6087805717
751,53.57142857142857,2265958.2487639696,2966964.398383277,,,2054855.7325615715,2289520.3186740866,2250373.6840067357,,2597861.887580362,1905287.1045591007,,2565001.0960091823,3186562.5023743333,2947993.095306701,,,2462001.8705328866,2881875.348122725,3668147.304020689,3434650.1385534857,3120849.801093327
752,53.64285714285714,2550380.36269918,,,,2314552.289685545,2417108.617549449,2361732.8680926105,,2457673.78124544,1888272.4060237433,,2849355.3444803157,3439376.6640963084,2783243.391728711,,,2462001.8705328866,2647885.9192161923,3323946.56254243,3071073.282732819,3322831.864956371
753,53.71428571428571,,3055800.899743136,,,2493112.1143205925,2593166.9549666257,2308351.603336954,,2787553.7345796395,2022361.8257129663,,2919880.835519196,3266441.5533391726,2820064.053513117,2863759.1605798965,,2462001.8705328866,2639286.6781401974,3676906.5414323043,3267695.142798792,3596783.894109223
754,53.785714285714285,,3181515.405521275,,,2276190.5594050395,2539520.496412104,2147565.580601939,2755938.07294164,2703821.9988959944,2019970.7293339977,,2853460.206803475,3523191.980769233,2915860.452775658,,2226037.6621322758,2442226.4233244136,2701996.585816651,3349229.314230852,3259813.4072090345,3320596.8069204735
755,53.85714285714285,2305933.257903875,3017365.8068784964,,,2186149.907524319,2333430.889577113,2468678.6105637327,2483824.7672780254,,2019088.1730188702,,2948379.330918428,3073568.395019853,3064809.5499261427,2843642.814339671,,2442226.4233244136,2788989.8757650843,3381511.029839425,2796923.4501233893,3246915.485766276
756,53.92857142857142,2370512.388077335,2888223.1893315758,,,2299825.1417226866,2289805.4946861607,2168304.1092562326,,2431336.295953462,1957369.5483820806,,3030695.26238675,3061842.4981276193,2940287.482245989,2986363.5584417293,2266405.8423687974,2370551.8965424993,2756216.043823018,3387133.314311115,3071720.952445547,3545453.6568607506
757,54.0,2271030.7259450825,3209168.7067107675,,,2244436.1157669965,2338322.229840035,2165412.120039078,,2211065.730357558,2288281.996618094,,2720019.279090743,3117397.8575435686,3202614.4051972223,2735924.434641013,,2377834.5831468753,2760511.278160979,3387981.1614960055,2987257.634195493,3212633.9392587035
758,54.07142857142857,2435700.4683484584,,,,2477457.959806761,2274931.1556565743,2318567.724822781,,2336657.3007901735,2378569.257164739,,2912337.7727764207,3543725.661713642,2990855.4028135366,,,2326885.947609599,2594803.2857836196,3378396.731780328,3037744.199235697,3037391.4433295075
759,54.14285714285714,2565746.4207152207,2667116.2656134833,,,2424972.570636346,2472274.5831197724,2202749.552528641,,2545561.5879626526,1968410.654127771,,2743599.3518252657,3146542.619221558,2962554.2275098385,,1973356.4364856214,2326885.947609599,2815932.653430703,3278057.5152586875,2972227.767023766,3430058.375441176
760,54.21428571428571,,,,,2099547.18612083,2289692.0528817726,2091923.9622805328,,2623944.068251312,2006470.27626756,,2830105.4117552685,3190912.4441436497,3185183.359976263,2901166.6447608224,2115603.305101547,2326885.947609599,2710269.5082962983,3324747.0759122283,2880229.2738942113,3881580.413651719
761,54.285714285714285,2458383.5646795053,3024166.868457011,,,2513190.00449092,2405601.7446357138,,,2416108.833760212,2138639.8712290344,,2715066.065998536,3372141.17199309,3012155.29168123,2853091.895878979,2227933.104229425,2307097.8909574114,2814649.693520525,3580936.3723215014,3366743.392138081,
762,54.35714285714285,2433650.26128921,3233288.780244795,,,2218879.807672543,2349617.5841180747,2218735.246147624,,2612864.0145705733,1894347.7695306446,,2858602.619336725,2986313.468068325,2877557.561924903,,,2307097.8909574114,2805592.670958622,3319671.508976143,2906197.133971704,3061237.083615429
763,54.42857142857142,2483822.139393551,3192718.4440079364,,,2408373.2851213585,2277615.295903323,2232659.590481977,,2861437.5895593343,1914167.79837003,,3066368.3565064236,3100002.962411669,2993467.908437805,2910286.6529883784,,2562215.6329408325,2739541.539406871,3121471.605734089,2895375.34777523,3069393.5390347824
764,54.5,2338047.1621359647,3031818.258874218,,,2536327.430504282,2206818.3766628825,2326104.6588186445,,2668493.1747953263,1990482.167701201,,2622705.0191802513,3290368.605018792,2936449.7885476113,2852122.997654869,,2562215.6329408325,2418385.2945978693,3281485.03516315,,2911541.6675800593
765,54.57142857142857,,2996722.3671778385,,,2369926.552112718,2507677.8217070764,2375319.290468872,2641365.3823517165,2751545.4221677925,2098275.4398445976,,2982761.2616372528,3164931.2116677877,2810856.674203807,2978757.4626553315,,2562215.6329408325,2885402.817660244,3586038.754315493,2953031.761475986,3190378.2398615563
766,54.64285714285714,2203357.837902916,3023927.6998236845,,,2118690.8700790987,2396092.355828103,2277926.370822824,2559054.4005314056,2393161.6214494687,1945448.0144198136,,2830381.8821698916,3297025.7821960314,3033216.840892266,,2014092.180439515,2902512.957332304,2543924.7445737175,3187262.8372002076,2862183.797351852,
767,54.71428571428571,,,,,,2278085.4934348613,2246638.5908829216,2435792.318537193,2390749.3949991446,2092630.0137540298,,2809606.3003493017,3109776.584611413,2943608.623326246,2960884.9554374455,2654513.856683774,2507114.346415147,2764072.871415981,3741584.741647009,3260969.135120352,3453342.9060851214
768,54.785714285714285,2361161.4373231195,3060380.482661843,,,2494805.436849985,2394653.6868954995,2405227.293361386,2684504.082597945,2540961.75797737,1923046.5788047058,,3120410.2705638977,,2797722.9605537476,2710282.6926284316,2226910.6483840863,2676672.003870677,2488426.9517952306,3364603.6519900584,2973681.905301573,3496109.561462935
769,54.85714285714285,2306093.0978204357,,,,,2364173.8902279767,2315766.4719766025,2552993.688642826,2420512.1953622224,2218350.1306401812,,2728993.574632711,3154298.3155418043,2783920.1106415656,2972714.2410699828,,2535902.6206053337,2529002.5946814697,3292172.6014936655,3008959.463605125,
770,54.92857142857142,2379646.139979322,3031860.194614083,,,,2419744.205607194,2319594.515086792,,2484059.02536073,2039531.5387004728,,2640005.2820290443,3098004.7315497613,2742934.36241537,,,2552439.302517295,2703551.4948443114,3223889.55874263,3124494.5519003742,3170107.1273013516
771,55.0,,3098464.902897352,,,2276250.9037909284,2370209.577801193,2406041.1355360034,,2545999.50702926,1751175.9205646145,,2786168.5558912638,3047326.4656038764,2817743.4656805936,2958073.8560391115,,2694519.9399171337,2697451.8858785955,3517641.4611024614,3035227.327323818,
772,55.07142857142857,,3113502.4300029026,,,,2174486.86532509,2251942.544474734,,2607346.141267927,1800785.7939332544,,2705461.0719981166,,3082572.355434945,3178118.74944092,,2604570.3158472427,2993840.5435333834,3311194.5188030005,,
773,55.14285714285714,2355661.2504792092,,,,,2394125.9387776987,2346295.830372983,2811309.4617627617,2407728.225651226,1807522.1756127374,2170336.2528942283,2949995.7303185286,2963815.5948893544,2731021.7766541615,2904411.191953624,2067800.122826197,2788608.875258108,2802522.901212998,3336456.539941275,,
774,55.21428571428571,2388392.7256668173,,,,2188022.892295054,2358722.0854491075,2235659.8134100386,2482418.370399432,2505291.8392069954,1861496.2446698265,2007957.907627113,2923685.9730095593,3109355.597872765,2752041.256523532,2927023.823404452,2298309.2406305354,2842774.4427654245,2693113.3768973197,3174693.5406979984,,
775,55.285714285714285,,2942127.561781039,,,2001279.6579352433,2379855.9441334084,2015685.6459951962,2504168.0933478996,2599733.2928611045,2028329.2260254691,2031913.469324023,2846600.905630678,,2866376.0970590776,3157284.741115316,2346718.3200120335,2604815.7583293733,2813493.4582747202,3487741.2016307847,,
776,55.35714285714285,,3142760.2397752735,,,2015423.8386241065,,2097133.0586945899,2537137.636674853,2550155.1347992728,2106722.196552688,2005445.545388974,3025590.691957106,2795169.994441473,2779776.76324971,2865229.1191371847,2157719.6253950987,2755236.7917913045,2810694.2576654116,3390889.9418436377,,
777,55.42857142857142,,3414046.6343774945,,,2242226.866483801,2611706.238959076,2230450.388928711,2332755.1423747675,2614063.384627549,2420015.423194548,2257772.5196618726,2977871.112438699,3525171.9751164685,2884432.5393391633,,,2835102.07798652,2659939.842828123,3308486.5803658944,,
778,55.5,,,,,2256890.5205523423,2455759.990926595,2085045.205863183,2400404.7625537463,2382260.990761218,2313030.699780474,2224154.8702975092,2632854.217522323,2925888.9204751155,2726736.8310663877,2847318.989563398,,2767932.7799836914,2641524.789049925,3206641.782663233,,
779,55.57142857142857,,3036883.8740325384,,,2252493.3922063513,2445263.838044576,2507756.7691834015,2567220.2867054204,2583318.3865307127,1907264.1507908767,2251911.6742277737,2830124.3429021854,,2743370.539119126,3005922.739293456,,2667587.6536323735,2603543.23667782,3663162.387727628,,
780,55.64285714285714,,3023778.750322656,,,1755038.7018201768,2408025.0527742417,2071435.1159958355,2450339.0878820117,2438829.6285955906,,,2543740.649888725,3073402.846614057,3207060.613993811,2844821.4788971674,2091502.650016411,2702476.1551224096,2476229.7727498002,3496234.843272345,,
781,55.71428571428571,,,,,2187794.867272197,2514341.041414096,2230077.309138738,2770286.4952716106,,1830350.91366841,2105571.79174216,2684324.3798895814,3302676.8280517063,2710031.1405135384,2920690.7473297683,2497302.2897787355,2701322.73495983,2413261.3426340036,3187137.056575004,,
782,55.785714285714285,,3067688.6490168367,,,2259825.03934006,2377339.359890415,2039855.803542272,2540647.457762753,2358244.2435502936,2171671.7202862045,2447365.5667789956,2959147.5060662515,,3090419.7824409944,2694502.5388836875,2436121.5862775724,2677679.088184227,2435117.5391028407,3662347.719209079,,
783,55.85714285714285,,3097259.835679132,,,2387683.4464121237,2314112.2121061366,2162796.730669352,,2592257.1952186218,2142799.7487550527,2220533.0729703507,2838869.5166260717,,2808552.977129601,2840731.7098530596,2220183.952743888,2617882.677646285,2866266.1745523056,3384595.802978997,,
784,55.92857142857142,,3457561.547177741,,,2377096.4277474564,2401586.109771567,2019075.5352261984,2492828.8917309577,2779936.527809473,2226238.7580915675,2172169.3110298454,2847843.0497732386,2996381.5994212837,2732205.8492337787,2946649.6505221976,,2482512.3889580485,3058908.0963846184,3281275.6717908843,,
785,56.0,,2916061.5334441247,,,2234733.359957608,2465469.7003580085,2110201.20994931,2659698.569134914,2618599.7986703506,2097468.7327720383,1938352.0570792637,2813961.1573575707,3176868.657874865,3129907.2073171437,2737607.300817911,,2397134.3761144103,3017865.844102584,3522962.589850001,,
786,56.07142857142857,,3034685.5395201286,,,2188307.3847705345,2337914.073422598,2215336.724477416,2544520.991382273,2880573.6952074096,2174403.1919309474,1882992.6124113724,2836077.2806618214,,2876856.291102765,,,2705765.928558633,2792886.1334104347,3325059.789554,,
787,56.14285714285714,,3189888.695564051,,,2278013.0092259147,2484167.4487215155,2391429.340331084,2483224.0807352583,2618705.581161526,2078255.1276021933,2216065.789611223,2913131.8623486958,,2969056.534702034,2826347.1838243064,2116559.178860543,2620661.4365536557,2841384.9017053233,3411411.8387599173,,
788,56.21428571428571,,,,,2228611.7397258254,2436914.4702948527,,,2582247.044086921,2080614.9560890268,2180160.9740598393,2829203.51273524,3036971.1264364016,2834155.1036351128,3076827.881374468,2164062.856104215,2351955.666293952,2544544.8608274343,3420529.280153754,,
789,56.285714285714285,,3020399.43262944,,,2261511.401160695,2473154.1085432856,1981059.7183746211,,2396118.1310165017,1945678.5864001052,,2597459.7957768734,3383707.7607865506,2877589.147406475,2866917.9318767814,2320935.5075409412,2666439.7210834916,2671546.483891671,3225901.3870119783,,
790,56.35714285714285,,3082444.9864829774,,,2194373.636101261,2533566.1265517133,2184514.2911657384,,2658199.1622042363,1929886.716743477,2299015.9351446484,2855635.8403521287,,3162364.097752662,2791889.7677994124,2358574.7581807836,2434073.246145662,2900368.1395762498,3128640.2343742377,,
791,56.42857142857142,,2854312.7855790667,,,2196710.197743785,2230244.24420702,2407025.993192668,,,2072520.4998057494,2250446.8163294573,2859747.4393647015,3298687.419215168,3048019.6940094735,2663586.0237867055,,2605161.262311014,2718543.730324512,3590600.375506921,,
792,56.5,,3338111.4601322482,,,2153657.6148766684,2299478.1483598994,2129907.626566974,,2567570.088606833,2180335.443181069,2445169.8555435706,3075162.6445377823,3102572.8175260057,3091976.1954942388,,2028299.4850730957,2485622.3950799294,2409689.0632729703,3307152.0676138513,,
793,56.57142857142857,,,,,2185367.659828939,2353770.9752171957,2254361.857398334,,2642906.318146687,2159614.7969756764,,2807221.3104602364,2934744.406553298,2762238.186502987,,,2374694.88990138,2778099.4034621553,3551975.218712129,,
794,56.64285714285714,,3010175.081152709,,,2285732.819333984,2313765.4266045867,2247348.2441600333,,,2305163.3956008744,,2938636.7216217453,,3086682.785273577,2966966.825695244,1982008.5496388725,2614775.618091663,2989935.8237274303,3578709.637381336,,
795,56.71428571428571,,,,,2096798.5780308126,2513473.377529185,2236439.3715981822,,2566050.446012992,2241586.8764750706,,2909160.130179252,2909226.540552155,3082451.8063105005,2973188.7969661895,2512425.4607608975,2568558.2739860993,2765202.847214489,3331720.3095909148,,
796,56.785714285714285,,,,,2180022.287432847,2491457.435942727,,,2717712.9369506408,2314591.104155245,,2848464.3581075035,,3049752.2406274835,2712807.2445444744,2295207.8275056193,2589193.397707046,2913906.142572359,3485182.731666905,,
797,56.85714285714285,,2947682.8333458127,,,2112100.6866477705,2510963.6150112716,2189712.1351390523,,2622134.1141271093,2190966.859213346,,2821535.4958152417,,3089204.2419379894,2918399.8558685365,2091821.1797859964,2420666.924181602,2440737.6463940674,3433372.8314252202,,
798,56.92857142857142,,2829798.3605003413,,,,2329541.009696123,2257223.789681334,2157283.7215724764,2713356.8287831685,2402178.2015659614,,2939194.2635800308,3083141.0590265985,2927081.2964767185,,2011588.2469116636,2543381.408558626,,3498782.1016871794,,
799,57.0,,2931786.998609054,,,2126972.1798875807,2349602.6212426373,2261432.919235761,,2852607.8901848886,2128752.6722157113,,3023381.9059947417,2918586.820726307,3039795.883300707,,,2529131.0350242257,,3328616.7071333197,,
800,57.07142857142857,,,,,1971595.6186305806,2423258.3530028113,1937119.7590080588,,2764923.740835938,2317283.4973719907,,2884921.0480970247,,2820741.0577913155,,,2510236.273235282,,3348736.789472662,,
801,57.14285714285714,,3016935.9252895685,,,2287942.2752839737,2263607.189653497,2085777.1640967864,2619708.212935811,2575622.2921592277,2150713.2564158966,,2656290.325273097,,2910082.6746367104,,,2444290.830918417,2473036.409655945,3385132.538658166,,
802,57.21428571428571,2223637.725007437,3129209.4826600445,,,2257742.105414921,2430880.770813082,2304111.0237668036,,2556675.4261079794,2272436.0238166135,,2822958.3910599253,,2769333.664038311,2696809.994599991,2344937.329062438,2489500.208667017,2575529.9101408613,3326270.3107149703,,
803,57.285714285714285,2252292.5375761944,,,,2301819.543011974,2353596.88503094,2141256.0084983683,,2622282.9575124816,2229721.2327273153,,2872146.9641560283,,3058744.7820087997,2804751.2804387608,2499742.039864873,2678623.9549865727,2528264.032015141,3552921.0022173505,,
804,57.35714285714285,2379654.7796031,,,,2246828.447602351,2354914.828336391,2215129.5791928205,,2725269.8422948294,2028754.3245105043,,2944006.917245533,3466578.921328001,3332368.3639634983,2702693.332924631,,2583222.9658090533,2828219.6935604904,3242405.4151392067,3051317.4072072115,3313358.8347211704
805,57.42857142857142,2272510.355997553,,,,2280095.6405784697,2467434.846924488,2165171.259811357,,2671173.7396638915,2294772.4610699317,,2918971.5388621264,2975064.9473483614,3064161.8651661496,2953075.0622568857,,2558027.7582413317,2356966.282478182,3463073.246734801,2830409.222511965,3187579.9981202446
806,57.5,2215488.282547362,,,,2055845.1993400662,2295260.7344110296,2200720.180732814,,2638794.80755834,,2243852.068147013,2924618.036992054,3177790.027946572,3157953.4269882673,2712614.281250598,,2639553.6578816967,,3633636.8143683467,2896992.2240073755,3340966.4885101058
807,57.57142857142857,,2974774.01312063,,,2287595.1064030346,2615708.768107502,2192655.5255361544,2462763.926961423,2633539.0105355885,2183325.862087255,2148291.503785075,2784986.738119858,,3004653.1267672232,,,2553851.862241569,,3193341.193397927,,3139723.090613305
808,57.64285714285714,,,,,2529997.9043082413,2430188.860533341,2043635.406934904,2573140.8892529304,2862463.807494754,2134734.34667126,2258499.9224448493,2794504.031204886,,2935139.0228679636,,,2692515.2856864687,,3366419.726401447,,3171487.7617928837
809,57.71428571428571,,,,,1855652.713490694,2693659.467788746,2013269.136517637,,2685154.3117274605,2082523.9077793844,2417473.3450497794,2717550.163617741,2891360.6855629454,3083178.3554276605,,2023946.3729217383,2692440.1695522293,2332557.862891581,3578304.4945605793,,3614663.436318488
810,57.785714285714285,,,,,2344517.3504387923,2354649.241051082,,,,2298870.8141315295,2339970.4787285873,2861306.1209325013,,3028392.5485715135,,2473203.322176176,2426091.676837956,2560890.6401453554,3255515.934246487,2947788.7027908107,3239703.102161968
811,57.85714285714285,,,,2687405.4643728095,1987002.6344144407,2372153.1211582473,2177020.8592027775,2372776.917694669,2829745.1309617665,2244592.258930838,,2791252.745658967,3135174.5858507277,2912595.9183670054,2809514.0005978756,2266293.7496886184,2662126.10539904,2816722.4699162296,3269702.7355842977,3209752.568412672,3416595.547132031
812,57.92857142857142,,3253429.4451787905,,,,2520379.7790429825,2235177.6257202923,,2681293.525100719,1978729.1109841038,,2810895.3765014857,3118696.660839269,2962653.7685805447,,2338796.4297987986,2701485.4415778937,2635962.289356152,3176800.33395238,3117344.1079867613,3333661.394168308
813,58.0,,3101638.332521821,,,,2368917.6992413825,1928293.2094447638,2720924.9553230484,2794097.362432339,2036405.2139659773,,2684039.745969596,3030063.0762361917,3083236.3488948513,,2096210.7575170582,2682639.4634487545,2543065.197822694,3223482.153649942,,3334048.36937198
814,58.07142857142857,,3102531.2306823344,,,2563185.20206443,2329403.7570570083,2195914.857778417,,2538906.81060486,2052862.9845964748,,2729783.529513287,,2796640.381961153,,,2726615.395398862,,3072314.344914505,3259294.7783589154,3283414.120237999
815,58.14285714285714,,3030905.368654174,,,2317049.516634328,2213634.7456879127,2349615.0085825636,2534428.4161390145,,2572634.507769264,,2831785.588119029,,2905400.365964161,,,2815524.4753224277,,3150743.6443849127,3195299.412399542,3237781.049478658
816,58.21428571428571,,2918592.811954682,,,2425009.8592995647,2546346.9305697503,2214194.7447104636,2712442.7960186307,2509181.614663273,2630966.240759917,,2774478.0836514444,,3169447.7337328116,2846927.675080826,2020289.52597684,2567646.2619985235,2103395.005788913,3575532.4274552157,2794149.789970195,3460680.388624631
817,58.285714285714285,,2638700.4283081307,,,2398460.388962008,2645647.1643131413,2050526.191105658,,2674052.873086801,2415668.040687405,,2739676.4360239143,,3118469.1350850915,2728580.533782353,,2524677.2530507743,2591583.533033582,3290215.7429067106,3129630.7782481536,3162314.5381601863
818,58.35714285714285,,3014509.7444709954,,,2178715.995747273,2347446.70090842,2187081.7346813325,,,2537976.346993504,,2830346.275344762,3215349.7961760536,3220289.529686337,2950574.289783463,2503786.6830541096,2528558.6556291822,2287214.7197617018,3062544.8248623507,3298884.353601259,3244759.7166280164
819,58.42857142857142,,,,,,2365133.564394961,2265836.1756215957,2434250.4394278494,,2281239.8506276384,,2875851.5434974106,3065356.8084110525,2992659.1842954257,2892787.3313660817,2343535.8390893554,2509789.0160922552,2393672.6045041718,3223198.0139470203,3349415.8908197973,3437645.835045543
820,58.5,,3097874.841514296,,,2283614.879572134,2325613.56717938,,,2705422.8025726676,2344374.645560419,,2981208.2794417166,3169594.439772678,3031185.3177009444,,2555614.2512439773,2607036.9161007097,2550690.6927662445,3284232.3447264307,3049633.1648834813,3377109.496835648
821,58.57142857142857,,,,,2430955.4491548818,2320228.834285588,,,2509763.651607037,2142117.4136324218,,2972061.16292432,,2962793.9444367983,,2256646.70343147,2554440.7147061713,,3590838.2125093583,2978312.3254735847,3537172.130453608
822,58.64285714285714,,3192964.421652505,,,,2423868.279140416,2194741.554103285,2448622.2306973278,2392638.2612988814,2206293.710432194,,2800901.986296586,,2866054.7142711203,,,2491010.6030781455,,3157495.64235058,2963712.982390055,3990825.986112896
823,58.71428571428571,,3178615.1850290867,,,,2261394.232739751,2176596.9486930785,2228454.7115569906,2738729.577545003,2298242.8351927986,,2738764.838536316,3171046.135736293,3056354.242882421,2686677.374013021,,2425381.353986223,2564576.3612740478,3191079.115691992,3333659.412075903,2833463.2743191775
824,58.785714285714285,,,,,2340666.4207665017,2392479.2704116185,2288656.33927663,,2561503.9622559855,2112174.2585713603,2363958.3722567847,2890784.707208209,,3073540.5442225114,2950111.0836930443,2103120.3775006956,2577577.8366028313,,3204148.8923355066,,3058112.3657157314
825,58.85714285714285,,3150775.275280569,,,2590888.005562572,2377836.6702462337,1872834.5611405917,,2724409.2687926874,2047144.4014488242,,2772851.94034268,,3013745.435974008,2941605.2692633485,2091860.3750330703,2542523.5616234876,2764353.027684155,3539183.4552694648,3162100.4787614425,3323801.917401844
826,58.92857142857142,2173243.7239490286,3323619.065224595,,,2574691.581015229,2331680.68075594,1992246.322047736,2412961.879137165,2599402.775277921,2351928.705951491,2345611.708649284,2928149.771270888,,3144487.72478321,2905827.668933618,2324287.544497902,2522587.3021907867,,3391092.6371482885,3103553.034427563,3934700.454615707
827,59.0,2316965.615076064,2753782.348861013,,,2260342.4034917518,2317799.1211789725,2087860.5666857972,2302907.5296775233,2644075.146806564,2264306.231123187,2366056.713606116,2976962.4260150413,,2846427.850889368,2907186.309975145,2458813.5646264856,2671556.6142603033,,3181836.3831911664,,3531260.8078515027
828,59.07142857142857,2324143.357269639,,,,,2222378.640253771,2207092.4297872377,,2501722.528459371,2420309.8348752335,2287470.3526326516,2876324.7469451465,,2670034.3926995364,,,2590010.1502894186,,3136135.0631724494,2811083.1820133,3303167.371599954
829,59.14285714285714,,3460126.6730395807,,,2162333.6310584806,2323342.0797835803,2049086.9438768076,2392816.5873190416,2706392.9687548676,2345403.7129306733,2392915.261376011,2787421.6348110917,,3027724.7803145945,,2278694.811659768,2656990.5482059456,,3132295.789082057,,3300970.3258721116
830,59.21428571428571,,2996575.559670342,,,2431178.649708506,2493049.061914273,2120680.3813767307,,2446465.931070915,2348017.069386014,,2966196.8955563884,,2891268.8908402477,,2380480.064842907,2766071.159648786,,3094489.463687721,3072784.6180601437,3761216.1127399444
831,59.285714285714285,,3180322.409901913,,,2269914.84031777,2481226.1796825174,2440378.0467687133,,2676846.5054986933,2269231.375479094,,2923239.7216649386,,3059425.530880083,2969074.4593534363,2492192.6844071248,2535041.361358682,,3167892.867777127,,3507397.4676174163
832,59.35714285714285,,,,,2062258.9143664856,2418786.377194653,2094712.2618246132,2556877.87058934,2618907.468573036,2388883.1151933423,,2961209.5882241093,,2899263.40512026,2950996.4870997122,2549279.664327563,2524631.4794790014,,3279852.2081536646,2797624.18102344,3545113.7935546096
833,59.42857142857142,,2926800.808649564,,,2293333.751152098,2395229.5094656167,2065731.5234111075,2569060.899555534,2716579.0243399055,2383727.2559000985,2376120.200969307,2640184.2448401917,3126630.372647078,2814424.2591734068,3197997.8432621285,2472978.1679842924,2665640.1144781904,2759090.1080352534,2991958.3330819607,2872599.6377188372,2981278.73693804
834,59.5,,3159890.76949021,,,2229143.0760541647,2299742.1551579535,2329531.542453229,2876720.7762405183,2710258.6656811284,2372583.675636537,2304448.499128927,2908149.1926663686,3190999.371197623,3084673.6663430105,3002725.2449887176,2464903.8713313867,2629596.15058506,2476856.3702766094,3134158.4261631095,3071215.6938208593,3127981.073728723
835,59.57142857142857,,2990598.514556147,,,,2264665.4129239493,2235896.2209843495,,,2225944.5431121625,2367339.2966166968,2971077.7175388713,,3124229.477002425,,2621156.825142298,2700682.365161038,,,2873865.3953732243,3526673.2824889985
836,59.64285714285714,,3118506.202025767,,,2253611.76847387,2311375.4936138936,2322090.6919573625,2340787.331036829,2496950.1817623037,,2045975.4685292854,2821762.375814908,,2803878.3338065883,,2692371.544870915,2773586.843757728,,3404461.3243962633,2970044.3933923943,3934355.3777641365
837,59.71428571428571,,3241780.503556914,,,2244058.5535923145,2492123.682011776,,2422243.60354693,2684483.299143524,,2416567.383586557,2785526.4292676058,3110876.3594232085,2940717.7253735233,,2683416.4027842353,2641263.713508124,,3187842.916970107,2902955.5124576464,3554350.6645015236
838,59.785714285714285,,,,,2039654.68091265,2296193.1994219036,2213697.1683393694,2472078.5248469044,2654846.539168052,,2522814.639353876,2771824.1658604154,,2903881.740513301,,2689977.4334512157,2623752.008040327,,3410764.7470597676,3029987.581189363,3612582.499604299
839,59.85714285714285,,,,,,2351225.049716588,2330926.30849988,2406726.4088227977,,2304905.6007481837,2381645.465429568,2806216.5717078415,3511117.689483245,2825470.5180386435,2975909.037828647,2188881.498599934,2620936.7456745426,,3408118.7894950123,2894488.181602241,3364886.248198802
