Frame,Time,0001_1,0001_2,0001_3,0001_4,0002_1,0002_2,0002_3,0003_1,0003_2,0003_3,0004_1,0004_2,0005_1,0005_2,0005_3,0006_1,0006_2,0006_3,0007_1,0007_2,0007_3
4950,353.5,,2808946.701264811,2651653.352400025,2783525.021153123,2291847.847741564,2417668.2732760455,1885968.1147562875,2677735.05714526,2627102.235841371,,,2460494.7899348624,3135935.526343047,,3007374.923961603,2425763.2398714568,2565623.484408028,2382559.6088006934,3450134.170450847,3105443.2431162074,3130116.00698547
4951,353.57142857142856,,2868997.4241642808,2590693.05781383,2516285.9126281203,2249307.991465678,2219207.4520013477,1898235.7550567838,2389414.671895073,2579455.296972186,,,2389359.8670392004,2958775.3058444886,3110718.66554488,3149564.8402552838,,2609168.14297711,,3529532.116287327,3091380.0809638663,3344357.9256750667
4952,353.6428571428571,,2596362.645286658,2676910.841546749,2478726.717245888,2187567.2219980913,2434025.5069345604,2069806.6952383744,2816442.1392054483,2487460.5385567527,,,2438198.247289779,3218855.339800313,,,,2600648.69249549,,3246360.0528282,3318598.6710599195,3337416.830155828
4953,353.7142857142857,,2697455.5600686483,2481500.0285368767,2493467.3262249045,2201861.741471765,2401947.0470804432,2184094.1789368787,2352667.646757318,2321636.215818853,,,2207952.559622176,3266057.2297153766,,,,2434675.676464641,,3283993.0352935256,3222721.8589621526,3190650.985391712
4954,353.7857142857143,,2929975.6935783187,2471362.119464311,2674547.6814176673,2359217.888303769,2245761.0796476365,1869133.033478155,2654906.610498464,2626798.414537623,,,2472731.86474719,3148144.8245540154,,2908860.6547359056,,2629071.3397700153,,3427167.3401389574,3176148.7117646383,3132323.02483303
4955,353.85714285714283,,2998607.725249101,2479378.5852398984,2687195.818189677,2226089.396569267,2399092.0576236774,2055892.8636265236,2506477.0423299684,2594853.080212028,,,2462507.753807311,3333733.747062615,,3001769.546615557,,2492524.012809229,,3509338.2318871375,3357893.0783571745,3356528.629747976
4956,353.9285714285714,,2725071.5950013455,2629604.709992535,2700799.1669778675,2233853.084174285,2591112.040615213,2017123.7339901174,2819405.834338879,2447155.683715284,,,2257430.951101789,3402626.312034189,,3022827.8412107658,,2465289.036319172,,3231817.3424487556,2979168.779829046,3784239.9399426593
4957,354.0,,2850672.6061302847,2453717.408121437,2720938.924980298,2295391.339678288,2532876.8233823534,1999438.3756012218,2647821.411143707,2603193.4664960927,,,2378656.028509514,3167333.2264605733,,3134710.0326410397,,2551597.811485109,,3242365.1084779007,3298775.837712643,3691671.4703729777
4958,354.07142857142856,,3117106.612613398,2532614.2844402636,2623201.0109214922,2339727.698827312,2537659.949628046,2002840.5278030464,2419454.9817655804,2459062.833478559,,,2467418.789231094,3075338.0645284997,,3246417.579772887,,2378562.6230597235,,3612625.1096953424,,3575525.1236303193
4959,354.1428571428571,,2884821.42748838,2314424.4379535858,2479497.5501570366,2157925.4545081155,2220784.028241042,1955794.2463424283,2490648.9669899214,2569316.8188854945,,,2385247.948801519,3189713.4250126723,,2985334.377486877,,2565085.832985423,,2952540.7987604598,,3371733.8579409523
4960,354.2142857142857,,2820716.0300176525,2393089.612916457,2765632.7068774705,2335934.633249638,2338548.0969551876,1940605.5396700054,2711609.822777808,2632699.3373667197,,,2549197.3037942713,3211668.820108297,,3445170.829946745,,2495612.1705350624,,2962333.118197759,3353099.3345259726,3360359.709090332
4961,354.2857142857143,,2689656.814577582,2465949.984281942,2872366.66685902,2314333.1804997167,2066713.238573809,2128988.1089946767,2526642.2705594553,2486723.7032769537,,,2315451.601106736,3217036.2966641397,3032009.576029625,2997956.126489106,,2492593.2882824326,,3490486.606456286,3623081.736714137,3579557.05289006
4962,354.35714285714283,,2699097.7688603755,,2832788.67958068,2192719.2150536897,2347589.362860975,1986409.6422433702,2602644.849874885,2617081.8060058192,,,2328606.4516226696,3377342.5056441366,3248880.113072294,2839544.457262677,,2363104.4798725303,,3524549.3367774743,,3274149.4790195227
4963,354.4285714285714,,2930487.0157428007,,2769856.53241884,2207241.658220915,2379433.3999029123,1881052.3198187726,2487091.7234962177,2476552.466035922,,,2362078.6312630367,3105613.3252328523,,2931776.3294958393,,2647478.7115346016,,3432962.737355948,,3398577.7787237028
4964,354.5,,2745801.2991256188,,2685040.854059575,2376326.9725010106,2405703.353666372,2044743.03060325,2535769.088955429,2336209.3342289054,,,2239422.029380551,3146722.466257745,,3200956.9947959045,,2496593.9868682967,,3211076.3203186765,3351995.054055116,3555973.920208869
4965,354.57142857142856,,2992097.750388561,,2616766.344956441,2175258.9414777462,2160548.8932374935,2160180.849521651,2448999.8397786734,2326076.4410366523,,,2437461.2420029268,3416491.497851303,,2948100.9720054544,,2429552.523557013,,3224932.840987332,,3427238.3684992995
4966,354.6428571428571,,2893760.1581177395,,2679500.6463392004,2201789.5417089188,2325434.660689606,1996789.225535565,2599456.7531897672,2425948.9090172825,,,2309637.743435513,3275088.972109928,3297187.663552124,,,2460029.335678055,,3351105.47657874,,3422939.0349838147
4967,354.7142857142857,2615447.476593768,2709051.2052301425,,2702090.9604825843,2254286.419678885,2297404.804066913,1833896.8055792365,2534308.407655936,2328142.457441626,,,2340211.1470522163,3206321.5171746323,2903303.8489882,3173684.510602712,,2331281.393863882,,3207391.312844011,,3407156.743142698
4968,354.7857142857143,,2992471.803762167,,2952264.2680838727,2177565.9168669474,2258726.465673627,2055581.8162414695,2515932.052086915,2452990.780054729,,,2421536.378595234,3037274.43975407,,3221475.521094426,,2647281.4088171353,,3351326.0356010003,,3250456.3678814596
4969,354.85714285714283,,2883214.8906016797,2506892.0448829914,2569945.5694265426,2065881.7815464623,2441638.8768903883,2205478.067517376,2779219.288283187,2614725.9949573106,,,2320915.7889762474,3445424.97163062,,3160392.823632312,,2464916.6944500078,,3483323.8656421653,,3103880.5867993645
4970,354.9285714285714,,2871702.722367358,2228038.148040072,2857284.3119989955,2201435.5381432576,2587178.6254769126,,2581351.177841098,2677490.997814821,,,2282571.0737467567,3437122.141931285,,2890337.6127194837,2578443.4862594632,2448957.83442152,,3374493.664127828,,3067146.532972552
4971,355.0,,2786800.8879508083,2620921.878282629,2511056.351248777,2144389.128001503,2487928.4308030936,1956716.201725818,2425414.713142981,2414097.000176865,,,2330614.6159201036,3429375.9091130365,3177678.1175543824,3138722.061129361,2536646.8389943815,2501411.961527276,2551063.6587419584,3333691.2245166106,,3101761.9837565385
4972,355.07142857142856,,2829361.222595953,2463004.594110374,2611928.9485759567,2140841.515565606,2148693.0750169163,2120630.9199590622,2535160.023185889,2511254.0268891943,,,2319515.3444767063,3402569.6303506256,3330897.7936629998,3170756.8631981546,2214282.392913395,2475258.74997611,,3303710.7624415085,,3395951.5116547258
4973,355.1428571428571,,2818456.534722996,2452584.612012141,2787597.9812117023,2182954.315493591,2329978.56124788,2055911.7183570964,2453360.218853324,2448593.2294189264,,,2395644.4437950775,3350822.9578872314,3298159.5926900734,3268300.5983812157,2447029.812708898,2427856.90197699,2655899.9995708135,3386324.524784129,,3337759.9964555562
4974,355.2142857142857,,2899471.780152169,2449699.6943295603,2868700.4095919915,2318752.7435025144,2301152.308985154,1933281.013395523,2582164.567202177,2555515.7474177643,,,2249853.7676953543,2938065.51802755,3180203.057137903,,2598491.405961645,2457340.21296967,2468016.7084065424,3587945.8488519536,2943249.539734469,3590494.271400742
4975,355.2857142857143,,2916432.715253178,2402616.7269967976,2874864.0555190044,2205652.689577987,2275817.0909438753,1887549.561149435,2423210.9944829396,2507470.0658344063,,,2149873.965078954,3111725.13148538,3322666.84761643,2986077.2669863864,2590542.391370285,2330619.258415537,2460755.225189297,3633000.862896622,3312853.520057485,3406526.3865639186
4976,355.35714285714283,,2858223.532625645,2495212.744480492,2810921.654165097,2056632.6451461972,2088622.746501271,2317193.983990715,2485884.7242245413,2414058.6624528696,,3044806.8920109705,2476532.960398996,3192630.590127772,3175400.3164384267,2905731.976956121,2308598.765185961,2313844.5539771775,2393519.572192884,3420218.7062780587,3436804.2231776733,3282650.7456752863
4977,355.4285714285714,,2951551.402581852,2596289.080598511,2831873.043099679,2148839.653848613,2360197.4619405875,2096827.9244776512,2314706.4766996433,2182413.0805303003,,,2253380.018552814,3507690.9462092025,3477424.2177642924,2988419.0308655407,2747849.547671366,2375351.2069177967,2472635.629529292,3389884.8621666715,3585801.046823139,3454041.7508200295
4978,355.5,,2818897.9320919244,2517164.2039839714,2910462.387537503,2225381.9217574275,2288245.0775762643,2030944.1468228176,2514545.383056712,2514076.04861544,,2518785.6224260563,2327895.789860283,2987517.5667369612,3067682.960414248,,2419653.20752063,2359012.7615108793,2557521.394855549,3407369.8678497598,,3678937.296381349
4979,355.57142857142856,,2707275.7971826205,2348897.2506944677,2750090.6005469873,2162280.908917725,2229867.6174631156,2122369.9736530115,2565043.270759932,2468606.859536236,,,2407327.0057194578,3222394.653416406,3141341.6527583837,2774922.9694109717,2288202.096967649,2411728.17723647,2678953.7939608353,3558749.500685034,,3402732.802009443
4980,355.6428571428571,,2986666.9163912027,2183944.0116639114,2749901.9367676736,2084752.381054913,2304684.335045707,2132207.554062066,2737063.4355829614,2463894.4687087024,,,2497675.038578619,3365801.1981998784,3374392.237881949,3390128.112925467,2610767.698443818,2459308.5145157245,,3625468.142491772,2979737.367723698,3290568.070711274
4981,355.7142857142857,,3025336.46306257,2455816.245843575,2447370.016387579,2200088.002892856,2352621.50609589,2102189.2242523045,2549306.4254898103,2603354.6211531865,,,2234770.195406945,3131648.952408857,,2979981.7282870216,2546173.0581015777,2437831.920853856,2558688.899639456,3326016.2010445558,2827934.6999470033,3314605.105553823
4982,355.7857142857143,,2846273.212885263,2402652.5265057394,2404536.099752323,2158905.4644666896,1990715.5441835648,1879157.1534827526,2445164.274860062,2691057.9974021325,,,2208271.0831374936,3362053.888899743,,2958090.021027103,2396420.2207228807,2424653.6584009347,2552802.5987860993,3369666.252595969,3285023.509072257,3746469.1356105465
4983,355.85714285714283,,3021533.1071088477,2432761.8138815393,2740634.400738611,2215902.7157627917,2382315.2493105587,2042401.2096754126,2432734.743418349,2333340.765901343,,,2380052.458132025,3325547.9063783083,3039344.939877954,3185025.935904028,2670336.0384804993,2386199.3800407303,,3245997.9488067306,3191544.1461714627,3314928.821959435
4984,355.9285714285714,,3037783.2621995644,2369307.0254783183,2674855.2837043265,2254448.6462589246,2277475.543204462,2202063.381126022,2399563.407147355,2472394.0240486986,,,2192146.185861012,3127440.883813931,3167601.438355412,2949558.6871950496,2675151.0581133976,2512747.4524381864,2463105.2731960462,3106084.010799871,3326141.7396694114,2910056.2922484954
4985,356.0,,2757419.3083294644,2568123.206453103,2788400.27653272,2465237.388031024,2297065.5984258433,1872146.6120935313,2383128.4259272763,2486839.692968704,,,2594481.7623502575,3087252.15640974,,2709598.452212528,,2410801.889302229,2311980.5670171757,3211546.0291914837,3465170.985234255,2988675.7177360146
4986,356.07142857142856,,3068021.1394185843,2629516.8274825867,2842597.583589846,2296001.700862013,2165118.3903157376,1918452.251396623,2634694.069902482,2579811.6865081093,,,2402708.0748426085,3497794.4828933026,3202173.0229706247,,,2458531.7272542925,3011711.2538407454,3160502.622742384,,3123850.0026532565
4987,356.1428571428571,,2771534.0742577775,2425629.5069439425,2778718.6522353454,2172286.615832557,2226973.924061152,2136859.7400857303,2555358.8718085946,2765437.430257965,,,2364732.0298192925,3348896.4639372425,,,,2563246.969900288,,3362443.1273012003,3381039.748976965,3340936.443285593
4988,356.2142857142857,,2902860.742734611,2381292.823113062,2751429.9353344636,2121910.828455294,2332182.362776489,1961799.8736058057,2548242.727530634,2515085.1069647353,,,2184003.4887399487,3066708.8529089214,3336916.600015613,2850494.444433712,2332776.3633604883,2584672.173987699,2434589.4636249407,3229907.8638763456,3304416.138156568,
4989,356.2857142857143,,2795099.9376034844,2529176.206767117,2687209.078041006,2246822.518498075,2326577.141502833,1799491.49996323,2480874.99865865,2398305.4754367173,,,2471504.120746283,3062127.615570472,3274986.7684148327,2794586.0756969647,,2575795.7162996694,,3404398.445502729,3050666.15241966,3789563.995325394
4990,356.35714285714283,,2786245.3097948343,2344628.178799897,2631421.7042458593,2138987.814461189,2165530.853686086,2028327.681669636,2694831.607606006,2529338.708589885,,,2323492.218778401,3599390.850072273,,3123342.9297079053,,2667396.251713916,,3025040.7370804683,3089350.655364723,3364915.5043265373
4991,356.4285714285714,,3048367.255371604,2388368.441755585,2937894.9346278883,2286715.087805019,2341251.134857972,2005828.5293809082,2491944.253164512,2510809.281594652,,,2528693.568130943,3305092.733355218,,3005512.662837628,,2607273.7461654986,,3139755.4131107205,3191574.203390542,3688309.718700445
4992,356.5,,2873247.449179812,2528171.154890469,2661769.190244884,2121753.333190044,2324249.945567928,2028832.9917193227,,2580873.2354813037,,,2428271.242315737,3361354.1442377497,,2895982.632813849,,2414590.3222133773,,3586430.8864321685,3142487.153144302,3535732.6314945854
4993,356.57142857142856,,2759444.681642834,2272100.836856334,2720776.605827106,2237692.7664934937,2366249.2945277095,1906535.2632755123,2572334.823160562,2576593.6028980413,,,2241493.042124768,3159649.3863859475,3101090.7824040707,2898299.8937533656,2208559.4309410094,2653469.7176783765,2436354.2156485496,3217726.106470663,3146513.2851929613,3497028.508779676
4994,356.6428571428571,,2574923.014591936,2354290.069106596,2928575.048235134,2073054.643287709,2224502.83138025,2014426.484507114,2641247.224284862,2529965.3068914325,,,2481538.447363496,3125974.5613893834,3277550.3511314425,2687272.647783028,,2596919.4741092557,2526811.248489723,3340776.5436588735,3242738.86213747,3151685.933614237
4995,356.7142857142857,,3029583.545874863,2301349.100320566,2730413.481475101,2189471.725209591,2185068.159972021,2104016.178370871,2534038.6198376487,2444225.1391621334,,,2545146.84543685,3194807.660859514,3266204.4042933555,,,2424910.350133923,2472712.7617216487,3294115.1363449562,3092382.4798124833,3173189.0262016896
4996,356.7857142857143,,2743494.255461082,2340589.3387257876,2537819.832042391,2213022.4810025375,2295458.619788366,2176338.0357321883,2510971.727975651,2517052.1817990565,,2250206.458036503,2344583.2402027003,3316368.4911300745,3242878.9981007045,,2369219.9718965716,2411501.772051921,,3026711.2390053077,,3479375.5191021306
4997,356.85714285714283,,2844435.570696845,2495726.569026465,2795326.521887859,2307564.8778441036,2374836.963544641,1850895.6940121294,2619076.243282287,2706155.427935132,,,2304718.8767831856,3553712.065079316,3334042.47978371,3383133.882842147,,2400673.037460102,,3054152.6623705034,,2995846.885439458
4998,356.9285714285714,,2962334.8350102706,2187211.7464118716,2602958.67864915,2160331.3345588692,2109581.8018960957,2090535.123964629,2476183.217311347,2475349.054707858,,,2269813.738636685,3409513.9736959264,,3149140.3630317436,,2502535.0104795233,2502242.840354301,2979044.1138137165,,2998877.9521541065
4999,357.0,,2834951.202601936,,2933426.92554374,2476066.209697438,2363790.7288104165,2143976.558364522,2517450.7677289587,2587291.6338631194,,,2318637.2289093593,3437275.0813711737,,3186128.61310201,,2544746.9781386596,2535436.4904169724,3294929.2699005785,3540812.162006369,3068652.280042927
5000,357.07142857142856,,3043661.6021147515,,2833399.190777535,2172834.2784885257,2367018.645333459,2301470.018975573,2659472.4485858325,2602470.881061122,,,2360974.847250514,3323590.4439757727,,,2500503.74950891,2423503.110167642,2403280.7807471775,3450002.8658149536,3296728.9818074373,3146389.1615148177
5001,357.1428571428571,,2588152.7032072875,,2513013.1425978984,2320881.385928083,2378506.4393926836,2088484.0380868176,2418967.906721096,2465769.6688655536,,,2436182.0074869017,3212610.960499257,,,,2641904.6570233554,2672890.7047646907,3192356.1601517685,3474301.9523262004,3527974.0684043
5002,357.2142857142857,,3074767.663994553,2186019.411196531,2470265.2125288974,2397616.227027933,2520315.8108635256,2143353.9045323506,2667042.8599489923,2455820.2376021524,,,2267554.409874017,3145876.85232991,,,,2460631.234454297,2616237.4495746777,3329931.3460464035,3089695.5447571944,2978627.2844750355
5003,357.2857142857143,,3156389.890207188,2522013.0571931344,2598274.4709546296,2263751.4531545495,2197464.475496047,2055597.5531400526,2561276.1485970444,2517575.337785271,,,2410425.6945201545,2993103.0812976016,,2683169.4715838,,2534685.8418822424,2448536.742756078,3168039.613381649,3063544.5977259967,3104775.184907758
5004,357.35714285714283,,2706966.151690307,2359017.426153474,2873862.3041205886,2299014.5084625855,2235165.9374981364,2101100.999079817,2634682.1610907526,2432494.480388424,,,2249474.19632971,3196920.178233054,3058189.598821865,,2222290.5664317394,2467843.2184858844,2532027.962775105,2860948.1652927534,3248861.842279405,3249257.503565478
5005,357.4285714285714,,2985788.4836624516,,2678359.505726269,2214190.5440127742,2032565.0132828436,2086261.1440864832,2702849.759853635,2432363.486106935,,,2407722.6439508195,3043851.555323933,,,,2338257.926724478,,3487050.6369747543,3435352.025471641,3869434.482480693
5006,357.5,,2798781.370662984,,2705424.3678558525,2397818.665280303,2030361.705055832,2010875.7025588509,2653170.169990715,2607257.985805193,,,2303432.795091659,3108169.126561533,3468587.8867530175,3259529.052824099,2570832.2865754464,2322506.278194623,2552971.381292932,3414112.0035765097,3557977.938868862,3381846.1346837822
5007,357.57142857142856,,3012130.4507141216,,3013296.703393693,2408229.364055584,2039562.6573385654,2316374.624628048,2311571.2915471266,2528983.8866895763,,,2393614.5093374983,3288484.971546409,3537212.893683418,,,2564381.865640636,2978286.1494119875,3338088.901089293,3558869.8169263913,3260057.902289373
5008,357.6428571428571,,3034148.886743238,2197723.26523617,2634244.590078774,2390636.0236296286,2095317.1614983054,2064344.4841040531,2657088.309569333,2488349.2792063463,,,2321670.834174189,3019865.9111908553,3403458.917275912,,,2529135.2548330734,2736170.214905934,3303537.713700374,3348598.6491852896,2941370.784683764
5009,357.7142857142857,,2807984.545131242,,2814598.802203177,2295389.8811907703,2343751.242693388,2107013.4070601,2571204.22988421,2631227.755725575,,,2409592.5863938504,3101793.1091996715,,,,2352077.022841441,2627969.4979590056,2989486.8457515473,3382136.7871122477,3325356.814027442
5010,357.7857142857143,,3179830.4413127047,2114462.9355413895,2776126.9370410875,2167721.2982095797,2240567.4759797356,2052131.5937886643,2696916.950774185,2521328.4524442046,,,2190978.0346500026,3068060.1182886376,3139644.3989536655,2799717.066823408,,2386229.4433751884,2334238.201820112,,3224825.6628715047,3673859.3071204503
5011,357.85714285714283,,2984740.750170219,,2576506.0010481556,2197295.7936623115,2051578.1893954568,2033642.5902621201,2629212.349220167,2376304.2681592843,,,2199254.019645316,3244058.1885612356,,,,2517640.492794781,2316967.198076528,3036704.3611327396,3411793.4580301605,3280405.493298094
5012,357.9285714285714,,2962076.0826983834,,2762135.8935136334,2196683.056288217,2001779.8241378416,1951425.009074541,2674480.139708465,2570979.5125534567,,,2142694.7291738354,3089568.4129724056,,2989070.046217497,,2408126.7017939007,,2997808.3251910154,3216670.2771348786,3073680.412971638
5013,358.0,,2860221.1282502715,,2887685.2813212983,2337795.190127641,1893929.9356598845,2206860.140527006,2493509.1970634595,2467151.1204403117,,,2487503.897690533,3179826.206399132,,2884521.161002977,,2596826.14277291,,3379868.6732002753,3114070.588739326,3214400.1084563197
5014,358.07142857142856,,2914455.0351767056,,2965258.0562970056,2361869.1707683424,,2246590.0526154856,2739800.918936717,2390373.831959303,,,2407570.031352273,3188911.023330382,,2814282.0797604243,,2541021.369773548,2509575.8361704974,3158640.7774435263,3142775.3078635125,3323206.380538187
5015,358.1428571428571,,2917283.318201177,,2843682.663900711,2212000.912121292,2348976.4715038375,2038131.66797597,2495051.8942372063,2657835.6917454586,,,2667063.7031973107,3280256.7461306714,,,2536851.2000835957,2641346.626540397,2290092.102327999,3220856.12250634,3516586.271748844,2909308.821680352
5016,358.2142857142857,,2774433.687074198,,2725214.8559775674,2411830.4358498384,2417104.328191577,2015564.2398950183,2704442.9340514615,2422545.7349078776,,,2485965.1720086425,3198669.1673435685,,,,2466381.903362328,,3333266.019010341,3318539.864299334,
5017,358.2857142857143,,2885145.9201427214,,2699522.268950822,2312649.4833235564,2438455.7970812893,2266621.8170513734,2562132.9287172304,2470354.1185179786,,,2311991.348955349,3143242.8199525634,,,2414797.7945607365,2571591.986713724,2506094.7760805585,3240601.747975539,3331877.6477093445,
5018,358.35714285714283,,3122892.4779171296,,2936923.16045482,2342536.4936270416,1901111.7404266377,1964786.0321497067,2538278.896151825,2651966.0888050683,,,2489549.4952166444,3125139.748110813,3163825.941658058,2903648.363215451,2337488.3624221203,2523352.5688000456,2498258.163819529,3511406.6598931914,3335400.479505862,3431329.1978311804
5019,358.4285714285714,,2943815.5395320454,,2765672.5369143737,2239230.929359623,,1916714.7725196194,2477436.7542253444,2576048.163967469,,,2280373.099203498,3047528.449491392,3234782.3975178907,3130495.7062271875,2319942.415459859,2663352.4265516363,2544071.9149773116,3210953.839275433,3510464.2510884753,2752680.282784132
5020,358.5,,3025041.647230642,,2716381.8804674745,2199700.0092336875,1995170.21574587,1996072.7439997124,2365821.3917543185,2444059.9681706233,,,2147762.4727061586,3053947.207813089,,,,2518771.3871080317,2524142.4020515843,3574800.2558138985,3521738.879193629,3220895.036666559
5021,358.57142857142856,,3041919.188157313,,2807441.193631692,2210347.8579793503,,1974341.2507226053,2298622.6400264786,2421286.2527536736,,,2540152.9768746654,3273627.74827012,,3129130.6300703986,2427353.3352343375,2501415.527141106,2288345.4046285897,3335639.938966385,3266803.4249063665,3284264.0588325174
5022,358.6428571428571,2665966.710885672,2930459.6829651217,,2755627.648566915,1990368.2218843505,2114606.963459972,2166429.81973579,2574052.861473156,2465636.000312762,,,2311177.8385747564,3060325.2668221523,3348434.832079707,2979292.4233014314,,2532398.9721323904,2107539.4914614144,3452872.1447630683,3368617.4729107004,2977279.997325665
5023,358.7142857142857,,3065481.2560367677,,3028229.291911877,2338074.1347890943,2370422.8049059073,2059091.9679626068,2438855.0013439883,2751209.8539487207,,,2297503.3774449914,3106403.8257903783,,3332829.764253692,,2455366.2030998617,2783797.7638868606,3139019.574309029,3311409.450112188,3488278.519854096
5024,358.7857142857143,2363174.393445585,2863409.649412415,,2646639.840301807,2254958.593131058,2661845.27861999,1844922.2687634646,2489126.3760811184,2539140.332352699,,2192670.822608825,2297991.809694072,3138908.6973265284,3449406.4870482525,2819718.9948821836,,2435950.197517327,2441965.271792369,,3113961.6047260896,3777371.378922337
5025,358.85714285714283,2378829.2841206593,3157806.624691624,,2653770.8298227144,2208435.1219201563,2536269.0683926153,2055724.3337947074,2573104.0154693965,2485130.786397387,,2260029.3101416077,2391280.52516273,3425804.743357684,3310862.364941904,2857243.1792817507,,2437903.1613531397,2572054.9996921136,3424061.3217806895,2990574.6585629685,2977694.3318237797
5026,358.9285714285714,2398532.645843817,2959611.9182412424,,2789424.4335498,2364498.785200081,2338225.7177498816,1973715.625210246,2546769.681779192,2614119.0999741275,,2194422.113714348,2294799.961625833,3075029.206337133,,,,2364234.9612149396,2304894.3627948277,3377844.7817842467,3351963.146285319,2828976.845396428
5027,359.0,,2840010.7428536094,,2596866.539048873,2150448.547485671,2089269.947668566,1966591.7113904983,2353790.1626899173,2456869.160817159,,2320406.1308685797,2382290.4153869045,3172478.5476609343,,,,2430813.9458057666,2407044.375890103,3686005.2513332833,3464908.2938312143,3055018.3496358823
5028,359.07142857142856,,2999630.68297936,,2655961.660630485,2255938.8121867534,2119001.5928145517,2018304.3028254819,2374835.536063844,2475742.447284155,,,2421392.653904969,3213725.536104634,3541259.4805325526,2982291.202399347,,2518681.0275255204,2491663.291359302,3616522.1119550345,3320403.5291855144,
5029,359.1428571428571,2519285.066246899,3055234.1830765093,,2839851.5838571466,2338908.5107447794,2233547.3506682864,2020437.192419085,2634177.419212465,2463789.8101338623,,,2362414.707673672,3043917.219874703,,,,2402555.3799889805,2483912.909051543,3593805.0811710707,3235976.0726049156,3584257.698947092
5030,359.2142857142857,2643030.500423729,3024516.113510929,,2552172.0708195823,2262785.6575090005,2106016.64453758,1964239.6246857904,2567274.451295426,2686006.5698185447,,,2499385.2185723786,2945711.7025540164,,,,2559394.1704316214,2351562.2143658893,3333423.4860418667,3310611.009989604,3098416.252659433
5031,359.2857142857143,,2953933.1974783163,,2607382.3415378784,2169801.637782467,2186390.0852921517,2209975.1611745483,2670106.308188615,2453362.545486205,,2233738.0400716695,2124122.698274025,2943308.7188766208,,,,2418224.5140871094,2649231.8142118137,2965711.8956077467,3138183.1185248173,3482618.3485232075
5032,359.35714285714283,2258964.9228384886,2708120.1660890104,,2665653.503758024,2424738.322073723,2349206.5617165365,2019998.8290905543,2563478.8116908413,2643201.6579823145,,,2564216.3286900567,2989304.60684345,,,,2494359.486155238,2436791.8710478744,3264344.4336187923,3199495.440780979,3248799.9631195082
5033,359.4285714285714,,3050596.261663959,,2728968.845839487,2145822.3866960467,2470492.162971102,2158181.779937103,2531759.835868056,2423594.992307881,,2240484.87071716,2498416.0203972054,2953267.190937429,2933272.4304898256,,,2480520.4864807655,2470093.144025474,3393408.0769125223,3269603.661500999,3584707.6391680427
5034,359.5,,3029819.0615384183,,2645253.2509773932,2298756.0202251514,2536409.554069358,1923326.7749177278,2529546.941578797,2567714.4166262452,,,2536001.96204995,3216380.875114067,3111638.7092056912,,,2431339.800418742,2457802.790821986,3477304.502276376,3198214.222651209,3124411.728097832
5035,359.57142857142856,,3088102.9266066123,,2471626.4569870057,2318050.106907948,2138022.1356233386,2019493.5805269724,2407231.1648614774,2395610.3677591807,,,2553745.1399623095,3266168.6748329937,,,,2622237.662333562,2596510.3191634067,,3202868.2892901213,3184370.3057930404
5036,359.6428571428571,,2964027.891952875,,2522163.972415549,2336235.9584956765,2051867.8021253077,2068692.5919805327,2621622.2142523094,2416670.463019391,,,2370282.945358944,3132145.3177074436,3082262.2851722785,3384180.4448560136,,2496632.936622802,2268497.494845051,3136256.7336879503,3458358.444776083,3309860.8875981313
5037,359.7142857142857,2514909.280693195,3170716.164018397,,2808216.462321259,2078717.6300372083,2128561.2051918567,1903704.5000420897,2483878.342949679,2519468.4703964023,,,2229416.3098941646,3066816.047009737,3181102.402461333,3497203.470329698,,2436204.9003961124,2118180.2872702423,3224166.006822352,3281928.6611795514,3319833.399399076
5038,359.7857142857143,,3036731.0732554137,,2583282.5881282487,2311663.982997938,2147521.513905607,2035613.84745828,2576324.3140720096,2495890.5682674455,,2179859.794944942,2236084.7637059856,2984261.5686917924,3029277.502621018,3090494.4292830764,,2475719.836195057,2056394.902560582,3270407.9316356047,3511486.3617016827,3238448.5247155847
5039,359.85714285714283,,2770004.3985469523,,2467064.1841274765,2366671.775174198,,,2836308.8028416415,2331451.2501984444,,2403294.3070181925,2290131.3259492004,2986576.762949041,3041056.3854400907,3331619.725262127,,2540148.1568684694,2013877.3751436588,3391160.079259189,3416083.754558411,3782800.322467746
5040,359.9285714285714,2472383.1143828426,2904411.3314030967,,2623357.1086150464,2199440.4236752167,2257196.358845688,1891299.3354156108,2606621.2912594806,2243970.7054817174,,2252865.7480209586,2406498.168152641,3504055.9043230372,2954187.3489675247,3159079.4440417974,,2604279.9098421214,1995170.005758476,3269155.6827244624,3221414.870354195,3316877.0649089054
5041,360.0,2363092.997460446,2967684.4511142434,,2755633.824276955,2204812.3948333035,2197955.98864618,1964264.5294677536,2340410.8705717647,,,,2418720.2617379357,3097982.0471127275,3162581.2553778663,3470948.0465672323,,2568971.5637052846,,3681964.2598616155,3478516.414326434,3232245.9275731496
5042,360.07142857142856,,3235092.393149916,,2640868.6571329986,2299886.023476879,2331957.7582627134,1891032.466064367,2491818.523213758,,,,2457179.1509740325,3205483.0123221045,3192586.872987353,3454680.285108703,,2262567.624858292,2583961.7297374494,3305494.3108423552,3297440.9997865073,
5043,360.1428571428571,2650536.4165108437,3229915.976922403,,2675061.0328471344,2120768.4993689437,2345385.967625452,2117003.5800144714,2425915.5419078884,,,,2407486.160056064,3270120.3808291047,3027164.79202879,3440098.6172193135,,2512583.845099397,2476671.514479057,2941074.095238008,3539313.862378954,3454777.769795245
