Condition_mM,Track,Modality,DynamicRangePct,OnsetTime_s
150,0005_3,Volume,9.312871573802028,54.71428571428571
150,0005_4,Volume,5.202566925310393,48.57142857142857
21,0001_2,Volume,17.439414826270877,424.5
21,0002_1,Volume,10.269591367326967,17.285714285714285
21,0003_1,Volume,5.796486373291259,128.57142857142856
21,0003_2,Volume,9.662548304961277,28.5
21,0004_2,Volume,9.151100234381744,298.7857142857143
21,0006_3,Volume,19.728362634530754,209.28571428571428
21,0007_3,Volume,9.344126026812091,152.2142857142857
250,0001_1,Volume,22.32427422602771,96.35714285714285
250,0001_2,Volume,5.379625705550339,57.42857142857142
250,0001_3,Volume,18.99393233468868,20.642857142857142
250,0002_1,Volume,9.481614561442598,72.35714285714285
250,0002_2,Volume,10.463595241969571,94.92857142857142
250,0002_3,Volume,14.589423629694636,187.92857142857144
250,0002_4,Volume,22.584263765992603,250.57142857142856
250,0003_1,Volume,19.997474656352637,279.0
250,0003_2,Volume,13.191340899773337,104.0
250,0003_3,Volume,11.176339539425967,67.78571428571428
250,0003_4,Volume,9.949643670864148,218.57142857142856
250,0004_1,Volume,18.13785477996285,329.7857142857143
250,0004_2,Volume,19.037562766618038,44.85714285714285
250,0004_3,Volume,18.92072102457118,270.35714285714283
250,0004_4,Volume,28.18203226025031,114.07142857142856
250,0005_2,Volume,33.454702403753075,105.28571428571428
250,0005_3,Volume,24.0840951518626,132.85714285714286
350,0001_1,Volume,22.294445377574988,73.0
350,0001_2,Volume,18.71916741442871,126.71428571428572
350,0001_3,Volume,12.000351321322412,273.9285714285714
350,0001_4,Volume,20.742798112486753,141.2142857142857
350,0001_5,Volume,9.13650628234788,145.0
350,0002_1,Volume,28.837019159921823,184.2142857142857
350,0002_2,Volume,12.598977885145231,61.0
350,0002_3,Volume,18.50452051211269,139.7142857142857
350,0003_1,Volume,20.606426306277456,94.21428571428572
350,0003_2,Volume,28.31297165390889,250.92857142857144
350,0003_5,Volume,6.514856430789607,148.35714285714286
350,0004_1,Volume,11.106540042382534,21.428571428571427
350,0004_2,Volume,26.11899838608558,139.42857142857142
350,0004_3,Volume,23.529049509742492,196.42857142857144
350,0004_4,Volume,12.108202162450198,72.07142857142857
350,0004_5,Volume,20.611643915527083,124.14285714285714
450,0001_1,Volume,24.406136521539167,150.7142857142857
450,0001_10,Volume,11.756221646025352,13.071428571428571
450,0001_2,Volume,31.80211066519263,97.71428571428572
450,0001_3,Volume,14.858253176172553,52.35714285714285
450,0001_4,Volume,39.84565343607928,170.35714285714286
450,0001_5,Volume,33.70679985439526,273.2857142857143
450,0001_6,Volume,16.756288011327,112.21428571428572
450,0001_7,Volume,11.407356176224795,67.57142857142857
450,0001_8,Volume,15.53318624586899,309.57142857142856
450,0001_9,Volume,17.17615926096289,35.0
450,0002_1,Volume,32.663650437097886,131.0
450,0002_10,Volume,29.721513366102897,199.6428571428572
450,0002_2,Volume,29.49485338300468,60.14285714285714
450,0002_3,Volume,15.825561458534196,222.1428571428572
450,0002_4,Volume,13.60765006359594,111.14285714285714
450,0002_5,Volume,12.133736382665234,18.71428571428571
450,0002_6,Volume,17.398356496276307,172.78571428571428
450,0002_7,Volume,14.299294616073666,27.142857142857142
450,0002_9,Volume,24.74730847344192,117.92857142857142
450,0003_1,Volume,35.49101738718201,96.92857142857142
450,0003_10,Volume,15.374036905229644,238.2142857142857
450,0003_2,Volume,29.50733370301147,149.5
450,0003_3,Volume,35.88714528778422,57.785714285714285
450,0003_4,Volume,28.751100887913253,94.78571428571428
450,0003_5,Volume,28.995235478096703,109.21428571428572
450,0003_6,Volume,32.53907354888483,80.42857142857143
450,0003_7,Volume,34.2496587915345,101.85714285714285
450,0003_8,Volume,34.841900963297064,94.14285714285714
450,0003_9,Volume,27.035638127313916,127.21428571428572
550,0001_1,Volume,28.23742120642001,121.28571428571428
550,0001_2,Volume,31.996637791746593,76.0
550,0001_3,Volume,21.810189094198563,100.0
550,0001_4,Volume,6.887282917380716,45.14285714285714
550,0001_6,Volume,20.500524941159625,155.5
550,0001_7,Volume,28.49143048220229,129.78571428571428
550,0002_1,Volume,9.820856554241146,102.07142857142856
550,0002_2,Volume,37.12757638131424,152.64285714285714
550,0002_3,Volume,27.21879545319186,199.1428571428572
550,0002_4,Volume,22.626438982305103,60.57142857142857
550,0002_5,Volume,24.608685588967163,62.35714285714285
650,0001_1,Volume,11.56711260999063,15.714285714285714
650,0001_3,Volume,28.962291829818838,133.85714285714286
650,0001_4,Volume,11.165114310692289,12.785714285714285
650,0001_5,Volume,11.260382207101031,116.07142857142856
650,0001_6,Volume,13.955956917710381,24.785714285714285
650,0001_7,Volume,16.091654769515955,80.57142857142857
650,0001_8,Volume,14.763355134353475,19.5
650,0002_1,Volume,32.3740100075447,109.5
650,0002_2,Volume,25.860131798506274,128.0
650,0002_3,Volume,27.14876140883547,151.0
650,0002_4,Volume,37.5993857012913,169.42857142857142
650,0002_5,Volume,38.66177217372392,105.28571428571428
650,0002_6,Volume,24.59705396421039,139.14285714285714
650,0003_1,Volume,31.44770618976392,156.35714285714286
650,0003_2,Volume,23.21147866453569,158.0
