Condition_mM,Track,Time,MidbodyCurvature,CenteredCurvature,ThrashRate_Hz
1050,0001_1,0.0,20.655370278006718,-11.449825261868153,0.7
1050,0001_1,0.0714285714285714,32.10519553987487,0.0,0.7
1050,0001_1,0.1428571428571428,43.55502080174303,17.174737892802234,0.7
1050,0001_1,0.2142857142857142,47.23452471364443,26.579154435637715,0.7
1050,0001_1,0.2857142857142857,43.55502080174303,22.89965052373631,0.7
1050,0001_1,0.3571428571428571,32.10519553987487,11.449825261868153,0.7
1050,0001_1,0.4285714285714285,20.655370278006718,11.094761775241441,0.8
1050,0001_1,0.5,-1.5341532724761642,0.0,0.8
1050,0001_1,0.5714285714285714,-1.5341532724761642,0.0,0.8
1050,0001_1,0.6428571428571428,-1.5341532724761642,0.0,0.8
1050,0001_1,0.7142857142857142,-1.5341532724761642,0.0,0.8
1050,0001_1,0.7857142857142857,-8.667145462651142,0.0,0.8
1050,0001_1,0.8571428571428571,-8.667145462651142,0.0,0.8
1050,0001_1,0.9285714285714284,-8.667145462651142,0.0,0.8
1050,0001_1,1.0,-8.667145462651142,0.0,0.8
1050,0001_1,1.0714285714285714,-43.52224570873723,-17.274968337083667,0.8
1050,0001_1,1.1428571428571428,-43.52224570873723,-17.274968337083667,0.8
1050,0001_1,1.2142857142857142,-43.52224570873723,-17.274968337083667,0.8
1050,0001_1,1.2857142857142856,-28.465714348429326,0.0,0.8
1050,0001_1,1.357142857142857,-26.247277371653563,17.274968337083667,0.8
1050,0001_1,1.4285714285714284,-26.247277371653563,17.274968337083667,0.8
1050,0001_1,1.5,-26.247277371653563,17.274968337083667,0.9
1050,0001_1,1.5714285714285714,-66.70498183168363,-23.182736122946395,0.9
1050,0001_1,1.6428571428571428,-69.70319657331096,-41.23748222488163,0.9
1050,0001_1,1.7142857142857142,-69.70319657331096,-41.23748222488163,0.9
1050,0001_1,1.7857142857142856,-69.70319657331096,-41.23748222488163,0.9
1050,0001_1,1.857142857142857,-61.882155382591236,0.0,1.0
1050,0001_1,1.9285714285714284,31.378574392928687,93.26072977551992,1.0
1050,0001_1,2.0,61.95750002103523,123.83965540362647,1.0
1050,0001_1,2.071428571428571,61.95750002103523,123.83965540362647,1.0
1050,0001_1,2.142857142857143,-28.30501501285735,2.99821474162734,1.0
1050,0001_1,2.214285714285714,-61.882155382591236,-33.57714036973388,1.0
1050,0001_1,2.2857142857142856,-131.61819629999692,-162.99677069292562,1.1
1050,0001_1,2.357142857142857,-131.61819629999692,-165.394172048831,1.1
1050,0001_1,2.4285714285714284,-31.30322975448469,-93.26072977551992,1.1
1050,0001_1,2.5,33.775975748834064,-28.181524272201166,1.1
1050,0001_1,2.571428571428571,102.3348264889961,0.0,1.0
1050,0001_1,2.642857142857143,167.78186022214425,0.0,1.1
1050,0001_1,2.714285714285714,219.671189182169,0.0,1.0
1050,0001_1,2.7857142857142856,231.93100493133267,0.0,1.0
1050,0001_1,2.8571428571428568,231.93100493133267,0.0,1.0
1050,0001_1,2.9285714285714284,235.76574092993377,3.8347359986011043,1.0
1050,0001_1,3.0,235.76574092993377,3.8347359986011043,1.0
1050,0001_1,3.071428571428571,235.76574092993377,3.8347359986011043,1.1
1050,0001_1,3.142857142857143,235.76574092993377,3.8347359986011043,1.1
1050,0001_1,3.214285714285714,235.76574092993377,3.8347359986011043,1.1
1050,0001_1,3.2857142857142856,235.76574092993377,3.8347359986011043,1.1
1050,0001_1,3.3571428571428568,235.76574092993377,3.8347359986011043,1.1
1050,0001_1,3.4285714285714284,205.76329578978005,0.0,1.2
1050,0001_1,3.5,201.8509901622068,0.0,1.2
1050,0001_1,3.571428571428571,201.8509901622068,0.0,1.2
1050,0001_1,3.642857142857143,201.8509901622068,0.0,1.1
1050,0001_1,3.714285714285714,201.8509901622068,0.0,1.1
1050,0001_1,3.7857142857142856,201.8509901622068,0.0,1.1
1050,0001_1,3.8571428571428568,105.08196732033686,0.0,1.2
1050,0001_1,3.928571428571429,62.40793217572589,-42.67403514461097,1.1
1050,0001_1,4.0,31.424204023150082,-73.65776329718678,1.1
1050,0001_1,4.071428571428571,31.424204023150082,-73.65776329718678,1.1
1050,0001_1,4.142857142857142,31.424204023150082,-73.65776329718678,1.0
1050,0001_1,4.214285714285714,31.424204023150082,-43.72600144457505,1.1
1050,0001_1,4.285714285714286,64.25779349274784,0.0,1.1
1050,0001_1,4.357142857142857,105.08196732033686,40.82417382758902,1.1
1050,0001_1,4.428571428571428,135.4595552352597,73.05162305953381,1.1
1050,0001_1,4.5,135.4595552352597,104.03535121210962,1.0
1050,0001_1,4.571428571428571,135.4595552352597,104.03535121210962,1.1
1050,0001_1,4.642857142857142,75.15020546772513,10.892411974977293,1.1
1050,0001_1,4.714285714285714,64.25779349274784,0.0,1.0
1050,0001_1,4.785714285714286,-9.30085555124339,-74.71213793945047,1.0
1050,0001_1,4.857142857142857,-75.99445044864464,-151.14465591636977,1.0
