Frame,Time,0001_1,0001_2,0001_3,0001_4,0001_5,0001_6,0002_1,0002_2,0002_3,0002_4,0003_1,0003_10,0003_2,0003_3,0003_4,0003_5,0003_6,0003_7,0003_8,0003_9,0004_1,0004_10,0004_2,0004_3,0004_4,0004_5,0004_6,0004_7,0004_8,0004_9
1675,119.57142857142856,1385809.7325693592,1580843.5047111367,,1723710.5712331014,1213581.1750534878,1256379.4506205448,1742821.1855518287,1794273.5915660355,1731968.2216216766,2381852.0445541022,1746218.6965619205,1777557.1953836114,1761599.0045468498,1969608.5826184312,1605653.4322684996,1785248.3848394356,2381012.006723239,2080913.4784472003,1906277.4803131006,1766886.182444746,1988348.3594063676,1662090.3232995856,1920245.789428431,1878304.19711078,1485393.5786784925,,1802665.6774416943,,,2172029.6110206693
1676,119.64285714285714,1447149.4845124006,1428902.0105536312,2153494.503580086,1704145.4775515713,1240062.7884481607,1261427.021529526,1802433.9393093162,1825685.6063584343,1736819.9617765017,2148920.6966635487,1762356.6075722785,1781588.5456921167,1811393.714163577,1961274.7851282405,1650113.9627983836,1734138.35648806,2401675.6446706224,2167822.1416240013,1888099.9593037684,1861295.312117804,1960427.5862297078,1690993.9488597924,1933797.8080119935,1826984.2433255224,1484065.6477994607,,1832865.4575487212,,,2090318.4720148875
1677,119.71428571428572,1418821.7455562395,1403485.4502206491,2171409.2648648727,1604635.112957705,1210467.1014180807,1276753.59560364,1807912.6027536872,1804218.184796969,1778112.4696867657,2233863.2768983576,1688526.7703025136,1782679.9316165212,1728401.1365653516,,,1812470.1235802502,2258353.8395495396,2088765.4502858436,1914028.6845503515,1918702.0882235814,1994886.6284709582,1722966.3754782425,1851885.8166070827,,1518651.02349576,1713858.3722800775,1817464.7717349355,,,2090318.4720148875
1678,119.78571428571428,1339900.0677034135,1471990.1966474953,,1699019.111148216,1215666.4027504995,1270220.183609284,1787509.8908309536,1852994.1969229796,1705410.8509637406,,1769034.6021545643,1825728.3109224534,1694167.1375678175,1951757.6258695063,1634562.2267312922,1772638.0073472825,2282614.9782858165,2199190.6725932434,1859732.676394003,1904878.3401423437,2016015.5102906388,1680440.3023762682,1812969.623009816,1900347.1974077255,1530342.0708293307,1684293.6805456136,1814323.8276033413,,,2090318.4720148875
1679,119.85714285714285,1437534.85100778,1481538.647721291,2002818.442848121,1730664.838974679,1195020.5798801493,1214810.360516904,1792257.4790924124,1842400.9719679516,1761964.7439628863,2244526.005752096,1728830.2953295368,1785674.298002247,1670851.5410546062,1938487.2169730277,1603829.9077958972,1791333.2083153292,2236617.6340522454,2120586.9761188463,1801366.3929531393,1823680.3010923672,2061145.8547444786,1724881.9807380773,1982907.288800377,,1469675.6117443012,1683430.1729170417,1823879.5407695135,,,2059097.9963761042
1680,119.92857142857142,1343534.0826743373,1499113.978605662,2138635.50044229,1630384.01652569,1188533.0204782123,1260834.769009888,1751528.4459601163,1859091.7417542855,1754735.2289840584,2262420.2577167293,1671097.8709252097,1729437.101499139,1779501.7731638125,,1706341.3207570128,1714581.2834997107,2310387.916253179,2095750.7175800714,1918353.1172231915,1794048.2364233835,2020606.60381263,1660112.295015827,1906603.408093718,1929716.0897250166,1540088.4523272726,,1869896.506998231,,,2035161.6884815036
1681,120.0,1417975.0278396409,1499418.0870338993,,1633734.0740069454,1188533.0204782123,1235247.8069211792,1853364.1140478074,1883479.4847088992,1756447.6287068352,2282785.2163379933,1736152.6280251255,1748030.677289599,1771398.6669829872,,1639966.4015659622,1738083.4614607126,2301770.578439321,2139835.7773612053,1936926.7089118361,1845645.7219065062,2013655.5961981537,1704761.9198139445,1889962.4383292077,1872831.1302650927,1480284.9999141418,,1875974.8435631106,,,
1682,120.07142857142856,1402600.9367915292,1515388.572871848,2193455.645448583,1562308.059381421,1188533.0204782123,1240774.7292734035,1862361.1342650694,1741040.6815460473,1741343.6323559438,2243475.63082736,1692395.5332317434,1680527.98116972,1787118.7064520104,1930042.2882292129,1559690.4003157008,1744470.8459604147,2267120.077847787,2258706.9417937174,1827940.8854851467,1915749.6384296454,2018089.0651062164,1688401.4807682175,1810043.7406781935,1797583.354282647,1471622.279073635,1700153.9718957688,1787802.6554311584,,,
1683,120.14285714285714,1305947.2630432025,1451054.2043583107,,1791472.4759011199,1203647.7456828696,1249506.1913306147,1859017.8050841468,1882397.5193333463,1767986.0998581129,2218621.8294713004,1687958.6082267174,1717541.4709804433,1757733.1956689735,,1625184.3752384214,1745415.5511329425,2198297.981575311,2285353.89444448,1935220.5992523395,1840818.9005355157,2008394.9804083908,1680982.1504681045,1845138.657479534,1889671.3314110255,1527225.0582768628,,1879056.8105843225,,,
1684,120.21428571428572,,1435540.0157280862,2047047.0193502225,1725898.473697263,1208092.4266325166,1243541.561200262,1823940.509288757,1883585.3910344858,1727963.154659848,2296223.225859466,1743269.3454189682,1703395.652007484,1776945.0068609891,,1636162.1647234897,1795298.8938025506,2319157.350787787,2301552.7429727917,1841060.9131704294,1878830.4656785496,1997807.267736805,1633447.0291778964,1869999.9607576046,1839511.5760467781,1454059.9002750504,,1843957.006774821,,,2313754.9874294074
1685,120.28571428571428,1312698.9400005979,1475149.7824214362,,1658720.7983922083,1187408.2229683113,1318899.9245319436,1756388.508694682,1889761.2016699943,1797186.5045932857,2295598.0861983434,1759913.5899797264,1778685.5837499297,1796204.2535364202,1892081.476813935,1609645.980261175,1753316.6039991013,2240567.3235416156,2252624.3398224837,1822948.4691936956,1889513.967148938,1990766.186372775,1692186.1810926578,1871964.8343338803,1880295.370017082,1545821.7458380547,1684987.6056217898,1854521.1109063972,,,2181769.2486846377
1686,120.35714285714285,1418989.80276177,1547630.4502162312,2054244.065281106,1714746.2659706494,1085093.3310302063,1295185.2239411732,1758091.6251300634,1792478.6991714283,1740285.943506849,2152548.3775184155,1779144.244215574,1764551.9008978517,1755710.7893915726,1929105.6909603653,1579063.5789858196,1627083.87198735,2265115.1373409736,2176040.5137723484,1858770.7478405943,1882560.2478054692,1960190.1225398467,1677404.962228916,1929201.6315968675,1878311.2991922263,1574275.636105805,,1882924.493300741,,,2107902.615427739
1687,120.42857142857142,1370526.9552777421,1474871.269614382,1967385.5613092014,1695150.7990226077,1072673.36916647,1289090.2475048136,1800859.899009562,1901618.4359008283,1704203.1121794584,2203598.6965472824,1710483.4084260897,1735524.0744346543,1789794.7863633716,1813115.880665756,1637469.0297565297,1686663.1196199702,2242402.9858329664,2385217.917033469,1853416.7592440527,1898627.447426592,2067800.0232560395,1722993.4054769299,1861550.324034117,1946327.9162300066,1563675.7539039243,1713996.7362165565,1847440.110811763,,,2079414.0681924988
1688,120.5,1412879.7395712545,1442470.5127910152,1996668.2901697785,1711163.8855350914,1076442.585021835,1276211.6422332986,1831337.8505990906,1771225.2734916029,1822467.501340988,2273023.629645562,1805145.2609728319,1770999.1739777112,1841244.7299569938,1873844.4987360793,1623644.8816059954,1760546.3122103394,2320016.2254046025,2168909.263810199,1879030.5276412137,1895251.8816895685,1948822.0857852704,1654801.36630737,1941052.5887935976,1921342.96540189,1546876.0922946185,,1882924.493300741,,,2107156.063247333
1689,120.57142857142856,1449783.4622359525,1465703.550111708,2052753.7508336857,1769796.1748053597,1081187.7979314171,1252768.8862301575,1851131.1481181858,1821677.7930838356,1832570.9270114433,2290137.3479856965,1706805.4348794895,1831147.801313564,1810349.0916803877,,1609352.6957589753,1675466.7662051194,2255424.9837977844,2333610.955210362,1816853.23321514,1939943.0278012468,1970708.4510169346,1688331.8874150335,1926271.6151016883,1918634.0468896732,1525125.326990293,,1848156.235837939,,,2082232.116702458
1690,120.64285714285714,1318482.4767504437,1424425.4461596883,1940207.8856046186,1753878.451420467,1082882.6455717643,1318061.1977669662,1865954.1667433348,1772870.0062864367,1845079.410442165,2353146.7852473776,1787712.4634681414,1715647.4222667853,1837183.8571383168,,1639761.7996757843,1695532.6597796464,2247125.8196624005,2284024.676608694,1865361.380193643,1866449.948828457,1928965.3950943267,1663244.3656886693,1928616.6908355327,1891526.64969796,1544753.4385796757,,1826738.240675538,,,2139400.587589293
1691,120.71428571428572,1343190.74578173,1466841.7459800064,2189506.2128121746,1807513.5190352716,1099087.476063852,1313747.9866719234,1816900.2243605528,1839571.8131014623,1714886.2612586166,2283819.1242942903,1765246.503047058,1731761.5481911504,1812231.3741918067,1933861.0837010765,1690597.8997739423,1783643.7632403027,2203192.591541314,2348964.5425781347,1801356.4550744873,1925913.0180921224,1963880.3398973385,1635454.8625965165,1903457.9617503441,1926782.1893347146,1518793.6918907883,,1782546.3828227005,,,2102956.7833625297
1692,120.78571428571428,1324457.060134194,1477337.2017262704,2117445.5251262076,1687964.52763264,1099087.476063852,1334711.2601857884,1812663.6459829337,1832076.2539048316,1786899.4886135655,,1741521.8179941948,1742229.7277147518,1802458.0810446169,,1650968.3251614082,1731642.8503525269,2248873.581156732,2360154.189473598,1782760.1160985087,1890772.2540735106,1924218.3064859759,1655265.6340946788,1939124.0625896016,1914597.0925400038,1515366.7373992156,1707452.337112354,1781646.327343046,,,2010796.9448683131
1693,120.85714285714285,,1497573.4601867038,2019840.644608837,1745532.5826293165,1088637.5334175716,1318061.1977669653,1817833.4899814152,1790042.0301775553,1835326.1789138434,2373209.2226675367,1791122.1164626663,1732845.359117821,1800165.4814268728,,1681441.8591565962,1803152.1147663975,2129092.147293376,2446236.7162465095,1838312.3352906005,1906146.0449562676,1942721.8211440751,1668923.4652329502,1892842.903430742,1949292.68470722,1518624.2895884612,,1787761.876339163,,,1978665.0089379349
1694,120.92857142857142,1330676.650268186,1492911.7199090116,2101923.3065914586,1730445.4946304574,1066709.969692325,1316320.49768205,1813806.7515033558,1820038.690954354,1736337.3037858913,2350305.163410335,1814787.0954174546,1760785.0411460411,1814548.1596801006,1969956.649435946,1629707.3565148127,1710160.884625635,2195645.4209137238,2521934.465613442,1819927.6546136248,1853832.358222971,1905127.1249616186,1663460.768249475,1851250.2687345971,1926794.8348943933,1532192.8183625087,1685458.8321126597,1727026.461876823,,,1967510.8112628951
1695,121.0,,1513048.3691536637,2054091.0961546223,1757859.4048949971,1095410.4183782153,1336366.9496314912,1764230.1089384244,1822634.2473085346,1784717.760727877,2227782.2257070383,1705527.8753581455,1599499.8778665427,1771580.7640193158,1933454.2898375604,1616451.789599218,1768296.6767133484,2220954.092203976,2421444.846160325,1861165.3240414897,1849076.7500107768,1875764.4011544376,1695935.3798722907,1960697.2974795871,1884983.209075922,1543273.0240611355,1707921.2068567225,1782341.9467191752,,,
1696,121.07142857142856,1315623.3930084796,1421848.1272808902,2054091.0961546223,1748998.5253168396,1095410.4183782153,1306824.4794136684,1781618.1117177971,1861534.3621196873,1721285.815484234,2250029.8353041015,1703649.1605155,1718986.686387783,1814059.2163072168,1931276.725660161,1662457.5546986598,1674092.0367910191,2278409.934969695,2355106.192432881,1806323.6857977076,1860893.8001862024,1917394.7248601925,1663460.768249475,1964832.2845177096,1925731.3900315317,1550119.7067314624,,1741351.0144297713,,,
1697,121.14285714285714,,1485176.9757051356,2054091.0961546223,1651585.453788436,1102518.3630375431,1300390.5694895627,1768013.7091844399,1828132.0328090705,1830786.9937446245,2240067.303661172,1716310.8846386631,1681464.317780855,1815905.847880533,1967142.9763681367,1584532.2565445565,1740863.9901871649,2268240.2511973046,2289362.4767794525,1779037.5117440568,1905100.6625336302,1879501.1161272048,1693571.00380479,1936191.3551417305,1920197.7040774096,1533174.2985511762,,1764438.7942936928,,,
1698,121.21428571428572,1487127.5936632145,1472057.2698851973,2054091.0961546223,1677634.484757659,1092771.8380238423,1318835.1462841607,1801599.8995411785,1738643.703736258,1816549.3880453368,2265722.039558883,1703644.8223935931,1722616.998276718,1776081.3969740083,1920035.9413535283,1525670.9471924081,1715522.6095198286,2238249.7344749733,2423583.884694331,1857069.4545366524,1941548.493299447,1950302.261535104,1710159.396840312,1905997.6891158111,1918756.272915453,1527154.498012027,1701212.9269421075,1784650.2432817442,,,
1699,121.28571428571428,1462231.0331410884,1450546.218301025,2017185.431533677,1620395.7356371845,1101236.1225084162,1278734.792789626,1804707.997829388,1810173.9930647076,1665934.3377478945,2311246.642820346,1709396.1524249236,1807340.9622800625,1774310.511753175,1957492.4060133435,1594670.9428741578,1717887.457592961,2242405.122308374,2246072.2119684163,1799548.4685144748,1880381.360363114,1973027.4377227393,1683283.2897278836,1874771.179488726,1875856.0360356849,1527154.498012027,,1802726.1908937527,,,
1700,121.35714285714285,1493618.3596746873,1418698.0267923397,2017185.431533677,1723872.1273131547,1101236.1225084162,1278734.7927896234,1862320.6122771516,1810711.9354104637,1863004.767269526,2310671.2742207083,1683164.9654665906,1840433.7468935873,1757233.7260577395,1955206.046052153,1539873.3205926972,1744517.9584591684,2289048.5525201717,2299771.3443925935,1776477.5163805834,1873572.9983968304,2004843.3600216098,1634969.0346436216,1984902.785672903,1904426.455337683,1535744.0097708595,,1822838.020641649,,,
1701,121.42857142857142,1398976.015174628,1499479.524825492,2028704.1096991266,1778814.4165470453,1066445.921471471,1336222.8521666892,1828444.6253144536,1777125.201430494,,2214281.375025455,1739663.8450982783,1734352.567743403,1796200.6322571526,1968429.2453554028,1568766.9221465085,1743753.1648847945,2233802.045790682,2415603.3861900135,1872368.497929621,1864292.0024114123,1971575.4708800046,1608571.6974673446,1968422.9903665786,1876249.8777991806,1552951.6807013105,,1762923.0628544947,,,
1702,121.5,1500012.9129517775,1514637.9618270048,2028704.1096991266,1757783.9960122756,1066445.921471471,1341726.604384222,1821491.712698019,1836715.1398874964,1835041.4611131393,2246608.5352859925,1581591.5466378445,1769794.224585763,1805223.9443839218,1909041.0917991363,1645948.8138209935,1774818.1936541002,2206749.7119283527,2553695.4885538374,1915991.2135117871,1855478.2032372905,1941351.7587272972,1569854.6342117507,1941213.4768943635,1907713.7602287831,1533345.128845308,,1824453.152072194,,,
1703,121.57142857142856,1490672.535442083,1538631.7924918674,2028704.1096991266,1704881.8281079417,1068628.0088216828,1274804.6507064593,1821991.883246354,1889395.8254169002,,2320621.4031706215,1730652.3647582335,1691612.207917978,1783730.7676058726,1949497.0953569533,1626338.6361579087,1801212.3561458653,2253099.441042523,2565611.0715403496,1895103.0292706557,1889926.8331692654,1954216.1243501066,1654905.093263782,1906250.82076245,,1500855.7961371255,,1831841.4872623512,,,2179493.706635602
1704,121.64285714285714,1431388.2229554988,1435708.7652759869,2028704.1096991266,1652782.5942942596,1068035.5712249004,1307952.4781078203,1848522.7208481408,1859090.961922618,1804823.709365796,2236981.596591843,1701727.713097716,1678513.6469257951,1806659.0480618416,1933276.0921528167,1682442.7310605969,1740694.8753450545,2251689.896095096,2386307.700196738,1924642.2226265152,1866573.1278400272,1988116.76283624,1612498.4973538017,1858328.28483056,1940299.920168132,1520065.3160629617,,1810807.8356003417,,,2222607.60224821
1705,121.71428571428572,1372982.1267787144,1455424.2681739402,2028704.1096991266,1558280.3660395339,1066245.7239141655,1287983.423437364,1753501.1250784101,1905978.3059282175,1834632.9944376235,2189488.819035167,1710932.6092463278,1682305.5210639122,1769139.7221661203,1938155.3240579923,1632581.7268625982,1724074.1550412518,2246092.879165575,2312814.577842904,1892101.922029297,1861560.858880013,1943645.8759262846,1612794.9990981962,1821487.8822560562,1940299.920168132,1537890.201658657,,1791361.291273,,,2144136.949942897
1706,121.78571428571428,1403297.4846256224,1451495.0767144843,1959025.035321093,1667022.146653788,1065155.8420028135,1257953.3037997351,1728231.7870041623,1801439.3567851787,1828113.9905768433,2370371.427714297,1705125.0108120495,1776815.2379072625,1778022.5484749344,1916561.4047921728,1517577.106894453,1681116.101041968,2245539.9937262638,2344143.104276787,1903208.2997733173,1921537.3701791454,1954505.0443074182,1707043.6300451218,1730498.210992285,1888099.058761693,1535341.7141997968,,1786486.2496318347,,,2056799.2772674344
1707,121.85714285714285,,1447145.3456733464,1885102.364206551,1587893.3476940512,1065429.9629769158,1226784.3017484865,1856575.3820019532,1774240.486807174,1830508.5738951487,2306044.942308916,1726934.57910758,1740902.4782222193,1819054.789408317,1938574.9762540255,1549089.685374916,1741227.856127908,2266497.304612462,2247924.723094023,1826804.7559709614,1916786.9743256695,2041148.3289446672,1786503.2381314654,1784507.0500909013,1939199.0996745636,1575413.736506519,,1828451.8765473873,,,2178851.460017813
1708,121.92857142857142,1316997.8228887054,1487174.68339109,2099938.883680372,1760932.2221258446,1073440.3206565059,1243676.4088336858,1810391.9294218149,1885026.5032246604,1758072.024798197,2321585.687698447,1732339.1593610034,1724022.2915981838,1837349.1834996424,1900914.7472947575,1566042.2598475039,1683636.7218407448,2290228.066472478,2380201.9901223816,1819989.28724732,2008523.4286931888,2055694.8041100465,1733787.3413914077,1916379.112539906,1915793.3680544514,1508995.8201302127,,1841203.2446886888,,,2236719.4182041865
1709,122.0,1361715.352864345,1451973.6250006955,2158241.8584661335,1684286.1071393422,1073440.3206565059,1243321.3593653506,1844221.7578106674,1869812.7013709254,1759334.4398997058,2171442.768440363,1666399.6845451489,1748917.3992186433,1769139.7221661203,1940489.9053284796,1639142.6811574823,1763132.8512131197,2288084.927419963,2475216.2052737894,1844828.2578655006,1923143.3850122415,2056007.410930635,1721544.7478702448,1913065.1457756856,1923341.5100929725,1537361.2065082348,,1831027.8668949937,,,2204758.518178515
1710,122.07142857142856,1437662.1091835455,1453857.311556345,2054649.8288115468,1734021.869097446,1073440.3206565059,1215020.6462820696,1765834.980843809,1750308.874757611,1773799.5042226394,2197263.650081027,1755360.9769853572,1740615.3103005295,1829017.8627168825,1933444.2146886047,1666094.4951329208,1714995.1101916737,2320795.232478597,2426671.204698982,1833288.913908462,1910987.6297958277,2106181.143031003,1686069.3267973969,1914545.0234481178,1902880.156380041,1530046.585887432,1709207.889046043,1878722.074609034,,,
1711,122.14285714285714,1437662.109183545,1465758.3234332083,2027559.681493793,1783448.93997221,1073440.3206565059,1243587.203036995,1958024.020961985,1829861.8278510668,1869461.4092519146,2257150.4244245724,1733328.8629038339,1765966.8395318424,1859592.8253465,1939621.9706223386,1627218.9913661245,1819370.991769747,2294767.291202242,2306786.8930214224,1840914.8238795707,1904277.2168298445,2035894.502159042,1614011.7216664546,1880873.9161104616,1913984.4952198945,1531067.574049024,,1813627.4029711303,,,2204758.518178515
1712,122.21428571428572,1389692.7967550966,1384058.3801093341,1944450.4806918863,1753306.6800573387,1098600.461671329,1215020.6462820696,1956927.4570154285,1893363.8600385122,,2286246.7832742003,1739165.3816065225,1756932.3328903269,1883712.8194457397,1904509.60705779,1597886.057068964,1819370.991769747,2216366.540607314,2254311.570091535,1878495.5477193713,1881323.5212560878,1990613.2272304143,1672456.1306569776,1910299.1628451326,1885285.8539635967,1464001.1638705202,,1829498.8457569985,,,
1713,122.28571428571428,1420965.2400360864,1417576.3764251492,1867515.914294794,1715722.3523450692,1092788.8268655145,1236740.8539640938,2009518.5988730162,1778161.9072164458,1814010.2290339863,2215979.371294664,1682232.3292750774,1798134.0750585522,1818828.26319353,1899480.217281424,1603652.0332388624,1808067.2207483384,2281730.417689832,2200191.5743637034,1765986.826780101,1877996.900634987,1952789.3106610936,1652215.8731714906,1927462.259440979,1861574.0318440613,1483298.2987268332,,1845643.131519124,,,
1714,122.35714285714285,1320718.3233178975,1499029.1528739429,1811674.1441061515,1712209.862351329,1096713.236692379,1251595.377932114,1815911.4974213932,1872088.3723765225,1707027.4563265094,2187551.961890224,1700040.2230084785,1771526.1049457025,1853683.6012529097,1923370.7196987837,1634008.9075615315,1786379.4157073533,2290989.4061054704,2290494.156711858,1831737.1597993223,1895567.8677971778,1985108.2402584942,1653736.749965378,1892173.0078107112,1873124.1423960824,1542859.7247579216,,1816680.615145226,,,
1715,122.42857142857142,1352354.7828061387,1406143.9115941962,1778774.0488204851,1732107.7818446003,1102241.542790685,1251595.377932114,1935221.6600793446,1828824.933348978,1854595.604815168,2352363.2037568595,1680256.7917630556,1730118.875224386,1840514.227854846,1860740.7145139878,1665445.8673362017,1730487.7264475913,2246553.206295177,2373738.5046240124,1830549.9761754319,1771257.4550942264,2027575.650035162,1743982.9745373444,1790130.8562906361,1804275.685386501,1533757.8835047516,,1751934.1138195703,,,
1716,122.5,1444940.416562723,1388424.5419695643,1773907.512818784,1773308.6620654014,1068121.1105713544,1287072.4904475908,1868759.1573304848,1749772.60212848,,2339929.689649427,1707877.8292251376,1668950.7497033277,1830287.5857380845,1862966.1668764995,1598887.5612363755,1718770.135031673,2223239.5132125462,2364757.560704406,1834022.863027098,1838074.7385382697,1927483.452548706,1694761.80120821,1843636.5302165283,1847209.2764790861,1505279.065612123,1709048.7173108144,1866352.3636436309,,,
1717,122.57142857142856,1497290.725685846,1327451.4013353938,1786631.6263282895,1666382.484419852,1058468.6242320046,1273991.728390631,1962961.7137780094,1891063.060721151,1777086.6122339678,2196433.1373876133,1654684.9531797273,1694303.1706743822,1830287.5857380845,1890084.6974872248,1619291.3080199743,1722055.978270408,2208706.562488776,2255722.4356740527,1834022.863027098,1764002.2840400806,1889854.8063723193,1746129.0746866842,1911298.5448680914,1904814.1798096003,1463292.0473792548,,1810142.3499420688,,,
1718,122.64285714285714,1410209.420041782,1329087.4624344644,1768694.4062256557,1704216.7179445685,1066830.7837626508,1298388.029178248,1895330.5572419576,1847439.3044314345,1765620.9064955993,2125302.9823229928,1676737.1325320883,1735289.7854565177,1855766.4677210823,1892550.9027372939,1674554.1177209704,1773486.8783776332,2193323.5248959316,2298854.6878706333,1833124.6075155272,1735849.101254557,1909739.948598963,1687834.2823520158,1948173.282501695,1888816.5749755974,1502935.426900834,,1829507.6192676798,,,2212077.5818127645
1719,122.71428571428572,1358233.4885371223,1376109.8037708076,1768694.4062256557,1567151.932694599,,1301805.3073967593,1755931.8074519564,1723839.561724696,1800834.6018325957,2146609.6760959746,1673911.924401573,1699724.6921431788,1854979.1599085752,1942250.5080065615,1531675.1151273325,1760358.7191022078,2153925.025472299,2320608.8615886234,1824897.77838947,1755478.6508084564,2019259.7759408806,1775032.2595144487,1915430.7411916298,1842476.613737521,1481150.3454617586,,1866344.3455564438,,,2075549.4291791439
1720,122.78571428571428,1373289.6688635503,1376109.8037708094,1768694.4062256557,1641656.164292525,,1269854.9449871327,1742874.5019769631,1690328.3327158699,,2217625.9236447103,1714916.0691108885,1750398.813376057,1772102.458280135,1951637.308452274,1618814.43182306,1780926.8648204133,2275939.003636174,2435474.423556476,1923361.2958889937,1752798.4687767408,1995367.557611869,1730010.1427379216,1924285.365561552,1863629.4693493305,1495651.406445122,,1763848.7284697178,,,2024973.5742100305
1721,122.85714285714285,1412288.7580822997,1499451.8776158032,1768023.6268759475,1761918.7182574114,,1286495.6469302906,2019962.4330324216,1811266.8514831453,1775457.1263697064,2211771.0924033634,1719933.9746050464,1714638.1386342605,1755382.362160396,,1693128.5176077418,1722178.7610643134,2347987.367149537,2381152.140058555,1796274.0050538566,1783360.981844798,1938674.5684806919,1668370.678980276,1885405.7716205234,1850748.999095357,1478002.232505193,,1795256.9630110825,,,2144886.6190082384
1722,122.92857142857142,1380604.5077653963,1460930.261054388,,1770566.458479571,,1272901.864074548,,1807015.717212091,1808940.9342417335,2111092.486887476,1725446.795887015,1743632.0437340355,1822562.2543096875,1934651.2372950742,1685013.905791214,1679993.18853942,2302717.4098375654,2270105.7151759104,1867886.86931387,1803452.10728286,1896287.2926618042,1727555.7049402248,1820380.9740126485,1821211.5484044652,1547869.6733496662,,1850800.075773036,,,2146344.0516001685
1723,123.0,1399294.9870493298,1456360.974964767,,1783295.4151735224,,1287388.8672987884,1862634.1924857136,1723595.0174382054,1687351.1841572507,2268840.8025853843,1697180.7414796094,1703530.5480414818,1859638.7668382823,1945705.1451868005,1702011.9470796497,1658384.7467893988,2230369.337096846,2327012.726047793,1819077.9721639655,1722274.0777625407,2011746.3194091776,1684133.7256070827,1853171.8090396675,1849053.5634666272,1531160.487485804,,1834561.4764672797,,,2253768.049270358
1724,123.07142857142856,1406337.580462109,1402657.9225165667,,1703549.2384971885,1129912.1846921716,1256796.6314491644,1861437.188864177,1747703.4496989648,1796375.2389180607,2073625.456171036,1710207.6447671126,1707626.596518362,1798965.902147805,1895999.1805359102,1678545.6578748676,1746846.259037873,2306498.6530705667,2376037.938285052,1867140.0486694574,1775329.0813289178,1929494.3485494016,1747767.7964389215,1834916.726069357,1811450.3866875954,1471211.626899959,,1836052.7353831728,,,2244682.0634530843
1725,123.14285714285714,,1445811.2433198579,,1660219.0605712999,,1309199.7403404939,1920320.2502857433,1840323.2427341912,1859643.5670554417,2243266.831655923,1704042.8774938844,1655576.6944128857,1771861.912305006,1910723.7196929187,1665955.2195747765,1770842.9066292979,2331127.8716053013,2319559.052008432,1814200.3540467524,1733330.7180619456,2002726.2525089139,1760066.7153769692,1841227.6994079181,1817399.158906733,1448977.0942555235,,1826895.9540280376,,,2143839.1583900973
1726,123.21428571428572,1326244.8964179151,1462850.236737008,,1672960.8746103595,1108584.2027266887,1270107.9857667855,1888109.3538560532,1956972.5768609548,1752770.0770792637,2286083.7441802705,1684705.9918125104,1750277.5756366777,1781853.5147572632,1894934.9554963247,1636075.9726837233,1727394.2239641184,2325311.8590579545,2332525.924508431,1825428.4844644037,1749031.4290237504,1942751.4475996655,1769255.2596379004,1739856.433459205,1800948.5689572343,1488493.437540693,,1811491.520429043,,,2066604.4815746446
1727,123.28571428571428,1319721.3292211492,1402982.8173102858,,1644368.51199554,1064279.9980701606,1276697.494698563,1649550.687368076,1874531.5829249378,1797988.1736338683,2257248.7421580623,1745311.150910548,1656467.5061932537,1794425.7580401867,1896159.263905917,1635136.9909638572,1746229.8853908235,2336991.6512040813,2306340.734805903,1804484.4387902168,1786476.3912072652,1959089.971574196,1742039.7715593863,1797819.1206833534,1804192.6795562047,1478268.5521675344,,1851138.0115603819,,,2066604.4815746446
1728,123.35714285714285,,1481012.8562543055,1782224.0050358789,1559057.1286249561,1066551.3529278804,1311606.96051587,1813611.8968108322,1898408.3239987192,1806185.7738141988,2135008.9092531665,1739861.1335349507,1690996.1753622077,1826916.1855775118,1933066.6370213039,1614006.400358956,1734240.032292899,2366334.759811927,2419893.857487423,1783986.4661145704,1723188.8863189204,1890604.7186561716,1690848.7510293848,1821719.1936944714,1847470.2976338358,1469195.767285172,,1856751.2885814502,,,1980463.6633675057
1729,123.42857142857142,,1445769.976941836,,1517435.4216654638,1068053.4960011,1314317.327967836,1822512.541088852,1929265.672290719,,2115142.766773792,1757437.4616840966,1700854.4461264026,1792189.3047192101,1896132.506387873,1588112.840248382,1728166.9301728809,2245311.8907032884,2338351.6595975254,1785146.9704353109,1759547.1926316754,1937868.3898928259,1638465.2764891754,1800771.1819498101,1880333.5733663542,1441842.5065129527,,1839453.3159221797,,,1980463.6633675057
1730,123.5,1384140.9415853422,1417934.8044891574,1770883.2054292094,1613174.6365642298,1098076.7550129036,1355585.5993387746,1913665.2099207484,1875517.8362575483,,2167976.5446944567,1753983.0933555136,1694639.0343175828,1797084.7639811796,1896132.506387873,1604154.0730477588,1760562.3202105765,2354498.933185563,2353560.185355099,1803493.0008836228,1732521.824362812,1968598.9303487968,1712841.2529871562,1811098.782052555,1848325.5148599658,1458770.6874178036,,1839825.7055002693,,,1928229.7401723147
1731,123.57142857142856,1414210.575063025,1402000.810238541,1844666.4228147333,1594488.5782955633,1133050.3938242267,1347841.8655365214,1785136.9314052716,1728846.8285866852,,2288729.5034104353,1818646.7621784983,1709252.5314893846,1804029.867955204,1926136.6132778302,1603578.0087597999,1714768.7429864563,2291809.5359307295,2465495.1045967247,1772080.9755181628,1804038.752925128,1978273.7586140928,1713813.9802234636,1838353.683123555,1873944.6707752768,1470542.1285976472,,1831898.8814424027,,,
