Frame,Time,0001_1,0001_2,0001_3,0001_4,0001_5,0001_6,0002_1,0002_2,0002_3,0002_4,0003_1,0003_10,0003_2,0003_3,0003_4,0003_5,0003_6,0003_7,0003_8,0003_9,0004_1,0004_10,0004_2,0004_3,0004_4,0004_5,0004_6,0004_7,0004_8,0004_9
4489,320.57142857142856,1285931.7198646269,1151557.233699648,1642326.310071495,1399160.2010328698,966455.4452670285,1176276.5162555329,1456806.489612727,1520139.3395520495,1509981.3272111276,2056653.6559845812,1488493.0658416154,1491916.8917801476,1451430.5351349618,1554287.2504844503,1525007.2706580318,1409196.5227307177,1858392.5827869587,1605975.851609632,1564321.440971943,1544077.9402348474,1456472.561493588,1229594.4651214865,1479069.8524569103,1425484.199901481,1317882.8051245005,1403829.4881743235,1611768.3746797184,1819310.7010917745,1730462.6517689251,1621964.1671839175
4490,320.6428571428571,1232180.768179834,1178515.2260753186,1668944.270727664,1256776.4918043292,967491.5923034541,1138272.9937726439,1484011.9787544236,1651676.8349212497,1472024.5353547486,1949159.1555013761,1482810.7854375076,1444359.204079719,1421529.8033607004,1534429.092450947,1530574.2405750593,1444039.343729763,1886580.5615742588,1583950.8574137196,1588028.3680571173,1562343.3643478742,1416992.0793835649,1260586.119599824,1441706.6301366112,1460634.8546368934,1282399.6684794019,1436282.5976492686,1572405.291311413,1824880.9391603644,1673982.0877467827,1631009.0299161575
4491,320.7142857142857,1232180.768179834,1173996.7097828158,1731280.9252464604,1373893.7869344112,958573.4254849079,1131681.8930200082,1480408.1064300928,1477763.4030157735,1526751.533804179,2013547.5674121235,1445638.5183502915,1471607.7432540352,1480659.9094988739,1616967.2552339258,1571825.5484156199,1393179.0478210973,1881454.8986047897,1593574.828733325,1554903.7968738836,1531290.7982138146,1435312.4547133136,1262758.7340883987,1460532.3454698715,1486695.129205064,1299971.0223346523,1453220.053381621,1602782.8508057038,1817437.0124531896,1683451.360410424,1637911.3735751784
4492,320.7857142857143,1201636.577162099,1160782.8213938347,1700447.5141198777,1251550.2096091295,968307.1416237577,1165798.2753592094,1496894.2365906183,1477763.4030157735,1514156.6629013086,1976513.6010070601,1441037.2448189524,1463416.3971286775,1461452.3082023954,1557158.3586671434,1547437.2316937032,1432981.2177268271,1915742.7514347197,1562844.3737987867,1544268.0266617122,1579895.0254166806,1438777.903571716,1273905.0836678823,1494534.7796602584,1485194.8481356231,1240690.9517988034,1412330.2278003744,1595564.6549764832,1811553.1617516216,1691582.9227185776,1615385.3245540152
4493,320.85714285714283,1197415.806247512,1122885.4877484192,1706869.7531755746,1341833.0632136604,967600.1256782667,1093551.9300948558,1471344.2582785322,1405629.9472502023,1478437.540037171,1989815.2599465938,1446169.6982761936,1468846.0406924307,1509562.6467019236,1641622.9556213457,1520779.7300238744,1422186.6329178913,1846612.9149296219,1594864.0185069817,1527837.294641947,1577717.9824637668,1471183.7507924854,1206751.1364736357,1470413.7866882454,1484133.9451327738,1249028.2663383242,1452362.5087869153,1486901.5430116954,1817615.3113513836,1658893.4573937112,1638489.9351024395
4494,320.9285714285714,1197415.806247512,1118934.5794966982,1706891.9759830008,1351665.429450973,961183.8599178746,1084321.803915221,1491563.8846685896,1329921.6506969817,1473926.6926264581,2018015.3032953432,1450694.4892782823,1528616.6093542995,1511695.867059584,1671872.6156470557,1533171.9288870352,1429200.81463404,1882091.405698805,1618053.7178238137,1591435.4031860046,1576492.6105396957,1461726.9631481487,1234097.2533285706,1478411.3641240736,1493059.604002967,1244724.2167841478,1454509.421669855,1627228.35563646,1771818.6497684699,1634750.814426709,1649425.555155324
4495,321.0,1197415.806247512,1102841.1549284798,1762574.2810230467,1366382.9578703782,953613.330249021,1094824.9239731,1485779.840850113,1511164.6857735803,1447903.6079847103,1970150.4557309048,1473024.8668070128,1542443.3214937397,1455364.3185713612,1653261.7830330506,1520963.6898442472,1444313.0031050663,1877952.285585678,1695246.186558724,1554476.342925496,1537928.0581519206,1430162.197010813,1287871.6150820353,1495085.4464494283,1542405.176136837,1307152.206697573,1454509.421669855,1632248.6335002817,1782521.2431556142,1681568.5667217944,1606502.1841359953
4496,321.07142857142856,1197415.806247512,1126815.0280577166,1753649.0389871523,1319347.574487739,953613.330249021,1094719.967208531,1491002.2683976048,1487624.2098657866,1473926.6926264581,2093012.4602351852,1465325.1157564647,1437883.0497997964,1508206.1581980574,1646481.931046894,1500342.486225661,1399267.2824897952,1886395.2601356115,1571358.628527018,1538387.1195241034,1484906.8257511249,1460249.2223599148,1280206.7589763752,1495085.4464494283,1492038.334515925,1307069.8300379654,1457263.376242947,1560517.4759451214,1786877.9096916856,1695387.6473743606,1591786.4769290108
4497,321.1428571428571,1221038.204725527,1139927.2293698774,1750369.9858860371,1313206.5637245288,954074.9498225438,1084954.8049410975,1488141.0677258323,1531426.1904691774,1458152.4475137636,1955967.8538737227,1436985.702970172,1410207.7195309107,1451724.1758727995,1677345.5297368881,1513551.301605925,1423386.8300113906,1857708.4320001844,1597166.9981542297,1606726.3533539837,1517763.933219367,1467893.5857154273,1309365.8271667636,1483354.100331823,1448373.0627486191,1241554.3329551567,1400530.8959722556,1625999.6694628969,1752723.241019047,1660468.3879401134,1591786.4769290108
4498,321.2142857142857,1232410.3969609546,1123292.4591509686,1765056.1296613906,1337459.4171401837,957759.1385807334,1169297.3361168772,1456354.060603545,1514947.2042874943,1532195.205306845,1962273.9503041955,1454971.6433184233,1410207.7195309107,1474191.885811979,1672430.894666955,1523183.0236552765,1402066.2734240626,1848545.459673928,1607995.9804783103,1554844.6733698386,1525272.9194034445,1434833.074685506,1300119.0348038825,1499370.1515904095,1453238.8629913526,1261188.3595304384,1423243.1330611587,1598715.8320201566,1808931.0707243625,1673953.0444847508,1600637.9492764552
4499,321.2857142857143,1225616.2023326214,1146002.9005903807,1750422.2258998845,1372917.3907599926,956653.5737275622,1142484.4968552745,1437883.5620763064,1500403.2070007338,1686977.93836948,1992204.8677242305,1453485.5004787974,1561566.9570436548,1527084.0874722765,1617219.6719200255,1500625.9085200587,1395939.6110604485,1842381.1101072303,1647883.8597219845,1587895.129289182,1507548.1384216696,1431904.1631522179,1299725.1905833704,1476234.5554846139,1430456.9560810404,1261188.3595304384,1463410.5140842889,1598715.8320201566,1799942.2617946803,1676287.1588739962,1607362.4215505996
4500,321.35714285714283,1167672.3946274621,1089231.8124807074,1748440.6574691331,1448476.0812900302,961633.0816863462,1156533.0377270877,1518595.26105533,1510839.1278291405,1547136.7872242462,1987037.0006272255,1489375.1391464768,1588270.8757206216,1569750.7675998525,1691149.861454296,1533892.7823317414,1468893.4692234367,1843467.86462488,1589248.0251718308,1576679.5403105542,1601507.0950379083,1462628.785839769,1289503.2752121498,1489267.048874698,1474239.0203624119,1245517.4024802959,1381273.866662069,1514744.368235072,1776603.5996259376,1699613.0768250325,1636057.5232787528
4501,321.4285714285714,1146822.6570829751,1152281.4204786562,1747418.2062089774,1367134.2074006235,957046.175377685,1174149.5600228386,1474240.986069532,1556156.1529863258,1616884.4078602993,1983873.704707655,1432037.1900659744,1465701.2500201198,1438897.6152895815,1667624.125172468,1497552.1793064086,1483698.444904929,1905799.938444025,1546783.3315238245,1563890.3834084307,1500188.7736109018,1427909.6243377351,1264851.1185866531,1446948.1909564892,1508063.4761743902,1255282.2164121978,1489152.945067228,1623849.212242934,1835477.1384309658,1667405.5983209573,1642524.3726775672
4502,321.5,1145192.462671688,1149758.8406101945,1738468.115388086,1287716.3843063859,956930.8400940765,1139938.979397851,1486260.9197229415,1577744.6507013696,1544475.2309896862,2018435.6214676772,1424230.6849348557,1479390.6619313585,1448927.5414861809,1629712.439029367,1501528.5607386446,1458542.944356197,1844736.4286154013,1534912.951032483,1550102.5945225006,1463065.9988571827,1455247.2209623274,1251056.1567435043,1455353.4316941076,1501143.193463913,1194075.666692444,1500396.8379010968,1622239.7671739557,1816741.456171589,1678171.4382491973,1647282.3346406866
4503,321.57142857142856,1046750.2689031971,1196727.593125908,1712679.4408387532,1289077.0228887696,958240.7109996387,1145461.6318756961,1532883.0541613027,1610639.3955005591,1515225.4828941324,1971768.5504450826,1413778.8044852845,1536893.8185780759,1464008.2688602146,1628386.8397005855,1471404.0568092386,1441108.2369484247,1834619.25672556,1597906.315562388,1546116.7290923526,1530439.3168497714,1433551.0480382077,1242725.8508740435,1505222.5431197835,1505090.5211426127,1208948.303629226,1512701.6774037913,1637198.4945159827,1814630.715494379,1662106.6587596682,1635010.7319970052
4504,321.6428571428571,1052447.222571861,1169716.4266436556,1712679.4408387532,1279812.480683348,959055.7755443046,1104223.7651733547,1584233.8512808557,1583939.4290905353,1527556.3575488108,2024284.230068248,1405409.1242820728,1511851.1129739566,1476462.428048608,1644633.046409305,1512060.5839749388,1405113.7249948308,1865329.6912485475,1559711.544329357,1534881.1533415262,1523831.5706180097,1445952.92640327,1235855.3764073544,1480965.5286265775,1484133.9451327738,1158726.0687106147,1489291.9129489174,1615710.5436137698,1801833.31825944,1678668.1268130457,1611995.9850724032
4505,321.7142857142857,1052447.222571861,1159863.7444225033,1751506.7136230643,1326307.3244426223,958299.6208414892,1163175.9730704352,1543802.4943611107,1477896.4949818898,1483075.9111793074,2037327.6306502693,1438506.3562539425,1504593.8380767065,1406392.2222305757,1586360.316580878,1492734.6182295543,1427253.6293112424,1807355.1571219144,1601443.2490716726,1562470.206575856,1558286.6024671227,1499116.7331518505,1217531.1628266794,1446518.642711394,1550023.3108095953,1184427.7393816214,1462907.828729142,1587634.3948543288,1768706.1303289614,1678668.1268130457,1613251.1927537934
4506,321.7857142857143,1052447.222571861,1168507.852978098,1726965.453139281,1261071.9595240832,963538.487118206,1140589.398642027,1562200.6091456083,1467723.3659037245,1488569.1772090525,1935113.8571980754,1478663.8920596528,1540810.4424056225,1482748.1551911763,1692615.9070307207,1509387.6865991512,1425808.057792929,1810362.8860416745,1587889.4957524415,1591776.543487838,1549506.980249527,1452552.851986403,1268455.8425624967,1460345.845440243,1437188.7539447963,1180977.152033153,1429333.8836250387,1598813.5009811642,1788739.475844471,1710775.2809657294,1638826.5828672727
4507,321.85714285714283,1052447.222571861,1129029.226850258,1653884.956304631,1280680.932655302,956344.9805602558,1154897.466688783,1474482.48327155,1545891.7955902773,1486882.1474519097,2013676.7567389272,1427592.045883183,1574723.4360654748,1467399.3730849063,1529095.6606505576,1482822.1836746957,1439271.7910800418,1849880.2722508323,1586277.8915743958,1553087.9751964894,1497602.0623634097,1455201.7814610037,1260024.2749119748,1482648.022504387,1525827.4720436877,1313274.3290543752,1428885.2416606445,1580252.4969308525,1777035.2781205398,1684193.7240295147,1641417.9374675127
4508,321.9285714285714,1052447.222571861,1084551.5030019407,1756922.5330948932,1342215.668316598,956344.9805602558,1131458.637416505,1500291.2153594915,1516409.3224071239,1471821.5797651638,2008795.1572345237,1451681.8561506923,1472160.0780021548,1459108.4449761484,1574083.8925004248,1476400.27842608,1415447.5805479179,1890050.1991418363,1565828.251784194,1612628.4595787383,1462035.9197079465,1502649.932486873,1249295.2988868468,1458696.3392555981,1512701.116627018,1303264.459246103,1437524.3042242043,1640857.6128961924,1684991.284506708,1688953.0127762682,1655391.9491066863
4509,322.0,1219843.3293855642,1113323.6358857823,1712462.8603139825,1296575.7626127533,962110.7365441436,1152754.8924848628,1514344.4526716243,1482764.7709510878,1572161.744554881,2013754.0466262435,1466416.6626868588,1473834.555209063,1505074.1031208723,1573113.5780245517,1511377.8556698302,1460764.2388091332,1859215.2431297968,1558604.5892867777,1583239.723486643,1457176.4946148037,1457112.486504201,1261433.2364502016,1500545.321474155,1491641.301669543,1227094.2666264416,1428885.2416606445,1521324.7216558498,1828935.7264576408,1695387.6473743606,1624055.4871813243
4510,322.07142857142856,1185755.380410722,1140269.491071374,1704790.9758166152,1373014.9206140111,957170.4696930135,1155418.6521983915,1509128.400299023,1531631.6164630938,1634521.3673836095,1948694.9951431097,1432248.290989143,1468097.537489068,1476812.2832165102,1625518.0426024613,1491501.0279613861,1377398.464534623,1915033.116245427,1557656.3608478527,1601053.415995724,1453829.2420540177,1372159.1609405447,1273396.5724902763,1491212.5212917174,1496995.354110586,1227094.2666264416,1357280.272846221,1523613.656704267,1821587.408484111,1695387.6473743606,1658845.386232685
4511,322.1428571428571,1201761.6043622252,1113323.6358857837,1690584.9719590824,1331004.3782302612,957170.4696930135,1155418.6521983915,1476737.4863064701,1480509.7385089905,1567921.9658194445,1917926.5034593034,1462756.3298579338,1492981.1770451746,1477430.729379096,1667926.081732656,1445531.702628711,1399924.101032333,1901542.2918223748,1554122.4518424151,1562102.6285205693,1464544.209429348,1391678.0455027765,1239750.9827032492,1477295.9271339024,1453324.643308141,1271108.6075448834,1396643.5624912677,1523613.656704267,1773747.071591882,1697680.410473123,1685341.997775048
4512,322.2142857142857,1218419.0227019186,1113323.6358857823,1714602.7970956082,1399282.5500877593,957170.4696930135,1098083.2524840455,1478516.4228279926,1466612.2556029637,1573601.1080884438,1957678.954059006,1477787.808882512,1502989.3145888597,1614398.7791239442,1668676.1183497508,1529850.4167226292,1406673.1552434075,1948416.413139085,1563304.045666382,1535557.3284257129,1446704.3031060507,1427440.050537513,1234256.3774719639,1474566.441652523,1482753.9103817483,1190667.6873460638,1396643.5624912677,1607875.7297807795,1773977.4319224905,1704227.6814075147,1596663.4242560153
4513,322.2857142857143,1231091.1248359422,1181148.8489029924,1717255.3220465172,1296864.3214030399,967511.154102747,1048570.4751771274,1425955.5590197258,1480115.2702261677,1460571.4680143818,1884428.584007399,1437683.991768371,1515570.5331843742,1494519.5364426598,1663455.7675055284,1559939.4977826183,1455084.9462510145,1852447.4354230675,1584718.6950658604,1480020.5718013574,1418953.2724283258,1400492.9733132739,1264718.5793453013,1477041.2249340985,1479462.3716458897,1206443.9426631785,1402732.5986028698,1601089.200754831,1753584.0031848643,1705437.8222556855,1641904.7570984692
4514,322.35714285714283,1226382.3905350352,1152010.8083496033,1735034.7408397389,1246727.9005731437,961465.9508783071,1066054.1201108005,1441642.5906480057,1373270.8870613975,1508195.8089425669,1888697.2728847773,1470580.2848786113,1484307.9225880245,1488363.3071415564,1584104.9916595696,1554902.801914538,1396429.0197886976,1992097.4858460897,1603834.6767345513,1568377.4346663645,1488671.3743028075,1372077.4187069428,1218689.4249435177,1478117.7289795182,1446461.0600543092,1241748.225723021,1426846.4948099281,1600313.7140933925,1722493.5763603342,1705437.8222556855,1636364.6176604147
4515,322.4285714285714,1241697.5691056652,1162168.6208086403,1751630.032666014,1281843.6008384803,961465.9508783071,1036530.7713668777,1477954.0843034722,1553226.2713289685,1593872.5215008545,1884428.584007399,1441367.6656300414,1520446.9674062254,1446565.9601190356,1625548.9142628438,1578279.5568911114,1447124.0639252567,1824414.7376561488,1541906.8270430893,1538311.1195031982,1469741.5383295787,1391584.7644831492,1299146.5761066275,1457126.1021568805,1437174.2198130223,1207492.2544736732,1466185.3077999868,1582967.2172962537,1797991.7695376894,1660624.275016124,1644465.985247589
4516,322.5,1239414.7009116847,1183399.8070119352,1787286.6357795985,1305256.924543497,959108.113811785,1075346.8357461707,1461144.3699344033,1574692.0180626789,1517530.6351808237,1969484.7999004985,1441817.0192684243,1509674.963470313,1465377.035112759,1619184.2930446472,1524375.3620248928,1439546.2319742409,1838905.1548554357,1599947.7608320345,1511293.5021217486,1438350.3428640827,1395460.49074591,1276191.7024730486,1463543.8632584633,1458586.0542898222,1231417.653805507,1466677.1933080552,1581148.9497757535,1825280.7485621439,1710724.073315621,1598024.6177478156
4517,322.57142857142856,1243761.607940377,1167774.9293886742,1642023.8753218183,1324707.6899330511,956961.6157471174,1113244.8720068051,1487530.8036093963,1493654.5838382293,1466114.6978960377,1976200.3937816722,1434153.8182902506,1555977.9253695088,1457040.1114564505,1617919.390088098,1487869.0420839984,1410094.6924066234,1818955.2924153244,1573778.5677055302,1480605.910499546,1440186.3774447092,1394110.7847275962,1278862.9084322816,1457126.1021568805,1490919.3530020956,1190653.7979534399,1385071.6609116339,1611210.8783310857,1791968.8888514265,1705437.8222556855,1653620.725346332
4518,322.6428571428571,1229235.4067459952,1138843.3931433186,1730498.2314854183,1319715.0106377588,952769.8867529591,1121046.2144679388,1450881.0936861224,1414904.6785536385,1587563.0481583318,1949802.7069273693,1456781.6000272802,1508470.964381037,1410493.8820121514,1585755.6343003025,1480227.1760416676,1436653.8879667646,1818955.2924153244,1560165.6976820326,1531652.19819174,1440186.3774447092,1395035.8556066342,1251706.9935341496,1463543.8632584633,1495356.2125134273,1288191.447534403,1462476.1380004676,1618076.5126521215,1810661.972767493,1683451.360410424,1645780.5304073053
4519,322.7142857142857,1229235.4067459952,1156668.1258865232,1610397.147164,1319137.4416616957,980666.2193266579,1057895.4695905352,1424470.5238008597,1550812.5933227031,1556560.2906361818,1913941.8233391906,1465177.071224717,1488589.3675525747,1388605.7970775524,1580188.896680078,1452173.6733796743,1446607.8330678514,1822178.8406583648,1639404.9300816227,1515193.7338920617,1450672.016084244,1405759.1455837735,1260508.874200187,1461866.9672837632,1506311.0305212007,1232834.5447857117,1437288.0996933354,1632229.668521369,1768195.2551132413,1704491.3401000537,1624680.4031099149
4520,322.7857142857143,1213921.4186845864,1188547.2448646792,1766222.0564570036,1354906.3855610588,980539.943832724,1147306.8504645065,1512970.1757103659,1452851.285342169,1513610.3159178223,2007277.1795610993,1453593.1337523523,1525833.084761943,1409443.9589687095,1579809.9641840616,1563369.5420507109,1427566.586253316,1833274.4608190046,1602773.374350786,1518055.3532931206,1489403.7298613933,1397214.040988373,1248411.269952226,1461866.9672837632,1521544.3228535673,1241748.225723021,1474702.2718610994,1611210.8783310857,1836535.0965726625,1683451.360410424,1623705.661251078
4521,322.85714285714283,1192777.6014657074,1152542.5978423436,1589035.4151407564,1274515.2722350988,982656.9587702423,1146940.5527374903,1462155.9701362415,1450615.388060927,1599475.005258222,1964962.6141531467,1433493.047709782,1538923.674209917,1455180.9800048855,1627137.5480931338,1534744.690652175,1439546.2319742409,1833274.4608190046,1615766.575488672,1517691.9465048898,1481538.8685838114,1407403.6952323194,1266691.227569858,1509046.5853824052,1513657.6467021103,1241748.225723021,1475786.382783875,1607087.981917586,1822001.1939897584,1710900.352121005,1631753.06583753
4522,322.9285714285714,1301992.3069699267,1157049.4172418406,1588388.198492543,1282219.764185652,981202.7670493606,1163214.8940317067,1472603.824662495,1478961.8211515173,1529939.8549387963,1992726.7795810804,1442610.7658868623,1451232.6198555005,1470159.4618229903,1658928.8478406589,1511495.5121647273,1420047.84022073,1920296.3478312665,1628287.4652756876,1520477.5406468932,1483960.1127432433,1412979.8156173548,1225586.0701096312,1512671.2469192138,1530212.8575881284,1214841.5336063218,1504564.5021595394,1500337.5127494633,1804167.6447659903,1688822.4732912425,1653171.9203213311
4523,323.0,1329519.1417623973,1140649.4540797293,1588388.198492543,1278780.889735266,980857.3714077547,1184277.3086544063,1460497.489407677,1485410.4806765753,1524953.5214811997,1974708.0784740336,1461719.4881952794,1419896.6603037608,1487343.872155647,1689222.0729312922,1511793.783987393,1429782.7851989958,1898741.4182764348,1587955.5522232233,1601969.888478347,1455621.5190148035,1422084.0229684943,1226263.1881667837,1530105.0662391095,1497568.5820858958,1237663.0183288523,1488260.1799159427,1526411.8582164412,1796721.5364594785,1663645.1767189773,1630794.588865853
4524,323.07142857142856,1271329.7826736313,1182885.3620403577,1610036.2979290695,1278982.0614524635,979150.6308525183,1178153.6988321103,1460497.489407677,1472090.350247331,1549483.6581437122,1974708.0784740336,1446787.2097025502,1470648.5975547526,1444237.476541155,1636802.888858946,1522673.2817568998,1431932.8497127125,1874198.614607664,1610465.953881036,1563997.1723799552,1508737.6218198785,1432373.313627645,1232301.2973026251,1474602.956189018,1468174.6450410278,1237663.0183288523,1492304.1866695674,1615710.5436137698,1789299.6801310675,1699613.0768250325,1589500.898371617
4525,323.1428571428571,1312140.4736088405,1198696.7577607862,1646656.4574912798,1278982.0614524635,979918.6681889984,1143025.6425892506,1472200.257759421,1419883.4527374925,1660065.4032324248,1950674.192002135,1452247.7998488192,1470529.70625652,1423156.7450609668,1610468.713624618,1481723.8467724684,1399924.101032332,1867889.204903081,1611718.7516799148,1609645.9709967535,1468615.83003524,1367785.3733661887,1293783.2807727766,1478117.7289795182,1529814.68609252,1229011.3359691245,1510433.099689558,1515261.6936680502,1789710.70277225,1662440.923211441,1638340.0390307142
4526,323.2142857142857,1263207.279611053,1179198.278024249,1706939.7076905088,1393217.6251907516,984342.6758654717,1190808.6706584317,1507415.677563237,1436381.5569649937,1609012.4033810168,2019388.9636835062,1451127.1153353518,1465000.5086301505,1522527.5068556755,1636360.8670228776,1544180.5920077628,1424134.1356994763,1872134.1260134429,1565969.297343719,1622114.8618321728,1475884.3971105819,1443610.478638978,1171460.5746235314,1436408.7949630055,1497355.380271859,1179034.9190160306,1521058.4711545026,1595416.2692453295,1754705.8067150076,1677479.2951005755,1621085.3326315833
4527,323.2857142857143,1285959.0302594767,1132043.6726493456,1682780.6025037381,1466064.413724126,990079.1949369758,1181196.7107781863,1465118.5091510157,1503622.6494349383,1588646.8260759318,1991843.4897623702,1451549.5310584013,1547683.3714238554,1454726.7459335397,1662017.2695580085,1553063.1370061275,1460697.059344703,1827624.8117883108,1566787.64032475,1577232.3623822606,1537099.816019371,1446993.556725378,1168905.0086786249,1428248.371629002,1497355.380271859,1313274.3290543752,1527222.7541553644,1579485.8179683269,1813719.3906387102,1680734.8452238692,1618372.9224229036
4528,323.35714285714283,1286932.9382055963,1128288.139123242,1683712.9539449217,1384278.2002312567,1005154.6673234733,1181724.6132558675,1467340.907933023,1406769.9934884983,1590076.8619402784,2019388.9636835062,1447914.3329832042,1489051.3472527533,1468325.5982925002,1605995.2139108358,1517306.765986983,1402053.8674208652,1821265.259150875,1530483.3706223306,1550634.9283015998,1559867.216337124,1417538.1496719143,1288069.4726187335,1457126.1021568805,1469409.5289750767,1215446.0985144423,1489624.3678527838,1530804.6123398975,1841031.4993202563,1651647.4085407187,1631201.105947389
4529,323.4285714285714,1264586.0885742265,1158891.2771834524,1699716.1991809136,1345694.36488145,992908.6207477698,1150475.9212818816,1489997.6169665207,1449755.0600549693,1552692.026593979,2015708.830614819,1462484.3490122717,1581770.508053399,1417282.7872105008,1541515.899255016,1449692.7086042885,1435643.1370445234,1809487.1863768264,1545940.9595503386,1559071.6707475341,1421525.3308274148,1433803.7566357316,1225274.3633904567,1437253.9701016475,1510438.0444787077,1195555.017770007,1417401.1744370812,1533943.379661711,1799457.5359290617,1732138.2655817242,1611741.8402702853
4530,323.5,1284797.867516597,1151666.0725231397,1886547.359534079,1409821.069231668,984095.2678453699,1145195.2328948374,1481906.1115359014,1409646.972773837,1570147.9517231148,2043849.2807212963,1532022.69138288,1487021.6894378746,1469528.71735728,1619969.5406564574,1558067.7647265336,1469462.563619104,1957049.3536876354,1574266.2410205894,1533419.0022648054,1560239.2991741947,1526694.3552061429,1200655.4289022905,1445014.5850158068,1510438.0444787077,1195555.017770007,1461172.9664851148,1495623.729102007,1782653.4888719192,1669295.50667698,1589481.594270746
4531,323.57142857142856,1284797.867516597,1158866.1450739813,1672125.9844540635,1370296.4723549196,984095.2678453699,1124648.8540018513,1443666.0352361214,1412268.7292348496,1510312.5974096197,1938185.5314964443,1423744.2607998005,1455916.3342584507,1474759.0449429178,1562305.9486368508,1536632.4710484613,1409862.6115734756,1895873.7985259772,1559585.512893673,1547720.416568208,1527193.7761040514,1439672.931249639,1245699.520247818,1443235.0890098372,1491683.3511506568,1176598.3478168782,1485219.226754547,1538682.3061422824,1782653.4888719192,1683451.360410424,1614822.5136448417
4532,323.6428571428571,1246273.7020412893,1050430.051318124,1680433.7184235645,1272975.6717097997,984284.9317169684,1139424.5217277475,1443380.9091338739,1474829.8692129587,1536328.8462404283,1983313.8558167818,1393219.8950437056,1489180.616801918,1497327.6866718312,1671815.2776816627,1522277.8005640903,1374522.6416792327,1955186.0172517386,1585045.6617157343,1538591.169819876,1463583.450680628,1418259.1533490059,1314384.8293600748,1448854.2454588576,1458959.7927699033,1187460.23286058,1431307.9770288442,1561820.8050209088,1817724.7258056153,1663217.5781359375,1625737.522994256
4533,323.7142857142857,1244650.0052607863,1136936.2036592392,1840468.5872812832,1488242.9249746525,984284.9317169684,1130280.7978676208,1472479.5367813257,1507637.841356335,1631780.656793322,1946707.4491953382,1442566.6327069032,1488868.240244202,1456457.0993763919,1681704.5499024568,1517782.5016514978,1397642.1384538722,1900427.8259356667,1568993.0325454045,1539615.4445323723,1500651.3380796025,1396563.6809180328,1274267.558697854,1483309.4739181423,1517985.003768472,1203720.720036686,1423348.3770474344,1535623.2965743542,1863695.9314784848,1682213.1695662062,1630648.704665574
4534,323.7857142857143,1265348.1803024604,1130905.662896073,1724259.7910084492,1340393.7302854757,984284.9317169684,1133552.7515439843,1469254.381489428,1500441.7161651044,1617125.4891255007,1963347.020348903,1432943.4486914747,1495340.0175687545,1441405.598907918,1642024.4884421474,1540275.3733625733,1394771.609467248,1945029.0479975913,1571773.2138489075,1535036.4214369701,1449301.7393848267,1416892.0963446165,1266493.4140666407,1461039.623228508,1534045.0978085923,1215390.5729232994,1486736.3682074354,1513569.617020032,1749380.3551422735,1682213.1695662062,1601351.9323278973
4535,323.85714285714283,1253175.4344641913,1178294.2721650035,1714900.3871615834,1389692.833009073,985413.9540949324,1139976.4597790078,1469254.381489428,1432402.2470310198,1697160.3641062493,1910955.4723756795,1489885.021117216,1422440.5819323994,1490904.7069489409,1634160.270618601,1511458.369050663,1372172.7864060537,1872535.2574775205,1603253.4875539253,1562176.8364712244,1429205.2595691893,1455918.6938820826,1243772.114502314,1422486.6856519913,1497355.380271859,1200288.0924347118,1467754.352830491,1524297.766339716,1790197.8538640325,1670262.6600344207,1607289.3577008932
4536,323.9285714285714,1230090.0501657652,1093788.5175700905,1725049.5553984565,1317336.004660732,989727.5212144051,1136835.2488576581,1469254.381489428,1458019.8258785596,1654582.8437594816,1946602.9993686175,1540867.1240842077,1489215.432053256,1534678.8029855064,1655088.1157414587,1534854.9730871292,1376746.2263740913,1919804.5882812527,1593660.5945866585,1626960.8950610522,1471169.2261874005,1447136.348668048,1241014.066860753,1491744.1402945393,1490216.6249193726,1217581.5180225135,1446561.3492687738,1548089.4536117238,1869979.939192464,1706368.0574150346,1646345.1214957375
4537,324.0,1194985.103408258,1123292.4591509711,1733433.5507666157,1360348.60362839,985544.9861867661,1120281.0542105723,1459546.4211664419,1489693.749349677,1614552.271188364,2005016.904439504,1493967.0118925,1504980.702201397,1520888.8608033082,1622577.8704207025,1482751.2101956948,1408824.5047007133,1873774.5963073112,1590187.4342794183,1518341.0418412632,1451969.1843717603,1427539.4914990037,1228461.5442822818,1444315.6091286265,1501789.043032389,1251124.9696121078,1434077.0473577913,1553356.7701952758,1835250.583243096,1675531.1169358832,1622240.5447415859
4538,324.07142857142856,1217297.5395537727,1116735.6661174425,1778528.1847054083,1404838.9293287643,985544.9861867661,1193031.2180474922,1459546.4211664419,1514079.0051568905,1684292.474913979,1990489.7868633447,1460524.034413066,1526276.2869267096,1520317.3344859402,1621320.6567246916,1504657.5113376246,1420006.3493300993,1875333.108332214,1616795.3312432528,1503892.6935687563,1478720.889244137,1419296.5743788406,1243516.2508284212,1437761.5947967987,1492973.3817016473,1242873.0284722182,1488624.323691148,1541687.2389028817,1802066.831917888,1687161.5725470579,1611642.2705198654
