Condition_mM,Track,InitialThrashRate_Hz,ThrashingThreshold_Hz,ThrashSuppTime_s
350,0004_3,1.2547008547008551,0.3136752136752138,136.35714285714286
350,0004_4,1.312903225806452,0.328225806451613,207.78571428571428
350,0004_5,0.96,0.24,286.7142857142857
450,0001_1,0.7380434782608699,0.18451086956521748,39.92857142857142
450,0001_10,0.19074074074074068,0.04768518518518517,29.07142857142857
450,0001_2,1.3378640776699022,0.33446601941747556,108.42857142857142
450,0001_3,0.939855072463768,0.234963768115942,112.5
450,0001_4,1.276923076923077,0.31923076923076926,184.92857142857144
450,0001_5,1.6990476190476194,0.42476190476190484,8.428571428571429
450,0001_6,0.30357142857142855,0.07589285714285714,15.5
450,0001_7,1.3849206349206347,0.34623015873015867,416.21428571428567
450,0001_8,0.7015625000000001,0.17539062500000002,260.7857142857143
450,0001_9,1.3850467289719628,0.3462616822429907,128.85714285714286
450,0002_1,1.2335766423357664,0.3083941605839416,131.0
450,0002_10,0.7333333333333333,0.18333333333333332,77.85714285714285
450,0002_2,1.1404580152671755,0.2851145038167939,79.78571428571428
450,0002_3,0.5714285714285714,0.14285714285714285,39.0
450,0002_4,0.9288135593220338,0.23220338983050845,148.35714285714286
450,0002_5,1.137984496124031,0.28449612403100777,186.78571428571428
450,0002_6,1.3824999999999998,0.34562499999999996,193.0
450,0002_7,1.2526315789473685,0.31315789473684214,213.7142857142857
450,0002_8,1.2132075471698112,0.3033018867924528,63.35714285714285
450,0002_9,0.4076923076923076,0.1019230769230769,113.57142857142856
450,0003_1,0.0,0.0,0.0
450,0003_10,0.75,0.1875,213.35714285714283
450,0003_2,1.131132075471698,0.2827830188679245,141.64285714285714
450,0003_3,1.0000000000000002,0.25000000000000006,166.42857142857142
450,0003_4,1.6094890510948905,0.4023722627737226,124.28571428571428
450,0003_5,1.0964601769911504,0.2741150442477876,107.0
450,0003_6,1.5932330827067667,0.39830827067669167,122.42857142857142
450,0003_7,0.9669421487603306,0.24173553719008264,186.5
450,0003_8,0.38740740740740737,0.09685185185185184,4.071428571428571
450,0003_9,1.0364583333333333,0.2591145833333333,146.7142857142857
550,0001_1,1.5,0.375,145.92857142857142
550,0001_2,0.5766423357664233,0.14416058394160583,66.07142857142857
550,0001_3,1.0806451612903225,0.2701612903225806,99.07142857142856
550,0001_4,1.072222222222222,0.2680555555555555,15.142857142857142
550,0001_5,1.3119402985074626,0.32798507462686566,12.857142857142856
550,0001_6,0.5656934306569343,0.14142335766423358,140.42857142857142
550,0001_7,0.0,0.0,220.1428571428572
550,0002_1,0.7273381294964029,0.18183453237410072,105.07142857142856
550,0002_2,0.625,0.15625,209.42857142857144
550,0002_3,1.2890510948905112,0.3222627737226278,52.285714285714285
550,0002_4,1.128455284552846,0.2821138211382115,91.57142857142856
550,0002_5,0.37368421052631584,0.09342105263157896,227.0
650,0001_1,0.9964285714285713,0.24910714285714283,208.7142857142857
650,0001_2,1.2388489208633093,0.30971223021582733,140.0
650,0001_3,1.1241666666666665,0.28104166666666663,67.35714285714285
650,0001_4,0.9082089552238806,0.22705223880597014,78.07142857142857
650,0001_5,0.9912280701754385,0.24780701754385961,73.57142857142857
650,0001_6,0.8485714285714285,0.21214285714285713,41.14285714285714
650,0001_7,1.5068181818181816,0.3767045454545454,86.85714285714285
650,0001_8,1.1984,0.2996,35.92857142857142
650,0002_1,1.1355555555555554,0.28388888888888886,98.28571428571428
650,0002_2,1.4955882352941177,0.3738970588235294,166.85714285714286
650,0002_3,1.1170370370370366,0.27925925925925915,123.28571428571428
650,0002_4,1.1833333333333333,0.29583333333333334,196.57142857142856
650,0002_5,0.909009009009009,0.22725225225225226,10.214285714285714
650,0002_6,1.17984496124031,0.2949612403100775,165.28571428571428
650,0003_1,1.0511450381679386,0.26278625954198465,125.92857142857142
650,0003_2,1.463846153846154,0.3659615384615385,133.92857142857142
650,0003_3,0.8992592592592592,0.2248148148148148,151.78571428571428
650,0003_4,1.4856,0.3714,191.2142857142857
650,0003_5,1.581060606060606,0.3952651515151515,171.28571428571428
650,0003_6,0.6492537313432837,0.16231343283582092,169.28571428571428
650,0003_7,1.4819548872180452,0.3704887218045113,117.42857142857142
650,0003_8,1.1560606060606062,0.28901515151515156,154.7142857142857
650,0004_1,1.0156028368794325,0.25390070921985813,84.71428571428571
650,0004_2,1.0780141843971631,0.2695035460992908,78.92857142857143
650,0004_3,1.1578947368421053,0.2894736842105263,119.85714285714285
650,0004_4,1.1776978417266186,0.29442446043165466,94.57142857142856
650,0004_5,1.562142857142857,0.39053571428571426,103.35714285714285
650,0004_6,1.5700000000000003,0.39250000000000007,135.57142857142856
650,0004_7,1.0573770491803278,0.26434426229508196,101.57142857142856
650,0004_8,1.20462962962963,0.3011574074074075,81.21428571428571
650,0005_1,1.3917910447761193,0.3479477611940298,82.92857142857143
650,0005_2,1.1950980392156862,0.29877450980392156,88.78571428571428
650,0005_3,1.416793893129771,0.35419847328244275,72.71428571428571
650,0005_4,1.4914285714285715,0.3728571428571429,112.14285714285714
650,0005_5,0.7666666666666668,0.1916666666666667,106.5
650,0005_6,1.0236641221374045,0.25591603053435114,116.57142857142856
650,0006_1,1.2878048780487803,0.3219512195121951,100.78571428571428
650,0006_2,1.2248226950354608,0.3062056737588652,140.28571428571428
650,0006_3,0.8914893617021277,0.22287234042553192,98.35714285714285
650,0006_4,1.4585714285714284,0.3646428571428571,84.07142857142857
650,0006_5,1.1363636363636365,0.2840909090909091,140.5
650,0006_6,1.1568345323741007,0.2892086330935252,132.14285714285714
650,0006_7,0.773049645390071,0.19326241134751776,
650,0006_8,0.5294117647058824,0.1323529411764706,81.57142857142857
650,0007_1,1.3159420289855075,0.3289855072463769,206.07142857142856
650,0007_2,1.351851851851852,0.337962962962963,93.85714285714285
650,0007_3,1.4680851063829787,0.3670212765957447,155.7142857142857
650,0007_4,1.177037037037037,0.2942592592592593,221.6428571428572
650,0007_5,1.5614285714285712,0.3903571428571428,161.42857142857142
650,0007_6,1.2539007092198582,0.31347517730496455,149.28571428571428
650,0007_7,1.4285714285714286,0.35714285714285715,171.35714285714286
650,0007_8,1.167375886524823,0.29184397163120573,168.64285714285714
650,0007_9,1.3896,0.3474,209.07142857142856
750,0001_1,0.7900826446280993,0.19752066115702482,75.07142857142857
750,0001_2,1.3470588235294119,0.33676470588235297,125.78571428571428
750,0001_3,0.4316831683168318,0.10792079207920795,7.5
750,0001_4,1.515625,0.37890625,20.428571428571427
