Frame,Time,0002_2,0002_3,0002_4,0003_1,0003_10,0003_2,0003_3,0003_4,0003_5,0003_6,0003_7,0003_8,0003_9,0004_1,0004_2,0004_3,0004_4,0004_5,0004_6,0004_7,0004_8
37,2.571428571428571,,,,3551073.2852853336,,,,,,,3775996.9353184053,,3834721.47082835,,,,,,,,
38,2.642857142857143,,,,3677065.047491978,,,,,,,3492813.706728185,,3930565.9470590414,,,,,,,,
39,2.714285714285714,,,,3839386.690406902,,,,,,,3489917.044159607,,3931221.055706259,,,,,,3069315.550493668,,
40,2.7857142857142856,,,,3723073.4978026384,,,,,,,3627571.902419197,,3787365.4483924196,,,,,,2900494.4806974977,,
41,2.8571428571428568,,,3680859.277302303,3741637.683306397,,,,,,,3837586.557253151,,3809828.603119801,,,,,,3003547.960862836,,
42,2.9285714285714284,,,3699734.085277837,3811941.231186203,,,,,,,3657190.9330801163,,3743061.651813082,,,,,,,,
43,3.0,,,3769179.1059272727,3844432.9595645918,,,,,,,3523100.7810592633,,3686526.513409511,,,,,,,,
44,3.071428571428571,,,,3715435.918092417,,,,,,,3601500.80555822,,3864625.1050387654,,,,,,,,
45,3.142857142857143,,,,3825132.149469373,,,,,,,3306018.154787977,,3825635.075430583,,,,,,,,
46,3.214285714285714,,,,3671459.550775893,,,,,,,3457424.6047837,,3863503.8222977673,,,,,,,,
47,3.2857142857142856,,,,3725996.0472485116,,,,,,,3739177.3536663083,,3887653.670519739,,,,,,,,
48,3.3571428571428568,,,,3748404.898716115,,,,,,,3714838.2592961453,,3843629.6220920063,,,,,,,,
49,3.4285714285714284,,,,3511175.6073255357,,,,,,,3588850.7649774435,,3726131.7071551466,,,,,,3044963.4953383375,,
50,3.5,,,,3717313.052904052,,,,,,,3470720.4769055205,,2633993.0807348173,,,,,,,,
51,3.571428571428571,,,3046723.7206703583,3593995.656120898,,,,,,,,,3742046.020239033,,,,,,,,
52,3.642857142857143,,,3026577.7206761623,3575171.640508269,,,,,,,,,3664365.528747901,,,,,,,,
53,3.714285714285714,,,3039121.306232524,3519522.6552822883,,,,,,,3764823.4629763314,,3686631.3309075073,,,,,,,,
54,3.7857142857142856,,,3059213.7099742596,3408403.98967021,,,,,,,3772223.706831201,,3683937.5743743246,,,,,,,,
55,3.8571428571428568,,,3059945.504806472,3652884.6947380262,,,,,,,3742013.560996494,,3735006.426439514,,,,,,,,
56,3.928571428571429,,,3114878.0493801497,3696371.5532459095,,,,,,,3522418.436357104,,3728586.398457123,,,,,,2908884.3519922425,,
57,4.0,,,3152011.57971917,3549769.463992535,,,,,,,3773982.889027968,,3684238.937392604,,,,,,,,
58,4.071428571428571,,,3164984.3361720257,3560425.018695438,,,,,,,3646606.254146198,,3707101.946623214,,,,,,,,
59,4.142857142857142,,,3150363.1721165767,3582830.445378629,,,,,,,3483613.689669066,,3790959.389749511,,,,,,,,
60,4.214285714285714,,,3129263.723136305,3737767.042355565,,,,,,,4045477.3189651696,,3743641.5427067736,,,,,,,,
61,4.285714285714286,,,3121757.253844621,3518627.050109395,,,,,,,3880351.6012271647,,3561793.2669181754,,,,,,,,
62,4.357142857142857,,,3080573.4787271484,3735686.903385762,,,,,,,3644420.6984406193,,3654511.7863908065,,,,,,,,
63,4.428571428571428,,,3063029.3613016508,3699085.4131210344,,,,,,,3644420.6984406193,,3870231.7651514686,,,,,,,,
64,4.5,,,3071443.9680320225,3714235.855485337,,,,,,,3438557.2231039423,,3861788.5408517695,,,,,,,,
65,4.571428571428571,,,2718064.166766112,3604963.9243219076,,,,,,,3438557.2231039423,,3859344.639436629,,,,,,,,2417571.3645367334
66,4.642857142857142,,,,3532036.739431443,,,,,,,,,3846807.5106755705,,,,,,,,
67,4.714285714285714,,,2765341.5265939147,3494807.360153324,,,,,,,,,3870556.112713079,,,,,,,,
68,4.785714285714286,,,2547778.0658970573,3562892.5214936687,,,,,,,,,3887501.9989023814,,,,,,,,
69,4.857142857142857,,,2547778.0658970573,3695000.4846724793,,,,,,,,,3893308.550690048,,,,,,,,
70,4.928571428571428,,,2535175.9261347144,3698690.084036042,,,,,,,,,3898656.9898948567,,,,,,,,
71,5.0,,,2549000.112749341,3583315.346602408,,,,,,,,,3911622.170261501,,,,,,,,
72,5.071428571428571,,,2479622.385633168,3459305.964579489,,,,,,,3618937.060521153,,3717639.2616963815,,,,,,,,
73,5.142857142857142,,,2469723.9985154644,3197954.345732607,,,,,,,3706559.718316921,,3934400.5278139026,,,,,,,,
74,5.214285714285714,,,2389404.4442947297,3478213.1185988057,,,,,,,3809555.4946686006,,3798096.8540889984,,,,,,,,
75,5.285714285714286,,,2344720.110050145,3568406.9768499704,,,,,,,3636110.7652261094,,3645904.732315335,,,,,,,,
76,5.357142857142857,,,2349706.7467996096,3755601.3188723642,,,,,,,3732056.6652861363,,3669537.150735388,,,,,,,,
77,5.428571428571428,,,2320296.155601191,3660636.8637131657,,,,,,,3662005.68676435,,3650596.092069851,,,,,,,,
78,5.5,,,2356872.550099427,3616628.889431273,,,,,,,3623016.620541279,,3730393.414369422,,,,,,,,
79,5.571428571428571,,,2393800.6342072356,3696596.7693005106,,,,,,,3730033.258169577,,3749878.5067340257,,,,,,,,
80,5.642857142857142,1713438.8490546185,,2431559.0044327346,3478613.5817585606,,,,,,,3652186.701919717,,3940482.949750659,,,,,,,,
81,5.7142857142857135,,,2357864.985678303,3471733.5944915027,,,,,,,3838171.776566782,,3770944.051578194,,,,,,,,
82,5.785714285714286,,,2399939.438118122,3467246.9047355703,,,,,,,3631971.853104041,,3775752.4662681404,,,,,,,,
83,5.857142857142857,,,2424839.6181774684,3589161.3451386294,,,,,,,3891812.135193203,,3652909.821870982,,,,,,,,2527549.1105664955
84,5.928571428571428,,,2784322.388765982,,,,,,,,3541067.487607438,,3758981.1344924695,,,,,,,,2126082.012261077
85,6.0,,,3011492.2338100113,3485141.494848063,,,,,,,3552732.249875912,,3783921.8587535447,,,,,,,,2078998.8930717423
86,6.071428571428571,,,2797571.348081669,3792217.1171065187,,,,,,,3470599.8084658287,,3703602.750255364,,,,,,,,2488237.117163246
87,6.142857142857142,,,2701955.4704297325,3479644.1267165565,,,,,,,3205309.985427805,,3670222.603860961,,,,,,,,
88,6.2142857142857135,,,2769074.9993887777,3742637.5062458017,,,,,,,3210377.2099865484,,3807395.796518518,,,,,,,,
89,6.285714285714286,,,2769074.9993887777,3549101.0839824234,,,,,,,3185215.3884709924,,3800103.182625766,,,,,,,,
90,6.357142857142857,,,2690853.4518669546,3536821.865501633,,,,,,,3425693.083828202,,3872733.5172484564,,,,,,,,
91,6.428571428571428,,,2832965.65006642,3762955.832092563,,,,,,,,,3789164.4284981214,,,,,,,,
92,6.5,,,2658901.66812817,3679141.7108019274,,,,,,,,,3789164.4284981214,,,,,,,,
93,6.571428571428571,,,2685005.721133262,3711470.7578526107,,,,,,,3249330.1755199325,,3914757.7437387174,,,,,,,,
94,6.642857142857142,,,2801189.077419795,3594174.840159302,,,,,,,3625012.9114849777,,3676416.6715578665,,,,,,3011887.479888433,,
95,6.7142857142857135,,,3104918.0821860223,3680559.2154522026,,,,,,,3717975.3712830623,,3696200.469231694,,,,,,,,
96,6.785714285714286,,,2945186.2663618326,3608428.8032497624,,,,,,,3680298.8253264064,,3757289.7936690734,,,,,,,,
97,6.857142857142857,,,2931946.660986594,3635166.7564688153,,,,,,,3897492.6875636065,,3612967.6777046905,,,,,,,,
98,6.928571428571428,,,2781662.1391319516,3667690.0649079136,,,,,,,3874816.8340533,,3635420.315515616,,,,,,,,
99,7.0,,,,3725975.403357222,,,,,,,3663579.2293949625,,3730484.575342969,,,,,,3039533.8358340845,,
100,7.071428571428571,,,,3665716.9175768085,,,,,,,3573633.051686985,,3740413.7499322663,,,,,,,,
101,7.142857142857142,,,,3617019.101141072,,,,,,,3598912.206945834,,3633998.357269511,,,,,,3067263.441925408,,
102,7.2142857142857135,,,,3591206.446070741,,,,,,,3494714.2072704406,,3568997.8800304118,,,,,,3023920.1526025953,,
103,7.285714285714286,,,,3589435.6493228897,2951362.998051634,,,,,,3482243.0780531373,,3643404.6665795525,,,,,,2984456.828221496,,
104,7.357142857142857,,,,3575627.723598007,2951362.998051634,,,,,,3397625.5360093242,,3689014.4284277726,,,,,,,,
105,7.428571428571428,,,,3548827.7402898697,,,,,,,3584942.853075556,,3652568.8940908327,,,,,,,,
106,7.5,,,,3696467.592924066,,,,,,,3291175.668325499,,3610674.0467411918,,,,,,,,
107,7.571428571428571,,,,3725090.668516054,,,,,,,3168395.1921244217,,2670143.593225752,,,,,,3035781.4845496067,,
108,7.642857142857142,,,,3646051.269699197,,,,,,,3126288.3781451876,,2670143.593225752,,,,,,,,
109,7.7142857142857135,,,,3821209.198980543,,,,,,,3100991.4770759656,,3712008.3739620545,,,,,,3055650.915911593,,
110,7.785714285714286,,,,3654247.867959637,,,,,,,,,3683540.6609633043,,,,,,,,2233671.546001529
111,7.857142857142857,,,,3690053.9239581185,,,,,,,3673358.3974555023,,3650861.91285323,,,,,,,,2233671.546001529
112,7.928571428571428,,,,3588529.3925334197,,,,,,,3647335.2549808184,,3787944.1459464133,,,,,,,,
113,8.0,,,,3481992.4482609197,,,,,,,3723207.190848566,,3838660.9303472782,,,,,,,,
114,8.071428571428571,,,2950866.715017296,3368796.826642786,,,,,,,3423298.5808464317,,3869677.936927053,,,,,,,,
115,8.142857142857142,,,,3768633.0434511546,,,,,,,3488080.918545128,,3687934.564202662,,,,,,,,
116,8.214285714285714,,,,3756235.8589503225,,,,,,,3517642.963951759,,3780667.3199955462,,,,,,,,
117,8.285714285714285,,,3556971.016127894,3659640.6309693926,,,,,,,3313958.95924265,,3642304.518394264,,,,,,,,
118,8.357142857142856,,,,3870551.3023532303,,,,,,,3545686.2856743718,,3567538.7676331094,,,,,,,,
119,8.428571428571429,,,3095092.6949962447,3703286.9169919663,,,,,,,3424787.050646434,,3571927.0973461824,,,,,,,,
120,8.5,,,3006605.0127786617,3619481.0970859304,,,,,,,3435561.6915334356,,3788639.464914981,,,,,,,,
121,8.571428571428571,,,,3492390.1187613914,,,,,,,3508762.3403694727,,3830841.105771226,,,,,,,,
122,8.642857142857142,,,,3806379.361518708,,,,,,,3561497.5500166975,,3715843.8754805354,,,,,,,,
123,8.714285714285714,,,,3744901.2689001122,,,,,,,3515781.6592169493,,3837440.053365511,,,,,,,,
124,8.785714285714285,,,,3705295.253249407,,,,,,,3564870.3245576737,,3711825.2407467877,,,,,,,,
125,8.857142857142856,,,3138238.1626873077,3805357.53117274,,,,,,,3810913.5540691963,,3673320.792712208,,,,,,3019765.187316009,,
126,8.928571428571429,,,,3606750.814518132,,,,,,,3946443.49759274,,3609429.943910845,,,,,,,,
127,9.0,,,,3352379.5925202672,,,,,,,3641627.8616309324,,3814519.336996844,,,,,,,,
128,9.071428571428571,,,,3770286.949202065,3144465.9957578685,,,,,,3544138.7223542165,,3815275.884785733,,,,,,,,
129,9.142857142857142,,,,3548957.8409772064,,,,,,,3359674.6156648844,,3936445.399562311,,,,,,,,
130,9.214285714285714,,,,3793474.2631711774,,,,,,,3635501.1309115607,,3764351.6044070097,,,,,,,,
131,9.285714285714285,,,3100604.5362174255,3722842.295646612,,,,,,,3545179.7718635993,,3876441.466133862,,,,,,,,
132,9.357142857142856,,,3043481.0024488107,3700983.427419344,,,,,,,3550932.4849780006,,3848046.7627131273,,,,,,,,
133,9.428571428571429,,,3015509.494419318,3433183.1226459313,,,,,,,3629324.8556313715,,3787188.7857821416,,,,,,,,
134,9.5,,,3015509.494419318,3858064.5438300283,,,,,,,3619447.7843367523,,3996186.9858000358,,,,,,3040315.7173620877,,2441289.3537875903
135,9.571428571428571,,,3015509.494419318,3628078.0946846283,,,,,,,3450183.456047709,,3689740.2239102353,,,,,,3051226.0352902617,,2468200.3477237867
136,9.642857142857142,,,3092898.5421167305,3685136.3991751843,,,,,,,3559120.9878553436,,3804558.8806735463,,,,,,,,2468200.3477237867
137,9.714285714285714,,,3072513.0890671085,3729047.239497139,,,,,,,3714531.191527941,,3743157.987521047,,,,,,,,
138,9.785714285714285,,,3063389.3667953927,3774407.704800567,3103746.6446084375,,,,,,3398366.6894081593,,3723770.057397964,,,,,,,,
139,9.857142857142856,,,3152885.6932066567,3704863.7755579557,,,,,,,3296358.883466998,,3974539.341296518,,,,,,,,
140,9.928571428571429,,,3327698.900673858,3861070.2347561526,,,,,,,3585400.2927507865,,3840875.146083573,,,,,,,,
141,10.0,,,3384290.462974375,3606674.0503382217,,,,,,,3129342.2088981527,,3865559.7434207955,,,,,,,,
142,10.071428571428571,,,3373943.285106694,3468964.940141595,,,,,,,3129342.2088981527,,3986063.228156579,,,,,,,,
143,10.142857142857142,,,3305432.543461099,3682529.4685544097,,,,,,,,,3982690.269137662,,,,,,2906216.611282822,,
144,10.214285714285714,,,3328512.3270500237,3758330.3269135584,,,,,,,,,3781314.742194817,,,,,,,,
145,10.285714285714285,,,3370907.7665238976,3649915.597935373,,,,,,,,,3810471.647087437,,,,,,,,
146,10.357142857142856,,,3179194.051922576,3709634.846288942,,,,,,,,,4124816.8006753935,,,,,,2976176.360739776,,
147,10.428571428571429,,,3272612.1747747897,3972297.1927986145,,,,,,,,,3931831.607875512,,,,,,,,
148,10.5,1551674.7801341005,,,3750614.700966916,,,,,,,,,3931999.779706853,,,,,,,,
149,10.571428571428571,,,3006434.0137083926,3613289.5723899654,,,,,,,,,3882603.0324322344,,,,,,,,
150,10.642857142857142,,,,3552785.01365333,,,,,,,,,3859483.279198697,,,,,,,,
151,10.714285714285714,,,,3517841.43343998,,,,,,,,,3762282.227475072,,,,,,,,
152,10.785714285714285,,,,3763172.5926702996,,,,,,,2987535.882271573,,3790505.598272846,,,,,,,,
153,10.857142857142856,,,,3706104.9544958062,,,,,,,3416916.0863595284,,3892509.260322459,,,,,,,,
154,10.928571428571429,,,2595254.518515153,3718524.683582316,,,,,,,3542004.7615035707,,3918711.532577141,,,,,,,,
155,11.0,,,2674028.532554754,3285907.5216407944,,,,,,,3748099.2474809615,,3792065.106028815,,,,,,,,
156,11.071428571428571,,,,3621348.461130174,,,,,,,3495420.3799104244,,3927124.121183817,,,,,,,,
157,11.142857142857142,,,,3755129.88132893,,,,,,,3585828.882861448,,4057524.0934028816,,,,,,,,
158,11.214285714285714,,,3050427.7809527735,3686888.1472176956,,,,,,,3497135.8064405783,,3900233.841243111,,,,,,,,
159,11.285714285714285,,,3050427.7809527735,3672245.6650997144,,,,,,,3459273.374576621,,3942849.7278790018,,,,,,,,
160,11.357142857142856,,,3051010.287419309,3375655.1011412805,,,,,,,3459137.85042441,,4051779.969631152,,,,,,3068703.3359300396,,
161,11.428571428571429,,,,3313026.7431272925,,,,,,,3754764.41588645,,3931948.085940475,,,,,,2955923.140132812,,
162,11.5,,,,,,,,,,,3522331.698639834,,3731754.6506626774,,,,,,,,
163,11.571428571428571,,,,,,,,,,,3648800.827115952,,3929535.678842135,,,,,,,,
164,11.642857142857142,,,3467713.9150544796,,,,,,,,3434936.195380332,,4002896.7170034195,,,,,,,,
165,11.714285714285714,,,,,,,,,,,3374232.320315176,,3921112.0529988115,,,,,,,,
166,11.785714285714285,,,,,,,,,,,3597852.784373115,,3769422.241006822,,,,,,,,
167,11.857142857142856,,,,3576490.8267926085,,,,,,,3655704.525975411,,3790246.970611695,,,,,,,,
168,11.928571428571429,,,,3517014.5826385613,,,,,,,3516465.1609490663,,3821225.431839277,,,,,,,,
169,12.0,,,,3392491.2836711896,,,,,,,3469726.4546853965,,3778352.4538693465,,,,,,,,
170,12.071428571428571,,,,3383221.608384439,,,,,,,3362409.988473105,,4150567.5393916136,,,,,,,,
171,12.142857142857142,,,,3301235.5970363393,,,,,,,3476065.003297819,,3841737.0769709395,,,,,,,,
172,12.214285714285714,,,3054838.8977193935,3237645.1795933833,,,,,,,3553757.7937253937,,3808338.2928971928,,,,,,,,
173,12.285714285714285,,,2765705.9398451825,3459048.699185864,,,,,,,3623871.847367885,,3862912.335189819,,,,,,,,
174,12.357142857142856,,,,3442777.358690623,,,,,,,3620267.101652216,,4026754.5859873844,,,,,,,,
175,12.428571428571429,,,,3456114.890733308,,,,,,,3508326.9931210573,,4044224.4186663213,,,,,,,,
176,12.5,,,2683083.9655212923,3413215.537271268,,,,,,,3297059.493794993,,3894259.622107067,,,,,,,,
177,12.571428571428571,,,2589832.932220348,3608965.5323739774,,,,,,,3563021.3245663084,,3881594.9743477306,,,,,,,,
178,12.642857142857142,,,3112747.030688439,3413297.593322367,,,,,,,3400235.266861663,,3822581.4067194676,,,,,,,,
179,12.714285714285714,,,,3483143.0271116802,,,,,,,3572758.770844294,,3956041.9560715407,,,,,,,,
180,12.785714285714285,,,2924262.508973903,3512951.0577755505,,,,,,,3401737.592140745,,3767205.6163367727,,,,,,,,
181,12.857142857142856,,,2730091.4581452524,3407988.62292201,,,,,,,3431092.2437997186,,3909453.345790422,,,,,,,,
182,12.928571428571429,,,3067460.648797527,3529584.89234461,,,,,,,3408612.960893115,,3885062.9276650823,,,,,,,,
183,13.0,,,2544505.512181884,3662091.586517864,,,,,,,3464043.5732526546,,3859255.0905219503,,,,,,,,
184,13.071428571428571,,,2991168.0285542347,3651708.4959084503,,,,,,,3087446.8401361713,,3906776.574902217,,,,,,,,
185,13.142857142857142,,,2487396.9461947693,3507706.5115590957,,,,,,,3340964.1880428554,,3977160.5167489275,,,,2762268.5445915363,,,,
186,13.214285714285714,,,2712581.9182068985,3584229.2244546,,,,,,,3455486.5155116986,,3886896.1967687313,,,,2738023.866095539,,,,
187,13.285714285714285,,,2712581.9182068985,3593048.808155388,,,,,,,3357561.128230097,,3970554.962827558,,,,2752573.9069385654,,,,
188,13.357142857142856,,,2538311.722578162,3735623.9776021023,,,,,,,3301191.3123706537,,3803687.872865219,,2725683.2457194626,,,,,,
189,13.428571428571429,,,,3668979.5125861526,,,,,,,3552929.5718738954,,3910396.049765317,,,,,,,,
190,13.5,,,,3483457.2854138114,,,,,,,3410180.4137929515,,3779735.971414405,,,,,,,,
191,13.571428571428571,,,,3553946.6273750514,,,,,,,3681136.775945922,,3956553.1918530827,,2717129.092587898,,,,,,
192,13.642857142857142,1709785.6438050994,,,3648081.1348188235,,,,,,,3505643.2946514324,,3976617.078227928,,,,,,,,
193,13.714285714285714,,,,3724204.3429888585,,,,,,,3418272.0361394547,,3980179.302740232,,,,,,3010175.3248966546,,
194,13.785714285714285,,,,3397487.360484214,,,,,,,3649203.6914789304,,3844379.2047879216,,,,,,,,
195,13.857142857142856,,,,3418083.365569672,,,,,,,3491225.814124698,,3794715.9925478413,,,,,,2906396.68999898,,
196,13.928571428571429,,,,3553915.3988955524,,,,,,,3398658.45674466,,3831229.0556062674,,,,,,2952949.7618496665,,
197,14.0,,,,3529814.13155028,,,,,,,3523869.317448935,,3783543.3467806033,,,,,,,,
198,14.071428571428571,,,2662038.7595594632,3490500.5829151063,,,,,,,3602456.487523895,,3632546.8467015745,,,,,,,,
199,14.142857142857142,,,,3431047.254270403,,,,,,,3465514.160451236,,3933648.6255736337,,,,,,2984288.9014153946,,
200,14.214285714285714,,,3033132.562079582,3438069.020077906,,,,,,,3466435.704549352,,3844528.467680658,,,,,,,,
201,14.285714285714285,,,,3181484.503015366,,,,,,,3626856.5390415145,,3686445.030679698,,,,,,,,
202,14.357142857142856,,,,3485999.2015505168,,,,,,,3605776.629258313,,3938589.52595472,,,,,,,,
203,14.428571428571429,,,,3285796.0376627664,,,,,,,3439304.756934539,,3906659.0161536783,,,,,,,,
204,14.5,,,,3145230.672723098,,,,,,,3477006.8182494417,,3801052.1552557093,,,,,,,,
205,14.571428571428571,,,,3073108.4019293217,,,,,,,3509192.443910925,,3871949.261221655,,,,,,3038047.637582748,,
206,14.642857142857142,,,,3073108.4019293217,,,,,,,3509192.443910925,,3836858.854804646,,,,,,,,
207,14.714285714285714,,,,,,,,,,,3306339.7839837866,,3922397.8711847104,,,,2798534.309018171,,,,
208,14.785714285714285,,,2580869.034556434,3270523.5914616995,,,,,,,3246326.6213360713,,3836717.2170032645,,,,,,,,
209,14.857142857142856,,,2984616.448853148,3201267.228777194,,,,,,,,,3786629.0378024383,,,,,,,,
210,14.928571428571429,,,2925579.519350227,3337427.4523260603,,,,,,,,,3950999.975976596,,,,,,3050435.629337661,,
211,15.0,,,2858313.247427218,3416116.225477778,,,,,,,3606686.739967408,,3932493.8402326703,,,,,,,,
212,15.071428571428571,,,,3584010.0794162354,,,,,,,3712685.142624936,,3647896.277327569,,,,,,,,
213,15.142857142857142,,,,3501098.0682955426,,,,,,,3443671.2720194156,,3770081.6139666457,,,,,,,,
214,15.214285714285714,,,,3479645.420356697,,,,,,,3463567.7711104024,,3808166.53918014,,,,,,,,
215,15.285714285714285,,,,3514901.3159133685,,,,,,,3438140.171113093,,3754843.653315426,,,,,,,,2505912.3175708638
216,15.357142857142856,,,,3708260.789490518,,,,,,,3518215.8400280545,,3872321.8524848777,,,,,,,,2282746.0957359974
217,15.428571428571429,,,,3522564.102594051,,,,,,,3637210.046404155,,3707139.562972876,,,,,,3045569.8035386885,,2282746.0957359974
218,15.5,,,3001876.2799897967,3474589.193725804,,,,,,,3616817.3689000676,,3624210.495407289,,,,,,,,2282746.0957359974
219,15.571428571428571,,,3024547.9955940903,3253567.4696313567,,,,,,,3271467.6077644126,,3672271.4476332995,,,,,,,,2247984.40270856
220,15.642857142857142,,,,3485146.7451588106,,,,,,,3769107.651070473,,3783699.833049389,,,,,,,,2237669.568954525
221,15.714285714285714,,,2588946.4772362416,3387803.685950972,,,,,,,3418742.5183802415,,3896806.9552325984,,,,,,,,2220728.740977022
222,15.785714285714285,,,,3631928.091192579,,,,,,,3583657.349917939,,3688270.9587442093,,,,,,,,
223,15.857142857142856,,,,3735236.158026038,,,,,,,3343830.5254337383,,3705307.1306237616,,,,,,,,
224,15.928571428571429,,,2677846.809688678,3569559.6744607235,,,,,,,3596092.646859385,,3713698.22983048,,,,,,,,
225,16.0,,,,3618544.462196605,,,,,,,3298266.210143688,,3918268.748355483,,,,2805596.977701247,,3062127.688645895,,
226,16.07142857142857,,,2607412.7016439643,3386989.4953020383,,,,,,,3561629.013867015,,3916472.678413865,,,,2812672.714085283,,,,
227,16.142857142857142,,,,3386989.4953020383,,,,,,,3325696.509994048,,4008288.4967289,,,,2787941.870804982,,,,
228,16.21428571428571,,,,3386989.4953020383,,,,,,,3768532.2363704466,,3854284.8362033186,,,,,,,,
229,16.285714285714285,,,2899875.113929317,,,,,,,,3519722.7200225503,,3705927.9414980304,,,,,,,,
230,16.357142857142858,,,,3611062.1342697386,,,,,,,3436389.300663618,,3822126.1224560835,,,,,,3027714.5245398227,,
231,16.428571428571427,,,2867267.6947659045,3572179.8278456433,,,,,,,3308454.913584366,,3797640.986837772,,,,,,2924267.1119841924,,
232,16.5,,,3241958.706108508,3309692.2760907044,,,,,,,3196043.777977975,,4067877.6997121302,,,,,,,,
233,16.57142857142857,,,3327055.342159266,3373293.0473247133,,,,,,,3383970.4686816903,,3684926.2083192463,,,,,,3046591.3568084054,,
234,16.642857142857142,,,3324686.302514123,3373293.0473247133,,,,,,,3527618.367598266,,3681084.474889397,,,,,,3008338.347892507,,
235,16.71428571428571,,,,3429857.665315203,,,,,,,3311557.995896172,,3808126.759661296,,,,,,3067170.4692667816,,2432383.708674314
236,16.785714285714285,,,3069396.4135904973,3639106.8322138023,,,,,,,3575253.5849522017,,3822156.012687758,,,,,,,,2508530.339210941
237,16.857142857142858,,,3061492.1737840325,3494335.3174044075,,,,,,,3441783.6308237817,,3930525.74334266,,,,,,,,2479481.8976709377
