Frame,Time,0001_1,0001_2,0001_3,0001_4,0001_5,0002_1,0002_2,0002_3,0003_1,0003_2,0003_3,0003_4,0003_5,0004_1,0004_2,0004_3,0004_4,0004_5
975,69.57142857142857,1614868.5668745884,2017301.6410248943,,2142952.952343229,,1947149.3546559112,1880391.8670299263,1866193.148246987,1980293.161827063,1806352.2878418819,,2014260.758005175,,2153578.9913945575,,,,
976,69.64285714285714,1632057.512530452,,2449834.910443695,2184730.5485393386,2589152.567438484,,,,2023518.7574841315,1607046.8452656346,,1848794.699604422,,2186050.2144974153,1654441.3839337532,,1951822.7077831354,
977,69.71428571428571,1643507.2653604446,,2347862.9159933054,2154308.4444458317,2460596.504534558,,1853362.4355087043,,2013884.9509102167,1783279.5531098447,,1866475.5278858515,,,1733497.8149335596,,2088534.8396623775,
978,69.78571428571428,1612766.6200121483,,2346566.6692357934,2231993.2442614515,,,1777459.1474884676,1756026.242328762,2120374.3427322702,1781406.1643502559,,1766875.8770533053,,2174238.037885789,1675633.6077570168,,1985718.6202472558,
979,69.85714285714285,1649221.706774287,,2395623.9627947393,1984158.400828482,2460098.009634191,,1745375.2491328886,,1977979.8850487375,1741195.5789110817,,1725055.7908650734,,2025267.4871671551,1807810.4088847365,,1977428.539255445,
980,69.92857142857143,,,2188281.542970811,2159450.643266935,2422214.4621214233,,1728400.7148063537,,1855152.308718549,,,1775336.148073809,,2356777.2408018666,1840828.5823435825,1740113.6771028312,1894787.4135689475,1982018.8785311596
981,70.0,1889416.1853711302,2067336.166810715,,,2453625.1313886517,,1715414.6586160942,,1880038.8261191198,,,1805416.097271584,,2245638.0157118826,1707690.7090368366,1637198.4457554356,2162170.1331895557,
982,70.07142857142857,1797235.9815402895,,,2181030.503954485,2178627.397414582,,1867661.7444079933,,2084125.8797042905,,,1757905.590037675,,2207287.249979698,1823859.1554649582,,2020876.4408151095,1990347.3382154496
983,70.14285714285714,1845846.4925588472,,2156628.2932075784,2173623.8101969077,2269436.029906428,,1926406.2131151923,,,,,1922481.071154077,,2375639.8290716386,1614156.9336896704,1821479.4735390353,1972891.7338336606,1819604.0311477566
984,70.21428571428571,1848683.684110349,,2346961.630994253,2219770.322994375,2250809.4537550523,,1897019.8664955373,,1908527.4580158265,,,1852560.7381482157,,2306721.717053964,1808378.2409723168,,2014394.1375831445,1687583.0509059029
985,70.28571428571428,1844257.3604301782,,2501295.8883031816,2040469.1597806327,2277063.704452883,,,1691388.8348988784,1983783.542940103,,,1906514.8291208118,,2122109.947891187,1840771.1815598574,1824444.647778549,1847641.2200230514,1623893.0445350097
986,70.35714285714285,1779234.5314599674,,2366713.7724568695,2206820.083080408,,,1819905.9998816943,,1949241.9687472328,,,1803122.595841157,,2168295.839743449,1777020.173613421,,2131497.9676999645,
987,70.42857142857143,1817739.1960143528,,2275292.6773863174,2249523.5027689305,,1886442.8601371734,1906196.850088056,1959189.4692496366,1949600.2643183814,,,1846189.0122503454,,2172651.0516548497,1692820.874461807,1606913.7162025147,2025225.860729751,
988,70.5,1839592.4422951061,,2282474.1537150927,2097914.8185070916,,2034321.214273512,1778775.044216906,1739782.472450901,2000538.4137489232,,,1722409.0995710713,,2118092.2857934446,1767898.3698753265,1835995.334431358,1884274.16322274,
989,70.57142857142857,1756001.0216268264,,2380291.3020916996,2100627.818107541,,2123801.9354076236,,,2003003.3928402367,,,1766986.3302404163,,2083543.0629818065,1761794.4671070757,1783346.0393843448,1820826.7108511291,1810334.84060326
990,70.64285714285714,1671184.8986833694,,2341444.291165913,,2205031.479885707,2164935.782524598,1938368.8838647103,1845251.9169197143,2091462.7996320177,,,1904690.0707239409,,2291341.435291249,1784765.0291385583,1702379.243137563,2032228.1330950966,
991,70.71428571428571,1621247.3388991747,,2337578.5333185545,2168917.374709023,,1921468.9134734955,,1875030.1242099353,1954990.6856706645,,,1879881.4725777842,,,1834485.8542196066,1812561.2810055704,2050113.2266221666,1859569.463899242
992,70.78571428571428,1547642.5910028052,2066585.7139715648,2182059.316971212,1966101.0865125263,,2133515.03536816,,1767345.4588784652,1879080.8921794717,,,1934744.7861166922,,2330867.3149190075,1695832.6926994172,1837641.6417301758,1887464.5869254572,2004985.0764999904
993,70.85714285714285,1522463.0292252575,,2140350.7484922344,1960318.8586029313,,2019655.76283809,1878265.679258103,1888960.5538069534,,1693618.1843444866,,2041294.405933457,,2394489.93104694,1819610.400475458,,2017078.5057339487,1916030.6414808615
994,70.92857142857143,1546774.9791910606,,2257201.4869965664,2250674.9007309424,2150669.159180919,2151947.7349186162,1864298.7281884325,1862918.8188336794,,1685431.9399553325,,1958397.9104656796,,2276970.2305216547,1700616.610260949,1882082.3670074907,1901792.6049242087,1801661.2633447018
995,71.0,1539658.6724928524,,2403075.784204799,2143910.5022444827,,2107577.8125386,,1783722.7753766708,,1632978.603705019,,1832068.8994183287,,,1626858.7981157266,1741905.0996172777,1793611.2470038575,1755868.9853882215
996,71.07142857142857,1566025.9776040583,,2169527.386827801,2034303.2872963701,2496431.5377412434,2164902.3189831306,1868957.741899527,,,1855761.96150961,,1840575.6013714715,,2114967.8271349096,1676335.1293649771,1811691.9251071482,1818368.2608103633,1755868.9853882215
997,71.14285714285714,1749937.7795142375,,2150600.547224147,2084684.3930053893,2509375.1768326154,2124708.9001570866,1760649.4366983955,1942363.7430768386,,1669608.5786562096,,1885613.7036699972,,2227404.7783665103,1583539.273884287,1769371.1773676926,1996477.4499201837,
998,71.21428571428571,1821362.9507639736,,2468482.3197447057,2084925.3474092185,2362898.7566975,1930898.548609827,1908469.9963245203,,,1599980.968232035,,1750859.505619417,,,,1726743.8130878948,2043611.6490489726,
999,71.28571428571428,1821362.9507639736,,2438044.7588942796,2098313.599207626,2403478.1167262164,1813109.9521682374,1731819.4658902122,1936280.1276210097,,1660284.5079597742,,1791103.0876857892,,2249389.7001723503,1727856.7386697356,1792779.7439628872,1885933.6685942707,
1000,71.35714285714285,1780435.5306799402,,2277562.005428721,2086384.9241642458,2305426.457856772,1740614.2472000513,1576057.44543724,1718438.4342106045,,1798856.3361255184,,1672983.3026174195,,2285553.0660926304,1537587.907677613,,1726689.2956899893,
1001,71.42857142857143,1668564.0721402008,2058821.8216572255,2076855.2904566575,2057908.2085271114,2335144.9047769657,1702810.6608552814,1734961.9150636445,1625777.6276888864,,1729185.8558014098,,1741215.9832946125,,2332099.717812779,1519240.6464638673,,1782537.0300154868,2018038.9774921318
1002,71.5,1627508.3436412856,2089350.2876279505,2037310.139442861,2100437.982412721,2168089.5415873397,,1899624.5149270375,1575283.8887751345,1721574.1851857908,1571811.6643885293,,1794863.1677153623,,2291351.144783377,1438158.8383525666,1602600.359450258,1853788.6639455473,1982360.142451719
1003,71.57142857142857,1671030.0334679473,,2098260.088793701,2131737.1145165763,2081527.6314635377,,,,1970451.5763954613,1819589.9163181034,,1811112.5664004777,,,,1694522.2273730373,1998888.678354929,1698341.4876200652
1004,71.64285714285714,1614986.298580997,,2221276.007914293,2053351.5479511472,,,1787110.693985158,,1836754.1349268714,1673736.0039911366,,1871496.1353786406,,2244071.9042750453,1759658.1736272743,1903219.5654584428,1920082.9100227521,1842898.6814059494
1005,71.71428571428571,1766721.2298006073,1859152.6871644566,2146983.3366020937,2084988.5832090937,,,1909510.8225999698,,1778319.4193775665,1622811.1780144915,,1842216.2779464554,,2371530.878576031,1717997.0575520415,1842375.7612088278,2056883.2668899556,2026819.9404784734
1006,71.78571428571428,1609245.6454571877,2007929.8339193524,2459347.750065679,2019157.7368354995,2393432.1657454036,,,,2054592.5470746856,1850123.4929928838,,1975552.885898923,,2290785.6931754923,1733513.2993539206,1850705.5920336843,2056067.8913985516,2047111.6753151577
1007,71.85714285714285,1707659.9588875545,1987267.0749594814,2355784.052650432,,,2399534.352960061,1874922.563789481,,1774425.394075096,1721235.3356372034,,1668798.6321571933,,2306992.42454003,1710850.641697776,1663835.7264549788,1954562.7478399198,1815452.6533412219
1008,71.92857142857143,1830280.975596445,,2463690.4076936156,2081690.8391772676,,,1886935.5229375083,,2039829.2805762484,1871349.282038777,,1847210.593848584,,2075182.2648258712,1725142.2342855926,,1992048.0305314949,1657729.3822590227
1009,72.0,1837158.056487747,2074039.381272067,2314226.173400724,2179450.9670549897,,,1915715.2969988154,,1910636.1317232775,1661991.6140723305,,2043974.9156911508,,2209517.6945296233,1743315.4461712877,,2031373.719369347,1601179.6450739137
1010,72.07142857142857,1903915.4256403537,,2128797.511528981,2199622.5232271003,,2226594.8448535735,,,,1800703.7468012378,,,,2340206.8984541167,1584038.0257091841,,1998240.7228643564,
1011,72.14285714285714,1695803.5968739039,2007634.0830493055,2244547.868559808,1986677.422502242,,2116218.116268173,1945788.8797000486,,,1628649.8044407426,,1871890.4786661516,,2252329.150161256,1714003.635788765,1818183.1815818436,2014071.491822465,1917836.78661325
1012,72.21428571428571,1833869.0099824439,,2228653.6043175375,2151397.5766799743,,2001051.3874204447,,,1950518.3086852522,1708953.7642087433,,1925784.3360549198,,,1947083.9587640772,1640988.2293400285,,2032401.9503483241
1013,72.28571428571428,1887892.550596338,,2249597.366796342,2083866.1091237804,2327441.565577726,,1934668.1718056933,,,1805834.6381055864,,1815762.6085777013,,2331986.304343875,1728710.6329474992,1750356.4551527489,1878853.343502371,2024758.4947423576
1014,72.35714285714285,1724205.0197378893,,2454057.006253762,2083866.1091237804,2304141.107024597,,1869928.1096170512,,,1755450.8994563494,,1809880.2351189994,,,1846418.4918400364,,1987626.9037729045,1986007.1985237005
1015,72.42857142857143,1856647.8000499667,,2307437.9714842993,,2295987.61815075,2234277.952314597,1942285.636637153,,,1882976.431730069,,1838055.922548582,,2350116.41064084,,1852311.6373902475,1939770.582486235,1994456.7361221497
1016,72.5,1870017.4954857915,,2362993.073463987,,2342264.8094880274,2151449.117557078,1808945.3990336866,,,1732209.1914312101,,1800397.7399441926,,2367010.4379847143,,,2011511.7267175827,
1017,72.57142857142857,1777825.721382253,,2257713.32812273,,2152772.4428195264,2304461.3979402534,1776061.3569552072,,,1750934.7600353174,,1803353.7454934781,,2085395.9968166396,,1872396.7149913406,1841697.571495434,
1018,72.64285714285714,1828099.269992565,,2111534.7906292137,,,2135763.9201470036,1869520.4179548093,,,1649654.1658526896,,1893693.7425736059,,,,,1698994.6906210596,
1019,72.71428571428571,1794458.303408001,2041969.5017310372,2274030.368370584,,2353605.279844613,2050248.6854917961,1771260.7547614991,,,1578711.2305663761,,1870621.697247604,,,,,1624663.2958658224,1836444.2624412791
1020,72.78571428571428,1719551.0929315041,,2108345.0390791222,,2277874.220469935,,1938171.1121876694,,,1516888.4274701227,,1931909.1661171094,,2276907.302832883,,1846014.4594938485,1624663.2958658224,1816331.3271894832
1021,72.85714285714285,1622233.492711243,,2305044.1544088116,,,,1933685.7306981974,,,1639359.7932127242,,1804414.7981085216,,,,,1586470.6016338717,1605712.4629311706
1022,72.92857142857143,1600303.1470474117,,2338989.4423278384,2000470.471758906,2370720.5983310053,,1823625.2268417107,1892851.1411719741,2136544.48756634,,,1831088.6981348172,,,1732888.6225689868,,1567489.1586263739,
1023,73.0,1554873.5424318481,,2210331.215546633,2099671.7720948895,2019996.2725985257,,1864709.9114319761,1841320.9915445687,1944112.0828974075,,,1870086.3392380106,,2202747.048041948,1732451.1691944536,,1567489.1586263739,1931505.7047022718
1024,73.07142857142857,1560086.8826864208,,2248058.668308417,2091475.1595526873,,1964602.0003414496,1815023.0803765683,1787253.649925394,2037196.9138389241,,,1923023.2640002295,,,1756545.2922684955,,,1955468.8371066663
1025,73.14285714285714,1558363.8196531206,,2388268.2787148277,2178351.478051245,,2217525.1408783183,,1767157.5425736296,1830454.4222586462,,,1920900.1132881027,,2271704.745620515,1949311.8370162167,1878771.0667055184,,1848437.1121272668
1026,73.21428571428571,1532671.549703149,1853918.1574288008,2436433.42318652,2173855.3231727555,,2281129.0118643995,,,1894511.307908207,,,1837387.4451794499,,2236873.5039884397,1669310.7156701535,1842001.6025880016,,
1027,73.28571428571428,1577710.7199330297,,2362922.159752045,2035159.816655998,2062296.9171095928,2047655.3640271183,1968850.9291560499,,1880683.5592260344,,,1988957.3353061283,,2345651.0396104716,1755224.2851941173,1855339.4387122216,,
1028,73.35714285714285,,,2206916.5483933007,1856218.6722464561,,2137235.5693524606,1898320.0984872472,1826383.4842240284,2054109.6260680188,,,1799064.5110246148,,2169421.0361584406,1768189.4655656118,1811084.6354331835,,
1029,73.42857142857143,,,2206916.5483933007,1823463.2254081096,,2177767.147460376,1952194.7596133824,1724224.3500054658,1886170.5616868767,,,1932114.1515089031,,2231044.103807712,1742555.325041352,1745399.2628565324,,
1030,73.5,1445312.643155428,2093882.5592320522,,1916633.2890313903,2570291.3183328784,2274467.779394306,1939268.9632496894,1681229.0678656325,1755852.8157283263,,,1895280.7642870892,,2145043.0964349834,1788598.3815058116,,,1995051.2241685442
1031,73.57142857142857,1394779.9924494554,1890055.0884997512,,2017854.3071554704,2283779.399762602,2207021.720788886,1827903.0475989808,1681229.0678656325,1912540.509452951,,,1805410.1273544962,,2186881.5244408976,1815970.508708931,1850936.3428773282,,
1032,73.64285714285714,1432089.1677448528,,,2149539.0435632365,2216687.3744386826,1981318.9210161008,1734462.9923473254,1664510.3800923107,1947389.9884112952,,,1970434.8012209947,,2261900.059899807,1798154.9273677997,,,1772314.745049272
1033,73.71428571428571,1414942.82920122,,,2196298.960122108,2122683.158509037,2370682.984758798,,,,,,1829720.2925071877,,2216409.28467462,1809620.5355647025,,,
1034,73.78571428571428,1419428.1574879105,,,2134165.089495723,,2225656.038454204,1628060.3866295181,,,1714202.8011418495,,1710499.35023628,,2333366.0420177043,1739175.761009485,1822010.4081696777,2010974.2456658795,1976230.1223795936
1035,73.85714285714285,1419937.1811593638,,,2021169.6464222015,2149321.88786119,2021879.7879998127,,,,1785858.6323728957,,1903798.775754246,,2151531.9742847686,1684885.2346999785,1647375.969202368,2001519.6862864578,1397093.0267843183
1036,73.92857142857143,1366707.9902813183,,,2177334.5019289427,,2234343.278702843,1785955.9003673766,,,1812571.1103905435,,1904319.5231986963,,2224056.997451272,1787786.9371116029,1694493.3671794971,2061987.8687348906,1704467.614097575
1037,74.0,1393411.9698888757,,,2080472.7291500163,,,1658943.1461126588,,,1712372.4330674778,,2043913.4526960382,,2314948.434169416,1762264.954413411,,2077855.6015416868,1740478.300299408
1038,74.07142857142857,1332434.7192696556,,2189423.2371014054,1981535.682149545,,,1698128.2914598845,,,1735074.3989540006,,,,2255503.465597807,1767534.7535309824,,1891991.1363705078,
1039,74.14285714285714,1417313.4967630818,,2326210.6650651796,1984995.7044736466,,,1810382.0222933092,,,1715339.7657949035,,1796615.9382317457,,2289449.09025228,1543258.9502941186,,2040285.1777891065,1928309.2797048192
1040,74.21428571428571,1726783.7242041472,,2358841.073138921,1997246.789624157,,,1806751.2406902344,,,1826844.9814461295,,1970396.17846582,,2195849.7840072745,1821433.5814843385,,1979503.713747771,1839790.2789436285
1041,74.28571428571428,1863421.3019911118,,2241359.299656374,1887445.193726992,,,1725848.1914103536,,,1749838.0631390663,,,,2318638.1543554054,1702041.1395695957,1830726.4664237113,2148455.139601545,
1042,74.35714285714285,1738836.6848255657,,2083521.5730258776,1829732.9785600053,2455240.7470699083,,1899564.2519315623,,,1819373.3192837741,,1909595.5811365214,,2263505.7318557883,1773637.066314396,1844799.2380423942,1901919.8857026298,1935995.0636544705
1043,74.42857142857143,1721470.3662189136,,2218260.340815872,1796544.4700118012,,,,,,1812343.5013559582,,1916528.6351368695,,2217050.401633141,1525677.5785809697,1850275.6373190011,1842954.0704141466,1973526.193167056
1044,74.5,1727424.8666308066,2082448.944450761,2121369.0986364735,,,,1820756.1238304882,,,1850805.709620347,,1887043.746807044,,2182532.4368862873,1640373.6625329775,1703218.8885122815,1861533.0566004165,1823880.0885430719
1045,74.57142857142857,1630694.3237913891,1883110.9203737988,2282658.6715657627,,,,1841740.3583308782,,2063622.7670415016,1594201.217297079,,,,2356741.262188214,1715897.9296391308,,2064656.9394552456,1789053.5351804164
1046,74.64285714285714,1727829.1289695206,,2221239.1587175587,,,,1766468.631297673,,1927765.6266495066,1763409.3478578366,,1782915.1355642872,,,1698536.2356001746,,2041283.4875506693,1919581.6629377857
1047,74.71428571428571,1703620.7308874098,,2200464.676704687,,,,1649046.1649867557,,1952120.6017448048,1801239.491957004,,1808406.7144933355,,2153485.530024428,1672725.0108830957,,1920731.2754491982,1914148.4292787248
1048,74.78571428571428,1849475.6368328088,,2186376.7759028543,,,,1596488.6093271351,,1992531.6521853192,1689064.9848032459,,1818155.392976985,,2292106.0572474543,1739465.007229802,1896337.9588089462,2017171.581753098,1820515.3709151456
1049,74.85714285714285,1719494.1637047438,,2179752.095464799,,,,1560328.859169171,,1793779.6434033206,1716320.5325564195,,1775858.3903415415,,2061938.0251292526,1633738.0028149376,,1900174.2580027175,1875474.3829347582
1050,74.92857142857143,1643111.0108384925,,2270365.2286827094,1857836.1027296602,2187152.302804152,,1547850.2766736648,,1768772.7691657392,1864685.7649681622,,1815369.159146839,,1941131.742896472,1738212.6525158705,1854223.0376371716,1993069.7305307244,1740593.4081724843
1051,75.0,1602015.4930272396,,2308449.447039094,2057749.3578672123,2201689.049731443,2157496.9455679124,1664767.0263063218,,1951263.1653035632,1735614.5310622111,,1738061.802795258,,1941131.742896472,1664524.919583431,1784473.811111011,2126331.5516394842,1817543.8477022985
1052,75.07142857142857,1603052.880815936,,2346566.0285284957,2152278.1081379554,,2100724.153723089,1905727.4435464207,,1999949.8003856505,1870518.9964364395,,1791088.13656868,,,1679680.6649401751,,1978562.6772377263,1654320.7169864443
1053,75.14285714285714,1637741.0746606472,,2259134.5932947067,1973978.3590930016,2335448.4000300546,2119185.7436727346,,,2067056.715598878,1794038.9547064693,,1768276.6191996604,,,1683073.489795542,,1925841.495025018,1896933.7055492958
1054,75.21428571428571,1600133.0321074354,,2273692.418731251,2094828.4181288087,,2046260.3012930094,1616401.875668923,,,1786432.8816768709,,1821787.4255356772,,2136507.526699038,1611492.5014587317,,1857617.7674544214,1875303.2471502644
1055,75.28571428571428,1609424.8369392736,,2401835.925054912,2006522.2116847918,,2000876.9804032743,1866813.7956210508,,,1871556.4151294208,,1990164.361255383,,,1549401.4241448317,,2134451.4281509197,2001404.7117481257
1056,75.35714285714285,1608887.150218195,,2274638.627127281,2021513.5893141332,,2165584.3720874256,1797863.3320701974,,,1740870.880857174,,1691311.5074628133,,,1513390.5102990002,,2012068.190143782,1905171.5795410408
1057,75.42857142857143,1602375.2068795224,,2123315.1104117227,2214673.371996994,,1987690.5397964732,1817223.723474001,,,1675702.1825577505,,1682608.1403080523,,2259966.750790428,,,2147216.5525674354,1977281.1168310093
1058,75.5,1628245.4728766931,,2238218.5808603177,2083293.0927978035,,,,,,1593543.9632160005,,1874030.284990583,,2195264.5891959327,,,1878644.0592251897,1493633.8767527225
1059,75.57142857142857,1747153.6534573045,,2053658.016700768,2246476.9020485347,,1733311.087180844,1862862.66245491,,,1834190.010101016,,1724535.2526564405,,2367141.051973021,,,2153253.677272891,1682388.3974151663
1060,75.64285714285714,1799483.9843508245,,2294068.0951272487,,,2028501.7266739141,1797973.9751437674,,,1737326.4406873952,,1696403.4028401405,,2159551.211273109,,,2109055.756796091,1834215.0027742109
1061,75.71428571428571,1704585.20349175,2094760.374815311,2267005.432491882,1999191.1847836974,,,1952548.0898310693,,,1794766.362055546,,1712546.6753568586,,2237513.5925905537,,,2040946.4412772642,
1062,75.78571428571428,1666331.6025915418,2086782.2678408676,2334757.38185959,2191128.215180362,,,1954358.3484241446,,,1835843.4527043363,,1746803.9579355079,,2128083.158011677,,1828406.8320014128,2145146.796846059,1714642.723086326
1063,75.85714285714285,1646158.1092905027,1939744.5843471382,2187891.8848008425,2129158.1861374862,,,,,1981083.5396970941,2022486.2187991566,,1718179.2855215983,,2236296.104530577,,,2070850.0158465076,1718187.4554531306
1064,75.92857142857143,1690464.1105535373,,2223870.0193158826,2060448.8073907425,,,1829033.0589699855,,1989441.1907279831,1629841.5715301563,,1645479.058524484,,2399330.3150440333,,1680582.1601236095,2037753.8240791375,1667053.4414799921
1065,76.0,1690464.1105535373,,2157343.475158918,2130500.2967830193,,2204224.9231968336,1931799.9014579346,,2073772.5496266219,1650230.9329819635,,2036503.7526538216,,,1599662.42695082,,1922052.384919139,1696927.0656838804
1066,76.07142857142857,1664702.3771102983,2071241.283172804,2063351.1980273426,1972238.1428737221,,2198447.772010241,1841678.4724439045,,2124561.6386693665,1808516.487587191,,1646090.3975285902,,,1572113.795501626,,1924691.208835639,1758602.5776788858
1067,76.14285714285714,1583073.9101368454,,2150637.930226265,,,2203527.8679444115,1869342.168517102,,1965388.736973264,1797312.0470125468,,,,2304527.9750385615,1594442.7874571062,,2013267.630130531,1957349.1853633188
1068,76.21428571428571,1595563.9835944239,,2336730.2323721563,,,1978822.1151651756,,,1809943.5206877775,1842614.588182486,,,,2166222.894129987,1549579.7977839387,1774524.1194488935,1996954.8838234034,1662899.9728657843
1069,76.28571428571428,1620259.7575896776,,,,,2196656.099386522,1804085.6658189471,,1822398.3944835088,1749619.144420841,,,,2089182.812991488,1733765.8788694753,1755431.2498642292,2090807.149466663,1758928.8391213927
1070,76.35714285714285,1670886.7711160844,,2441628.63008883,,,1867008.4478114801,1848339.1951182517,,1852135.7041453703,1582619.168939908,,1985860.0041408346,,,1615803.2649565777,1675390.0565172073,1883668.6551823292,1852090.271405846
1071,76.42857142857143,1835168.0775338602,,2252916.5783659313,,,2173622.561286386,1863656.6889800807,,1811177.5704404954,1778358.930627472,,1771570.9912635451,,,1602452.328034103,,1970816.2123792449,
1072,76.5,1767291.1457360736,,2346474.784054019,,,2109420.4891169807,1866055.4229146182,,1671467.7195084693,1695687.9698083343,,1883780.158529511,,2270147.0020906255,1718371.6346737808,1904891.6933752066,1931282.2444113123,1927982.7584811612
1073,76.57142857142857,1689845.0757539878,,2286802.217991342,,,2012704.2994799262,1649818.746570113,,,1667957.56455081,,1797042.1328613728,,2187812.748817303,1640310.8097198086,,,1671596.1118327633
1074,76.64285714285714,1727819.9700853871,,2290471.8064584914,,,2094468.1410809746,1788851.163900993,,1752662.7446071627,1583635.6241164524,,1891564.9760316194,,2343301.13350964,1755122.6716573928,1779517.0668216543,1777870.3697343867,1578025.259608411
1075,76.71428571428571,1661839.8055881176,1940184.5625126802,2122086.143911063,,,2235016.3810625733,1809345.1133303863,,1816983.0760606744,1749460.2533812264,,1804637.7447851212,,2220616.8804471353,1561121.6064658735,1813105.3678783143,1744804.2511632699,1728835.7210334174
1076,76.78571428571428,1558835.452572463,1872137.416755224,2428537.818883606,,,2294820.9221114777,1743585.070510349,,1936502.0468129353,1691703.4686315123,,1691339.4016189561,,2101301.9054625346,1814752.1474878166,1749136.9104033585,,1658610.8916964212
1077,76.85714285714285,1512680.7181922328,1937433.3176865242,2288445.81592369,,,2231639.05768437,1765626.5710149906,,1894873.3923458154,1726446.7190443284,,1799696.308823361,,2165830.5921739126,1736890.525813564,,,1875015.737686321
1078,76.92857142857143,1505169.874268516,2024775.2221039769,2241497.275017034,,,2199386.5319693363,1797861.7170588982,,1906914.5466107898,1623967.697636034,,1719685.8501591773,,2207284.3041534377,1830023.1140112537,,,1881181.8408453586
1079,77.0,1681981.879735657,2043083.6635109636,2294054.3154308917,2132932.236092086,,2112681.196179609,1716778.7993411385,,1845413.5544036136,1655823.156852079,,,,2046299.2421920558,1617904.7644627194,1829810.4840020156,,1799009.3442023932
1080,77.07142857142857,1580022.8594310333,,2230313.4692493645,2233145.922562515,,1970915.2664845933,1917366.8098728948,,1858710.6257359532,1702021.9824565141,,1830797.1810869346,,,1645716.7511933595,1708494.3366416444,,1492766.5027772961
1081,77.14285714285714,1761147.3395211338,,2218033.763340711,2145586.941116748,,2073803.529660358,1821032.0918839157,,1894391.2268897714,1692568.7684098852,,1752984.9666870623,,,1703895.409261079,1673035.6726187293,,1756935.5222474902
1082,77.21428571428571,1544276.8379686242,2015890.9807656205,2366035.4897826333,,,2020612.3254604714,1747163.927638155,,1776534.4584488715,1651144.3642270055,,1841352.4935063717,,,1634400.7163860116,,,1644089.8105376968
1083,77.28571428571428,1801890.0905508806,,2285678.7842157106,2041539.3795960979,,2085021.6614615815,1755435.610161222,,1907381.1335135046,1825046.2631269759,,1904313.6700384263,,,1693302.01668784,,,1714707.567270552
1084,77.35714285714285,1733554.1578884001,,2375201.4387066993,2045201.2353230556,2288020.402407433,2165632.6330436575,1808799.937842596,,2086262.1858090805,1624466.6151362685,,1655318.60485419,,,1733307.1483283804,,,1944738.1309104364
1085,77.42857142857143,1725989.0260413336,,2347949.4258294553,2119346.7971164566,2559350.195272577,2235317.8785322886,1721619.6822081234,,1841345.2681111465,1876145.4784193404,,1803311.7163284495,,,1605340.0984424916,,,2016302.4365382527
1086,77.5,1703287.3659565533,1910057.2397379433,2450228.8643101454,,2361168.6991377976,2136827.46987641,1867112.2180678742,,2075558.2858134499,1623621.3258381144,,1793496.9690096253,,,1676963.0642923282,,,1850629.9611861727
1087,77.57142857142857,1665692.3864479994,,2324713.5057511255,2113590.281958115,2358867.418158685,2126672.9567112816,1704584.3428163594,,2000155.542617546,1757273.4854252364,,1774287.8275863053,,,1684923.476376151,,,1799768.9211095565
1088,77.64285714285714,1591281.1682297934,,2230494.9200556735,2221433.8045443227,2301202.637147362,2240567.3489209064,1884563.4905595044,,,1714189.3873325114,,1678117.942587729,,,1642526.1108436284,,,1916139.8394358258
1089,77.71428571428571,1630991.5488078147,2051632.9630685651,2161123.085704765,2221536.0296131764,,2259879.560573761,,,1912219.2161526207,1799557.0795659565,,1815776.2643192622,,,1651208.0840417538,,,1748465.8455989843
1090,77.78571428571428,1597148.842212409,,2488715.119299357,2047234.5735025094,,2246330.1920129904,1826630.0223934674,,1968846.33411048,1532910.6593211354,,1689251.8541934604,,,1812046.219048554,,,1879420.2286168884
1091,77.85714285714285,1651523.0315612152,,2199665.8316505803,2130591.3059869264,2586995.3199030166,2338806.5314866505,1813368.9821974447,,2017115.0890302213,1753241.1170234971,,1867652.1348667562,,,1634142.293290792,,2111146.435174333,1962253.6397515265
1092,77.92857142857143,1614952.4548421444,,2244586.923385235,2249065.5619904026,2485479.69099036,2344354.309738622,1920929.7099007668,,1885064.6178511644,1762867.9438155226,,1731300.26387798,,,1713047.1990870421,1849733.9355394705,1993240.9082854814,1878917.2416087934
1093,78.0,1613668.313104799,,2214013.952144498,2215203.5232528583,2344991.2560382234,2249261.548473174,1798696.9389105719,,1908425.0326379489,1717929.2908820165,,,,1975322.503973013,1693840.4694066157,,1858115.8405075301,1992973.1139820644
1094,78.07142857142857,1561701.0651748849,,2384597.388557236,,2240869.654230166,1997235.9124503913,1917653.6947301794,,1971411.9855475903,1653421.40191404,,1757754.9109741314,,2186797.277126482,1833853.3992482289,,1918411.6154157952,1840682.4834338995
1095,78.14285714285714,1585257.387740579,,2171663.8441048726,2168454.4355484485,,2017337.3769598324,1777338.2603493445,,1925756.5974894227,1729916.7787770585,,1637474.2227289588,,2097585.5026008477,1936668.9191343924,,1878031.6514586844,1904190.290316408
1096,78.21428571428571,1594538.2623206002,,2206697.1922256295,2120621.4521895014,2539340.8228345145,2158801.6935812426,,,1997226.8248314525,1768380.9211567037,,1953182.8349410014,,2286850.5077222493,1961235.7879490391,,1944747.983327176,1702928.3018608643
1097,78.28571428571428,,,2206366.945894245,2077231.7364350962,2272360.993109094,2014941.5780897501,1766994.3482182752,,1936828.3529179269,1599494.6388109769,,1896290.4292144238,,2263670.0706720524,1753560.1920098322,,1947997.289701481,1814914.098781755
