Frame,Time,0001_1,0001_2,0001_3,0001_4,0001_5,0002_1,0002_2,0002_3,0003_1,0003_2,0003_3,0003_4,0003_5,0004_1,0004_2,0004_3,0004_4,0004_5
6296,449.6428571428571,1343847.3522087769,1731400.4536981077,1886341.2338311947,1836528.73377582,,1575504.9024438688,1638464.0268080987,1296503.6460110662,1889399.1842415873,,,1580746.7549543555,1747124.7623541865,1812862.8063422297,1445507.4131131503,1469000.0330463324,1612753.0700508114,1699432.794461574
6297,449.71428571428567,1499324.7161006317,1658799.8570345799,1918971.4876477763,1839226.6120220749,,1672937.3036346524,1689929.4861956264,1382928.3466039954,1826356.780376321,,,1608426.664642517,1842807.7297751694,1861202.2873654806,1469808.4190892305,1486766.4106290725,1568957.2801956662,1569459.984844741
6298,449.7857142857143,1447914.55217917,1640784.882913379,1749595.9615020282,1864985.0272618958,,1545935.953466501,1623128.1517708502,1408818.01312382,1815425.9398792037,,,1524788.3430882778,1621617.5616377504,1875586.509264117,1402679.6777314353,1545451.2848849706,1585723.3994218137,1612084.3833262585
6299,449.8571428571428,1566517.8521791315,1600241.9181624851,1629406.7823216193,1750183.981914713,,1719956.4013992301,1653348.363690952,1484491.2034087179,1839083.6699315223,,,1682389.8818789928,1813676.5602522136,1857001.1656371176,1403419.849109675,1509547.4261319172,1784703.6515959953,1577678.9524701384
6300,449.9285714285714,1638588.965623577,1690341.2652143424,1709095.7223347453,1802859.517205418,,1581134.2443261563,1589761.3776615064,1501470.3942266628,1802757.0862291192,,,1572369.472870159,1862286.174511114,1797222.884884211,1440930.846107132,1518500.580622993,1759245.3077775221,1665805.8588632839
6301,450.0,1529959.9275737677,1633796.103029144,1684374.485422688,1778548.8739906475,,1521193.2320473099,1586864.0261748054,1453098.7610866467,1842017.5737962953,,,1715136.9151869211,1679862.474062398,1752693.7218277222,1430791.1857714676,1476137.1254852412,1745147.1707638449,1485643.1964929847
6302,450.07142857142856,1557963.4841440287,1633340.7794104703,1772559.5452171178,1732115.9019550404,,1554587.9071107355,1543624.8367401538,1456292.8676733316,1745535.6310169671,,,1516510.514018373,1622326.0315933283,1794188.501987266,1395607.1544182738,1475955.640591428,1757098.4165930082,1695995.6950571537
6303,450.1428571428571,1543940.3378169276,1628946.7776720354,1879972.7402117013,1789004.1717516945,,1502311.565300298,1564067.4084129876,1430880.9574402242,1854659.1424264102,,,1636591.7470668538,1549680.970557734,1989815.4991319766,1348931.3669326485,1468547.2187542284,1644081.9830144246,1604673.5984266938
6304,450.21428571428567,1598243.1937968282,1653288.1615364666,1705513.8467571153,1796207.2721426587,,1611271.6997925101,1518793.9804872784,1439630.4508822574,1887655.213397449,,,1636852.1752805004,1591319.8326210845,1808419.072812374,1325979.1890712022,1452330.5111424886,1766953.6561201,1472751.9215324465
6305,450.2857142857143,1610221.4042361893,1702029.282443619,1694972.807793355,1845770.6363176294,,1630127.8691176088,1535299.3048258508,1509780.6243559704,1657093.278181727,,,1625310.2218134827,1627690.2338192933,1740481.3032812562,1326953.6157257021,1444252.4573986002,1655471.7718929264,1465806.7044925387
6306,450.3571428571428,1677689.3415901808,1614505.646549313,1790461.5221970067,1769173.07006634,,1635224.5520993304,1574021.6275330782,1442085.0430903852,1824944.6890864186,,,1662996.4199559193,1688236.7492294193,1671207.9315440739,1428272.0059943504,1486753.4335022531,1708102.89704829,1621677.2089890386
6307,450.4285714285714,1399663.82507512,1550246.2607867524,1735226.1036549602,1746010.8261218057,,1662886.2977129375,1594925.6560804232,1457508.536151732,1863601.5990352938,,,1656081.9209124015,1670049.9355137188,1917600.733994972,1467721.7535760715,1449736.8440828796,1525100.4890285728,1605143.219939074
6308,450.5,1458198.2408640853,1711510.6976039056,1765778.628251056,1787454.8728092976,,1687390.3939561306,1623227.2859121487,1423427.2190743657,1776658.4161984504,,,1633714.4501191033,1715092.280103102,1870142.6759987385,1542454.2117191218,1408590.0671443248,1679946.565312116,1655693.6534253568
6309,450.57142857142856,1445914.8749762971,1587721.0136357928,,1762442.1919620293,,1664380.2932654181,1635857.3096437322,1428325.2370044845,1752964.7279433997,,,,1706823.2699913466,1871663.1802940245,1478430.6889146916,1540976.7205682762,1777343.977221146,1621994.022065326
6310,450.6428571428571,1491906.4219126117,1695689.849153018,1697094.855194909,1742027.676832735,,1640201.3298377811,1589574.2021853775,1334859.8319877607,1790965.8083975709,,,1676345.0444785499,1694099.9879478458,1873029.856003572,1457757.3341686311,1490057.063235771,1603649.212556085,1655281.7977611918
6311,450.71428571428567,1523315.889580006,1717744.993694935,1698329.2774991246,1757463.183116083,,1615046.4107900935,1641088.0524222634,1298488.8153439371,,,,1744202.5787387574,1667072.0693698362,1769169.3646660424,1450214.082300017,1495845.9367843387,1685848.4433569435,1639871.5521908286
6312,450.7857142857143,1560667.7012755887,1623143.197966767,1738755.95337791,1727507.7710458888,,1595498.1328238582,1696537.2634054685,1381976.2622021984,1651608.5607449713,,,1762505.2556346506,1564875.2027092427,1786356.2173758447,1502016.580185333,1490391.877884341,1763799.766618648,1638332.6243897653
6313,450.8571428571428,1557319.9487623714,1605244.0862307043,1677061.5524613755,1706751.6930109758,,1540993.623319716,1682663.7717756785,1389117.279152859,,,,1616060.2063101246,1536292.5684606687,1706693.0035746975,1509303.1825431306,1490136.9081038088,1742902.1372287718,1514141.9750435736
6314,450.9285714285714,1478390.82111645,1663385.790737177,1824858.4389018526,1691261.6685456897,,1414850.6677625175,1686609.4909228154,1459466.7204110732,1710151.8043344736,,,1687211.332694812,1698775.3156125224,1881276.4332261416,1406912.9932734636,1496195.4735190421,1674437.037981581,1624636.0346912926
6315,451.0,1573238.2540532446,1498611.0779584674,1805449.864671855,1691022.8813302107,,1623568.8430181323,1713102.5154531826,1375575.730149933,1636472.8698440776,,,1620843.537836709,1616886.4712083882,1839566.872107557,1457100.2215665067,1478220.8150364244,1683608.5791753824,1527789.5091517158
6316,451.07142857142856,1479272.765717239,1556845.3228800865,1738033.7525028328,1694311.096515231,,1562599.4437588225,1669871.9193850895,1437601.8296297798,1544360.7650183823,,,1778752.8932935195,1656696.2039580583,1698001.1028005593,1438265.7712702474,1495643.7364686043,1868933.9686084888,1631030.17854726
6317,451.1428571428571,1477004.7883717539,1817178.6982854526,1717742.1757012226,1713341.7300920452,,1581857.5514086555,1631185.8857129875,1475792.4599511067,,,,1644822.661950294,1609596.1656305033,1829766.7196432902,1399053.6599019503,1529746.71862069,1822777.555750857,1643736.9481641676
6318,451.21428571428567,1554989.6839946203,1728469.2493271672,1875373.1383571415,1675578.002761243,,1608680.5787322687,1601305.2310627406,1478551.9501093584,1803612.0547026682,,,1707189.271680079,1598664.0596017104,1865631.4369788985,1400953.4631298657,1496020.5828407714,1689286.8887520812,1549057.4084315195
6319,451.2857142857143,1446413.047506649,1607124.9920560417,1789080.8246322973,1682197.4269660905,,1682022.2977955563,1667633.6709007896,1479127.7815090092,,,,1711083.9690087182,1502568.7805647356,1717056.5238071682,1398958.2928563585,1503286.0856839896,1803461.4282639956,1464035.0742308286
6320,451.3571428571428,1528142.6692290104,1524647.0521846048,1815245.506017196,1670860.6096545677,,1706638.7584654551,1699794.9333381217,1455999.9652036459,1809386.828731713,,,1574622.1737220814,1691108.7030478176,1880530.5058794331,1471710.1728292878,1545024.706590173,1629343.3175914732,1540322.4531682124
6321,451.4285714285714,1441169.0378286666,1622397.793430766,1788963.5232937464,1647766.8635878453,,1511934.869476483,1708123.3049211034,1457445.801198606,1796819.247607734,,,1510707.5907781841,1620753.3089327158,1740508.9750004513,1514383.5204147126,1489865.9280894063,1792699.7604820102,1545312.3665218067
6322,451.5,1472054.6838037777,1628875.3812537375,1947373.1050549347,1642223.5592770216,,1557941.0995567087,1706764.5656263588,1423408.6259935296,1855164.2348603967,,,1414223.5505265095,1593578.4122934712,1787235.955625165,1540743.0243681388,1504790.9615579916,1792750.9009255692,1523392.293016507
6323,451.57142857142856,1593840.0170371046,1584521.8619614544,1881174.202147881,1694370.992319005,,1517625.0296462602,1671227.0647180602,1416759.7724767346,1678807.7510494175,,,1406697.8007016003,1527648.5864070938,1864231.902987476,1556189.645974153,1517385.5252214011,1902737.541597974,1639258.5730067955
6324,451.6428571428571,1572199.3036951208,1636898.0776592873,1938836.4939804277,1690912.8504306246,,1492254.9938974262,1562832.055588782,1414527.6335969875,1707173.2456088392,,,,1580205.8088895904,1717578.152212434,1527673.9382719945,1521947.3484161494,1780218.564282078,1660540.1245698843
6325,451.71428571428567,1516894.8844137935,1639400.0869631427,2033906.3571361885,1669947.0932575986,,1502795.7185012482,1586912.9387117377,1431815.1227369346,1907185.7673574293,,,,1568130.7046775885,1787410.9153147012,1527673.9382719945,1517949.3269536144,1763506.1775823385,1678472.7736881785
6326,451.7857142857143,1523531.5683476534,1615254.9365380052,2026047.8948190107,1735233.0987711898,,1689237.736340921,1677609.7844005798,1435593.6316389302,1820679.9650046884,,,,1435743.3717733566,1810823.8328882589,1585978.1753165326,1487094.8112226347,1785079.4707307196,1639309.6849499492
6327,451.8571428571428,1487726.4882638464,1658970.0226999351,1857436.2104466439,1702878.3840913067,,1555722.157898418,1528595.1239903704,1510895.9168758984,1879314.3814017433,,,,1515571.6874188543,1872867.685494595,1582132.2308567022,1525617.957502222,1693705.8526242718,1581152.4739082055
6328,451.9285714285714,1453955.7700620221,1677330.3353474715,1867967.7261650693,1702878.3840913067,,1585379.9987135138,1653502.59371633,1488700.580240926,1785124.3442746885,,,,1442692.4906451106,1834278.7257952811,1571257.5799397316,1517644.876911619,1761919.6179524027,1582436.6503220198
6329,452.0,1478024.4720577386,1574305.6794747151,1966243.787287748,1692448.0994300635,,1528428.5655491955,1587132.5658768553,1453027.1546457976,1750140.5307430138,,,,1550486.900677206,1839719.3839983682,1519237.4909677976,1469445.8062689542,1548617.9889451931,1793567.2321123949
6330,452.07142857142856,1535957.5964915617,1735060.5109234143,2022545.3385602406,1758472.9743832224,,1491001.89669705,1542155.6705810935,1450095.354998889,1866881.6850346425,,,,1579724.055430634,1858263.5980402394,1525656.8921330196,1535520.6999994798,1741117.7240796336,1622433.3924443738
6331,452.1428571428571,1540754.635454581,1741716.5045712588,1892564.7539400314,1733197.5682721373,,1586668.9516849716,1622569.8307982509,1442215.5111837187,1777003.5227142964,,,,1415642.35964181,1766909.465817182,1549589.6900753777,1541521.0448368299,1609799.121504338,1639105.3271909219
6332,452.21428571428567,1405514.110648336,1700798.8678784207,2028735.6363021715,1785057.2622174495,,1648042.203834081,1547409.9222885717,1514455.9167354999,1619910.6026019396,,,,1577644.513881708,1854324.9196647399,1553315.8724665141,1496896.4230686396,1667560.1525821008,1540251.0102650514
6333,452.2857142857143,1413103.5534899652,1584059.566687002,1976223.940490321,1800755.9584589961,,1509841.7147708116,1630762.1306721342,1486103.1630050058,1574767.8384889476,,,,1533458.7281488003,1671820.4930930862,1475334.8148954927,1533218.2219456558,1777515.6970680912,1467098.333236375
6334,452.3571428571428,1557637.3048817713,1552768.050430887,2107059.1769265225,1752014.8104937193,,1685270.8139876102,1648946.257723167,1486103.1630050042,1801470.7298701725,,,,1589673.8279827929,1802562.6436092572,1530715.5016621852,1502867.6360415088,1655627.457515313,1545110.3804424175
6335,452.4285714285714,1380175.2347391685,1557002.0857661215,1992880.8172955534,1754773.015897881,,1663763.2193331944,1579049.091349221,1489111.6379975926,1767150.5696196654,,,1480039.7682226351,1528161.4104087246,1762866.5008964357,1626542.6228899276,1520644.8718344963,1665945.286093311,1560186.6873610867
6336,452.5,1392701.206249615,1571310.061534951,1924226.903946352,1749935.1512956705,,1679025.9034788113,1528185.3177795198,1485786.5372215868,,,,1427599.1594470113,1583124.584649993,1773017.9644427462,,1487557.7627175294,1604601.23940024,1631562.1723003874
6337,452.57142857142856,1479108.2733417132,1608326.0801959645,1913219.2054975426,1725833.7394269195,,1566533.6390444462,1614456.6132344273,1484097.4488738482,1804350.4211958318,,,1458987.1750163785,1591684.743972658,1824662.7916480538,1567358.3714542221,1503601.6419765651,1579250.469531804,1590660.8622711897
6338,452.6428571428571,1384674.9772525493,1649336.5787188306,1899775.9542216968,1795425.8543275066,,1691272.4097054559,1577261.033518359,1477157.293496001,1860917.669405921,,,1419585.2214071136,1431850.0559797853,1870487.5907668087,1554647.5562889664,1525527.2503064345,1599880.0667306015,1654917.1102089463
6339,452.71428571428567,1346663.795487479,1669526.878830961,1872708.9998948192,1686620.7881724364,,1630242.6379813794,1554513.91522653,1425164.7919172905,1669328.1993638373,,,1423140.922379331,1549404.282896249,1834460.0353289593,1597897.5744354927,1560790.952272574,1644818.7149651928,1606768.8972251157
6340,452.7857142857143,1437248.0593869137,1596108.8180308405,1777624.2101792155,1657831.1056635035,,1565182.1272367756,1526614.1853215534,1498784.3473112634,1735839.4604563608,,,1557771.7879199022,1648309.076486875,1804758.4032187865,1663787.491831108,1511089.7845141164,1488550.5228369979,1591741.0496673
6341,452.8571428571428,1406662.6583634468,1641140.8043570435,1834528.137379099,1769877.089305213,,1713517.362706999,1672464.9262307286,1424239.491392102,,,,1503270.3965446614,1491326.0629094634,1899622.0781108993,1671538.4909747962,1503647.1694789215,1603171.7464888755,1625510.8477488835
6342,452.9285714285714,1504887.9342553744,1714111.8915205365,1859033.4557780381,1654100.7651577985,,1698832.5081536835,1649851.258654,1414693.69608643,1748361.5737782628,,,1540237.456905432,1589041.2102928516,1867345.7677435183,1677571.7420081217,1430671.5801448268,,1813716.1838969132
6343,453.0,1574179.2748622939,1774312.6947927775,1860811.1234869868,1706708.9755876511,,1646714.0739532379,1484669.5119328222,1430584.446249638,1672458.9136022548,,,1614966.7060303371,1497882.0144508032,1959227.6543732747,1697373.7856001246,1455483.2851797962,,1703995.6970904125
6344,453.07142857142856,1691099.8674026693,1666895.7793836198,1733970.442249984,1687554.9457179615,,1654019.5651973423,1603533.5846402105,1502511.078168724,1749445.5504050844,,,1576616.760744679,1658050.853906923,1946057.8697861445,1620819.117385465,1490772.6192754512,1768590.450727953,1706028.0713886889
6345,453.1428571428571,1419011.4720396444,1677099.0869375009,1956941.4778985518,1702747.2286170418,,1475277.8501637618,1568885.0155906489,1443319.2511875352,1768572.5146601608,,,1600443.4532653051,1552097.3588075312,1823996.0268283617,1546689.592247357,1471490.7449800405,1570535.5930566476,1666574.4066097075
6346,453.21428571428567,1591682.845109296,1640142.2848544624,1927132.991106953,1748457.1622028456,,1500285.1962729953,1617353.814589906,1412699.326087579,1848861.1046986275,,,1612418.0250988994,1713561.7443121434,1769286.092111394,1591554.1256724007,1468399.936928,1554585.9911976715,1706156.98886711
6347,453.2857142857143,1581423.793892564,1746555.6145467055,1859493.0910271993,1768603.7724074142,,1597877.690386024,1522301.4488992307,1428791.090877358,1813358.927599984,,,1610332.7968284248,1500208.111022291,1930900.046163325,1576662.7736512541,1493748.3260425893,1784337.6841204236,1669375.7866937157
6348,453.3571428571428,1549452.352424479,1721703.0421082228,1903970.531731335,1733979.6879931553,,1590394.3870329156,1537421.4901225283,1511169.2044168094,1763554.2721153297,,,1714192.9154027412,1622044.1158782747,1781434.6747759576,1585395.0095456233,1554394.4064493417,1733592.089379338,1624436.496319228
6349,453.4285714285714,1477760.0074165985,1543967.019108749,1934851.4599663774,1702938.1116321052,,1537751.1953067316,1418608.3880268738,1501287.397580292,1770509.3261309783,,,1732437.4392540217,1578234.7437848754,1765784.0708535712,1561919.5614776341,1544745.129110537,1746677.6337828664,1570547.429123418
6350,453.5,1338050.1788952579,1659219.5453695874,1822574.1194410555,1707119.2030881245,,1593773.069130995,1508475.77811577,1433184.8460139686,1756693.4170540806,,,1658288.497616982,1775894.4750881407,1810685.238631802,1527836.2895607387,1490909.2674171259,1645244.0931291457,1603067.9953916532
6351,453.57142857142856,1435202.1567124908,1687544.1915041981,1917852.6123871356,1726477.1415620833,,1548588.1648619007,1470110.516102874,1382582.0261332018,1688968.9390589092,,,1716434.4139048853,1680047.7613234117,1828719.9809657214,1576969.0740873162,1479098.534736047,1724573.6402737172,1486433.5946446876
6352,453.6428571428571,1441337.3682365508,1598335.563688872,1893870.2158984009,1726477.1415620833,,1677810.0031724754,1503116.6646305427,1462116.481069035,1803758.1872623083,,,1675929.691748678,1708716.0162700864,1850705.4032862855,1576969.0740873162,1372840.4465963678,1756910.8724368871,1611789.100451484
6353,453.71428571428567,1445469.0478628979,1678567.0383599035,1936456.7509092265,1713943.160188018,,1581281.6513170274,1536910.5169383734,1501655.9668983973,1725846.1435373817,,,1740782.847110023,1716172.8594414054,1948934.979653953,1597196.0743799238,1480764.986731657,1664165.3449983848,1619155.4997517199
6354,453.7857142857143,1510631.8907112551,1629372.4176228046,2013378.1139016578,1703290.7534403896,,1539351.9699981075,1676160.8187885613,1487277.5887562453,1772607.7115998021,,,1762573.2912226894,1686516.188772817,1818133.7742984528,1606097.4317957477,1458569.3098560025,1599578.8974701264,1604675.1824579698
6355,453.8571428571428,1461635.7421559864,1562773.4160546423,1881866.7795208269,1671670.7249151468,,1595697.8758412036,1589201.2751427758,1531570.3170627395,1754088.7857965657,,,1786135.792477422,1814969.231863472,1883409.6221083624,1531335.5040496811,1427228.184827709,1697146.9438698876,
6356,453.9285714285714,1442635.2911595628,1505270.497064071,1890580.818000229,1663673.030777998,,1417212.1360164331,1461216.5165799886,1465560.6817341526,,,,1690919.9963493142,1614871.0747659819,1780863.4350328413,1486374.2895712405,1474217.459086808,1656068.001420816,1683743.370747443
6357,454.0,1468535.4186625604,1514615.4269906336,1887171.2284789789,1661659.5002222634,,1425290.4750139993,1512406.5311760474,1484936.9164123258,1875284.986144878,,,1822635.1482495093,1611887.5480411316,1780075.6149231384,1465253.155017832,1456467.970691077,1615411.2113663042,1480363.8118927758
6358,454.07142857142856,1409589.089300713,1585315.6364620347,1819527.28151933,1689491.9670848541,,1542871.8705761498,1595836.1371616565,1441961.104389783,1841729.9995062521,,,,1817363.7896666694,1734947.0290257635,1540301.2950223566,1452215.0561663643,1651767.7336266947,1584739.8967349653
6359,454.1428571428571,1462673.2888511547,1589019.5653161865,1898057.9475071356,1636001.4759800714,,1550014.7007595156,1472824.1970909436,1416888.9740532364,1598733.2948435864,,,1703393.7778756968,1807576.746173417,1743305.0858963293,1528101.9243075608,1474217.459086808,1670843.3229827653,1507432.5539712333
6360,454.21428571428567,1525720.8289643095,1429315.6494581108,1802607.7872479544,1720831.9003320658,,1484444.135258716,1607937.6146198737,1352133.5403646734,1806406.0239140396,,,,1742514.9588749127,1856840.9765033445,1448327.1398402723,1421847.7921335453,1670745.2748046261,1498141.9938068485
6361,454.2857142857143,1520555.7275141194,1488988.3412861926,1856604.2482822293,1687762.9000557472,,1568358.144552932,1572665.7002263155,1452095.1692486622,1675962.7578758074,,,1647883.1320229964,1715597.92846377,1967486.2105208945,1496215.1974240867,1475292.7142990248,1770751.7299701353,1578881.0219184973
6362,454.3571428571428,1430038.6405470236,1474790.029490091,1777255.585782398,1681462.6852353006,,1465244.5556385352,1590692.3542163474,1486926.866376166,1826138.1756735255,,,,1650752.5734025096,1922073.3184819508,1389006.0111802102,1441978.9328382874,1665261.4169963703,1617774.9996581685
6363,454.4285714285714,1474613.8992906252,1405632.7079684401,1778564.8597969764,1675824.638720423,,1490626.1466064379,1422216.8005864152,1453160.3608937745,1712233.159496248,,,,1733234.678850424,1617484.2223705046,1489294.616952803,1452339.988956337,1779266.3836725997,1553584.386937354
6364,454.5,1462433.2407451284,1388080.4937762958,1828797.931205874,1708438.6767131276,,1599782.491974995,1521014.2749097156,1617355.7172195471,1739840.989919491,,,1916870.760761255,1641760.4446188628,1747342.793226611,1468657.6481621175,1543826.477438377,1841941.6373468358,1493392.781037471
6365,454.57142857142856,1485459.765682832,1401731.460336508,1846658.9736129483,1683182.666062304,,1665015.163803837,1499959.1572088762,1519686.40626493,1852079.6596735916,,,,1565414.3279481994,1846528.3084029034,1484637.603875827,1487058.2677493067,1854750.1825030495,1520498.4688261047
6366,454.6428571428571,1555785.2449359205,1473962.0696480281,1825525.4919790945,1682025.445089747,,1659220.1504210723,1526828.6763837293,1615496.4298520992,1821002.6952877773,,,1782893.5779740352,1663113.406142293,1782409.6282239768,1427556.3792384823,1462545.3010869902,1676875.4696222015,1639208.5776406557
6367,454.71428571428567,1618575.3369955637,1478209.0109744444,1951750.9857949615,1695813.9858304623,,1602647.2837944566,1528903.7946060062,1579700.9854625075,,,,,1728391.6495301249,1821229.4670544881,1469099.8586566153,1488954.68027127,1707872.7008551182,1587353.6480317158
6368,454.7857142857143,1562995.1799111841,1782987.048542292,1936353.6192012746,1659331.4060718983,,1635500.8050078028,1570000.664132186,1589931.3890157647,,,,1828189.7553165294,1677167.1837440152,1766615.3194569438,1513009.6759969734,1503421.5134725384,1662178.3311125399,1570404.094641911
6369,454.8571428571428,1568478.889499745,1670110.980843932,1839828.730555141,1710995.8442971734,,1512227.6822704233,1382222.3448247213,1526398.9843332525,1631940.9721521537,,,1871913.7113385166,1570182.0061378824,1743991.324676981,1488934.7440693951,1478978.682685734,1829465.7234656103,1531553.2173436626
6370,454.9285714285714,1579372.7673179202,1574156.1551497458,1841156.1542728755,1765481.247817535,,1611259.4429924358,1547208.7433814988,1592434.0984611611,1747159.7057446055,,,1730359.6496064092,1696888.914460273,1776585.949801394,1485586.3292869278,1508951.53884329,1709859.6048518526,1521965.0776237783
6371,455.0,1486275.047897907,1598992.6889516793,1933974.4211997974,1786091.0275285551,,1509958.627454204,1513970.3790815119,1506239.2006026432,1725920.5321303569,,,1647404.6146208036,1644348.836124087,1865934.8247003607,1421107.4990402116,1540649.0360838603,1774494.608333607,1542592.5701764768
6372,455.07142857142856,1454432.7040870392,1639671.242114297,1981525.9936676465,1702548.6205726434,,1672563.43616566,1484020.8202821186,1608568.5982458997,1762095.7893696495,,,1538538.181843399,1595573.2141342503,1883731.683600394,1421107.4990402116,1442223.1923683533,1768245.843286398,1615274.599572406
6373,455.1428571428571,1574120.25200762,1558309.6028853264,1868578.0780088159,1608527.5483599098,,1652040.4594644152,1441853.9416880615,1509269.2522556544,1716109.8748161267,,,1643636.1343790442,1605492.9052925408,1819069.4310623896,1393648.6839693168,1546589.2084270322,1791457.12340853,1595366.0903211653
6374,455.21428571428567,1553351.4588292353,1576394.1406015467,1935930.3144188225,1605973.4958971764,,1640251.9397054533,1493101.06763238,1534045.6696475805,,,,1760169.6978434913,1631996.687152674,1787667.0223496254,1546493.6117576384,1486850.0830013023,1820595.782684499,1578727.2260812912
6375,455.2857142857143,1601782.6804495296,1581363.955494115,2051632.0139544073,1615813.107868027,,1535784.1719293224,1524644.912613282,1541738.3115607365,1735391.0210513747,,,1766262.1990119999,1670995.9154502484,1780605.544816224,1571641.0148548055,1473323.2307912344,1714622.2279986548,1653712.8424717686
6376,455.3571428571428,1563643.406810392,1478734.0906544058,1875733.3051764783,1654298.966548105,,1483194.307207843,1494716.0865890782,1462676.4539450505,1751814.100700325,,,1659958.8796553994,1645091.5845350244,1713679.1908784015,1559171.386884619,1455619.7678540214,1622675.6723900454,1715677.705039976
6377,455.4285714285714,1592172.388946764,1529404.502909215,1969308.6449604882,1622207.759083709,,1541470.7709952905,1508629.743797059,1506227.2819815786,1677881.4433355448,,,1776707.0635571422,1671246.5170896538,1943453.526481716,1461993.350971618,1441591.7955834277,1809214.1182794787,1615547.7185401488
6378,455.5,1546135.785558649,1654040.9706600714,1945269.3653740173,1622051.6121343698,,1542113.5677670143,1588606.570991642,1562532.3427584118,,,,1718353.7813254418,1646194.0634584446,1845346.7622960361,1465018.384872155,1512239.8561517252,1760775.7349680762,1760400.6092266769
6379,455.57142857142856,1499151.8218275222,1563346.0992594475,1853990.6151639293,1584688.287957061,,1641780.3732710273,1513041.1714229416,1580382.8135638437,1695147.178599096,,,1805198.4397935339,1591643.8441396838,1882608.1090941194,1586001.8123456459,1531105.7039085126,1905306.2780281364,1743301.6268356356
6380,455.6428571428571,1471072.5006954765,1443349.7417478787,2032354.074223639,1637020.3577452316,,1765065.9740836923,1518714.2591383723,1536749.0351215694,1664615.1100136933,,,1851008.8345743795,1634964.2056475813,1957774.4397165882,1648623.7469414796,1597429.2141434867,1793806.6046343516,1654945.536279082
6381,455.71428571428567,1489617.679257364,1481713.981992956,2063414.1121990895,1598728.5908652642,,1532850.803575587,1661286.4593132408,1568826.8178830736,1694895.2057333377,,,1995936.4995063632,1686291.467222185,1846489.4831591793,1623820.7915569271,1568924.6349363052,1721934.1264660389,1632148.5853125511
6382,455.7857142857143,1372319.223623863,1600358.7247723725,1916889.8352430202,1604963.158904287,,1577845.6086413844,1444766.774488442,1527935.414607033,1621548.4222003352,,,1823890.6637417756,1689983.3209851498,1855337.4877520585,1684384.165399609,1514326.6413511275,1917522.6136742688,1535982.9305852854
6383,455.8571428571428,1388079.657521477,1597846.0783184145,1901349.4934598035,1584119.5948409082,,1537801.2290491916,1579088.4991318039,1546448.0948543476,1738445.0933188356,,,1690674.8584563716,1654984.1098937977,1835558.3762034308,1713720.7961042824,1518344.8975988072,1914538.336935059,1559358.4314382952
6384,455.9285714285714,1440288.5218416136,1539696.0095708605,1861155.1946352446,1580577.5228173546,,1486186.339016365,1765368.556930787,1470716.2447662856,1848663.5391359173,,,1903129.8495398005,1621374.0413796687,1865771.874169541,1676666.270486034,1468972.5549579235,1904518.9272114176,1540442.9339477648
6385,456.0,1589093.496485533,1523708.5533616173,1864714.3763555307,1581888.50140968,,1661244.4130090412,1631686.077991505,1570671.3828932554,1841341.5561677269,,,1952130.4394788025,1712931.4641286526,1877362.3681424395,1676396.7537357532,1417158.7747225007,1904756.883148747,1535995.288021696
6386,456.07142857142856,1553259.8189662383,1641241.7654296716,1884046.4707128438,1624858.2199118193,,1624020.972757063,1443313.9354695352,1649056.717476059,1739345.1834145712,,,1950565.1490547557,1657065.6491263618,1941794.6203134605,1681803.1751773462,1514592.4954546327,1775358.658814429,1617950.188556835
6387,456.1428571428571,1471946.3344707352,1498864.34547602,1937853.4843982966,1796027.5019591514,,1681287.6775470946,1559855.90338794,1569893.5457119811,1770810.0051828092,,,,1746864.1779325944,1970348.2529881282,1668770.0151939583,1421778.4153385847,1819216.515957988,1547492.5100591492
6388,456.21428571428567,1502697.8782876222,1595183.9830095551,1847752.7828565452,1773937.8015852005,,1640307.812178271,1609471.7704842743,1405212.260042575,1866674.727806323,,,2077623.387851818,1672573.1305171319,1824187.8649103937,1662242.4888196327,1418695.598803024,2128245.2155797915,1626061.7991511356
6389,456.2857142857143,1475627.2081895883,1631245.8718455047,2042029.3179599019,1703638.7341788313,,1720728.0081804215,1553620.900206317,1316758.6855059557,1847489.4435438344,,,,1667233.0685633544,1874772.6234663143,1574370.902124598,1447634.3237320946,1844895.8525117422,1514916.9065934154
6390,456.3571428571428,1503621.2158936348,1489378.4002413268,1932496.2960123518,1661651.7999557534,,1612626.2781696,1548848.2027284626,1416064.185098531,1898686.9423199322,,,,1748999.7467913362,1841499.996140015,1658100.3082778142,1504310.2680793877,1796715.4978328869,1489011.8696287754
6391,456.4285714285714,1549432.6760748127,1540997.8686198308,2006260.0656424656,1584919.6469834538,,1726405.5766552389,1518002.1059878224,1400198.9037563526,1637191.464896214,,,1845994.8619051464,1649517.0839354037,1753014.086431754,1579096.5673483354,1449900.9831281507,1937476.5044547857,1482165.5528113863
6392,456.5,1479984.8326190454,1539309.6954800119,1954791.342049466,1649318.34462411,,1522578.3874031408,1587410.8611565176,1457271.5127892685,1751758.0058919722,,,1777093.9350573306,1685092.0114040216,1848647.430988183,1545273.8095986648,1497294.9379212358,1975534.2313334127,1563093.9872428887
